ind,attr,val
797,HospitalType,acute care hospitals
797,HospitalOwner,government - hospital district or authority
797,EmergencyService,yes
797,condition,surgical infection prevention
797,Measurecode,scip-inf-2
797,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
797,Score,99%
797,Sample,603 patients
797,Stateavg,al_scip-inf-2
798,ProviderNumber,10039
798,HospitalName,huntsville hospital
798,Address1,101 sivley rd
798,Address2,empty
798,Address3,empty
798,city,huntsville
798,State,al
798,Zipcode,35801
798,countyName,madison
798,PhoneNumber,2562651000
798,HospitalType,acute care hospitals
798,HospitalOwner,government - hospital district or authority
798,EmergencyService,yes
798,condition,surgical infection prevention
798,Measurecode,scip-inf-3
798,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
798,Score,93%
798,Sample,561 patients
798,Stateavg,al_scip-inf-3
799,ProviderNumber,10039
799,HospitalName,huntsville hospital
799,Address1,101 sivley rd
799,Address2,empty
799,Address3,empty
799,city,huntsville
799,State,al
799,Zipcode,35801
799,countyName,madison
799,PhoneNumber,2562651000
799,HospitalType,acute care hospitals
799,HospitalOwner,government - hospital district or authority
799,EmergencyService,yes
799,condition,surgical infection prevention
799,Measurecode,scip-inf-4
799,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
799,Score,95%
799,Sample,149 patients
799,Stateavg,al_scip-inf-4
800,ProviderNumber,10039
800,HospitalName,huntsville hospital
800,Address1,101 sivley rd
800,Address2,empty
800,Address3,empty
800,city,huntsville
800,State,al
800,Zipcode,35801
800,countyName,madison
800,PhoneNumber,2562651000
800,HospitalType,acute care hospitals
800,HospitalOwner,government - hospital district or authority
800,EmergencyService,yes
800,condition,surgical infection prevention
800,Measurecode,scip-inf-6
800,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
800,Score,99%
800,Sample,852 patients
800,Stateavg,al_scip-inf-6
801,ProviderNumber,10039
801,HospitalName,huntsville hospital
801,Address1,101 sivley rd
801,Address2,empty
801,Address3,empty
801,city,huntsville
801,State,al
801,Zipcode,35801
801,countyName,madison
801,PhoneNumber,2562651000
801,HospitalType,acute care hospitals
801,HospitalOwner,government - hospital district or authority
801,EmergencyService,yes
801,condition,surgical infection prevention
801,Measurecode,scip-vte-1
801,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
801,Score,93%
801,Sample,269 patients
801,Stateavg,al_scip-vte-1
802,ProviderNumber,10039
802,HospitalName,huntsville hospital
802,Address1,101 sivley rd
802,Address2,empty
802,Address3,empty
802,city,huntsville
802,State,al
802,Zipcode,35801
802,countyName,madison
802,PhoneNumber,2562651000
802,HospitalType,acute care hospitals
802,HospitalOwner,government - hospital district or authority
802,EmergencyService,yes
802,condition,surgical infection prevention
802,Measurecode,scip-vte-2
802,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
802,Score,90%
802,Sample,269 patients
802,Stateavg,al_scip-vte-2
803,ProviderNumber,10040
803,HospitalName,gadsden regional medical center
803,Address1,1007 goodyear avenue
803,Address2,empty
803,Address3,empty
803,city,gadsden
803,State,al
803,Zipcode,35903
803,countyName,etowah
803,PhoneNumber,2564944000
803,HospitalType,acute care hospitals
803,HospitalOwner,proprietary
803,EmergencyService,yes
803,condition,heart attack
803,Measurecode,ami-1
803,MeasureName,heart attack patients given aspirin at arrival
803,Score,94%
803,Sample,123 patients
803,Stateavg,al_ami-1
804,ProviderNumber,10040
804,HospitalName,gadsden regional medical center
804,Address1,1007 goodyear avenue
804,Address2,empty
804,Address3,empty
804,city,gadsden
804,State,al
804,Zipcode,35903
804,countyName,etowah
804,PhoneNumber,2564944000
804,HospitalType,acute care hospitals
804,HospitalOwner,proprietary
804,EmergencyService,yes
804,condition,heart attack
804,Measurecode,ami-2
804,MeasureName,heart attack patients given aspirin at discharge
804,Score,99%
804,Sample,134 patients
804,Stateavg,al_ami-2
805,ProviderNumber,10040
805,HospitalName,gadsden regional medical center
805,Address1,1007 goodyear avenue
805,Address2,empty
805,Address3,empty
805,city,gadsden
805,State,al
805,Zipcode,35903
805,countyName,etowah
805,PhoneNumber,2564944000
805,HospitalType,acute care hospitals
805,HospitalOwner,proprietary
805,EmergencyService,yes
805,condition,heart attack
805,Measurecode,ami-3
805,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
805,Score,89%
805,Sample,18 patients
805,Stateavg,al_ami-3
806,ProviderNumber,10040
806,HospitalName,gadsden regional medical center
806,Address1,1007 goodyear avenue
806,Address2,empty
806,Address3,empty
806,city,gadsden
806,State,al
806,Zipcode,35903
806,countyName,etowah
806,PhoneNumber,2564944000
806,HospitalType,acute care hospitals
806,HospitalOwner,proprietary
806,EmergencyService,yes
806,condition,heart attack
806,Measurecode,ami-4
806,MeasureName,heart attack patients given smoking cessation advice/counseling
806,Score,100%
806,Sample,79 patients
806,Stateavg,al_ami-4
807,ProviderNumber,10040
807,HospitalName,gadsden regional medical center
807,Address1,1007 goodyear avenue
807,Address2,empty
807,Address3,empty
807,city,gadsden
807,State,al
807,Zipcode,35903
807,countyName,etowah
807,PhoneNumber,2564944000
807,HospitalType,acute care hospitals
807,HospitalOwner,proprietary
807,EmergencyService,yes
807,condition,heart attack
807,Measurecode,ami-5
807,MeasureName,heart attack patients given beta blocker at discharge
807,Score,95%
807,Sample,117 patients
807,Stateavg,al_ami-5
808,ProviderNumber,10040
808,HospitalName,gadsden regional medical center
808,Address1,1007 goodyear avenue
808,Address2,empty
808,Address3,empty
808,city,gadsden
808,State,al
808,Zipcode,35903
808,countyName,etowah
808,PhoneNumber,2564944000
808,HospitalType,acute care hospitals
808,HospitalOwner,proprietary
808,EmergencyService,yes
808,condition,heart attack
808,Measurecode,ami-7a
808,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
808,Score,68%
808,Sample,25 patients
808,Stateavg,al_ami-7a
809,ProviderNumber,10040
809,HospitalName,gadsden regional medical center
809,Address1,1007 goodyear avenue
809,Address2,empty
809,Address3,empty
809,city,gadsden
809,State,al
809,Zipcode,35903
809,countyName,etowah
809,PhoneNumber,2564944000
809,HospitalType,acute care hospitals
809,HospitalOwner,proprietary
809,EmergencyService,yes
809,condition,heart attack
809,Measurecode,ami-8a
809,MeasureName,heart attack patients given pci within 90 minutes of arrival
809,Score,83%
809,Sample,12 patients
809,Stateavg,al_ami-8a
810,ProviderNumber,10040
810,HospitalName,gadsden regional medical center
810,Address1,1007 goodyear avenue
810,Address2,empty
810,Address3,empty
810,city,gadsden
810,State,al
810,Zipcode,35903
810,countyName,etowah
810,PhoneNumber,2564944000
810,HospitalType,acute care hospitals
810,HospitalOwner,proprietary
810,EmergencyService,yes
810,condition,heart failure
810,Measurecode,hf-1
810,MeasureName,heart failure patients given discharge instructions
810,Score,47%
810,Sample,211 patients
810,Stateavg,al_hf-1
811,ProviderNumber,10040
811,HospitalName,gadsden regional medical center
811,Address1,1007 goodyear avenue
811,Address2,empty
811,Address3,empty
811,city,gadsden
811,State,al
811,Zipcode,35903
811,countyName,etowah
811,PhoneNumber,2564944000
811,HospitalType,acute care hospitals
811,HospitalOwner,proprietary
811,EmergencyService,yes
811,condition,heart failure
811,Measurecode,hf-2
811,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
811,Score,100%
811,Sample,259 patients
811,Stateavg,al_hf-2
812,ProviderNumber,10040
812,HospitalName,gadsden regional medical center
812,Address1,1007 goodyear avenue
812,Address2,empty
812,Address3,empty
812,city,gadsden
812,State,al
812,Zipcode,35903
812,countyName,etowah
812,PhoneNumber,2564944000
812,HospitalType,acute care hospitals
812,HospitalOwner,proprietary
812,EmergencyService,yes
812,condition,heart failure
812,Measurecode,hf-3
812,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
812,Score,93%
812,Sample,69 patients
812,Stateavg,al_hf-3
813,ProviderNumber,10040
813,HospitalName,gadsden regional medical center
813,Address1,1007 goodyear avenue
813,Address2,empty
813,Address3,empty
813,city,gadsden
813,State,al
813,Zipcode,35903
813,countyName,etowah
813,PhoneNumber,2564944000
813,HospitalType,acute care hospitals
813,HospitalOwner,proprietary
813,EmergencyService,yes
813,condition,heart failure
813,Measurecode,hf-4
813,MeasureName,heart failure patients given smoking cessation advice/counseling
813,Score,100%
813,Sample,70 patients
813,Stateavg,al_hf-4
814,ProviderNumber,10040
814,HospitalName,gadsden regional medical center
814,Address1,1007 goodyear avenue
814,Address2,empty
814,Address3,empty
814,city,gadsden
814,State,al
814,Zipcode,35903
814,countyName,etowah
814,PhoneNumber,2564944000
814,HospitalType,acute care hospitals
814,HospitalOwner,proprietary
814,EmergencyService,yes
814,condition,pneumonia
814,Measurecode,pn-2
814,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
814,Score,96%
814,Sample,255 patients
814,Stateavg,al_pn-2
815,ProviderNumber,10040
815,HospitalName,gadsden regional medical center
815,Address1,1007 goodyear avenue
815,Address2,empty
815,Address3,empty
815,city,gadsden
815,State,al
815,Zipcode,35903
815,countyName,etowah
815,PhoneNumber,2564944000
815,HospitalType,acute care hospitals
815,HospitalOwner,proprietary
815,EmergencyService,yes
815,condition,pneumonia
815,Measurecode,pn-3b
815,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
815,Score,96%
815,Sample,187 patients
815,Stateavg,al_pn-3b
816,ProviderNumber,10040
816,HospitalName,gadsden regional medical center
816,Address1,1007 goodyear avenue
816,Address2,empty
816,Address3,empty
816,city,gadsden
816,State,al
816,Zipcode,35903
816,countyName,etowah
816,PhoneNumber,2564944000
816,HospitalType,acute care hospitals
816,HospitalOwner,proprietary
816,EmergencyService,yes
816,condition,pneumonia
816,Measurecode,pn-4
816,MeasureName,pneumonia patients given smoking cessation advice/counseling
816,Score,100%
816,Sample,130 patients
816,Stateavg,al_pn-4
817,ProviderNumber,10040
817,HospitalName,gadsden regional medical center
817,Address1,1007 goodyear avenue
817,Address2,empty
817,Address3,empty
817,city,gadsden
817,State,al
817,Zipcode,35903
817,countyName,etowah
817,PhoneNumber,2564944000
817,HospitalType,acute care hospitals
817,HospitalOwner,proprietary
817,EmergencyService,yes
817,condition,pneumonia
817,Measurecode,pn-5c
817,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
817,Score,94%
817,Sample,266 patients
817,Stateavg,al_pn-5c
818,ProviderNumber,10040
818,HospitalName,gadsden regional medical center
818,Address1,1007 goodyear avenue
818,Address2,empty
818,Address3,empty
818,city,gadsden
818,State,al
818,Zipcode,35903
818,countyName,etowah
818,PhoneNumber,2564944000
818,HospitalType,acute care hospitals
818,HospitalOwner,proprietary
818,EmergencyService,yes
818,condition,pneumonia
818,Measurecode,pn-6
818,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
818,Score,89%
818,Sample,153 patients
818,Stateavg,al_pn-6
819,ProviderNumber,10040
819,HospitalName,gadsden regional medical center
819,Address1,1007 goodyear avenue
819,Address2,empty
819,Address3,empty
819,city,gadsden
819,State,al
819,Zipcode,35903
819,countyName,etowah
819,PhoneNumber,2564944000
819,HospitalType,acute care hospitals
819,HospitalOwner,proprietary
819,EmergencyService,yes
819,condition,pneumonia
819,Measurecode,pn-7
819,MeasureName,pneumonia patients assessed and given influenza vaccination
819,Score,96%
819,Sample,187 patients
819,Stateavg,al_pn-7
820,ProviderNumber,10040
820,HospitalName,gadsden regional medical center
820,Address1,1007 goodyear avenue
820,Address2,empty
820,Address3,empty
820,city,gadsden
820,State,al
820,Zipcode,35903
820,countyName,etowah
820,PhoneNumber,2564944000
820,HospitalType,acute care hospitals
820,HospitalOwner,proprietary
820,EmergencyService,yes
820,condition,surgical infection prevention
820,Measurecode,scip-card-2
820,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
820,Score,91%
820,Sample,109 patients
820,Stateavg,al_scip-card-2
821,ProviderNumber,10040
821,HospitalName,gadsden regional medical center
821,Address1,1007 goodyear avenue
821,Address2,empty
821,Address3,empty
821,city,gadsden
821,State,al
821,Zipcode,35903
821,countyName,etowah
821,PhoneNumber,2564944000
821,HospitalType,acute care hospitals
821,HospitalOwner,proprietary
821,EmergencyService,yes
821,condition,surgical infection prevention
821,Measurecode,scip-inf-1
821,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
