aa	AA-2312-DFW-DTW	December 15, 2011               08:25 PM    	December 15, 2011     	 A34	December 15, 2011               11:50 PM    	December 15, 2011     	 D32    
flights	AA-2463-DFW-LAX	2011-12-15 05:10 PM		D29	2011-12-15 06:35 PM		42B
businesstravellogue	AA-2463-DFW-LAX	2011-12-15 05:10 PM		D29	2011-12-15 06:35 PM		42B
flylouisville	AA-2463-DFW-LAX	2011-12-15 05:10 PM		D29	2011-12-15 06:35 PM		42B
flightview	AA-2463-DFW-LAX	5:10 PMDec 15			6:35 PMDec 15		
panynj	AA-2463-DFW-LAX	5:10 PMDec 15			6:35 PMDec 15		
gofox	AA-2463-DFW-LAX	5:10 PMDec 15			6:35 PMDec 15		
foxbusiness	AA-2463-DFW-LAX	5:10 PMDec 15			6:35 PMDec 15		
allegiantair	AA-2463-DFW-LAX	5:10 PMDec 15			6:35 PMDec 15		
boston	AA-2463-DFW-LAX	5:10 PMDec 15			6:35 PMDec 15		
orbitz	AA-2463-DFW-LAX	5:10pDec 15		 D29	6:35pDec 15		 42B
dfw	AA-2463-DFW-LAX	2011-12-15 5:10 pm		D29			
usatoday	AA-2463-DFW-LAX	5:10 PMDec 15			6:35 PMDec 15		
flightarrival	AA-2463-DFW-LAX	5:10 PMDec 15			6:35 PMDec 15		
ua	UA-770-SFO-BOS	Thu, Dec 15 10:56 PM	Thu, Dec 15 10:56 PM            On Time	81	Fri, Dec 16 7:39 AM	Fri, Dec 16 7:39 AM	C20
flightexplorer	UA-770-SFO-BOS		12/14/2011 11:26PM PST			12/15/2011 7:20AM EST	
flightexplorer	UA-770-SFO-BOS	12/15/2011 10:56PM PST			12/16/2011 7:39AM EST		
airtravelcenter	UA-770-SFO-BOS		12/15/11 11:09 PM (-08:00)			12/16/11 6:57 AM (-05:00)	
myrateplan	UA-770-SFO-BOS		12/15/11 11:09 PM (-08:00)			12/16/11 6:57 AM (-05:00)	
helloflight	UA-770-SFO-BOS		12/15/11 11:09 PM (-08:00)			12/16/11 6:57 AM (-05:00)	
flytecomm	UA-770-SFO-BOS		12/15/11 11:09 PM (-08:00)			12/16/11 6:57 AM (-05:00)	
flightaware	UA-770-SFO-BOS	2011-12-15 10:56PM PST	2011-12-15 11:27PM PST	 98 	2011-12-15 07:32AM EST	2011-12-15 07:17AM EST	 C17 
wunderground	UA-770-SFO-BOS	2011-12-15 10:56PM PST	2011-12-15 11:27PM PST	 98 	2011-12-15 07:32AM EST	2011-12-15 07:17AM EST	 C17 
flights	UA-770-SFO-BOS	2011-12-15 10:56 PM			2011-12-15 07:39 AM		
businesstravellogue	UA-770-SFO-BOS	2011-12-15 10:56 PM			2011-12-15 07:39 AM		
flylouisville	UA-770-SFO-BOS	2011-12-15 10:56 PM			2011-12-15 07:39 AM		
flightstats	UA-770-SFO-BOS	2011-12-15 10:56 PM	2011-12-15 11:09 PM (Estimated runway)		2011-12-15 7:39 AM	2011-12-15 6:57 AM (Estimated runway)	
quicktrip	UA-770-SFO-BOS	2011-12-15 10:56 PM	2011-12-15 11:09 PM (Estimated runway)		2011-12-15 7:39 AM	2011-12-15 6:57 AM (Estimated runway)	
flightview	UA-770-SFO-BOS	10:56 PMDec 15			7:39 AMDec 16		
panynj	UA-770-SFO-BOS	10:56 PMDec 15			7:39 AMDec 16		
gofox	UA-770-SFO-BOS	10:56 PMDec 15			7:39 AMDec 16		
foxbusiness	UA-770-SFO-BOS	10:56 PMDec 15			7:39 AMDec 16		
allegiantair	UA-770-SFO-BOS	10:56 PMDec 15			7:39 AMDec 16		
boston	UA-770-SFO-BOS	10:56 PMDec 15			7:39 AMDec 16		
orbitz	UA-770-SFO-BOS	10:56pDec 15		 81	7:39aDec 16		 C20
ifly	UA-770-SFO-BOS	2011-12-15 10:56 PM	2011-12-15 11:09 PM (Estimated runway)		2011-12-15 7:39 AM	2011-12-15 6:57 AM (Estimated runway)	
aa	AA-1597-BOS-ORD	December 15, 2011               06:00 AM    	December 15, 2011               05:58 AM    	 B36	December 15, 2011               08:05 AM    	December 15, 2011               08:08 AM    	 H8    
airtravelcenter	AA-1597-BOS-ORD		12/15/11 6:10 AM (-05:00)			12/15/11 7:52 AM (-06:00)	
myrateplan	AA-1597-BOS-ORD		12/15/11 6:10 AM (-05:00)			12/15/11 7:52 AM (-06:00)	
helloflight	AA-1597-BOS-ORD		12/15/11 6:10 AM (-05:00)			12/15/11 7:52 AM (-06:00)	
flytecomm	AA-1597-BOS-ORD		12/15/11 6:10 AM (-05:00)			12/15/11 7:52 AM (-06:00)	
flights	AA-1597-BOS-ORD		2011-12-15 05:58 AM	B36		2011-12-15 08:08 AM	H8
businesstravellogue	AA-1597-BOS-ORD		2011-12-15 05:58 AM	B36		2011-12-15 08:08 AM	H8
flylouisville	AA-1597-BOS-ORD		2011-12-15 05:58 AM	B36		2011-12-15 08:08 AM	H8
flightstats	AA-1597-BOS-ORD	2011-12-15 6:00 AM	2011-12-15 5:58 AM		2011-12-15 8:05 AM	2011-12-15 8:08 AM	
quicktrip	AA-1597-BOS-ORD	2011-12-15 6:00 AM	2011-12-15 5:58 AM		2011-12-15 8:05 AM	2011-12-15 8:08 AM	
flightview	AA-1597-BOS-ORD		6:11 AMDec 15			7:55 AMDec 15	
panynj	AA-1597-BOS-ORD		6:11 AMDec 15			7:55 AMDec 15	
gofox	AA-1597-BOS-ORD		6:11 AMDec 15			7:55 AMDec 15	
foxbusiness	AA-1597-BOS-ORD		6:11 AMDec 15			7:55 AMDec 15	
allegiantair	AA-1597-BOS-ORD		6:11 AMDec 15			7:55 AMDec 15	
boston	AA-1597-BOS-ORD		6:11 AMDec 15			7:55 AMDec 15	
travelocity	AA-1597-BOS-ORD	Dec 15 - 6:00am	Dec 15 - 5:58am	B36	Dec 15 - 8:05am	Dec 15 - 8:08am	H8/T3
orbitz	AA-1597-BOS-ORD	6:00aDec 15	5:58aDec 15	 B36	8:05aDec 15	8:08aDec 15	 H8
weather	AA-1597-BOS-ORD	2011-12-15 06:00 AM			2011-12-15 08:05 AM		
ord	AA-1597-BOS-ORD	2011-12-15 6:00 AM		B36	2011-12-15 8:05 AM		H8
ifly	AA-1597-BOS-ORD	2011-12-15 6:00 AM	2011-12-15 5:58 AM		2011-12-15 8:05 AM	2011-12-15 8:08 AM	
usatoday	AA-1597-BOS-ORD		6:11 AMDec 15			7:55 AMDec 15	
mytripandmore	AA-1597-BOS-ORD	6:00aDec 15	5:58aDec 15	 B36	8:05aDec 15	8:08aDec 15	 H8
flightarrival	AA-1597-BOS-ORD		6:11 AMDec 15			7:55 AMDec 15	
aa	AA-2020-MIA-ATL	December 15, 2011               06:50 AM    	December 15, 2011               06:53 AM    	 D17	December 15, 2011               08:45 AM    	December 15, 2011               08:50 AM    	 T11    
flightexplorer	AA-2020-MIA-ATL		12/15/2011 7:10AM EST			12/15/2011 8:42AM EST	
airtravelcenter	AA-2020-MIA-ATL		12/15/11 7:10 AM (-05:00)			12/15/11 8:42 AM (-05:00)	
myrateplan	AA-2020-MIA-ATL		12/15/11 7:10 AM (-05:00)			12/15/11 8:42 AM (-05:00)	
helloflight	AA-2020-MIA-ATL		12/15/11 7:10 AM (-05:00)			12/15/11 8:42 AM (-05:00)	
flytecomm	AA-2020-MIA-ATL		12/15/11 7:10 AM (-05:00)			12/15/11 8:42 AM (-05:00)	
flightaware	AA-2020-MIA-ATL	2011-12-15 06:50AM EST	2011-12-15 07:10AM EST	 D17 	2011-12-15 08:36AM EST	2011-12-15 08:38AM EST	 T11 
wunderground	AA-2020-MIA-ATL	2011-12-15 06:50AM EST	2011-12-15 07:10AM EST	 D17 	2011-12-15 08:36AM EST	2011-12-15 08:38AM EST	 T11 
flights	AA-2020-MIA-ATL	06:50 AM  Thu 15-Dec-2011	06:53 AM  Thu 15-Dec-2011	D17	08:45 AM  Thu 15-Dec-2011	08:50 AM  Thu 15-Dec-2011	T11
businesstravellogue	AA-2020-MIA-ATL	06:50 AM  Thu 15-Dec-2011	06:53 AM  Thu 15-Dec-2011	D17	08:45 AM  Thu 15-Dec-2011	08:50 AM  Thu 15-Dec-2011	T11
flylouisville	AA-2020-MIA-ATL	06:50 AM  Thu 15-Dec-2011	06:53 AM  Thu 15-Dec-2011	D17	08:45 AM  Thu 15-Dec-2011	08:50 AM  Thu 15-Dec-2011	T11
flightstats	AA-2020-MIA-ATL	2011-12-15 6:50 AM	2011-12-15 6:53 AM		2011-12-15 8:45 AM	2011-12-15 8:50 AM	
quicktrip	AA-2020-MIA-ATL	2011-12-15 6:50 AM	2011-12-15 6:53 AM		2011-12-15 8:45 AM	2011-12-15 8:50 AM	
world-flight-tracker	AA-2020-MIA-ATL	2011-12-15 6:50 AM	2011-12-15 6:53 AM		2011-12-15 8:45 AM	2011-12-15 8:50 AM	
flightview	AA-2020-MIA-ATL	6:50 AM, Dec 15	7:10 AM, Dec 15	Terminal D - D17	8:45 AM, Dec 15	8:44 AM, Dec 15	T11
panynj	AA-2020-MIA-ATL	6:50 AM, Dec 15	7:10 AM, Dec 15	Terminal D - D17	8:45 AM, Dec 15	8:44 AM, Dec 15	T11
gofox	AA-2020-MIA-ATL	6:50 AM, Dec 15	7:10 AM, Dec 15		8:45 AM, Dec 15	8:44 AM, Dec 15	
foxbusiness	AA-2020-MIA-ATL	6:50 AM, Dec 15	7:10 AM, Dec 15	Terminal D - D17	8:45 AM, Dec 15	8:44 AM, Dec 15	T11
allegiantair	AA-2020-MIA-ATL	6:50 AM, Dec 15	7:10 AM, Dec 15	Terminal D - D17	8:45 AM, Dec 15	8:44 AM, Dec 15	T11
boston	AA-2020-MIA-ATL	6:50 AM, Dec 15	7:10 AM, Dec 15		8:45 AM, Dec 15	8:44 AM, Dec 15	
travelocity	AA-2020-MIA-ATL	Dec 15 - 6:50am	Dec 15 - 6:53am	D17	Dec 15 - 8:45am	Dec 15 - 8:50am	T11
orbitz	AA-2020-MIA-ATL	6:50aDec 15	6:53aDec 15	 D17	8:45aDec 15	8:50aDec 15	 T11
weather	AA-2020-MIA-ATL	2011-12-15 06:50 AM	2011-12-15 07:10 AM		2011-12-15 08:45 AM	2011-12-15 08:37 AM	
flightarrival	AA-2020-MIA-ATL	2011-12-15 6:50 AM	2011-12-15 6:53 AM		2011-12-15 8:45 AM	2011-12-15 8:50 AM	
ua	UA-6422-IAD-IAH	Thu, Dec 15 9:55 PM	Thu, Dec 15 9:55 PM	A2B	Fri, Dec 16 12:20 AM	Fri, Dec 16 2:02 AM	--
airtravelcenter	UA-6422-IAD-IAH	12/15/11 9:55 PM (-05:00)			12/16/11 12:20 AM (-06:00)		
myrateplan	UA-6422-IAD-IAH	12/15/11 9:55 PM (-05:00)			12/16/11 12:20 AM (-06:00)		
helloflight	UA-6422-IAD-IAH	12/15/11 9:55 PM (-05:00)			12/16/11 12:20 AM (-06:00)		
flytecomm	UA-6422-IAD-IAH	12/15/11 9:55 PM (-05:00)			12/16/11 12:20 AM (-06:00)		
flights	UA-6422-IAD-IAH	09:55 PM  Thu 15-Dec-2011			12:20 AM  Fri 16-Dec-2011		
businesstravellogue	UA-6422-IAD-IAH	09:55 PM  Thu 15-Dec-2011			12:20 AM  Fri 16-Dec-2011		
flylouisville	UA-6422-IAD-IAH	09:55 PM  Thu 15-Dec-2011			12:20 AM  Fri 16-Dec-2011		
flightstats	UA-6422-IAD-IAH	2011-12-15 9:55 PM	2011-12-15 10:03 PM (Estimated runway)		2011-12-15 12:20 AM	2011-12-15 12:20 AM (Estimated)	
quicktrip	UA-6422-IAD-IAH	2011-12-15 9:55 PM	2011-12-15 10:03 PM (Estimated runway)		2011-12-15 12:20 AM	2011-12-15 12:20 AM (Estimated)	
world-flight-tracker	UA-6422-IAD-IAH	2011-12-15 9:55 PM	2011-12-15 10:03 PM (Estimated runway)		2011-12-15 12:20 AM	2011-12-15 12:20 AM (Estimated)	
flightview	UA-6422-IAD-IAH	9:55 PM, Dec 15		A2B	12:20 AM, Dec 16		Terminal C
panynj	UA-6422-IAD-IAH	9:55 PM, Dec 15		A2B	12:20 AM, Dec 16		Terminal C
gofox	UA-6422-IAD-IAH	9:55 PM, Dec 15			12:20 AM, Dec 16		
foxbusiness	UA-6422-IAD-IAH	9:55 PM, Dec 15		A2B	12:20 AM, Dec 16		Terminal C
allegiantair	UA-6422-IAD-IAH	9:55 PM, Dec 15		A2B	12:20 AM, Dec 16		Terminal C
boston	UA-6422-IAD-IAH	9:55 PMDec 15			12:20 AMDec 16		
travelocity	UA-6422-IAD-IAH	Dec 15 - 9:55pm	Dec 15 - Not Available	A2B	Dec 15 - Not Available	Dec 15 - 12:20am*	CHK
orbitz	UA-6422-IAD-IAH	9:55pDec 15		 A2B	12:20aDec 15		 -
weather	UA-6422-IAD-IAH	2011-12-15 09:55 PM			2011-12-15 12:20 AM		
usatoday	UA-6422-IAD-IAH	9:55 PMDec 15			12:20 AMDec 16		
mytripandmore	UA-6422-IAD-IAH	Dec 15 - 9:55pm	Dec 15 - Not Available	A2B	Dec 15 - Not Available	Dec 15 - 12:20am*	CHK
aa	AA-10-LAX-JFK	December 15, 2011               09:20 PM    	December 15, 2011     	 46A	December 16, 2011               05:30 AM    	December 16, 2011     	 42    
flightexplorer	AA-10-LAX-JFK		12/14/2011 9:36PM PST			12/15/2011 4:58AM EST	
flightexplorer	AA-10-LAX-JFK	12/15/2011 9:20PM PST			12/16/2011 5:30AM EST		
airtravelcenter	AA-10-LAX-JFK		12/15/11 9:37 PM (-08:00)			12/16/11 5:16 AM (-05:00)	
myrateplan	AA-10-LAX-JFK		12/15/11 9:37 PM (-08:00)			12/16/11 5:16 AM (-05:00)	
helloflight	AA-10-LAX-JFK		12/15/11 9:37 PM (-08:00)			12/16/11 5:16 AM (-05:00)	
flytecomm	AA-10-LAX-JFK		12/15/11 9:37 PM (-08:00)			12/16/11 5:16 AM (-05:00)	
flightaware	AA-10-LAX-JFK	2011-12-15 09:20PM PST	2011-12-15 09:36PM PST	 47B 	2011-12-15 04:49AM EST	2011-12-15 05:11AM EST	 36 
wunderground	AA-10-LAX-JFK	2011-12-15 09:20PM PST	2011-12-15 09:36PM PST	 47B 	2011-12-15 04:49AM EST	2011-12-15 05:11AM EST	 36 
flights	AA-10-LAX-JFK	09:20 PM  Thu 15-Dec-2011		46A	05:30 AM  Fri 16-Dec-2011		C42
businesstravellogue	AA-10-LAX-JFK	09:20 PM  Thu 15-Dec-2011		46A	05:30 AM  Fri 16-Dec-2011		C42
flylouisville	AA-10-LAX-JFK	09:20 PM  Thu 15-Dec-2011		46A	05:30 AM  Fri 16-Dec-2011		C42
flightstats	AA-10-LAX-JFK	2011-12-15 9:20 PM	2011-12-15 9:20 PM (Estimated)		2011-12-15 5:30 AM	2011-12-15 5:30 AM (Estimated)	
quicktrip	AA-10-LAX-JFK	2011-12-15 9:20 PM	2011-12-15 9:20 PM (Estimated)		2011-12-15 5:30 AM	2011-12-15 5:30 AM (Estimated)	
world-flight-tracker	AA-10-LAX-JFK	2011-12-15 9:20 PM	2011-12-15 9:20 PM (Estimated)		2011-12-15 5:30 AM	2011-12-15 5:30 AM (Estimated)	
flightview	AA-10-LAX-JFK	9:20 PM, Dec 15		Terminal 4 - 46A	5:30 AM, Dec 16		Terminal 8 - 42
panynj	AA-10-LAX-JFK	9:20 PM, Dec 15		Terminal 4 - 46A	5:30 AM, Dec 16		Terminal 8 - 42
gofox	AA-10-LAX-JFK	9:20 PM, Dec 15			5:30 AM, Dec 16		
foxbusiness	AA-10-LAX-JFK	9:20 PM, Dec 15		Terminal 4 - 46A	5:30 AM, Dec 16		Terminal 8 - 42
allegiantair	AA-10-LAX-JFK	9:20 PM, Dec 15		Terminal 4 - 46A	5:30 AM, Dec 16		Terminal 8 - 42
boston	AA-10-LAX-JFK	9:20 PM, Dec 15	Not Available		5:30 AM, Dec 16	Not Available	
travelocity	AA-10-LAX-JFK	Dec 15 - 9:20pm	Dec 15 - Not Available	46A/T4	Dec 16 - 5:30am	Dec 16 - Not Available	42/8
orbitz	AA-10-LAX-JFK	9:20pDec 15		 46A	5:30aDec 16		 42
weather	AA-10-LAX-JFK	2011-12-15 09:20 PM	2011-12-15 09:36 PM		2011-12-15 05:30 AM	2011-12-15 05:08 AM	
ifly	AA-10-LAX-JFK	2011-12-15 9:20 PM	2011-12-15 9:20 PM (Estimated)		2011-12-15 5:30 AM	2011-12-15 5:30 AM (Estimated)	
usatoday	AA-10-LAX-JFK	9:20 PM, Dec 15	Not Available		5:30 AM, Dec 16	Not Available	
aa	AA-2281-SDF-DFW	December 15, 2011               06:40 AM    	December 15, 2011               06:37 AM    	 A15	December 15, 2011               08:15 AM    	December 15, 2011               07:58 AM    	 C17    
flightexplorer	AA-2281-SDF-DFW		12/15/2011 6:48AM EST			12/15/2011 7:57AM CST	
airtravelcenter	AA-2281-SDF-DFW		12/15/11 6:47 AM (-05:00)			12/15/11 7:57 AM (-06:00)	
myrateplan	AA-2281-SDF-DFW		12/15/11 6:47 AM (-05:00)			12/15/11 7:57 AM (-06:00)	
helloflight	AA-2281-SDF-DFW		12/15/11 6:47 AM (-05:00)			12/15/11 7:57 AM (-06:00)	
flytecomm	AA-2281-SDF-DFW		12/15/11 6:47 AM (-05:00)			12/15/11 7:57 AM (-06:00)	
flightaware	AA-2281-SDF-DFW	2011-12-15 06:40AM EST	2011-12-15 06:48AM EST	 A15 	2011-12-15 08:08AM CST	2011-12-15 07:54AM CST	 C17 
wunderground	AA-2281-SDF-DFW	2011-12-15 06:40AM EST	2011-12-15 06:48AM EST	 A15 	2011-12-15 08:08AM CST	2011-12-15 07:54AM CST	 C17 
flights	AA-2281-SDF-DFW	06:40 AM  Thu 15-Dec-2011	06:37 AM  Thu 15-Dec-2011	A15	08:15 AM  Thu 15-Dec-2011	07:58 AM  Thu 15-Dec-2011	C17
businesstravellogue	AA-2281-SDF-DFW	06:40 AM  Thu 15-Dec-2011	06:37 AM  Thu 15-Dec-2011	A15	08:15 AM  Thu 15-Dec-2011	07:58 AM  Thu 15-Dec-2011	C17
flylouisville	AA-2281-SDF-DFW	06:40 AM  Thu 15-Dec-2011	06:37 AM  Thu 15-Dec-2011	A15	08:15 AM  Thu 15-Dec-2011	07:58 AM  Thu 15-Dec-2011	C17
world-flight-tracker	AA-2281-SDF-DFW	2011-12-15 6:40 AM	2011-12-15 6:37 AM		2011-12-15 8:15 AM	2011-12-15 7:58 AM	
flightview	AA-2281-SDF-DFW	6:40 AM, Dec 15	6:48 AM, Dec 15		8:15 AM, Dec 15	7:55 AM, Dec 15	
panynj	AA-2281-SDF-DFW	6:40 AM, Dec 15	6:48 AM, Dec 15		8:15 AM, Dec 15	7:55 AM, Dec 15	
gofox	AA-2281-SDF-DFW	6:40 AM, Dec 15	6:48 AM, Dec 15		8:15 AM, Dec 15	7:55 AM, Dec 15	
foxbusiness	AA-2281-SDF-DFW	6:40 AM, Dec 15	6:48 AM, Dec 15		8:15 AM, Dec 15	7:55 AM, Dec 15	
allegiantair	AA-2281-SDF-DFW	6:40 AM, Dec 15	6:48 AM, Dec 15		8:15 AM, Dec 15	7:55 AM, Dec 15	
boston	AA-2281-SDF-DFW	6:40 AM, Dec 15	6:48 AM, Dec 15		8:15 AM, Dec 15	7:55 AM, Dec 15	
travelocity	AA-2281-SDF-DFW	Dec 15 - 6:40am	Dec 15 - 6:37am	A15	Dec 15 - 8:15am	Dec 15 - 7:58am	C17/C
orbitz	AA-2281-SDF-DFW	6:40aDec 15	6:37aDec 15	 A15	8:15aDec 15	7:58aDec 15	 C17
weather	AA-2281-SDF-DFW	2011-12-15 06:40 AM	2011-12-15 06:48 AM		2011-12-15 08:15 AM	2011-12-15 07:50 AM	
usatoday	AA-2281-SDF-DFW	6:40 AM, Dec 15	6:48 AM, Dec 15		8:15 AM, Dec 15	7:55 AM, Dec 15	
flightwise	AA-2281-SDF-DFW	2011-12-15 06:40AM EST	2011-12-15 06:48AM EST	 A15 	2011-12-15 08:08AM CST	2011-12-15 07:54AM CST	 C17 
flightarrival	AA-2281-SDF-DFW	2011-12-15 06:40 AM	2011-12-15 06:48 AM		2011-12-15 08:15 AM	2011-12-15 07:50 AM	
ua	UA-248-SFO-PHX	Thu, Dec 15 6:02 AM	Thu, Dec 15 6:00 AM	96	Thu, Dec 15 8:58 AM	Thu, Dec 15 8:55 AM	5
flightexplorer	UA-248-SFO-PHX		12/15/2011 6:20AM PST			12/15/2011 8:49AM MST	
airtravelcenter	UA-248-SFO-PHX		12/15/11 6:20 AM (-08:00)			12/15/11 8:43 AM (-07:00)	
myrateplan	UA-248-SFO-PHX		12/15/11 6:20 AM (-08:00)			12/15/11 8:43 AM (-07:00)	
helloflight	UA-248-SFO-PHX		12/15/11 6:20 AM (-08:00)			12/15/11 8:43 AM (-07:00)	
flytecomm	UA-248-SFO-PHX		12/15/11 6:20 AM (-08:00)			12/15/11 8:43 AM (-07:00)	
flightaware	UA-248-SFO-PHX	2011-12-15 06:02AM PST	2011-12-15 06:20AM PST	 96 	2011-12-15 08:46AM MST	2011-12-15 08:50AM MST	 5 
wunderground	UA-248-SFO-PHX	2011-12-15 06:02AM PST	2011-12-15 06:20AM PST	 96 	2011-12-15 08:46AM MST	2011-12-15 08:50AM MST	 5 
flights	UA-248-SFO-PHX		2011-12-15 06:00 AM	G96		2011-12-15 08:55 AM	5
businesstravellogue	UA-248-SFO-PHX		2011-12-15 06:00 AM	G96		2011-12-15 08:55 AM	5
flylouisville	UA-248-SFO-PHX		2011-12-15 06:00 AM	G96		2011-12-15 08:55 AM	5
flightstats	UA-248-SFO-PHX	2011-12-15 6:02 AM	2011-12-15 6:00 AM		2011-12-15 8:58 AM	2011-12-15 8:55 AM	
quicktrip	UA-248-SFO-PHX	2011-12-15 6:02 AM	2011-12-15 6:00 AM		2011-12-15 8:58 AM	2011-12-15 8:55 AM	
flightview	UA-248-SFO-PHX		6:20 AMDec 15			8:55 AMDec 15	
panynj	UA-248-SFO-PHX		6:20 AMDec 15			8:55 AMDec 15	
gofox	UA-248-SFO-PHX		6:20 AMDec 15			8:55 AMDec 15	
foxbusiness	UA-248-SFO-PHX		6:20 AMDec 15			8:55 AMDec 15	
allegiantair	UA-248-SFO-PHX		6:20 AMDec 15			8:55 AMDec 15	
boston	UA-248-SFO-PHX		6:20 AMDec 15			8:49 AMDec 15	
travelocity	UA-248-SFO-PHX	Dec 15 - Not Available	Dec 15 - 6:19am	96	Dec 15 - Not Available	Dec 15 - 8:55am	5
orbitz	UA-248-SFO-PHX	6:21aDec 15	6:19aDec 15	 96	8:58aDec 15	8:55aDec 15	 5
weather	UA-248-SFO-PHX	2011-12-15 06:02 AM	2011-12-15 06:20 AM		2011-12-15 08:58 AM	2011-12-15 08:43 AM	
mytripandmore	UA-248-SFO-PHX	Dec 15 - Not Available	Dec 15 - 6:19am	96	Dec 15 - Not Available	Dec 15 - 8:55am	5
aa	AA-3762-IAH-LAX	December 15, 2011               08:00 AM    	December 15, 2011               08:00 AM    	 A30	December 15, 2011               09:40 AM    	December 15, 2011               09:42 AM    	 44I    
flightexplorer	AA-3762-IAH-LAX		12/15/2011 8:19AM CST			12/15/2011 9:32AM PST	
airtravelcenter	AA-3762-IAH-LAX		12/15/11 8:19 AM (-06:00)			12/15/11 9:32 AM (-08:00)	
myrateplan	AA-3762-IAH-LAX		12/15/11 8:19 AM (-06:00)			12/15/11 9:32 AM (-08:00)	
helloflight	AA-3762-IAH-LAX		12/15/11 8:19 AM (-06:00)			12/15/11 9:32 AM (-08:00)	
flytecomm	AA-3762-IAH-LAX		12/15/11 8:19 AM (-06:00)			12/15/11 9:32 AM (-08:00)	
flightaware	AA-3762-IAH-LAX	2011-12-15 08:00AM CST	2011-12-15 08:19AM CST	 A30 	2011-12-15 09:28AM PST	2011-12-15 09:28AM PST	 44I 
wunderground	AA-3762-IAH-LAX	2011-12-15 08:00AM CST	2011-12-15 08:19AM CST	 A30 	2011-12-15 09:28AM PST	2011-12-15 09:28AM PST	 44I 
flights	AA-3762-IAH-LAX	08:00 AM  Thu 15-Dec-2011	08:00 AM  Thu 15-Dec-2011	30	09:40 AM  Thu 15-Dec-2011	09:42 AM  Thu 15-Dec-2011	44
businesstravellogue	AA-3762-IAH-LAX	08:00 AM  Thu 15-Dec-2011	08:00 AM  Thu 15-Dec-2011	30	09:40 AM  Thu 15-Dec-2011	09:42 AM  Thu 15-Dec-2011	44
flylouisville	AA-3762-IAH-LAX	08:00 AM  Thu 15-Dec-2011	08:00 AM  Thu 15-Dec-2011	30	09:40 AM  Thu 15-Dec-2011	09:42 AM  Thu 15-Dec-2011	44
flightstats	AA-3762-IAH-LAX	2011-12-15 8:00 AM	2011-12-15 8:00 AM		2011-12-15 9:40 AM	2011-12-15 9:42 AM	
quicktrip	AA-3762-IAH-LAX	2011-12-15 8:00 AM	2011-12-15 8:00 AM		2011-12-15 9:40 AM	2011-12-15 9:42 AM	
world-flight-tracker	AA-3762-IAH-LAX	2011-12-15 8:00 AM	2011-12-15 8:00 AM		2011-12-15 9:40 AM	2011-12-15 9:42 AM	
flightview	AA-3762-IAH-LAX	8:00 AM, Dec 15	8:19 AM, Dec 15	Terminal A - A30	9:40 AM, Dec 15	9:42 AM, Dec 15	Terminal 4 - 44I
panynj	AA-3762-IAH-LAX	8:00 AM, Dec 15	8:19 AM, Dec 15	Terminal A - A30	9:40 AM, Dec 15	9:42 AM, Dec 15	Terminal 4 - 44I
gofox	AA-3762-IAH-LAX	8:00 AM, Dec 15	8:19 AM, Dec 15		9:40 AM, Dec 15	9:42 AM, Dec 15	
foxbusiness	AA-3762-IAH-LAX	8:00 AM, Dec 15	8:19 AM, Dec 15	Terminal A - A30	9:40 AM, Dec 15	9:42 AM, Dec 15	Terminal 4 - 44I
allegiantair	AA-3762-IAH-LAX	8:00 AM, Dec 15	8:19 AM, Dec 15	Terminal A - A30	9:40 AM, Dec 15	9:42 AM, Dec 15	Terminal 4 - 44I
boston	AA-3762-IAH-LAX	8:00 AM, Dec 15	8:19 AM, Dec 15		9:40 AM, Dec 15	9:33 AM, Dec 15	
travelocity	AA-3762-IAH-LAX	Dec 15 - 8:00am	Dec 15 - 8:00am	A30	Dec 15 - 9:40am	Dec 15 - 9:42am	44I/T4
orbitz	AA-3762-IAH-LAX	8:00aDec 15	8:00aDec 15	 A30	9:40aDec 15	9:42aDec 15	 44I
weather	AA-3762-IAH-LAX	2011-12-15 08:00 AM			2011-12-15 09:40 AM		
usatoday	AA-3762-IAH-LAX	2011-12-15 8:00 AM	2011-12-15 8:00 AM		2011-12-15 9:40 AM	2011-12-15 9:42 AM	
mytripandmore	AA-3762-IAH-LAX	Dec 15 - 8:00am	Dec 15 - 8:00am	A30	Dec 15 - 9:40am	Dec 15 - 9:42am	44I/T4
aa	AA-1332-DFW-ATL	December 15, 2011               08:55 PM    	December 15, 2011     	 C14	December 15, 2011               11:45 PM    	December 15, 2011     	 T9    
flightexplorer	AA-1332-DFW-ATL		12/14/2011 9:23PM CST			12/15/2011 12:00AM EST	
flightexplorer	AA-1332-DFW-ATL	12/15/2011 8:55PM CST			12/15/2011 11:45PM EST		
airtravelcenter	AA-1332-DFW-ATL		12/15/11 8:57 PM (-06:00)			12/15/11 11:39 PM (-05:00)	
myrateplan	AA-1332-DFW-ATL		12/15/11 8:57 PM (-06:00)			12/15/11 11:39 PM (-05:00)	
helloflight	AA-1332-DFW-ATL		12/15/11 8:57 PM (-06:00)			12/15/11 11:39 PM (-05:00)	
flytecomm	AA-1332-DFW-ATL		12/15/11 8:57 PM (-06:00)			12/15/11 11:39 PM (-05:00)	
flightaware	AA-1332-DFW-ATL	2011-12-15 08:55PM CST	2011-12-15 09:05PM CST	 C14 	2011-12-15 11:25PM EST	2011-12-15 11:35PM EST	 T9 
