ua	UA-3532-ORD-GRR	Wed, Dec 14 4:48 PM		C2	Wed, Dec 14 6:37 PM		--
quicktrip	AA-474-DFW-ATL	2011-12-14 12:35 PM	2011-12-14 12:33 PM		2011-12-14 3:35 PM	2011-12-14 3:31 PM	
flightview	AA-474-DFW-ATL		12:44 PMDec 14			3:19 PMDec 14	
panynj	AA-474-DFW-ATL		12:44 PMDec 14			3:19 PMDec 14	
gofox	AA-474-DFW-ATL		12:44 PMDec 14			3:19 PMDec 14	
foxbusiness	AA-474-DFW-ATL		12:44 PMDec 14			3:19 PMDec 14	
allegiantair	AA-474-DFW-ATL		12:44 PMDec 14			3:19 PMDec 14	
boston	AA-474-DFW-ATL		12:44 PMDec 14			3:19 PMDec 14	
orbitz	AA-474-DFW-ATL	12:35pDec 14	12:33pDec 14	 A35	3:35pDec 14	3:31pDec 14	 T12
dfw	AA-474-DFW-ATL	2011-12-14 12:35 pm		A35			
mytripandmore	AA-474-DFW-ATL	12:35pDec 14	12:33pDec 14	 A35	3:35pDec 14	3:31pDec 14	 T12
flightarrival	AA-474-DFW-ATL	2011-12-14 12:35 PM	2011-12-14 12:33 PM		2011-12-14 3:35 PM	2011-12-14 3:31 PM	
ua	UA-1690-IAH-EWR	Wed, Dec 14 8:55 AM	Wed, Dec 14 8:54 AM	C-31	Wed, Dec 14 1:23 PM	Wed, Dec 14 1:10 PM	C82
airtravelcenter	UA-1690-IAH-EWR	12/14/11 8:55 AM (-06:00)			12/14/11 1:23 PM (-05:00)		
myrateplan	UA-1690-IAH-EWR	12/14/11 8:55 AM (-06:00)			12/14/11 1:23 PM (-05:00)		
helloflight	UA-1690-IAH-EWR	12/14/11 8:55 AM (-06:00)			12/14/11 1:23 PM (-05:00)		
flytecomm	UA-1690-IAH-EWR	12/14/11 8:55 AM (-06:00)			12/14/11 1:23 PM (-05:00)		
flightaware	UA-1690-IAH-EWR	2011-12-14 08:55AM CST	2011-12-14 09:06AM CST	 31 	2011-12-14 01:08PM EST	2011-12-14 01:04PM EST	 C82 
wunderground	UA-1690-IAH-EWR	2011-12-14 08:55AM CST	2011-12-14 09:06AM CST	 31 	2011-12-14 01:08PM EST	2011-12-14 01:04PM EST	 C82 
flights	UA-1690-IAH-EWR	08:55 AM  Wed 14-Dec-2011	08:54 AM  Wed 14-Dec-2011	31	01:23 PM  Wed 14-Dec-2011	01:10 PM  Wed 14-Dec-2011	82
businesstravellogue	UA-1690-IAH-EWR	08:55 AM  Wed 14-Dec-2011	08:54 AM  Wed 14-Dec-2011	31	01:23 PM  Wed 14-Dec-2011	01:10 PM  Wed 14-Dec-2011	82
flylouisville	UA-1690-IAH-EWR	08:55 AM  Wed 14-Dec-2011	08:54 AM  Wed 14-Dec-2011	31	01:23 PM  Wed 14-Dec-2011	01:10 PM  Wed 14-Dec-2011	82
flightstats	UA-1690-IAH-EWR	2011-12-14 8:55 AM	2011-12-14 8:54 AM		2011-12-14 1:23 PM	2011-12-14 1:10 PM	
quicktrip	UA-1690-IAH-EWR	2011-12-14 8:55 AM	2011-12-14 8:54 AM		2011-12-14 1:23 PM	2011-12-14 1:10 PM	
world-flight-tracker	UA-1690-IAH-EWR	2011-12-14 8:55 AM	2011-12-14 8:54 AM		2011-12-14 1:23 PM	2011-12-14 1:10 PM	
flightview	UA-1690-IAH-EWR	8:55 AM, Dec 14	9:07 AM, Dec 14	Term C - C31	1:23 PM, Dec 14	1:10 PM, Dec 14	Term C - C82
panynj	UA-1690-IAH-EWR	8:55 AM, Dec 14	9:07 AM, Dec 14	Term C - C31	1:23 PM, Dec 14	1:10 PM, Dec 14	Term C - C82
gofox	UA-1690-IAH-EWR	8:55 AM, Dec 14	9:07 AM, Dec 14		1:23 PM, Dec 14	1:10 PM, Dec 14	
foxbusiness	UA-1690-IAH-EWR	8:55 AM, Dec 14	9:07 AM, Dec 14	Term C - C31	1:23 PM, Dec 14	1:10 PM, Dec 14	Term C - C82
allegiantair	UA-1690-IAH-EWR	8:55 AM, Dec 14	9:07 AM, Dec 14	Term C - C31	1:23 PM, Dec 14	1:10 PM, Dec 14	Term C - C82
boston	UA-1690-IAH-EWR	8:55 AM, Dec 14	9:07 AM, Dec 14		1:23 PM, Dec 14	1:05 PM, Dec 14	
travelocity	UA-1690-IAH-EWR	Dec 14 - 8:55am	Dec 14 - Contact Airline	Not provided by airline	Dec 14 - 1:23pm	Dec 14 - Contact Airline	Not provided by airline
orbitz	UA-1690-IAH-EWR	8:55aDec 14	8:54aDec 14	 31	1:23pDec 14	1:10pDec 14	 C82
weather	UA-1690-IAH-EWR	2011-12-14 08:55 AM	2011-12-14 09:07 AM		2011-12-14 01:23 PM	2011-12-14 01:04 PM	
ifly	UA-1690-IAH-EWR	2011-12-14 8:55 AM	2011-12-14 8:54 AM		2011-12-14 1:23 PM	2011-12-14 1:10 PM	
usatoday	UA-1690-IAH-EWR	2011-12-14 08:55 AM	2011-12-14 09:07 AM		2011-12-14 01:23 PM	2011-12-14 01:04 PM	
flightwise	UA-1690-IAH-EWR	2011-12-14 08:55AM CST	2011-12-14 09:06AM CST	 31 	2011-12-14 01:08PM EST	2011-12-14 01:04PM EST	 C82 
ua	UA-2694-DFW-PHL	Wed, Dec 14 3:05 PM	Wed, Dec 14 3:05 PM	E37	Wed, Dec 14 7:11 PM	Wed, Dec 14 6:55 PM	C19
airtravelcenter	UA-2694-DFW-PHL		12/14/11 3:16 PM (-06:00)			12/14/11 6:51 PM (-05:00)	
myrateplan	UA-2694-DFW-PHL		12/14/11 3:16 PM (-06:00)			12/14/11 6:51 PM (-05:00)	
helloflight	UA-2694-DFW-PHL		12/14/11 3:16 PM (-06:00)			12/14/11 6:51 PM (-05:00)	
flytecomm	UA-2694-DFW-PHL		12/14/11 3:16 PM (-06:00)			12/14/11 6:51 PM (-05:00)	
flights	UA-2694-DFW-PHL	03:05 PM  Wed 14-Dec-2011	03:01 PM  Wed 14-Dec-2011	E37	07:11 PM  Wed 14-Dec-2011	06:55 PM  Wed 14-Dec-2011	C19
businesstravellogue	UA-2694-DFW-PHL	03:05 PM  Wed 14-Dec-2011	03:01 PM  Wed 14-Dec-2011	E37	07:11 PM  Wed 14-Dec-2011	06:55 PM  Wed 14-Dec-2011	C19
flylouisville	UA-2694-DFW-PHL	03:05 PM  Wed 14-Dec-2011	03:01 PM  Wed 14-Dec-2011	E37	07:11 PM  Wed 14-Dec-2011	06:55 PM  Wed 14-Dec-2011	C19
flightstats	UA-2694-DFW-PHL	2011-12-14 3:05 PM	2011-12-14 3:01 PM		2011-12-14 7:11 PM	2011-12-14 6:55 PM	
quicktrip	UA-2694-DFW-PHL	2011-12-14 3:05 PM	2011-12-14 3:01 PM		2011-12-14 7:11 PM	2011-12-14 6:55 PM	
world-flight-tracker	UA-2694-DFW-PHL	2011-12-14 3:05 PM	2011-12-14 3:01 PM		2011-12-14 7:11 PM	2011-12-14 6:55 PM	
flightview	UA-2694-DFW-PHL	3:05 PM, Dec 14	3:16 PM, Dec 14	E37	7:11 PM, Dec 14	7:11 PM, Dec 14	C19
panynj	UA-2694-DFW-PHL	3:05 PM, Dec 14	3:16 PM, Dec 14	E37	7:11 PM, Dec 14	7:11 PM, Dec 14	C19
gofox	UA-2694-DFW-PHL	3:05 PM, Dec 14	3:16 PM, Dec 14		7:11 PM, Dec 14	7:11 PM, Dec 14	
foxbusiness	UA-2694-DFW-PHL	3:05 PM, Dec 14	3:16 PM, Dec 14	E37	7:11 PM, Dec 14	7:11 PM, Dec 14	C19
allegiantair	UA-2694-DFW-PHL	3:05 PM, Dec 14	3:16 PM, Dec 14	E37	7:11 PM, Dec 14	7:11 PM, Dec 14	C19
boston	UA-2694-DFW-PHL	3:05 PM, Dec 14	3:16 PM, Dec 14		7:11 PM, Dec 14	6:49 PM, Dec 14	
travelocity	UA-2694-DFW-PHL	Dec 14 - 3:05pm	Dec 14 - Contact Airline	Not provided by airline	Dec 14 - 7:11pm	Dec 14 - Contact Airline	Not provided by airline
orbitz	UA-2694-DFW-PHL	3:05pDec 14	3:01pDec 14	 E37	7:11pDec 14	6:55pDec 14	 C19
weather	UA-2694-DFW-PHL	2011-12-14 03:05 PM			2011-12-14 07:11 PM		
ifly	UA-2694-DFW-PHL	2011-12-14 3:05 PM	2011-12-14 3:01 PM		2011-12-14 7:11 PM	2011-12-14 6:55 PM	
usatoday	UA-2694-DFW-PHL	2011-12-14 3:05 PM	2011-12-14 3:01 PM		2011-12-14 7:11 PM	2011-12-14 6:55 PM	
mytripandmore	UA-2694-DFW-PHL	3:05pDec 14	3:01pDec 14	 E37	7:11pDec 14	6:55pDec 14	 C19
flightarrival	UA-2694-DFW-PHL	2011-12-14 3:05 PM	2011-12-14 3:01 PM		2011-12-14 7:11 PM	2011-12-14 6:55 PM	
ua	UA-1461-IAH-SAL	Wed, Dec 14 5:45 PM	Wed, Dec 14 6:03 PM            Delayed	E3	Wed, Dec 14 8:50 PM	Wed, Dec 14 8:58 PM	8
airtravelcenter	UA-1461-IAH-SAL		12/14/11 6:21 PM (-06:00)			12/14/11 8:56 PM (-06:00)	
myrateplan	UA-1461-IAH-SAL		12/14/11 6:21 PM (-06:00)			12/14/11 8:56 PM (-06:00)	
helloflight	UA-1461-IAH-SAL		12/14/11 6:21 PM (-06:00)			12/14/11 8:56 PM (-06:00)	
flytecomm	UA-1461-IAH-SAL		12/14/11 6:21 PM (-06:00)			12/14/11 8:56 PM (-06:00)	
flights	UA-1461-IAH-SAL		2011-12-14 06:03 PM	3		2011-12-14 08:50 PM	HOLD
businesstravellogue	UA-1461-IAH-SAL		2011-12-14 06:03 PM	3		2011-12-14 08:50 PM	HOLD
flylouisville	UA-1461-IAH-SAL		2011-12-14 06:03 PM	3		2011-12-14 08:50 PM	HOLD
flightview	UA-1461-IAH-SAL		6:21 PMDec 14			9:21 PMDec 14	
panynj	UA-1461-IAH-SAL		6:21 PMDec 14			9:21 PMDec 14	
gofox	UA-1461-IAH-SAL		6:21 PMDec 14			9:21 PMDec 14	
foxbusiness	UA-1461-IAH-SAL		6:21 PMDec 14			9:21 PMDec 14	
allegiantair	UA-1461-IAH-SAL		6:21 PMDec 14			9:21 PMDec 14	
boston	UA-1461-IAH-SAL		6:21 PMDec 14			9:21 PMDec 14	
orbitz	UA-1461-IAH-SAL	5:45pDec 14	6:03pDec 14	 E3	9:06pDec 14		 -
usatoday	UA-1461-IAH-SAL		6:21 PMDec 14			9:21 PMDec 14	
mytripandmore	UA-1461-IAH-SAL	5:45pDec 14	6:03pDec 14	 E3	9:06pDec 14		 -
aa	AA-2446-DFW-MIA	December 14, 2011               07:10 PM    	December 14, 2011               07:42 PM    	 D21	December 14, 2011               10:45 PM    	December 14, 2011               11:28 PM    	 D24    
airtravelcenter	AA-2446-DFW-MIA		12/14/11 7:18 PM (-06:00)			12/14/11 10:35 PM (-05:00)	
myrateplan	AA-2446-DFW-MIA		12/14/11 7:18 PM (-06:00)			12/14/11 10:35 PM (-05:00)	
helloflight	AA-2446-DFW-MIA		12/14/11 7:18 PM (-06:00)			12/14/11 10:35 PM (-05:00)	
flytecomm	AA-2446-DFW-MIA		12/14/11 7:18 PM (-06:00)			12/14/11 10:35 PM (-05:00)	
flightaware	AA-2446-DFW-MIA	2011-12-14 07:10PM CST	2011-12-14 08:02PM CST	 D21 	2011-12-14 10:37PM EST	2011-12-14 11:23PM EST	 D24 
wunderground	AA-2446-DFW-MIA	2011-12-14 07:10PM CST	2011-12-14 08:02PM CST	 D21 	2011-12-14 10:37PM EST	2011-12-14 11:23PM EST	 D24 
flights	AA-2446-DFW-MIA		2011-12-14 07:42 PM	D21		2011-12-14 11:28 PM	D24
businesstravellogue	AA-2446-DFW-MIA		2011-12-14 07:42 PM	D21		2011-12-14 11:28 PM	D24
flylouisville	AA-2446-DFW-MIA		2011-12-14 07:42 PM	D21		2011-12-14 11:28 PM	D24
flightstats	AA-2446-DFW-MIA	2011-12-14 7:10 PM	2011-12-14 7:42 PM		2011-12-14 10:45 PM	2011-12-14 11:28 PM	
quicktrip	AA-2446-DFW-MIA	2011-12-14 7:10 PM	2011-12-14 7:42 PM		2011-12-14 10:45 PM	2011-12-14 11:28 PM	
flightview	AA-2446-DFW-MIA		8:03 PMDec 14			11:28 PMDec 14	
panynj	AA-2446-DFW-MIA		8:03 PMDec 14			11:28 PMDec 14	
gofox	AA-2446-DFW-MIA		8:03 PMDec 14			11:28 PMDec 14	
foxbusiness	AA-2446-DFW-MIA		8:03 PMDec 14			11:28 PMDec 14	
allegiantair	AA-2446-DFW-MIA		8:03 PMDec 14			11:28 PMDec 14	
boston	AA-2446-DFW-MIA		8:03 PMDec 14			11:23 PMDec 14	
orbitz	AA-2446-DFW-MIA	7:10pDec 14	7:42pDec 14	 D21	10:45pDec 14	11:28pDec 14	 D24
dfw	AA-2446-DFW-MIA	2011-12-14 7:10 pm		D21			
mia	AA-2446-DFW-MIA				10:45P 12-13-11	2011-12-14  10:51P	
usatoday	AA-2446-DFW-MIA	2011-12-14 7:10 PM	2011-12-14 7:42 PM		2011-12-14 10:45 PM	2011-12-14 11:28 PM	
flightwise	AA-2446-DFW-MIA	2011-12-14 07:10PM CST	2011-12-14 08:02PM CST	 D21 	2011-12-14 10:37PM EST	2011-12-14 11:23PM EST	 D24 
CO	CO-1221-EWR-DFW	Wed., Dec.14, 2011 6:15 p.m.	Wed., Dec.14, 2011 6:15 p.m.		Wed., Dec.14, 2011 9:22 p.m.	Wed., Dec.14, 2011 9:46 p.m.	
flightexplorer	CO-1221-EWR-DFW		12/14/2011 7:00PM EST			12/14/2011 9:36PM CST	
airtravelcenter	CO-1221-EWR-DFW	12/14/11 6:15 PM (-05:00)			12/14/11 9:22 PM (-06:00)		
myrateplan	CO-1221-EWR-DFW	12/14/11 6:15 PM (-05:00)			12/14/11 9:22 PM (-06:00)		
helloflight	CO-1221-EWR-DFW	12/14/11 6:15 PM (-05:00)			12/14/11 9:22 PM (-06:00)		
flytecomm	CO-1221-EWR-DFW	12/14/11 6:15 PM (-05:00)			12/14/11 9:22 PM (-06:00)		
flightaware	CO-1221-EWR-DFW	2011-12-14 06:15PM EST	2011-12-14 07:01PM EST	 137 	2011-12-14 09:06PM CST	2011-12-14 09:37PM CST	 E8 
wunderground	CO-1221-EWR-DFW	2011-12-14 06:15PM EST	2011-12-14 07:01PM EST	 137 	2011-12-14 09:06PM CST	2011-12-14 09:37PM CST	 E8 
flights	CO-1221-EWR-DFW	06:15 PM  Wed 14-Dec-2011	06:15 PM  Wed 14-Dec-2011	137	09:22 PM  Wed 14-Dec-2011	09:46 PM  Wed 14-Dec-2011	E8
businesstravellogue	CO-1221-EWR-DFW	06:15 PM  Wed 14-Dec-2011	06:15 PM  Wed 14-Dec-2011	137	09:22 PM  Wed 14-Dec-2011	09:46 PM  Wed 14-Dec-2011	E8
flylouisville	CO-1221-EWR-DFW	06:15 PM  Wed 14-Dec-2011	06:15 PM  Wed 14-Dec-2011	137	09:22 PM  Wed 14-Dec-2011	09:46 PM  Wed 14-Dec-2011	E8
flightstats	CO-1221-EWR-DFW	2011-12-14 6:15 PM	2011-12-14 6:15 PM		2011-12-14 9:22 PM	2011-12-14 9:46 PM	
quicktrip	CO-1221-EWR-DFW	2011-12-14 6:15 PM	2011-12-14 6:15 PM		2011-12-14 9:22 PM	2011-12-14 9:46 PM	
world-flight-tracker	CO-1221-EWR-DFW	2011-12-14 6:15 PM	2011-12-14 6:15 PM		2011-12-14 9:22 PM	2011-12-14 9:46 PM	
flightview	CO-1221-EWR-DFW	6:15 PM, Dec 14	7:01 PM, Dec 14	Term C - C137	9:22 PM, Dec 14	9:46 PM, Dec 14	Term E - E8
panynj	CO-1221-EWR-DFW	6:15 PM, Dec 14	7:01 PM, Dec 14	Term C - C137	9:22 PM, Dec 14	9:46 PM, Dec 14	Term E - E8
gofox	CO-1221-EWR-DFW	6:15 PM, Dec 14	7:01 PM, Dec 14		9:22 PM, Dec 14	9:46 PM, Dec 14	
foxbusiness	CO-1221-EWR-DFW	6:15 PM, Dec 14	7:01 PM, Dec 14	Term C - C137	9:22 PM, Dec 14	9:46 PM, Dec 14	Term E - E8
allegiantair	CO-1221-EWR-DFW	6:15 PM, Dec 14	7:01 PM, Dec 14	Term C - C137	9:22 PM, Dec 14	9:46 PM, Dec 14	Term E - E8
boston	CO-1221-EWR-DFW	6:15 PM, Dec 14	7:01 PM, Dec 14		9:22 PM, Dec 14	9:38 PM, Dec 14	
travelocity	CO-1221-EWR-DFW	Dec 14 - 6:15pm	Dec 14 - 6:15pm	C137	Dec 14 - 9:22pm	Dec 14 - 9:46pm	E8
orbitz	CO-1221-EWR-DFW	6:15pDec 14	6:15pDec 14	 137	9:22pDec 14	9:46pDec 14	 E8
weather	CO-1221-EWR-DFW	2011-12-14 06:15 PM			2011-12-14 09:22 PM		
dfw	CO-1221-EWR-DFW				2011-12-14 9:22 pm		E8
usatoday	CO-1221-EWR-DFW	2011-12-14 6:15 PM	2011-12-14 6:15 PM		2011-12-14 9:22 PM	2011-12-14 9:46 PM	
flightwise	CO-1221-EWR-DFW	2011-12-14 06:15PM EST	2011-12-14 07:01PM EST	 137 	2011-12-14 09:06PM CST	2011-12-14 09:37PM CST	 E8 
flightarrival	CO-1221-EWR-DFW	2011-12-14 06:15 PM			2011-12-14 09:22 PM		
ua	UA-5151-EWR-YUL	Wed, Dec 14 2:55 PM	Wed, Dec 14 2:48 PM            On Time	A25	Wed, Dec 14 4:21 PM	Wed, Dec 14 4:14 PM	C85
airtravelcenter	UA-5151-EWR-YUL		12/14/11 3:08 PM (-05:00)			12/14/11 4:09 PM (-05:00)	
myrateplan	UA-5151-EWR-YUL		12/14/11 3:08 PM (-05:00)			12/14/11 4:09 PM (-05:00)	
helloflight	UA-5151-EWR-YUL		12/14/11 3:08 PM (-05:00)			12/14/11 4:09 PM (-05:00)	
flytecomm	UA-5151-EWR-YUL		12/14/11 3:08 PM (-05:00)			12/14/11 4:09 PM (-05:00)	
flights	UA-5151-EWR-YUL		2011-12-14 02:48 PM	25		2011-12-14 04:14 PM	C85
businesstravellogue	UA-5151-EWR-YUL		2011-12-14 02:48 PM	25		2011-12-14 04:14 PM	C85
flylouisville	UA-5151-EWR-YUL		2011-12-14 02:48 PM	25		2011-12-14 04:14 PM	C85
flightstats	UA-5151-EWR-YUL	2011-12-14 2:55 PM	2011-12-14 2:48 PM		2011-12-14 4:21 PM	2011-12-14 4:14 PM	
quicktrip	UA-5151-EWR-YUL	2011-12-14 2:55 PM	2011-12-14 2:48 PM		2011-12-14 4:21 PM	2011-12-14 4:14 PM	
flightview	UA-5151-EWR-YUL		3:09 PMDec 14			4:09 PMDec 14	
panynj	UA-5151-EWR-YUL		3:09 PMDec 14			4:09 PMDec 14	
gofox	UA-5151-EWR-YUL		3:09 PMDec 14			4:09 PMDec 14	
foxbusiness	UA-5151-EWR-YUL		3:09 PMDec 14			4:09 PMDec 14	
allegiantair	UA-5151-EWR-YUL		3:09 PMDec 14			4:09 PMDec 14	
boston	UA-5151-EWR-YUL		3:09 PMDec 14			4:09 PMDec 14	
orbitz	UA-5151-EWR-YUL	2:55pDec 14	2:48pDec 14	 A25	4:21pDec 14	4:14pDec 14	 C85
usatoday	UA-5151-EWR-YUL	2011-12-14 2:55 PM	2011-12-14 2:48 PM		2011-12-14 4:21 PM	2011-12-14 4:14 PM	
ua	UA-3499-ORD-STL	Wed, Dec 14 11:57 AM	Wed, Dec 14 Cancelled	C2	Wed, Dec 14 1:03 PM		HOLD
airtravelcenter	UA-3499-ORD-STL		12/14/11 12:07 PM (-06:00)			12/14/11 12:53 PM (-06:00)	
myrateplan	UA-3499-ORD-STL		12/14/11 12:07 PM (-06:00)			12/14/11 12:53 PM (-06:00)	
helloflight	UA-3499-ORD-STL		12/14/11 12:07 PM (-06:00)			12/14/11 12:53 PM (-06:00)	
flytecomm	UA-3499-ORD-STL		12/14/11 12:07 PM (-06:00)			12/14/11 12:53 PM (-06:00)	
flights	UA-3499-ORD-STL		2011-12-14 11:57 AM	C2		2011-12-14 01:03 PM	
businesstravellogue	UA-3499-ORD-STL		2011-12-14 11:57 AM	C2		2011-12-14 01:03 PM	
flylouisville	UA-3499-ORD-STL		2011-12-14 11:57 AM	C2		2011-12-14 01:03 PM	
flightview	UA-3499-ORD-STL	11:57 AMDec 14			1:03 PMDec 14		
panynj	UA-3499-ORD-STL	11:57 AMDec 14			1:03 PMDec 14		
gofox	UA-3499-ORD-STL	11:57 AMDec 14			1:03 PMDec 14		
foxbusiness	UA-3499-ORD-STL	11:57 AMDec 14			1:03 PMDec 14		
allegiantair	UA-3499-ORD-STL	11:57 AMDec 14			1:03 PMDec 14		
boston	UA-3499-ORD-STL	11:57 AMDec 14			1:03 PMDec 14		
orbitz	UA-3499-ORD-STL	11:57aDec 14		 C2	1:03pDec 14		 A18
mytripandmore	UA-3499-ORD-STL	11:57aDec 14		 C2	1:03pDec 14		 A18
aa	AA-3816-DEN-LAX	December 14, 2011               06:30 AM    	December 14, 2011               06:25 AM    	 A49	December 14, 2011               08:20 AM    	December 14, 2011               07:38 AM    	 44F    
flightexplorer	AA-3816-DEN-LAX		12/14/2011 6:36AM MST			12/14/2011 7:26AM PST	
airtravelcenter	AA-3816-DEN-LAX		12/14/11 6:36 AM (-07:00)			12/14/11 7:26 AM (-08:00)	
myrateplan	AA-3816-DEN-LAX		12/14/11 6:36 AM (-07:00)			12/14/11 7:26 AM (-08:00)	
helloflight	AA-3816-DEN-LAX		12/14/11 6:36 AM (-07:00)			12/14/11 7:26 AM (-08:00)	
flytecomm	AA-3816-DEN-LAX		12/14/11 6:36 AM (-07:00)			12/14/11 7:26 AM (-08:00)	
flightaware	AA-3816-DEN-LAX	2011-12-14 06:30AM MST	2011-12-14 06:36AM MST	 A49 	2011-12-14 07:50AM PST	2011-12-14 07:26AM PST	 44F 
wunderground	AA-3816-DEN-LAX	2011-12-14 06:30AM MST	2011-12-14 06:36AM MST	 A49 	2011-12-14 07:50AM PST	2011-12-14 07:26AM PST	 44F 
flights	AA-3816-DEN-LAX	06:30 AM  Wed 14-Dec-2011	06:25 AM  Wed 14-Dec-2011	A49	08:20 AM  Wed 14-Dec-2011	07:38 AM  Wed 14-Dec-2011	44F
businesstravellogue	AA-3816-DEN-LAX	06:30 AM  Wed 14-Dec-2011	06:25 AM  Wed 14-Dec-2011	A49	08:20 AM  Wed 14-Dec-2011	07:38 AM  Wed 14-Dec-2011	44F
flylouisville	AA-3816-DEN-LAX	06:30 AM  Wed 14-Dec-2011	06:25 AM  Wed 14-Dec-2011	A49	08:20 AM  Wed 14-Dec-2011	07:38 AM  Wed 14-Dec-2011	44F
flightstats	AA-3816-DEN-LAX	2011-12-14 6:30 AM	2011-12-14 6:25 AM		2011-12-14 8:20 AM	2011-12-14 7:38 AM	
quicktrip	AA-3816-DEN-LAX	2011-12-14 6:30 AM	2011-12-14 6:25 AM		2011-12-14 8:20 AM	2011-12-14 7:38 AM	
world-flight-tracker	AA-3816-DEN-LAX	2011-12-14 6:30 AM	2011-12-14 6:25 AM		2011-12-14 8:20 AM	2011-12-14 7:38 AM	
flightview	AA-3816-DEN-LAX	6:30 AM, Dec 14	6:36 AM, Dec 14	A49	8:20 AM, Dec 14	7:38 AM, Dec 14	Terminal 4 - 44F
panynj	AA-3816-DEN-LAX	6:30 AM, Dec 14	6:36 AM, Dec 14	A49	8:20 AM, Dec 14	7:38 AM, Dec 14	Terminal 4 - 44F
gofox	AA-3816-DEN-LAX	6:30 AM, Dec 14	6:36 AM, Dec 14		8:20 AM, Dec 14	7:38 AM, Dec 14	
foxbusiness	AA-3816-DEN-LAX	6:30 AM, Dec 14	6:36 AM, Dec 14	A49	8:20 AM, Dec 14	7:38 AM, Dec 14	Terminal 4 - 44F
allegiantair	AA-3816-DEN-LAX	6:30 AM, Dec 14	6:36 AM, Dec 14	A49	8:20 AM, Dec 14	7:38 AM, Dec 14	Terminal 4 - 44F
boston	AA-3816-DEN-LAX	6:30 AM, Dec 14	6:36 AM, Dec 14		8:20 AM, Dec 14	7:27 AM, Dec 14	
travelocity	AA-3816-DEN-LAX	Dec 14 - 6:30am	Dec 14 - 6:25am	A49	Dec 14 - 8:20am	Dec 14 - 7:38am	44F/T4
orbitz	AA-3816-DEN-LAX	6:30aDec 14	6:25aDec 14	 A49	8:20aDec 14	7:38aDec 14	 44F
weather	AA-3816-DEN-LAX	2011-12-14 06:30 AM			2011-12-14 08:20 AM		
ifly	AA-3816-DEN-LAX	2011-12-14 6:30 AM	2011-12-14 6:25 AM		2011-12-14 8:20 AM	2011-12-14 7:38 AM	
mytripandmore	AA-3816-DEN-LAX	Dec 14 - 6:30am	Dec 14 - 6:25am	A49	Dec 14 - 8:20am	Dec 14 - 7:38am	44F/T4
flightwise	AA-3816-DEN-LAX	2011-12-14 06:30AM MST	2011-12-14 06:36AM MST	 A49 	2011-12-14 07:50AM PST	2011-12-14 07:26AM PST	 44F 
aa	AA-1066-MEX-DFW	December 14, 2011               06:05 AM    	December 14, 2011               06:03 AM    	 20	December 14, 2011               08:50 AM    	December 14, 2011               08:38 AM    	 D31    
airtravelcenter	AA-1066-MEX-DFW		12/14/11 6:24 AM (-06:00)			12/14/11 8:16 AM (-06:00)	
myrateplan	AA-1066-MEX-DFW		12/14/11 6:24 AM (-06:00)			12/14/11 8:16 AM (-06:00)	
helloflight	AA-1066-MEX-DFW		12/14/11 6:24 AM (-06:00)			12/14/11 8:16 AM (-06:00)	
flytecomm	AA-1066-MEX-DFW		12/14/11 6:24 AM (-06:00)			12/14/11 8:16 AM (-06:00)	
flights	AA-1066-MEX-DFW		2011-12-14 06:03 AM	20		2011-12-14 08:38 AM	D31
businesstravellogue	AA-1066-MEX-DFW		2011-12-14 06:03 AM	20		2011-12-14 08:38 AM	D31
flylouisville	AA-1066-MEX-DFW		2011-12-14 06:03 AM	20		2011-12-14 08:38 AM	D31
flightview	AA-1066-MEX-DFW		6:27 AMDec 14			8:33 AMDec 14	
panynj	AA-1066-MEX-DFW		6:27 AMDec 14			8:33 AMDec 14	
gofox	AA-1066-MEX-DFW		6:27 AMDec 14			8:33 AMDec 14	
foxbusiness	AA-1066-MEX-DFW		6:27 AMDec 14			8:33 AMDec 14	
allegiantair	AA-1066-MEX-DFW		6:27 AMDec 14			8:33 AMDec 14	
boston	AA-1066-MEX-DFW		6:27 AMDec 14			8:33 AMDec 14	
travelocity	AA-1066-MEX-DFW	Dec 14 - 6:05am	Dec 14 - 6:03am	20	Dec 14 - 8:50am	Dec 14 - 8:38am	D31/D
orbitz	AA-1066-MEX-DFW	6:05aDec 14	6:03aDec 14	 20	8:50aDec 14	8:38aDec 14	 D31
weather	AA-1066-MEX-DFW	2011-12-14 06:05 AM			2011-12-14 08:50 AM		
mytripandmore	AA-1066-MEX-DFW	6:05aDec 14	6:03aDec 14	 20	8:50aDec 14	8:38aDec 14	 D31
flightarrival	AA-1066-MEX-DFW	2011-12-14 06:05 AM			2011-12-14 08:50 AM		
ua	UA-675-PHL-ORD	Wed, Dec 14 6:00 AM	Wed, Dec 14 5:55 AM	D13	Wed, Dec 14 7:18 AM	Wed, Dec 14 7:09 AM	B7
flightexplorer	UA-675-PHL-ORD		12/14/2011 6:06AM EST			12/14/2011 7:07AM CST	
airtravelcenter	UA-675-PHL-ORD		12/14/11 6:15 AM (-05:00)			12/14/11 6:58 AM (-06:00)	
myrateplan	UA-675-PHL-ORD		12/14/11 6:15 AM (-05:00)			12/14/11 6:58 AM (-06:00)	
helloflight	UA-675-PHL-ORD		12/14/11 6:15 AM (-05:00)			12/14/11 6:58 AM (-06:00)	
