ua	UA-1534-RTB-IAH	Sun, Dec 11 2:05 PM	Sun, Dec 11 2:21 PM	--	Sun, Dec 11 5:01 PM	Sun, Dec 11 5:02 PM	E22
allegiantair	UA-2515-TPA-CLT	8:30 AM, Dec 11	8:37 AM, Dec 11		10:11 AM, Dec 11	9:51 AM, Dec 11	
boston	UA-2515-TPA-CLT	8:30 AM, Dec 11	8:37 AM, Dec 11		10:11 AM, Dec 11	9:51 AM, Dec 11	
travelocity	UA-2515-TPA-CLT	Dec 11 - 8:30am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 10:11am	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2515-TPA-CLT	8:30aDec 11	8:22aDec 11	 -	10:11aDec 11	10:07aDec 11	 -
weather	UA-2515-TPA-CLT	2011-12-11 08:30 AM			2011-12-11 10:11 AM		
usatoday	UA-2515-TPA-CLT	2011-12-11 08:30 AM			2011-12-11 10:11 AM		
aa	AA-1592-SAN-DFW	December 11, 2011               06:20 AM    	December 11, 2011               06:20 AM    	 29	December 11, 2011               11:25 AM    	December 11, 2011               11:04 AM    	 A34    
flightexplorer	AA-1592-SAN-DFW		12/11/2011 6:45AM PST			12/11/2011 10:52AM CST	
airtravelcenter	AA-1592-SAN-DFW		12/11/11 6:45 AM (-08:00)			12/11/11 10:52 AM (-06:00)	
myrateplan	AA-1592-SAN-DFW		12/11/11 6:45 AM (-08:00)			12/11/11 10:52 AM (-06:00)	
helloflight	AA-1592-SAN-DFW		12/11/11 6:45 AM (-08:00)			12/11/11 10:52 AM (-06:00)	
flytecomm	AA-1592-SAN-DFW		12/11/11 6:45 AM (-08:00)			12/11/11 10:52 AM (-06:00)	
flights	AA-1592-SAN-DFW		2011-12-11 06:20 AM	29		2011-12-11 11:04 AM	A34
businesstravellogue	AA-1592-SAN-DFW		2011-12-11 06:20 AM	29		2011-12-11 11:04 AM	A34
flylouisville	AA-1592-SAN-DFW		2011-12-11 06:20 AM	29		2011-12-11 11:04 AM	A34
flightview	AA-1592-SAN-DFW		6:45 AMDec 11			11:04 AMDec 11	
panynj	AA-1592-SAN-DFW		6:45 AMDec 11			11:04 AMDec 11	
gofox	AA-1592-SAN-DFW		6:45 AMDec 11			11:04 AMDec 11	
foxbusiness	AA-1592-SAN-DFW		6:45 AMDec 11			11:04 AMDec 11	
allegiantair	AA-1592-SAN-DFW		6:45 AMDec 11			11:04 AMDec 11	
boston	AA-1592-SAN-DFW		6:45 AMDec 11			10:59 AMDec 11	
travelocity	AA-1592-SAN-DFW	Dec 11 - 6:20am	Dec 11 - 6:20am	29/T2	Dec 11 - 11:25am	Dec 11 - 11:04am	A34/A
orbitz	AA-1592-SAN-DFW	6:20aDec 11	6:20aDec 11	 29	11:25aDec 11	11:04aDec 11	 A34
weather	AA-1592-SAN-DFW	2011-12-11 06:20 AM			2011-12-11 11:25 AM		
usatoday	AA-1592-SAN-DFW	2011-12-11 06:20 AM			2011-12-11 11:25 AM		
mytripandmore	AA-1592-SAN-DFW	6:20aDec 11	6:20aDec 11	 29	11:25aDec 11	11:04aDec 11	 A34
ua	UA-3622-TUL-DEN	Sun, Dec 11 6:30 AM	Sun, Dec 11 6:24 AM	A20	Sun, Dec 11 7:18 AM	Sun, Dec 11 7:16 AM	B90
airtravelcenter	UA-3622-TUL-DEN		12/11/11 6:46 AM (-06:00)			12/11/11 7:08 AM (-07:00)	
myrateplan	UA-3622-TUL-DEN		12/11/11 6:46 AM (-06:00)			12/11/11 7:08 AM (-07:00)	
helloflight	UA-3622-TUL-DEN		12/11/11 6:46 AM (-06:00)			12/11/11 7:08 AM (-07:00)	
flytecomm	UA-3622-TUL-DEN		12/11/11 6:46 AM (-06:00)			12/11/11 7:08 AM (-07:00)	
flightaware	UA-3622-TUL-DEN	2011-12-11 06:30AM CST	2011-12-11 06:46AM CST	 A20 	2011-12-11 07:01AM MST	2011-12-11 07:02AM MST	 B90 
wunderground	UA-3622-TUL-DEN	2011-12-11 06:30AM CST	2011-12-11 06:46AM CST	 A20 	2011-12-11 07:01AM MST	2011-12-11 07:02AM MST	 B90 
flights	UA-3622-TUL-DEN	06:30 AM  Sun 11-Dec-2011	06:24 AM  Sun 11-Dec-2011	A20	07:18 AM  Sun 11-Dec-2011	07:16 AM  Sun 11-Dec-2011	B90
businesstravellogue	UA-3622-TUL-DEN	06:30 AM  Sun 11-Dec-2011	06:24 AM  Sun 11-Dec-2011	A20	07:18 AM  Sun 11-Dec-2011	07:16 AM  Sun 11-Dec-2011	B90
flylouisville	UA-3622-TUL-DEN	06:30 AM  Sun 11-Dec-2011	06:24 AM  Sun 11-Dec-2011	A20	07:18 AM  Sun 11-Dec-2011	07:16 AM  Sun 11-Dec-2011	B90
world-flight-tracker	UA-3622-TUL-DEN	2011-12-11 6:30 AM	2011-12-11 6:24 AM		2011-12-11 7:18 AM	2011-12-11 7:16 AM	
flightview	UA-3622-TUL-DEN	6:30 AM, Dec 11	6:46 AM, Dec 11	A20	7:18 AM, Dec 11	7:16 AM, Dec 11	B90
panynj	UA-3622-TUL-DEN	6:30 AM, Dec 11	6:46 AM, Dec 11	A20	7:18 AM, Dec 11	7:16 AM, Dec 11	B90
gofox	UA-3622-TUL-DEN	6:30 AM, Dec 11	6:46 AM, Dec 11		7:18 AM, Dec 11	7:16 AM, Dec 11	
foxbusiness	UA-3622-TUL-DEN	6:30 AM, Dec 11	6:46 AM, Dec 11	A20	7:18 AM, Dec 11	7:16 AM, Dec 11	B90
allegiantair	UA-3622-TUL-DEN	6:30 AM, Dec 11	6:46 AM, Dec 11	A20	7:18 AM, Dec 11	7:16 AM, Dec 11	B90
boston	UA-3622-TUL-DEN	6:30 AM, Dec 11	6:46 AM, Dec 11		7:18 AM, Dec 11	7:07 AM, Dec 11	
travelocity	UA-3622-TUL-DEN	Dec 11 - Not Available	Dec 11 - 6:46am	A20	Dec 11 - Not Available	Dec 11 - 7:16am	B90
orbitz	UA-3622-TUL-DEN	6:30aDec 11	6:24aDec 11	 A20	7:18aDec 11	7:16aDec 11	 B90
weather	UA-3622-TUL-DEN	2011-12-11 06:30 AM			2011-12-11 07:18 AM		
den	UA-3622-TUL-DEN				2011-12-11 7:18 AM		B90
flightarrival	UA-3622-TUL-DEN	6:30 AM, Dec 11	6:46 AM, Dec 11		7:18 AM, Dec 11	7:07 AM, Dec 11	
ua	UA-2359-CLT-DTW	Sun, Dec 11 9:24 AM	Sun, Dec 11 9:24 AM	B15	Sun, Dec 11 11:16 AM	Sun, Dec 11 10:55 AM	D25
airtravelcenter	UA-2359-CLT-DTW		12/11/11 9:33 AM (-05:00)			12/11/11 10:42 AM (-05:00)	
myrateplan	UA-2359-CLT-DTW		12/11/11 9:33 AM (-05:00)			12/11/11 10:42 AM (-05:00)	
helloflight	UA-2359-CLT-DTW		12/11/11 9:33 AM (-05:00)			12/11/11 10:42 AM (-05:00)	
flytecomm	UA-2359-CLT-DTW		12/11/11 9:33 AM (-05:00)			12/11/11 10:42 AM (-05:00)	
flights	UA-2359-CLT-DTW	09:24 AM  Sun 11-Dec-2011	09:19 AM  Sun 11-Dec-2011	B15	11:16 AM  Sun 11-Dec-2011	10:55 AM  Sun 11-Dec-2011	D25
businesstravellogue	UA-2359-CLT-DTW	09:24 AM  Sun 11-Dec-2011	09:19 AM  Sun 11-Dec-2011	B15	11:16 AM  Sun 11-Dec-2011	10:55 AM  Sun 11-Dec-2011	D25
flylouisville	UA-2359-CLT-DTW	09:24 AM  Sun 11-Dec-2011	09:19 AM  Sun 11-Dec-2011	B15	11:16 AM  Sun 11-Dec-2011	10:55 AM  Sun 11-Dec-2011	D25
flightstats	UA-2359-CLT-DTW	2011-12-11 9:24 AM	2011-12-11 9:19 AM		2011-12-11 11:16 AM	2011-12-11 10:55 AM	
quicktrip	UA-2359-CLT-DTW	2011-12-11 9:24 AM	2011-12-11 9:19 AM		2011-12-11 11:16 AM	2011-12-11 10:55 AM	
world-flight-tracker	UA-2359-CLT-DTW	2011-12-11 9:24 AM	2011-12-11 9:19 AM		2011-12-11 11:16 AM	2011-12-11 10:55 AM	
flightview	UA-2359-CLT-DTW	9:24 AM, Dec 11	9:34 AM, Dec 11		11:16 AM, Dec 11	10:49 AM, Dec 11	
panynj	UA-2359-CLT-DTW	9:24 AM, Dec 11	9:34 AM, Dec 11		11:16 AM, Dec 11	10:49 AM, Dec 11	
gofox	UA-2359-CLT-DTW	9:24 AM, Dec 11	9:34 AM, Dec 11		11:16 AM, Dec 11	10:49 AM, Dec 11	
foxbusiness	UA-2359-CLT-DTW	9:24 AM, Dec 11	9:34 AM, Dec 11		11:16 AM, Dec 11	10:49 AM, Dec 11	
allegiantair	UA-2359-CLT-DTW	9:24 AM, Dec 11	9:34 AM, Dec 11		11:16 AM, Dec 11	10:49 AM, Dec 11	
boston	UA-2359-CLT-DTW	9:24 AM, Dec 11	9:34 AM, Dec 11		11:16 AM, Dec 11	10:49 AM, Dec 11	
travelocity	UA-2359-CLT-DTW	Dec 11 - 9:24am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 11:16am	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2359-CLT-DTW	9:24aDec 11	9:19aDec 11	 -	11:16aDec 11	10:55aDec 11	 -
weather	UA-2359-CLT-DTW	2011-12-11 09:24 AM			2011-12-11 11:16 AM		
ua	UA-2115-EWR-PHL	Sun, Dec 11 6:34 AM	Sun, Dec 11 6:34 AM	A36	Sun, Dec 11 7:33 AM	Sun, Dec 11 7:09 AM	F20
airtravelcenter	UA-2115-EWR-PHL		12/11/11 6:43 AM (-05:00)			12/11/11 7:07 AM (-05:00)	
myrateplan	UA-2115-EWR-PHL		12/11/11 6:43 AM (-05:00)			12/11/11 7:07 AM (-05:00)	
helloflight	UA-2115-EWR-PHL		12/11/11 6:43 AM (-05:00)			12/11/11 7:07 AM (-05:00)	
flytecomm	UA-2115-EWR-PHL		12/11/11 6:43 AM (-05:00)			12/11/11 7:07 AM (-05:00)	
flightaware	UA-2115-EWR-PHL	2011-12-11 06:34AM EST	2011-12-11 06:43AM EST		2011-12-11 07:23AM EST	2011-12-11 07:05AM EST	
wunderground	UA-2115-EWR-PHL	2011-12-11 06:34AM EST	2011-12-11 06:43AM EST		2011-12-11 07:23AM EST	2011-12-11 07:05AM EST	
flights	UA-2115-EWR-PHL	06:34 AM  Sun 11-Dec-2011	06:35 AM  Sun 11-Dec-2011	36	07:33 AM  Sun 11-Dec-2011	07:09 AM  Sun 11-Dec-2011	20
businesstravellogue	UA-2115-EWR-PHL	06:34 AM  Sun 11-Dec-2011	06:35 AM  Sun 11-Dec-2011	36	07:33 AM  Sun 11-Dec-2011	07:09 AM  Sun 11-Dec-2011	20
flylouisville	UA-2115-EWR-PHL	06:34 AM  Sun 11-Dec-2011	06:35 AM  Sun 11-Dec-2011	36	07:33 AM  Sun 11-Dec-2011	07:09 AM  Sun 11-Dec-2011	20
flightstats	UA-2115-EWR-PHL	2011-12-11 6:34 AM	2011-12-11 6:35 AM		2011-12-11 7:33 AM	2011-12-11 7:09 AM	
quicktrip	UA-2115-EWR-PHL	2011-12-11 6:34 AM	2011-12-11 6:35 AM		2011-12-11 7:33 AM	2011-12-11 7:09 AM	
world-flight-tracker	UA-2115-EWR-PHL	2011-12-11 6:34 AM	2011-12-11 6:35 AM		2011-12-11 7:33 AM	2011-12-11 7:09 AM	
flightview	UA-2115-EWR-PHL	6:34 AM, Dec 11	6:43 AM, Dec 11	36	7:33 AM, Dec 11	7:33 AM, Dec 11	F20
panynj	UA-2115-EWR-PHL	6:34 AM, Dec 11	6:43 AM, Dec 11	36	7:33 AM, Dec 11	7:33 AM, Dec 11	F20
gofox	UA-2115-EWR-PHL	6:34 AM, Dec 11	6:43 AM, Dec 11		7:33 AM, Dec 11	7:33 AM, Dec 11	
foxbusiness	UA-2115-EWR-PHL	6:34 AM, Dec 11	6:43 AM, Dec 11	36	7:33 AM, Dec 11	7:33 AM, Dec 11	F20
allegiantair	UA-2115-EWR-PHL	6:34 AM, Dec 11	6:43 AM, Dec 11	36	7:33 AM, Dec 11	7:33 AM, Dec 11	F20
boston	UA-2115-EWR-PHL	6:34 AM, Dec 11	6:43 AM, Dec 11		7:33 AM, Dec 11	7:05 AM, Dec 11	
travelocity	UA-2115-EWR-PHL	Dec 11 - 6:34am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 7:33am	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2115-EWR-PHL	6:34aDec 11	6:35aDec 11	 -	7:33aDec 11	7:09aDec 11	 -
weather	UA-2115-EWR-PHL	2011-12-11 06:34 AM			2011-12-11 07:33 AM		
mytripandmore	UA-2115-EWR-PHL	Dec 11 - 6:34am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 7:33am	Dec 11 - Contact Airline	Not provided by airline
flightarrival	UA-2115-EWR-PHL	2011-12-11 06:34 AM			2011-12-11 07:33 AM		
ua	UA-1738-DEN-IAH	Sun, Dec 11 7:30 PM	Sun, Dec 11 7:30 PM	B22	Sun, Dec 11 10:47 PM	Sun, Dec 11 10:47 PM	E24
flightexplorer	UA-1738-DEN-IAH	12/11/2011 7:30PM MST			12/11/2011 10:47PM CST		
airtravelcenter	UA-1738-DEN-IAH	12/11/11 7:30 PM (-07:00)			12/11/11 10:47 PM (-06:00)		
myrateplan	UA-1738-DEN-IAH	12/11/11 7:30 PM (-07:00)			12/11/11 10:47 PM (-06:00)		
helloflight	UA-1738-DEN-IAH	12/11/11 7:30 PM (-07:00)			12/11/11 10:47 PM (-06:00)		
flytecomm	UA-1738-DEN-IAH	12/11/11 7:30 PM (-07:00)			12/11/11 10:47 PM (-06:00)		
flightaware	UA-1738-DEN-IAH	2011-12-11 07:30PM MST	2011-12-11 07:40PM MST	 B22 	2011-12-11 10:27PM CST	2011-12-11 10:37PM CST	 E24 
wunderground	UA-1738-DEN-IAH	2011-12-11 07:30PM MST	2011-12-11 07:40PM MST	 B22 	2011-12-11 10:27PM CST	2011-12-11 10:37PM CST	 E24 
flights	UA-1738-DEN-IAH	07:30 PM  Sun 11-Dec-2011		B22	10:47 PM  Sun 11-Dec-2011		24
businesstravellogue	UA-1738-DEN-IAH	07:30 PM  Sun 11-Dec-2011		B22	10:47 PM  Sun 11-Dec-2011		24
flylouisville	UA-1738-DEN-IAH	07:30 PM  Sun 11-Dec-2011		B22	10:47 PM  Sun 11-Dec-2011		24
world-flight-tracker	UA-1738-DEN-IAH	2011-12-11 7:30 PM	2011-12-11 7:30 PM (Estimated)		2011-12-11 10:47 PM	2011-12-11 10:47 PM (Estimated)	
flightview	UA-1738-DEN-IAH	7:30 PM, Dec 11		Terminal Conc B - B22	10:47 PM, Dec 11		Term C - E24
panynj	UA-1738-DEN-IAH	7:30 PM, Dec 11		Terminal Conc B - B22	10:47 PM, Dec 11		Term C - E24
gofox	UA-1738-DEN-IAH	7:30 PM, Dec 11			10:47 PM, Dec 11		
foxbusiness	UA-1738-DEN-IAH	7:30 PM, Dec 11		Terminal Conc B - B22	10:47 PM, Dec 11		Term C - E24
allegiantair	UA-1738-DEN-IAH	7:30 PM, Dec 11		Terminal Conc B - B22	10:47 PM, Dec 11		Term C - E24
boston	UA-1738-DEN-IAH	7:30 PM, Dec 11	Not Available		10:47 PM, Dec 11	Not Available	
travelocity	UA-1738-DEN-IAH	Dec 11 - 7:30pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 10:47pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-1738-DEN-IAH	7:30pDec 11		 B22	10:47pDec 11		 E24
weather	UA-1738-DEN-IAH	2011-12-11 07:30 PM			2011-12-11 10:47 PM		
usatoday	UA-1738-DEN-IAH	2011-12-11 07:30 PM			2011-12-11 10:47 PM		
mytripandmore	UA-1738-DEN-IAH	7:30pDec 11		 B22	10:47pDec 11		 E24
ua	UA-1406-BZE-IAH	Sun, Dec 11 4:55 PM	Sun, Dec 11 4:49 PM	--	Sun, Dec 11 7:34 PM	Sun, Dec 11 7:11 PM	E24
airtravelcenter	UA-1406-BZE-IAH	12/11/11 4:55 PM (-06:00)			12/11/11 7:34 PM (-06:00)		
myrateplan	UA-1406-BZE-IAH	12/11/11 4:55 PM (-06:00)			12/11/11 7:34 PM (-06:00)		
helloflight	UA-1406-BZE-IAH	12/11/11 4:55 PM (-06:00)			12/11/11 7:34 PM (-06:00)		
flytecomm	UA-1406-BZE-IAH	12/11/11 4:55 PM (-06:00)			12/11/11 7:34 PM (-06:00)		
flights	UA-1406-BZE-IAH		2011-12-11 04:49 PM	C03		2011-12-11 07:11 PM	24
businesstravellogue	UA-1406-BZE-IAH		2011-12-11 04:49 PM	C03		2011-12-11 07:11 PM	24
flylouisville	UA-1406-BZE-IAH		2011-12-11 04:49 PM	C03		2011-12-11 07:11 PM	24
flightview	UA-1406-BZE-IAH		4:43 PMDec 11			7:11 PMDec 11	
panynj	UA-1406-BZE-IAH		4:43 PMDec 11			7:11 PMDec 11	
gofox	UA-1406-BZE-IAH		4:43 PMDec 11			7:11 PMDec 11	
foxbusiness	UA-1406-BZE-IAH		4:43 PMDec 11			7:11 PMDec 11	
allegiantair	UA-1406-BZE-IAH		4:43 PMDec 11			7:11 PMDec 11	
boston	UA-1406-BZE-IAH		4:43 PMDec 11			7:09 PMDec 11	
travelocity	UA-1406-BZE-IAH	Dec 11 - 4:55pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 7:34pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-1406-BZE-IAH	4:55pDec 11	4:49pDec 11	 -	7:34pDec 11	7:11pDec 11	 -
usatoday	UA-1406-BZE-IAH		4:43 PMDec 11			7:09 PMDec 11	
aa	AA-2149-MIA-CUN	December 11, 2011               01:10 PM    	December 11, 2011               01:13 PM    	 D14	December 11, 2011               02:00 PM    	December 11, 2011               02:02 PM    	 38    
airtravelcenter	AA-2149-MIA-CUN		12/11/11 1:26 PM (-05:00)			12/11/11 1:48 PM (-06:00)	
myrateplan	AA-2149-MIA-CUN		12/11/11 1:26 PM (-05:00)			12/11/11 1:48 PM (-06:00)	
helloflight	AA-2149-MIA-CUN		12/11/11 1:26 PM (-05:00)			12/11/11 1:48 PM (-06:00)	
flytecomm	AA-2149-MIA-CUN		12/11/11 1:26 PM (-05:00)			12/11/11 1:48 PM (-06:00)	
flights	AA-2149-MIA-CUN	01:10 PM  Sun 11-Dec-2011	01:13 PM  Sun 11-Dec-2011	D14	02:00 PM  Sun 11-Dec-2011	02:02 PM  Sun 11-Dec-2011	38
businesstravellogue	AA-2149-MIA-CUN	01:10 PM  Sun 11-Dec-2011	01:13 PM  Sun 11-Dec-2011	D14	02:00 PM  Sun 11-Dec-2011	02:02 PM  Sun 11-Dec-2011	38
flylouisville	AA-2149-MIA-CUN	01:10 PM  Sun 11-Dec-2011	01:13 PM  Sun 11-Dec-2011	D14	02:00 PM  Sun 11-Dec-2011	02:02 PM  Sun 11-Dec-2011	38
world-flight-tracker	AA-2149-MIA-CUN	2011-12-11 1:10 PM	2011-12-11 1:13 PM		2011-12-11 2:00 PM	2011-12-11 2:02 PM	
flightview	AA-2149-MIA-CUN	1:10 PM, Dec 11	1:26 PM, Dec 11	Terminal D - D14	2:00 PM, Dec 11	1:47 PM, Dec 11	Terminal 3
panynj	AA-2149-MIA-CUN	1:10 PM, Dec 11	1:26 PM, Dec 11	Terminal D - D14	2:00 PM, Dec 11	1:47 PM, Dec 11	Terminal 3
gofox	AA-2149-MIA-CUN	1:10 PM, Dec 11	1:26 PM, Dec 11		2:00 PM, Dec 11	1:47 PM, Dec 11	
foxbusiness	AA-2149-MIA-CUN	1:10 PM, Dec 11	1:26 PM, Dec 11	Terminal D - D14	2:00 PM, Dec 11	1:47 PM, Dec 11	Terminal 3
allegiantair	AA-2149-MIA-CUN	1:10 PM, Dec 11	1:26 PM, Dec 11	Terminal D - D14	2:00 PM, Dec 11	1:47 PM, Dec 11	Terminal 3
boston	AA-2149-MIA-CUN	1:10 PM, Dec 11	1:26 PM, Dec 11		2:00 PM, Dec 11	1:47 PM, Dec 11	
travelocity	AA-2149-MIA-CUN	Dec 11 - 1:10pm	Dec 11 - 1:13pm	D14	Dec 11 - 2:00pm	Dec 11 - 2:02pm	Not provided by airline
orbitz	AA-2149-MIA-CUN	1:10pDec 11	1:13pDec 11	 D14	2:00pDec 11	2:02pDec 11	 38
weather	AA-2149-MIA-CUN	2011-12-11 01:10 PM	2011-12-11 01:26 PM		2011-12-11 02:00 PM	2011-12-11 01:48 PM	
usatoday	AA-2149-MIA-CUN	2011-12-11 01:10 PM	2011-12-11 01:26 PM		2011-12-11 02:00 PM	2011-12-11 01:48 PM	
mytripandmore	AA-2149-MIA-CUN	1:10pDec 11	1:13pDec 11	 D14	2:00pDec 11	2:02pDec 11	 38
CO	CO-1027-IAH-CLE	Sun., Dec.11, 2011 3:45 p.m.	Sun., Dec.11, 2011 3:47 p.m.		Sun., Dec.11, 2011 7:31 p.m.	Sun., Dec.11, 2011 7:19 p.m.	
flightexplorer	CO-1027-IAH-CLE		12/11/2011 4:03PM CST			12/11/2011 7:16PM EST	
airtravelcenter	CO-1027-IAH-CLE	12/11/11 3:45 PM (-06:00)			12/11/11 7:31 PM (-05:00)		
myrateplan	CO-1027-IAH-CLE	12/11/11 3:45 PM (-06:00)			12/11/11 7:31 PM (-05:00)		
helloflight	CO-1027-IAH-CLE	12/11/11 3:45 PM (-06:00)			12/11/11 7:31 PM (-05:00)		
flytecomm	CO-1027-IAH-CLE	12/11/11 3:45 PM (-06:00)			12/11/11 7:31 PM (-05:00)		
flightaware	CO-1027-IAH-CLE	2011-12-11 03:45PM CST	2011-12-11 04:04PM CST	 35 	2011-12-11 06:57PM EST	2011-12-11 07:16PM EST	 C7 
wunderground	CO-1027-IAH-CLE	2011-12-11 03:45PM CST	2011-12-11 04:04PM CST	 35 	2011-12-11 06:57PM EST	2011-12-11 07:16PM EST	 C7 
flights	CO-1027-IAH-CLE	03:45 PM  Sun 11-Dec-2011		35	07:31 PM  Sun 11-Dec-2011		C7
businesstravellogue	CO-1027-IAH-CLE	03:45 PM  Sun 11-Dec-2011		35	07:31 PM  Sun 11-Dec-2011		C7
flylouisville	CO-1027-IAH-CLE	03:45 PM  Sun 11-Dec-2011		35	07:31 PM  Sun 11-Dec-2011		C7
flightstats	CO-1027-IAH-CLE	2011-12-11 3:45 PM	2011-12-11 3:47 PM		2011-12-11 7:31 PM	2011-12-11 7:19 PM (Estimated)	
quicktrip	CO-1027-IAH-CLE	2011-12-11 3:45 PM	2011-12-11 3:47 PM		2011-12-11 7:31 PM	2011-12-11 7:19 PM (Estimated)	
world-flight-tracker	CO-1027-IAH-CLE	2011-12-11 3:45 PM	2011-12-11 3:47 PM		2011-12-11 7:31 PM	2011-12-11 7:19 PM (Estimated)	
flightview	CO-1027-IAH-CLE	3:45 PM, Dec 11	4:04 PM, Dec 11		7:31 PM, Dec 11		
panynj	CO-1027-IAH-CLE	3:45 PM, Dec 11	4:04 PM, Dec 11		7:31 PM, Dec 11		
gofox	CO-1027-IAH-CLE	3:45 PM, Dec 11	4:04 PM, Dec 11		7:31 PM, Dec 11		
foxbusiness	CO-1027-IAH-CLE	3:45 PM, Dec 11	4:04 PM, Dec 11		7:31 PM, Dec 11		
allegiantair	CO-1027-IAH-CLE	3:45 PM, Dec 11	4:04 PM, Dec 11		7:31 PM, Dec 11		
boston	CO-1027-IAH-CLE	3:45 PM, Dec 11	4:04 PM, Dec 11		7:31 PM, Dec 11	7:19 PM, Dec 11&nbsp(Estimated)	
travelocity	CO-1027-IAH-CLE	Dec 11 - 3:45pm	Dec 11 - 3:47pm	C-35	Dec 11 - 7:31pm	Dec 11 - 7:25pm*	C07
orbitz	CO-1027-IAH-CLE	3:45pDec 11	3:47pDec 11	 35	7:19pDec 11		 C07
weather	CO-1027-IAH-CLE	2011-12-11 03:45 PM			2011-12-11 07:31 PM		
usatoday	CO-1027-IAH-CLE	3:45 PM, Dec 11	4:04 PM, Dec 11		7:31 PM, Dec 11	7:19 PM, Dec 11&nbsp(Estimated)	
mytripandmore	CO-1027-IAH-CLE	Dec 11 - 3:45pm	Dec 11 - 3:47pm	C-35	Dec 11 - 7:31pm	Dec 11 - 7:25pm*	C07
flightwise	CO-1027-IAH-CLE	2011-12-11 03:45PM CST	2011-12-11 04:04PM CST	 35 	2011-12-11 06:57PM EST	2011-12-11 07:16PM EST	 C7 
ua	UA-421-EWR-SFO	Sun, Dec 11 6:35 AM	Sun, Dec 11 6:40 AM	17	Sun, Dec 11 10:02 AM	Sun, Dec 11 9:39 AM	73A
airtravelcenter	UA-421-EWR-SFO		12/11/11 6:51 AM (-05:00)			12/11/11 9:21 AM (-08:00)	
myrateplan	UA-421-EWR-SFO		12/11/11 6:51 AM (-05:00)			12/11/11 9:21 AM (-08:00)	
helloflight	UA-421-EWR-SFO		12/11/11 6:51 AM (-05:00)			12/11/11 9:21 AM (-08:00)	
flytecomm	UA-421-EWR-SFO		12/11/11 6:51 AM (-05:00)			12/11/11 9:21 AM (-08:00)	
flights	UA-421-EWR-SFO		2011-12-11 06:40 AM	17		2011-12-11 09:39 AM	73A
businesstravellogue	UA-421-EWR-SFO		2011-12-11 06:40 AM	17		2011-12-11 09:39 AM	73A
flylouisville	UA-421-EWR-SFO		2011-12-11 06:40 AM	17		2011-12-11 09:39 AM	73A
flightstats	UA-421-EWR-SFO	2011-12-11 6:35 AM	2011-12-11 6:40 AM		2011-12-11 10:02 AM	2011-12-11 9:39 AM	
quicktrip	UA-421-EWR-SFO	2011-12-11 6:35 AM	2011-12-11 6:40 AM		2011-12-11 10:02 AM	2011-12-11 9:39 AM	
flightview	UA-421-EWR-SFO		6:52 AMDec 11			9:39 AMDec 11	
panynj	UA-421-EWR-SFO		6:52 AMDec 11			9:39 AMDec 11	
gofox	UA-421-EWR-SFO		6:52 AMDec 11			9:39 AMDec 11	
foxbusiness	UA-421-EWR-SFO		6:52 AMDec 11			9:39 AMDec 11	
allegiantair	UA-421-EWR-SFO		6:52 AMDec 11			9:39 AMDec 11	
boston	UA-421-EWR-SFO		6:52 AMDec 11			9:28 AMDec 11	
travelocity	UA-421-EWR-SFO	Dec 11 - Not Available	Dec 11 - 6:51am	17	Dec 11 - Not Available	Dec 11 - 9:39am	73A
orbitz	UA-421-EWR-SFO	6:35aDec 11	6:40aDec 11	 17	10:02aDec 11	9:39aDec 11	 73A
weather	UA-421-EWR-SFO	2011-12-11 06:35 AM			2011-12-11 10:02 AM		
sfo	UA-421-EWR-SFO				2011-12-11 10:02 AM		73
usatoday	UA-421-EWR-SFO	2011-12-11 06:35 AM			2011-12-11 10:02 AM		
mytripandmore	UA-421-EWR-SFO	6:35aDec 11	6:40aDec 11	 17	10:02aDec 11	9:39aDec 11	 73A
flightarrival	UA-421-EWR-SFO	2011-12-11 6:35 AM	2011-12-11 6:40 AM		2011-12-11 10:02 AM	2011-12-11 9:39 AM	
ua	UA-1144-FLL-EWR	Sun, Dec 11 4:29 PM	Sun, Dec 11 4:37 PM            Delayed	C2	Sun, Dec 11 7:35 PM	Sun, Dec 11 7:32 PM	C127
flightexplorer	UA-1144-FLL-EWR		12/11/2011 4:56PM EST			12/11/2011 7:04PM EST	
airtravelcenter	UA-1144-FLL-EWR	12/11/11 4:29 PM (-05:00)			12/11/11 7:35 PM (-05:00)		
myrateplan	UA-1144-FLL-EWR	12/11/11 4:29 PM (-05:00)			12/11/11 7:35 PM (-05:00)		
helloflight	UA-1144-FLL-EWR	12/11/11 4:29 PM (-05:00)			12/11/11 7:35 PM (-05:00)		
flytecomm	UA-1144-FLL-EWR	12/11/11 4:29 PM (-05:00)			12/11/11 7:35 PM (-05:00)		
