CO	CO-4237-EWR-DTW	Tue., Dec.27, 2011 12:17 p.m.	Tue., Dec.27, 2011 12:20 p.m.		Tue., Dec.27, 2011 2:24 p.m.	Tue., Dec.27, 2011 2:07 p.m.	
flights	CO-1193-EWR-MCO	09:15 AM  Tue 27-Dec-2011	09:13 AM  Tue 27-Dec-2011	134	12:16 PM  Tue 27-Dec-2011	12:18 PM  Tue 27-Dec-2011	39
businesstravellogue	CO-1193-EWR-MCO	09:15 AM  Tue 27-Dec-2011	09:13 AM  Tue 27-Dec-2011	134	12:16 PM  Tue 27-Dec-2011	12:18 PM  Tue 27-Dec-2011	39
flylouisville	CO-1193-EWR-MCO	09:15 AM  Tue 27-Dec-2011	09:13 AM  Tue 27-Dec-2011	134	12:16 PM  Tue 27-Dec-2011	12:18 PM  Tue 27-Dec-2011	39
flightstats	CO-1193-EWR-MCO	2011-12-27 9:15 AM	2011-12-27 9:13 AM		2011-12-27 12:16 PM	2011-12-27 12:18 PM	
quicktrip	CO-1193-EWR-MCO	2011-12-27 9:15 AM	2011-12-27 9:13 AM		2011-12-27 12:16 PM	2011-12-27 12:18 PM	
world-flight-tracker	CO-1193-EWR-MCO	2011-12-27 9:15 AM	2011-12-27 9:13 AM		2011-12-27 12:16 PM	2011-12-27 12:18 PM	
flightview	CO-1193-EWR-MCO	9:15 AM, Dec 27	9:39 AM, Dec 27	Term C - C134	12:16 PM, Dec 27	12:18 PM, Dec 27	Term B - 39
panynj	CO-1193-EWR-MCO	9:15 AM, Dec 27	9:39 AM, Dec 27	Term C - C134	12:16 PM, Dec 27	12:18 PM, Dec 27	Term B - 39
gofox	CO-1193-EWR-MCO	9:15 AM, Dec 27	9:39 AM, Dec 27		12:16 PM, Dec 27	12:18 PM, Dec 27	
foxbusiness	CO-1193-EWR-MCO	9:15 AM, Dec 27	9:39 AM, Dec 27	Term C - C134	12:16 PM, Dec 27	12:18 PM, Dec 27	Term B - 39
allegiantair	CO-1193-EWR-MCO	9:15 AM, Dec 27	9:39 AM, Dec 27	Term C - C134	12:16 PM, Dec 27	12:18 PM, Dec 27	Term B - 39
boston	CO-1193-EWR-MCO	9:15 AM, Dec 27	9:39 AM, Dec 27		12:16 PM, Dec 27	12:10 PM, Dec 27	
travelocity	CO-1193-EWR-MCO	Dec 27 - 9:15am	Dec 27 - 9:13am	C134	Dec 27 - 12:16pm	Dec 27 - 12:18pm	39
orbitz	CO-1193-EWR-MCO	9:15aDec 27	9:13aDec 27	 134	12:16pDec 27	12:18pDec 27	 39
weather	CO-1193-EWR-MCO	2011-12-27 09:15 AM			2011-12-27 12:16 PM		
mco	CO-1193-EWR-MCO				2011-12-27 Tue  12:16	2011-12-27 Tue  12:21	39?
ifly	CO-1193-EWR-MCO	2011-12-27 9:15 AM	2011-12-27 9:13 AM		2011-12-27 12:16 PM	2011-12-27 12:18 PM	
usatoday	CO-1193-EWR-MCO	2011-12-27 09:15 AM			2011-12-27 12:16 PM		
mytripandmore	CO-1193-EWR-MCO	9:15aDec 27	9:13aDec 27	 134	12:16pDec 27	12:18pDec 27	 39
CO	CO-1162-IAH-SEA	Tue., Dec.27, 2011 2:43 p.m.	Tue., Dec.27, 2011 2:49 p.m.		Tue., Dec.27, 2011 5:35 p.m.	Tue., Dec.27, 2011 6:09 p.m.	
flightexplorer	CO-1162-IAH-SEA		12/27/2011 3:15PM CST			12/27/2011 6:03PM PST	
airtravelcenter	CO-1162-IAH-SEA	12/27/11 2:43 PM (-06:00)			12/27/11 5:35 PM (-08:00)		
myrateplan	CO-1162-IAH-SEA	12/27/11 2:43 PM (-06:00)			12/27/11 5:35 PM (-08:00)		
helloflight	CO-1162-IAH-SEA	12/27/11 2:43 PM (-06:00)			12/27/11 5:35 PM (-08:00)		
flytecomm	CO-1162-IAH-SEA	12/27/11 2:43 PM (-06:00)			12/27/11 5:35 PM (-08:00)		
flights	CO-1162-IAH-SEA		2011-12-27 02:49 PM	16		2011-12-27 06:09 PM	15
businesstravellogue	CO-1162-IAH-SEA		2011-12-27 02:49 PM	16		2011-12-27 06:09 PM	15
flylouisville	CO-1162-IAH-SEA		2011-12-27 02:49 PM	16		2011-12-27 06:09 PM	15
flightstats	CO-1162-IAH-SEA	2011-12-27 2:43 PM	2011-12-27 2:49 PM		2011-12-27 5:35 PM	2011-12-27 6:09 PM	
quicktrip	CO-1162-IAH-SEA	2011-12-27 2:43 PM	2011-12-27 2:49 PM		2011-12-27 5:35 PM	2011-12-27 6:09 PM	
flightview	CO-1162-IAH-SEA		3:16 PMDec 27			6:09 PMDec 27	
panynj	CO-1162-IAH-SEA		3:16 PMDec 27			6:09 PMDec 27	
gofox	CO-1162-IAH-SEA		3:16 PMDec 27			6:09 PMDec 27	
foxbusiness	CO-1162-IAH-SEA		3:16 PMDec 27			6:09 PMDec 27	
allegiantair	CO-1162-IAH-SEA		3:16 PMDec 27			6:09 PMDec 27	
boston	CO-1162-IAH-SEA		3:16 PMDec 27			6:01 PMDec 27	
travelocity	CO-1162-IAH-SEA	Dec 27 - 2:43pm	Dec 27 - 2:49pm	E16	Dec 27 - 5:35pm	Dec 27 - 6:09pm	N15
orbitz	CO-1162-IAH-SEA	2:43pDec 27	2:49pDec 27	 E16	5:35pDec 27	6:09pDec 27	 N15
weather	CO-1162-IAH-SEA	2011-12-27 02:43 PM			2011-12-27 05:35 PM		
usatoday	CO-1162-IAH-SEA	2011-12-27 02:43 PM			2011-12-27 05:35 PM		
mytripandmore	CO-1162-IAH-SEA	Dec 27 - 2:43pm	Dec 27 - 2:49pm	E16	Dec 27 - 5:35pm	Dec 27 - 6:09pm	N15
ua	UA-1075-IAH-EWR	Tue, Dec 27 7:55 AM	Tue, Dec 27 7:54 AM	E20	Tue, Dec 27 12:28 PM	Tue, Dec 27 12:19 PM	C74
flightexplorer	UA-1075-IAH-EWR		12/27/2011 8:09AM CST			12/27/2011 11:57AM EST	
airtravelcenter	UA-1075-IAH-EWR	12/27/11 7:55 AM (-06:00)			12/27/11 12:28 PM (-05:00)		
myrateplan	UA-1075-IAH-EWR	12/27/11 7:55 AM (-06:00)			12/27/11 12:28 PM (-05:00)		
helloflight	UA-1075-IAH-EWR	12/27/11 7:55 AM (-06:00)			12/27/11 12:28 PM (-05:00)		
flytecomm	UA-1075-IAH-EWR	12/27/11 7:55 AM (-06:00)			12/27/11 12:28 PM (-05:00)		
flightaware	UA-1075-IAH-EWR	2011-12-27 07:55AM CST	2011-12-27 08:08AM CST		2011-12-27 11:39AM EST	2011-12-27 11:52AM EST	
wunderground	UA-1075-IAH-EWR	2011-12-27 07:55AM CST	2011-12-27 08:08AM CST		2011-12-27 11:39AM EST	2011-12-27 11:52AM EST	
flights	UA-1075-IAH-EWR	07:55 AM  Tue 27-Dec-2011	07:54 AM  Tue 27-Dec-2011	20	12:28 PM  Tue 27-Dec-2011	12:19 PM  Tue 27-Dec-2011	74
businesstravellogue	UA-1075-IAH-EWR	07:55 AM  Tue 27-Dec-2011	07:54 AM  Tue 27-Dec-2011	20	12:28 PM  Tue 27-Dec-2011	12:19 PM  Tue 27-Dec-2011	74
flylouisville	UA-1075-IAH-EWR	07:55 AM  Tue 27-Dec-2011	07:54 AM  Tue 27-Dec-2011	20	12:28 PM  Tue 27-Dec-2011	12:19 PM  Tue 27-Dec-2011	74
flightstats	UA-1075-IAH-EWR	2011-12-27 7:55 AM	2011-12-27 7:54 AM		2011-12-27 12:28 PM	2011-12-27 12:19 PM	
quicktrip	UA-1075-IAH-EWR	2011-12-27 7:55 AM	2011-12-27 7:54 AM		2011-12-27 12:28 PM	2011-12-27 12:19 PM	
world-flight-tracker	UA-1075-IAH-EWR	2011-12-27 7:55 AM	2011-12-27 7:54 AM		2011-12-27 12:28 PM	2011-12-27 12:19 PM	
flightview	UA-1075-IAH-EWR	7:55 AM, Dec 27	8:11 AM, Dec 27	Term C - E20	12:28 PM, Dec 27	12:19 PM, Dec 27	Term C - C74
panynj	UA-1075-IAH-EWR	7:55 AM, Dec 27	8:11 AM, Dec 27	Term C - E20	12:28 PM, Dec 27	12:19 PM, Dec 27	Term C - C74
gofox	UA-1075-IAH-EWR	7:55 AM, Dec 27	8:11 AM, Dec 27		12:28 PM, Dec 27	12:19 PM, Dec 27	
foxbusiness	UA-1075-IAH-EWR	7:55 AM, Dec 27	8:11 AM, Dec 27	Term C - E20	12:28 PM, Dec 27	12:19 PM, Dec 27	Term C - C74
allegiantair	UA-1075-IAH-EWR	7:55 AM, Dec 27	8:11 AM, Dec 27	Term C - E20	12:28 PM, Dec 27	12:19 PM, Dec 27	Term C - C74
boston	UA-1075-IAH-EWR	7:55 AM, Dec 27	8:11 AM, Dec 27		12:28 PM, Dec 27	12:09 PM, Dec 27	
travelocity	UA-1075-IAH-EWR	Dec 27 - 7:55am	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 12:28pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-1075-IAH-EWR	7:55aDec 27	7:54aDec 27	 E20	12:28pDec 27	12:19pDec 27	 C74
weather	UA-1075-IAH-EWR	2011-12-27 07:55 AM			2011-12-27 12:28 PM		
usatoday	UA-1075-IAH-EWR	7:55 AM, Dec 27	8:11 AM, Dec 27		12:28 PM, Dec 27	12:09 PM, Dec 27	
mytripandmore	UA-1075-IAH-EWR	7:55aDec 27	7:54aDec 27	 E20	12:28pDec 27	12:19pDec 27	 C74
flightwise	UA-1075-IAH-EWR	2011-12-27 07:55AM CST	2011-12-27 08:08AM CST		2011-12-27 11:39AM EST	2011-12-27 11:52AM EST	
ua	UA-2725-FLL-PHL	Tue, Dec 27 7:40 AM	Tue, Dec 27 7:40 AM	E7	Tue, Dec 27 10:17 AM	Tue, Dec 27 9:48 AM	C28
airtravelcenter	UA-2725-FLL-PHL		12/27/11 7:42 AM (-05:00)			12/27/11 9:45 AM (-05:00)	
myrateplan	UA-2725-FLL-PHL		12/27/11 7:42 AM (-05:00)			12/27/11 9:45 AM (-05:00)	
helloflight	UA-2725-FLL-PHL		12/27/11 7:42 AM (-05:00)			12/27/11 9:45 AM (-05:00)	
flytecomm	UA-2725-FLL-PHL		12/27/11 7:42 AM (-05:00)			12/27/11 9:45 AM (-05:00)	
flightaware	UA-2725-FLL-PHL	2011-12-27 07:40AM EST	2011-12-27 07:42AM EST		2011-12-27 09:54AM EST	2011-12-27 09:42AM EST	
wunderground	UA-2725-FLL-PHL	2011-12-27 07:40AM EST	2011-12-27 07:42AM EST		2011-12-27 09:54AM EST	2011-12-27 09:42AM EST	
flights	UA-2725-FLL-PHL	07:40 AM  Tue 27-Dec-2011	07:31 AM  Tue 27-Dec-2011	E7	10:17 AM  Tue 27-Dec-2011	09:48 AM  Tue 27-Dec-2011	C28
businesstravellogue	UA-2725-FLL-PHL	07:40 AM  Tue 27-Dec-2011	07:31 AM  Tue 27-Dec-2011	E7	10:17 AM  Tue 27-Dec-2011	09:48 AM  Tue 27-Dec-2011	C28
flylouisville	UA-2725-FLL-PHL	07:40 AM  Tue 27-Dec-2011	07:31 AM  Tue 27-Dec-2011	E7	10:17 AM  Tue 27-Dec-2011	09:48 AM  Tue 27-Dec-2011	C28
flightstats	UA-2725-FLL-PHL	2011-12-27 7:40 AM	2011-12-27 7:31 AM		2011-12-27 10:17 AM	2011-12-27 9:48 AM	
quicktrip	UA-2725-FLL-PHL	2011-12-27 7:40 AM	2011-12-27 7:31 AM		2011-12-27 10:17 AM	2011-12-27 9:48 AM	
world-flight-tracker	UA-2725-FLL-PHL	2011-12-27 7:40 AM	2011-12-27 7:31 AM		2011-12-27 10:17 AM	2011-12-27 9:48 AM	
flightview	UA-2725-FLL-PHL	7:40 AM, Dec 27	7:42 AM, Dec 27	Terminal 3 - E7	10:17 AM, Dec 27	10:17 AM, Dec 27	C28
panynj	UA-2725-FLL-PHL	7:40 AM, Dec 27	7:42 AM, Dec 27	Terminal 3 - E7	10:17 AM, Dec 27	10:17 AM, Dec 27	C28
gofox	UA-2725-FLL-PHL	7:40 AM, Dec 27	7:42 AM, Dec 27		10:17 AM, Dec 27	10:17 AM, Dec 27	
foxbusiness	UA-2725-FLL-PHL	7:40 AM, Dec 27	7:42 AM, Dec 27	Terminal 3 - E7	10:17 AM, Dec 27	10:17 AM, Dec 27	C28
allegiantair	UA-2725-FLL-PHL	7:40 AM, Dec 27	7:42 AM, Dec 27	Terminal 3 - E7	10:17 AM, Dec 27	10:17 AM, Dec 27	C28
boston	UA-2725-FLL-PHL	7:40 AM, Dec 27	7:42 AM, Dec 27		10:17 AM, Dec 27	9:42 AM, Dec 27	
travelocity	UA-2725-FLL-PHL	Dec 27 - 7:40am	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 10:17am	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-2725-FLL-PHL	7:40aDec 27	7:31aDec 27	 -	10:17aDec 27	9:48aDec 27	 -
weather	UA-2725-FLL-PHL	2011-12-27 07:40 AM			2011-12-27 10:17 AM		
ifly	UA-2725-FLL-PHL	2011-12-27 7:40 AM	2011-12-27 7:31 AM		2011-12-27 10:17 AM	2011-12-27 9:48 AM	
usatoday	UA-2725-FLL-PHL	2011-12-27 07:40 AM			2011-12-27 10:17 AM		
flightarrival	UA-2725-FLL-PHL	2011-12-27 07:40 AM			2011-12-27 10:17 AM		
ua	UA-1035-IAH-UIO	Tue, Dec 27 5:45 PM	Tue, Dec 27 5:50 PM            Delayed	E22	Wed, Dec 28 12:09 AM	Wed, Dec 28 12:27 AM	--
airtravelcenter	UA-1035-IAH-UIO	12/27/11 5:45 PM (-06:00)			12/28/11 12:09 AM (-05:00)		
myrateplan	UA-1035-IAH-UIO	12/27/11 5:45 PM (-06:00)			12/28/11 12:09 AM (-05:00)		
helloflight	UA-1035-IAH-UIO	12/27/11 5:45 PM (-06:00)			12/28/11 12:09 AM (-05:00)		
flytecomm	UA-1035-IAH-UIO	12/27/11 5:45 PM (-06:00)			12/28/11 12:09 AM (-05:00)		
flights	UA-1035-IAH-UIO		2011-12-27 05:50 PM	22		2011-12-27 12:09 AM	HOLD
businesstravellogue	UA-1035-IAH-UIO		2011-12-27 05:50 PM	22		2011-12-27 12:09 AM	HOLD
flylouisville	UA-1035-IAH-UIO		2011-12-27 05:50 PM	22		2011-12-27 12:09 AM	HOLD
flightview	UA-1035-IAH-UIO		6:10 PMDec 27			12:27 AMDec 28	
panynj	UA-1035-IAH-UIO		6:10 PMDec 27			12:27 AMDec 28	
gofox	UA-1035-IAH-UIO		6:10 PMDec 27			12:27 AMDec 28	
foxbusiness	UA-1035-IAH-UIO		6:10 PMDec 27			12:27 AMDec 28	
allegiantair	UA-1035-IAH-UIO		6:10 PMDec 27			12:27 AMDec 28	
boston	UA-1035-IAH-UIO		6:10 PMDec 27			12:17 AMDec 28	
orbitz	UA-1035-IAH-UIO	5:45pDec 27	5:50pDec 27	 E22	12:45aDec 28		 -
usatoday	UA-1035-IAH-UIO		6:10 PMDec 27			12:17 AMDec 28	
ua	UA-5936-EWR-IAD	Tue, Dec 27 4:46 PM	Tue, Dec 27 5:25 PM            Delayed	16	Tue, Dec 27 6:03 PM	Tue, Dec 27 7:07 PM	A1E
airtravelcenter	UA-5936-EWR-IAD	12/27/11 4:46 PM (-05:00)			12/27/11 6:03 PM (-05:00)		
myrateplan	UA-5936-EWR-IAD	12/27/11 4:46 PM (-05:00)			12/27/11 6:03 PM (-05:00)		
helloflight	UA-5936-EWR-IAD	12/27/11 4:46 PM (-05:00)			12/27/11 6:03 PM (-05:00)		
flytecomm	UA-5936-EWR-IAD	12/27/11 4:46 PM (-05:00)			12/27/11 6:03 PM (-05:00)		
flightaware	UA-5936-EWR-IAD	2011-12-27 04:46PM EST	2011-12-27 05:00PM EST	 16 	2011-12-27 06:02PM EST	2011-12-27 result unknown (?) (track log &amp; graph)	 C20 
wunderground	UA-5936-EWR-IAD	2011-12-27 04:46PM EST	2011-12-27 05:00PM EST	 16 	2011-12-27 06:02PM EST	2011-12-27 result unknown (?) (track log &amp; graph)	 C20 
flights	UA-5936-EWR-IAD		2011-12-27 05:25 PM	16		2011-12-27 07:07 PM	A1
businesstravellogue	UA-5936-EWR-IAD		2011-12-27 05:25 PM	16		2011-12-27 07:07 PM	A1
flylouisville	UA-5936-EWR-IAD		2011-12-27 05:25 PM	16		2011-12-27 07:07 PM	A1
flightview	UA-5936-EWR-IAD		6:00 PMDec 27			7:07 PMDec 27	
panynj	UA-5936-EWR-IAD		6:00 PMDec 27			7:07 PMDec 27	
gofox	UA-5936-EWR-IAD		6:00 PMDec 27			7:07 PMDec 27	
foxbusiness	UA-5936-EWR-IAD		6:00 PMDec 27			7:07 PMDec 27	
allegiantair	UA-5936-EWR-IAD		6:00 PMDec 27			7:07 PMDec 27	
boston	UA-5936-EWR-IAD		6:00 PMDec 27			6:58 PMDec 27	
orbitz	UA-5936-EWR-IAD	4:46pDec 27	5:25pDec 27	 16	6:03pDec 27	7:07pDec 27	 A1E
iad	UA-5936-EWR-IAD				2011-12-27 18:03 	2011-12-27 18:34 	
flightwise	UA-5936-EWR-IAD	2011-12-27 04:46PM EST	2011-12-27 05:00PM EST	 16 	2011-12-27 06:02PM EST	2011-12-27 result unknown (?) (track log &amp; graph)	 C20 
aa	AA-1667-DEN-DFW	December 27, 2011               03:55 PM    	December 27, 2011               04:11 PM    	 A47	December 27, 2011               06:50 PM    	December 27, 2011               06:56 PM    	 C7    
flightexplorer	AA-1667-DEN-DFW		12/27/2011 4:27PM MST			12/27/2011 6:49PM CST	
airtravelcenter	AA-1667-DEN-DFW		12/27/11 4:27 PM (-07:00)			12/27/11 6:49 PM (-06:00)	
myrateplan	AA-1667-DEN-DFW		12/27/11 4:27 PM (-07:00)			12/27/11 6:49 PM (-06:00)	
helloflight	AA-1667-DEN-DFW		12/27/11 4:27 PM (-07:00)			12/27/11 6:49 PM (-06:00)	
flytecomm	AA-1667-DEN-DFW		12/27/11 4:27 PM (-07:00)			12/27/11 6:49 PM (-06:00)	
flights	AA-1667-DEN-DFW		2011-12-27 04:11 PM	A47		2011-12-27 06:56 PM	C7
businesstravellogue	AA-1667-DEN-DFW		2011-12-27 04:11 PM	A47		2011-12-27 06:56 PM	C7
flylouisville	AA-1667-DEN-DFW		2011-12-27 04:11 PM	A47		2011-12-27 06:56 PM	C7
flightview	AA-1667-DEN-DFW		4:27 PMDec 27			6:53 PMDec 27	
panynj	AA-1667-DEN-DFW		4:27 PMDec 27			6:53 PMDec 27	
gofox	AA-1667-DEN-DFW		4:27 PMDec 27			6:53 PMDec 27	
foxbusiness	AA-1667-DEN-DFW		4:27 PMDec 27			6:53 PMDec 27	
allegiantair	AA-1667-DEN-DFW		4:27 PMDec 27			6:53 PMDec 27	
boston	AA-1667-DEN-DFW		4:27 PMDec 27			6:53 PMDec 27	
travelocity	AA-1667-DEN-DFW	Dec 27 - 3:55pm	Dec 27 - 4:11pm	A47	Dec 27 - 6:50pm	Dec 27 - 6:56pm	C7/C
orbitz	AA-1667-DEN-DFW	3:55pDec 27	4:11pDec 27	 A47	6:50pDec 27	6:56pDec 27	 C7
weather	AA-1667-DEN-DFW	2011-12-27 03:55 PM			2011-12-27 06:50 PM		
den	AA-1667-DEN-DFW	2011-12-27 3:55 PM		A47			
dfw	AA-1667-DEN-DFW				2011-12-27 6:50 pm		C7
usatoday	AA-1667-DEN-DFW	2011-12-27 03:55 PM			2011-12-27 06:50 PM		
mytripandmore	AA-1667-DEN-DFW	Dec 27 - 3:55pm	Dec 27 - 4:11pm	A47	Dec 27 - 6:50pm	Dec 27 - 6:56pm	C7/C
ua	UA-2471-TPA-CLT	Tue, Dec 27 3:30 PM	Tue, Dec 27 3:38 PM	F84	Tue, Dec 27 5:09 PM	Tue, Dec 27 5:08 PM	C12
airtravelcenter	UA-2471-TPA-CLT		12/27/11 3:47 PM (-05:00)			12/27/11 5:01 PM (-05:00)	
myrateplan	UA-2471-TPA-CLT		12/27/11 3:47 PM (-05:00)			12/27/11 5:01 PM (-05:00)	
helloflight	UA-2471-TPA-CLT		12/27/11 3:47 PM (-05:00)			12/27/11 5:01 PM (-05:00)	
flytecomm	UA-2471-TPA-CLT		12/27/11 3:47 PM (-05:00)			12/27/11 5:01 PM (-05:00)	
flights	UA-2471-TPA-CLT		2011-12-27 03:38 PM	F84		2011-12-27 05:08 PM	C12
businesstravellogue	UA-2471-TPA-CLT		2011-12-27 03:38 PM	F84		2011-12-27 05:08 PM	C12
flylouisville	UA-2471-TPA-CLT		2011-12-27 03:38 PM	F84		2011-12-27 05:08 PM	C12
flightview	UA-2471-TPA-CLT		3:50 PMDec 27			5:02 PMDec 27	
panynj	UA-2471-TPA-CLT		3:50 PMDec 27			5:02 PMDec 27	
gofox	UA-2471-TPA-CLT		3:50 PMDec 27			5:02 PMDec 27	
foxbusiness	UA-2471-TPA-CLT		3:50 PMDec 27			5:02 PMDec 27	
allegiantair	UA-2471-TPA-CLT		3:50 PMDec 27			5:02 PMDec 27	
boston	UA-2471-TPA-CLT		3:50 PMDec 27			5:02 PMDec 27	
travelocity	UA-2471-TPA-CLT	Dec 27 - 3:30pm	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 5:09pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-2471-TPA-CLT	3:30pDec 27	3:38pDec 27	 -	5:09pDec 27	5:08pDec 27	 -
weather	UA-2471-TPA-CLT	2011-12-27 03:30 PM			2011-12-27 05:09 PM		
usatoday	UA-2471-TPA-CLT		3:50 PMDec 27			5:02 PMDec 27	
flightarrival	UA-2471-TPA-CLT		3:50 PMDec 27			5:02 PMDec 27	
ua	UA-1123-IAH-EWR	Tue, Dec 27 12:05 PM	Tue, Dec 27 12:21 PM	C-30	Tue, Dec 27 4:34 PM	Tue, Dec 27 5:01 PM	C138
flightexplorer	UA-1123-IAH-EWR		12/27/2011 12:44PM CST			12/27/2011 4:51PM EST	
airtravelcenter	UA-1123-IAH-EWR	12/27/11 12:05 PM (-06:00)			12/27/11 4:34 PM (-05:00)		
myrateplan	UA-1123-IAH-EWR	12/27/11 12:05 PM (-06:00)			12/27/11 4:34 PM (-05:00)		
helloflight	UA-1123-IAH-EWR	12/27/11 12:05 PM (-06:00)			12/27/11 4:34 PM (-05:00)		
flytecomm	UA-1123-IAH-EWR	12/27/11 12:05 PM (-06:00)			12/27/11 4:34 PM (-05:00)		
flights	UA-1123-IAH-EWR		2011-12-27 12:21 PM	30		2011-12-27 05:01 PM	138
businesstravellogue	UA-1123-IAH-EWR		2011-12-27 12:21 PM	30		2011-12-27 05:01 PM	138
flylouisville	UA-1123-IAH-EWR		2011-12-27 12:21 PM	30		2011-12-27 05:01 PM	138
flightview	UA-1123-IAH-EWR		12:45 PMDec 27			5:01 PMDec 27	
panynj	UA-1123-IAH-EWR		12:45 PMDec 27			5:01 PMDec 27	
gofox	UA-1123-IAH-EWR		12:45 PMDec 27			5:01 PMDec 27	
foxbusiness	UA-1123-IAH-EWR		12:45 PMDec 27			5:01 PMDec 27	
allegiantair	UA-1123-IAH-EWR		12:45 PMDec 27			5:01 PMDec 27	
boston	UA-1123-IAH-EWR		12:45 PMDec 27			4:53 PMDec 27	
travelocity	UA-1123-IAH-EWR	Dec 27 - 12:05pm	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 4:34pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-1123-IAH-EWR	12:05pDec 27	12:21pDec 27	 30	4:34pDec 27	5:01pDec 27	 138
weather	UA-1123-IAH-EWR	2011-12-27 12:05 PM			2011-12-27 04:34 PM		
aa	AA-4389-DTW-ORD	December 27, 2011               07:35 PM    	December 27, 2011               07:38 PM    	 D28	December 27, 2011               08:10 PM    	December 27, 2011               07:58 PM    	 G11    
flightexplorer	AA-4389-DTW-ORD		12/27/2011 7:50PM EST			12/27/2011 7:45PM CST	
airtravelcenter	AA-4389-DTW-ORD		12/27/11 7:50 PM (-05:00)			12/27/11 7:45 PM (-06:00)	
myrateplan	AA-4389-DTW-ORD		12/27/11 7:50 PM (-05:00)			12/27/11 7:45 PM (-06:00)	
helloflight	AA-4389-DTW-ORD		12/27/11 7:50 PM (-05:00)			12/27/11 7:45 PM (-06:00)	
flytecomm	AA-4389-DTW-ORD		12/27/11 7:50 PM (-05:00)			12/27/11 7:45 PM (-06:00)	
flightaware	AA-4389-DTW-ORD	2011-12-27 07:35PM EST	2011-12-27 07:50PM EST	 D28 	2011-12-27 07:52PM CST	2011-12-27 07:42PM CST	 G11 
wunderground	AA-4389-DTW-ORD	2011-12-27 07:35PM EST	2011-12-27 07:50PM EST	 D28 	2011-12-27 07:52PM CST	2011-12-27 07:42PM CST	 G11 
flights	AA-4389-DTW-ORD	07:35 PM  Tue 27-Dec-2011	07:38 PM  Tue 27-Dec-2011	D28	08:10 PM  Tue 27-Dec-2011	07:58 PM  Tue 27-Dec-2011	G11
businesstravellogue	AA-4389-DTW-ORD	07:35 PM  Tue 27-Dec-2011	07:38 PM  Tue 27-Dec-2011	D28	08:10 PM  Tue 27-Dec-2011	07:58 PM  Tue 27-Dec-2011	G11
flylouisville	AA-4389-DTW-ORD	07:35 PM  Tue 27-Dec-2011	07:38 PM  Tue 27-Dec-2011	D28	08:10 PM  Tue 27-Dec-2011	07:58 PM  Tue 27-Dec-2011	G11
flightstats	AA-4389-DTW-ORD	2011-12-27 7:35 PM	2011-12-27 7:38 PM		2011-12-27 8:10 PM	2011-12-27 7:58 PM	
quicktrip	AA-4389-DTW-ORD	2011-12-27 7:35 PM	2011-12-27 7:38 PM		2011-12-27 8:10 PM	2011-12-27 7:58 PM	
world-flight-tracker	AA-4389-DTW-ORD	2011-12-27 7:35 PM	2011-12-27 7:38 PM		2011-12-27 8:10 PM	2011-12-27 7:58 PM	
flightview	AA-4389-DTW-ORD	7:35 PM, Dec 27	7:50 PM, Dec 27	Terminal N	8:10 PM, Dec 27	7:43 PM, Dec 27	Terminal 3
panynj	AA-4389-DTW-ORD	7:35 PM, Dec 27	7:50 PM, Dec 27	Terminal N	8:10 PM, Dec 27	7:43 PM, Dec 27	Terminal 3
gofox	AA-4389-DTW-ORD	7:35 PM, Dec 27	7:50 PM, Dec 27		8:10 PM, Dec 27	7:43 PM, Dec 27	
foxbusiness	AA-4389-DTW-ORD	7:35 PM, Dec 27	7:50 PM, Dec 27	Terminal N	8:10 PM, Dec 27	7:43 PM, Dec 27	Terminal 3
allegiantair	AA-4389-DTW-ORD	7:35 PM, Dec 27	7:50 PM, Dec 27	Terminal N	8:10 PM, Dec 27	7:43 PM, Dec 27	Terminal 3
boston	AA-4389-DTW-ORD	7:35 PM, Dec 27	7:50 PM, Dec 27		8:10 PM, Dec 27	7:43 PM, Dec 27	
travelocity	AA-4389-DTW-ORD	Dec 27 - 7:35pm	Dec 27 - 7:38pm	D28	Dec 27 - 8:10pm	Dec 27 - 7:58pm	G11/T3
orbitz	AA-4389-DTW-ORD	7:35pDec 27	7:38pDec 27	 D28	8:10pDec 27	7:58pDec 27	 G11
weather	AA-4389-DTW-ORD	2011-12-27 07:35 PM			2011-12-27 08:10 PM		
ord	AA-4389-DTW-ORD	2011-12-27 7:35 PM		D28	2011-12-27 8:10 PM		G11
flightarrival	AA-4389-DTW-ORD	2011-12-27 07:35 PM			2011-12-27 08:10 PM		
aa	AA-1688-DFW-MIA	December 27, 2011               08:15 PM    	December 27, 2011               08:15 PM    	 D16	December 27, 2011               11:50 PM    	December 27, 2011               11:43 PM    	 D4    
flightexplorer	AA-1688-DFW-MIA		12/27/2011 8:29PM CST			12/27/2011 11:40PM EST	
airtravelcenter	AA-1688-DFW-MIA		12/27/11 8:29 PM (-06:00)			12/27/11 11:40 PM (-05:00)	
