CO	CO-4237-EWR-DTW	Sun., Dec.18, 2011 12:09 p.m.	Sun., Dec.18, 2011 12:04 p.m.		Sun., Dec.18, 2011 2:16 p.m.	Sun., Dec.18, 2011 1:48 p.m.	
gofox	AA-1826-MFE-DFW		6:23 AMDec 18			7:32 AMDec 18	
foxbusiness	AA-1826-MFE-DFW		6:23 AMDec 18			7:32 AMDec 18	
allegiantair	AA-1826-MFE-DFW		6:23 AMDec 18			7:32 AMDec 18	
boston	AA-1826-MFE-DFW		6:23 AMDec 18			7:32 AMDec 18	
travelocity	AA-1826-MFE-DFW	Dec 18 - 6:15am	Dec 18 - 6:12am	Not provided by airline	Dec 18 - 7:50am	Dec 18 - 7:42am	C39/C
orbitz	AA-1826-MFE-DFW	6:15aDec 18	6:12aDec 18	 -	7:50aDec 18	7:42aDec 18	 C39
mytripandmore	AA-1826-MFE-DFW	6:15aDec 18	6:12aDec 18	 -	7:50aDec 18	7:42aDec 18	 C39
ua	UA-1091-IAH-ORD	Sun, Dec 18 6:50 PM	Sun, Dec 18 6:55 PM            Delayed	C-32	Sun, Dec 18 9:28 PM	Sun, Dec 18 9:22 PM	B2
flightexplorer	UA-1091-IAH-ORD		12/18/2011 7:11PM CST			12/18/2011 9:18PM CST	
airtravelcenter	UA-1091-IAH-ORD	12/18/11 6:50 PM (-06:00)			12/18/11 9:28 PM (-06:00)		
airtravelcenter	UA-1091-IAH-ORD		12/18/11 7:12 PM (-06:00)			12/18/11 9:18 PM (-06:00)	
myrateplan	UA-1091-IAH-ORD	12/18/11 6:50 PM (-06:00)			12/18/11 9:28 PM (-06:00)		
myrateplan	UA-1091-IAH-ORD		12/18/11 7:12 PM (-06:00)			12/18/11 9:18 PM (-06:00)	
helloflight	UA-1091-IAH-ORD	12/18/11 6:50 PM (-06:00)			12/18/11 9:28 PM (-06:00)		
helloflight	UA-1091-IAH-ORD		12/18/11 7:12 PM (-06:00)			12/18/11 9:18 PM (-06:00)	
flytecomm	UA-1091-IAH-ORD	12/18/11 6:50 PM (-06:00)			12/18/11 9:28 PM (-06:00)		
flytecomm	UA-1091-IAH-ORD		12/18/11 7:12 PM (-06:00)			12/18/11 9:18 PM (-06:00)	
flightaware	UA-1091-IAH-ORD	2011-12-18 06:50PM CST	2011-12-18 07:12PM CST	 32 	2011-12-18 09:18PM CST	2011-12-18 09:15PM CST	 B2 
wunderground	UA-1091-IAH-ORD	2011-12-18 06:50PM CST	2011-12-18 07:12PM CST	 32 	2011-12-18 09:18PM CST	2011-12-18 09:15PM CST	 B2 
flights	UA-1091-IAH-ORD		2011-12-18 06:55 PM	32		2011-12-18 09:22 PM	B2
businesstravellogue	UA-1091-IAH-ORD		2011-12-18 06:55 PM	32		2011-12-18 09:22 PM	B2
flylouisville	UA-1091-IAH-ORD		2011-12-18 06:55 PM	32		2011-12-18 09:22 PM	B2
flightstats	UA-1091-IAH-ORD	2011-12-18 6:50 PM	2011-12-18 6:55 PM		2011-12-18 9:28 PM	2011-12-18 9:22 PM	
quicktrip	UA-1091-IAH-ORD	2011-12-18 6:50 PM	2011-12-18 6:55 PM		2011-12-18 9:28 PM	2011-12-18 9:22 PM	
flightview	UA-1091-IAH-ORD		7:12 PMDec 18			9:22 PMDec 18	
panynj	UA-1091-IAH-ORD		7:12 PMDec 18			9:22 PMDec 18	
gofox	UA-1091-IAH-ORD		7:12 PMDec 18			9:22 PMDec 18	
foxbusiness	UA-1091-IAH-ORD		7:12 PMDec 18			9:22 PMDec 18	
allegiantair	UA-1091-IAH-ORD		7:12 PMDec 18			9:22 PMDec 18	
boston	UA-1091-IAH-ORD		7:12 PMDec 18			9:16 PMDec 18	
orbitz	UA-1091-IAH-ORD	6:50pDec 18	6:55pDec 18	 32	9:28pDec 18	9:22pDec 18	 B2
ord	UA-1091-IAH-ORD	2011-12-18 6:50 PM		32	2011-12-18 9:28 PM		B2
usatoday	UA-1091-IAH-ORD	2011-12-18 6:50 PM	2011-12-18 6:55 PM		2011-12-18 9:28 PM	2011-12-18 9:22 PM	
mytripandmore	UA-1091-IAH-ORD	6:50pDec 18	6:55pDec 18	 32	9:28pDec 18	9:22pDec 18	 B2
flightwise	UA-1091-IAH-ORD	2011-12-18 06:50PM CST	2011-12-18 07:12PM CST	 32 	2011-12-18 09:18PM CST	2011-12-18 09:15PM CST	 B2 
ua	UA-1430-EWR-PBI	Sun, Dec 18 6:45 AM	Sun, Dec 18 6:38 AM	C94	Sun, Dec 18 9:46 AM	Sun, Dec 18 9:20 AM	B6
flightexplorer	UA-1430-EWR-PBI		12/18/2011 6:55AM EST			12/18/2011 9:19AM EST	
airtravelcenter	UA-1430-EWR-PBI	12/18/11 6:45 AM (-05:00)			12/18/11 9:46 AM (-05:00)		
airtravelcenter	UA-1430-EWR-PBI		12/18/11 6:57 AM (-05:00)			12/18/11 9:19 AM (-05:00)	
myrateplan	UA-1430-EWR-PBI	12/18/11 6:45 AM (-05:00)			12/18/11 9:46 AM (-05:00)		
myrateplan	UA-1430-EWR-PBI		12/18/11 6:57 AM (-05:00)			12/18/11 9:19 AM (-05:00)	
helloflight	UA-1430-EWR-PBI	12/18/11 6:45 AM (-05:00)			12/18/11 9:46 AM (-05:00)		
helloflight	UA-1430-EWR-PBI		12/18/11 6:57 AM (-05:00)			12/18/11 9:19 AM (-05:00)	
flytecomm	UA-1430-EWR-PBI	12/18/11 6:45 AM (-05:00)			12/18/11 9:46 AM (-05:00)		
flytecomm	UA-1430-EWR-PBI		12/18/11 6:57 AM (-05:00)			12/18/11 9:19 AM (-05:00)	
flightaware	UA-1430-EWR-PBI	2011-12-18 07:29AM EST	2011-12-18 07:39AM EST		2011-12-18 09:48AM EST	2011-12-18 09:58AM EST	
wunderground	UA-1430-EWR-PBI	2011-12-18 07:29AM EST	2011-12-18 07:39AM EST		2011-12-18 09:48AM EST	2011-12-18 09:58AM EST	
flights	UA-1430-EWR-PBI		2011-12-18 06:38 AM	94		2011-12-18 09:20 AM	B6
businesstravellogue	UA-1430-EWR-PBI		2011-12-18 06:38 AM	94		2011-12-18 09:20 AM	B6
flylouisville	UA-1430-EWR-PBI		2011-12-18 06:38 AM	94		2011-12-18 09:20 AM	B6
flightview	UA-1430-EWR-PBI		6:57 AMDec 18			9:20 AMDec 18	
panynj	UA-1430-EWR-PBI		6:57 AMDec 18			9:20 AMDec 18	
gofox	UA-1430-EWR-PBI		6:57 AMDec 18			9:20 AMDec 18	
foxbusiness	UA-1430-EWR-PBI		6:57 AMDec 18			9:20 AMDec 18	
allegiantair	UA-1430-EWR-PBI		6:57 AMDec 18			9:20 AMDec 18	
boston	UA-1430-EWR-PBI		6:57 AMDec 18			9:18 AMDec 18	
travelocity	UA-1430-EWR-PBI	Dec 18 - 6:45am	Dec 18 - Contact Airline	Not provided by airline	Dec 18 - 9:46am	Dec 18 - Contact Airline	Not provided by airline
orbitz	UA-1430-EWR-PBI	6:45aDec 18	6:38aDec 18	 C94	9:46aDec 18	9:20aDec 18	 B6
weather	UA-1430-EWR-PBI	2011-12-18 06:45 AM			2011-12-18 09:46 AM		
usatoday	UA-1430-EWR-PBI		6:57 AMDec 18			9:18 AMDec 18	
mytripandmore	UA-1430-EWR-PBI	6:45aDec 18	6:38aDec 18	 C94	9:46aDec 18	9:20aDec 18	 B6
ua	UA-386-DEN-BOS	Sun, Dec 18 2:40 PM	Sun, Dec 18 2:36 PM            On Time	B32	Sun, Dec 18 8:28 PM	Sun, Dec 18 8:06 PM	C20
flightexplorer	UA-386-DEN-BOS		12/18/2011 2:45PM MST			12/18/2011 7:53PM EST	
airtravelcenter	UA-386-DEN-BOS		12/18/11 2:47 PM (-07:00)			12/18/11 7:53 PM (-05:00)	
myrateplan	UA-386-DEN-BOS		12/18/11 2:47 PM (-07:00)			12/18/11 7:53 PM (-05:00)	
helloflight	UA-386-DEN-BOS		12/18/11 2:47 PM (-07:00)			12/18/11 7:53 PM (-05:00)	
flytecomm	UA-386-DEN-BOS		12/18/11 2:47 PM (-07:00)			12/18/11 7:53 PM (-05:00)	
flightaware	UA-386-DEN-BOS	2011-12-18 02:40PM MST	2011-12-18 02:47PM MST	 B32 	2011-12-18 08:11PM EST	2011-12-18 08:01PM EST	 C20 
wunderground	UA-386-DEN-BOS	2011-12-18 02:40PM MST	2011-12-18 02:47PM MST	 B32 	2011-12-18 08:11PM EST	2011-12-18 08:01PM EST	 C20 
flights	UA-386-DEN-BOS		2011-12-18 02:36 PM	B32		2011-12-18 08:06 PM	C20
businesstravellogue	UA-386-DEN-BOS		2011-12-18 02:36 PM	B32		2011-12-18 08:06 PM	C20
flylouisville	UA-386-DEN-BOS		2011-12-18 02:36 PM	B32		2011-12-18 08:06 PM	C20
flightstats	UA-386-DEN-BOS	2011-12-18 2:40 PM	2011-12-18 2:36 PM		2011-12-18 8:28 PM	2011-12-18 8:06 PM	
quicktrip	UA-386-DEN-BOS	2011-12-18 2:40 PM	2011-12-18 2:36 PM		2011-12-18 8:28 PM	2011-12-18 8:06 PM	
flightview	UA-386-DEN-BOS		2:47 PMDec 18			8:06 PMDec 18	
panynj	UA-386-DEN-BOS		2:47 PMDec 18			8:06 PMDec 18	
gofox	UA-386-DEN-BOS		2:47 PMDec 18			8:06 PMDec 18	
foxbusiness	UA-386-DEN-BOS		2:47 PMDec 18			8:06 PMDec 18	
allegiantair	UA-386-DEN-BOS		2:47 PMDec 18			8:06 PMDec 18	
boston	UA-386-DEN-BOS		2:47 PMDec 18			8:01 PMDec 18	
orbitz	UA-386-DEN-BOS	2:40pDec 18	2:36pDec 18	 B32	8:28pDec 18	8:06pDec 18	 C20
den	UA-386-DEN-BOS	2011-12-18 2:40 PM		B32			
flightwise	UA-386-DEN-BOS	2011-12-18 02:40PM MST	2011-12-18 02:47PM MST	 B32 	2011-12-18 08:11PM EST	2011-12-18 08:01PM EST	 C20 
flightarrival	UA-386-DEN-BOS		2:47 PMDec 18			8:01 PMDec 18	
ua	UA-4423-TLC-IAH	Sun, Dec 18 11:45 AM	Sun, Dec 18 11:50 AM            Delayed	--	Sun, Dec 18 2:02 PM	Sun, Dec 18 2:03 PM	D-10
airtravelcenter	UA-4423-TLC-IAH	12/18/11 11:45 AM (-06:00)			12/18/11 2:02 PM (-06:00)		
myrateplan	UA-4423-TLC-IAH	12/18/11 11:45 AM (-06:00)			12/18/11 2:02 PM (-06:00)		
helloflight	UA-4423-TLC-IAH	12/18/11 11:45 AM (-06:00)			12/18/11 2:02 PM (-06:00)		
flytecomm	UA-4423-TLC-IAH	12/18/11 11:45 AM (-06:00)			12/18/11 2:02 PM (-06:00)		
flights	UA-4423-TLC-IAH		2011-12-18 11:50 AM	I-1		2011-12-18 02:03 PM	10
businesstravellogue	UA-4423-TLC-IAH		2011-12-18 11:50 AM	I-1		2011-12-18 02:03 PM	10
flylouisville	UA-4423-TLC-IAH		2011-12-18 11:50 AM	I-1		2011-12-18 02:03 PM	10
flightview	UA-4423-TLC-IAH		11:57 AMDec 18			2:03 PMDec 18	
panynj	UA-4423-TLC-IAH		11:57 AMDec 18			2:03 PMDec 18	
gofox	UA-4423-TLC-IAH		11:57 AMDec 18			2:03 PMDec 18	
foxbusiness	UA-4423-TLC-IAH		11:57 AMDec 18			2:03 PMDec 18	
allegiantair	UA-4423-TLC-IAH		11:57 AMDec 18			2:03 PMDec 18	
boston	UA-4423-TLC-IAH		11:57 AMDec 18			2:00 PMDec 18	
orbitz	UA-4423-TLC-IAH	11:45aDec 18	11:50aDec 18	 -	2:02pDec 18	2:03pDec 18	 -
ua	UA-2897-SJC-PHX	Sun, Dec 18 6:20 AM	Sun, Dec 18 6:20 AM	A11	Sun, Dec 18 9:14 AM	Sun, Dec 18 9:13 AM	B13
airtravelcenter	UA-2897-SJC-PHX		12/18/11 6:35 AM (-08:00)			12/18/11 8:54 AM (-07:00)	
myrateplan	UA-2897-SJC-PHX		12/18/11 6:35 AM (-08:00)			12/18/11 8:54 AM (-07:00)	
helloflight	UA-2897-SJC-PHX		12/18/11 6:35 AM (-08:00)			12/18/11 8:54 AM (-07:00)	
flytecomm	UA-2897-SJC-PHX		12/18/11 6:35 AM (-08:00)			12/18/11 8:54 AM (-07:00)	
flights	UA-2897-SJC-PHX		2011-12-18 06:19 AM	11		2011-12-18 09:13 AM	B13
businesstravellogue	UA-2897-SJC-PHX		2011-12-18 06:19 AM	11		2011-12-18 09:13 AM	B13
flylouisville	UA-2897-SJC-PHX		2011-12-18 06:19 AM	11		2011-12-18 09:13 AM	B13
flightview	UA-2897-SJC-PHX		6:35 AMDec 18			9:07 AMDec 18	
panynj	UA-2897-SJC-PHX		6:35 AMDec 18			9:07 AMDec 18	
gofox	UA-2897-SJC-PHX		6:35 AMDec 18			9:07 AMDec 18	
foxbusiness	UA-2897-SJC-PHX		6:35 AMDec 18			9:07 AMDec 18	
allegiantair	UA-2897-SJC-PHX		6:35 AMDec 18			9:07 AMDec 18	
boston	UA-2897-SJC-PHX		6:35 AMDec 18			9:07 AMDec 18	
travelocity	UA-2897-SJC-PHX	Dec 18 - 6:20am	Dec 18 - Contact Airline	Not provided by airline	Dec 18 - 9:14am	Dec 18 - Contact Airline	Not provided by airline
orbitz	UA-2897-SJC-PHX	6:20aDec 18	6:19aDec 18	 -	9:14aDec 18	9:13aDec 18	 -
weather	UA-2897-SJC-PHX	2011-12-18 06:20 AM			2011-12-18 09:14 AM		
usatoday	UA-2897-SJC-PHX		6:35 AMDec 18			9:07 AMDec 18	
aa	AA-1853-JFK-MIA	December 18, 2011               04:30 PM    	December 18, 2011               04:51 PM    	 33	December 18, 2011               08:00 PM    	December 18, 2011               07:36 PM    	 D4    
airtravelcenter	AA-1853-JFK-MIA		12/18/11 5:05 PM (-05:00)			12/18/11 7:24 PM (-05:00)	
myrateplan	AA-1853-JFK-MIA		12/18/11 5:05 PM (-05:00)			12/18/11 7:24 PM (-05:00)	
helloflight	AA-1853-JFK-MIA		12/18/11 5:05 PM (-05:00)			12/18/11 7:24 PM (-05:00)	
flytecomm	AA-1853-JFK-MIA		12/18/11 5:05 PM (-05:00)			12/18/11 7:24 PM (-05:00)	
flightaware	AA-1853-JFK-MIA	2011-12-18 04:30PM EST	2011-12-18 05:05PM EST	 33 	2011-12-18 06:50PM EST	2011-12-18 07:21PM EST	 D4 
wunderground	AA-1853-JFK-MIA	2011-12-18 04:30PM EST	2011-12-18 05:05PM EST	 33 	2011-12-18 06:50PM EST	2011-12-18 07:21PM EST	 D4 
flights	AA-1853-JFK-MIA	04:30 PM  Sun 18-Dec-2011	04:51 PM  Sun 18-Dec-2011	C33	08:00 PM  Sun 18-Dec-2011	07:36 PM  Sun 18-Dec-2011	D4
businesstravellogue	AA-1853-JFK-MIA	04:30 PM  Sun 18-Dec-2011	04:51 PM  Sun 18-Dec-2011	C33	08:00 PM  Sun 18-Dec-2011	07:36 PM  Sun 18-Dec-2011	D4
flylouisville	AA-1853-JFK-MIA	04:30 PM  Sun 18-Dec-2011	04:51 PM  Sun 18-Dec-2011	C33	08:00 PM  Sun 18-Dec-2011	07:36 PM  Sun 18-Dec-2011	D4
world-flight-tracker	AA-1853-JFK-MIA	2011-12-18 4:30 PM	2011-12-18 4:51 PM		2011-12-18 8:00 PM	2011-12-18 7:36 PM	
flightview	AA-1853-JFK-MIA	4:30 PM, Dec 18	5:05 PM, Dec 18	Terminal 8 - 33	8:00 PM, Dec 18	7:36 PM, Dec 18	Terminal D - D4
panynj	AA-1853-JFK-MIA	4:30 PM, Dec 18	5:05 PM, Dec 18	Terminal 8 - 33	8:00 PM, Dec 18	7:36 PM, Dec 18	Terminal D - D4
gofox	AA-1853-JFK-MIA	4:30 PM, Dec 18	5:05 PM, Dec 18		8:00 PM, Dec 18	7:36 PM, Dec 18	
foxbusiness	AA-1853-JFK-MIA	4:30 PM, Dec 18	5:05 PM, Dec 18	Terminal 8 - 33	8:00 PM, Dec 18	7:36 PM, Dec 18	Terminal D - D4
allegiantair	AA-1853-JFK-MIA	4:30 PM, Dec 18	5:05 PM, Dec 18	Terminal 8 - 33	8:00 PM, Dec 18	7:36 PM, Dec 18	Terminal D - D4
boston	AA-1853-JFK-MIA	4:30 PM, Dec 18	5:05 PM, Dec 18		8:00 PM, Dec 18	7:21 PM, Dec 18	
travelocity	AA-1853-JFK-MIA	Dec 18 - 4:30pm	Dec 18 - 4:51pm	33/8	Dec 18 - 8:00pm	Dec 18 - 7:36pm	D4
orbitz	AA-1853-JFK-MIA	4:30pDec 18	4:51pDec 18	 33	8:00pDec 18	7:36pDec 18	 D4
weather	AA-1853-JFK-MIA	2011-12-18 04:30 PM			2011-12-18 08:00 PM		
mia	AA-1853-JFK-MIA				8:00P 12-18-11	2011-12-18  7:33P	
flightwise	AA-1853-JFK-MIA	2011-12-18 04:30PM EST	2011-12-18 05:05PM EST	 33 	2011-12-18 06:50PM EST	2011-12-18 07:21PM EST	 D4 
flightarrival	AA-1853-JFK-MIA	2011-12-18 04:30 PM			2011-12-18 08:00 PM		
CO	CO-1473-EWR-LAX	Sun., Dec.18, 2011 6:00 p.m.	Sun., Dec.18, 2011 5:58 p.m.		Sun., Dec.18, 2011 9:18 p.m.	Sun., Dec.18, 2011 9:06 p.m.	
flightexplorer	CO-1473-EWR-LAX		12/18/2011 6:25PM EST			12/18/2011 9:00PM PST	
airtravelcenter	CO-1473-EWR-LAX	12/18/11 6:00 PM (-05:00)			12/18/11 9:18 PM (-08:00)		
myrateplan	CO-1473-EWR-LAX	12/18/11 6:00 PM (-05:00)			12/18/11 9:18 PM (-08:00)		
helloflight	CO-1473-EWR-LAX	12/18/11 6:00 PM (-05:00)			12/18/11 9:18 PM (-08:00)		
flytecomm	CO-1473-EWR-LAX	12/18/11 6:00 PM (-05:00)			12/18/11 9:18 PM (-08:00)		
flightaware	CO-1473-EWR-LAX	2011-12-18 06:00PM EST	2011-12-18 06:26PM EST	 C73 	2011-12-18 08:38PM PST	2011-12-18 08:56PM PST	 63 
wunderground	CO-1473-EWR-LAX	2011-12-18 06:00PM EST	2011-12-18 06:26PM EST	 C73 	2011-12-18 08:38PM PST	2011-12-18 08:56PM PST	 63 
flights	CO-1473-EWR-LAX		2011-12-18 05:58 PM	73		2011-12-18 09:06 PM	61
businesstravellogue	CO-1473-EWR-LAX		2011-12-18 05:58 PM	73		2011-12-18 09:06 PM	61
flylouisville	CO-1473-EWR-LAX		2011-12-18 05:58 PM	73		2011-12-18 09:06 PM	61
flightstats	CO-1473-EWR-LAX	2011-12-18 6:00 PM	2011-12-18 5:58 PM		2011-12-18 9:18 PM	2011-12-18 9:06 PM	
quicktrip	CO-1473-EWR-LAX	2011-12-18 6:00 PM	2011-12-18 5:58 PM		2011-12-18 9:18 PM	2011-12-18 9:06 PM	
flightview	CO-1473-EWR-LAX		6:27 PMDec 18			8:57 PMDec 18	
panynj	CO-1473-EWR-LAX		6:27 PMDec 18			8:57 PMDec 18	
gofox	CO-1473-EWR-LAX		6:27 PMDec 18			8:57 PMDec 18	
foxbusiness	CO-1473-EWR-LAX		6:27 PMDec 18			8:57 PMDec 18	
allegiantair	CO-1473-EWR-LAX		6:27 PMDec 18			8:57 PMDec 18	
boston	CO-1473-EWR-LAX		6:27 PMDec 18			8:57 PMDec 18	
orbitz	CO-1473-EWR-LAX	6:00pDec 18	5:58pDec 18	 C73	8:48pDec 18		 63
usatoday	CO-1473-EWR-LAX		6:27 PMDec 18			8:57 PMDec 18	
aa	AA-1047-MCO-MIA	December 18, 2011               08:45 AM    	December 18, 2011               08:56 AM    	 17	December 18, 2011               09:50 AM    	December 18, 2011               10:01 AM    	 D25    
airtravelcenter	AA-1047-MCO-MIA		12/18/11 9:11 AM (-05:00)			12/18/11 9:55 AM (-05:00)	
myrateplan	AA-1047-MCO-MIA		12/18/11 9:11 AM (-05:00)			12/18/11 9:55 AM (-05:00)	
helloflight	AA-1047-MCO-MIA		12/18/11 9:11 AM (-05:00)			12/18/11 9:55 AM (-05:00)	
flytecomm	AA-1047-MCO-MIA		12/18/11 9:11 AM (-05:00)			12/18/11 9:55 AM (-05:00)	
flights	AA-1047-MCO-MIA		2011-12-18 08:56 AM	17		2011-12-18 10:01 AM	D22
businesstravellogue	AA-1047-MCO-MIA		2011-12-18 08:56 AM	17		2011-12-18 10:01 AM	D22
flylouisville	AA-1047-MCO-MIA		2011-12-18 08:56 AM	17		2011-12-18 10:01 AM	D22
flightview	AA-1047-MCO-MIA		9:15 AMDec 18			10:01 AMDec 18	
panynj	AA-1047-MCO-MIA		9:15 AMDec 18			10:01 AMDec 18	
gofox	AA-1047-MCO-MIA		9:15 AMDec 18			10:01 AMDec 18	
foxbusiness	AA-1047-MCO-MIA		9:15 AMDec 18			10:01 AMDec 18	
allegiantair	AA-1047-MCO-MIA		9:15 AMDec 18			10:01 AMDec 18	
boston	AA-1047-MCO-MIA		9:15 AMDec 18			9:53 AMDec 18	
travelocity	AA-1047-MCO-MIA	Dec 18 - 8:45am	Dec 18 - 8:56am	17	Dec 18 - 9:50am	Dec 18 - 10:01am	D25
orbitz	AA-1047-MCO-MIA	8:45aDec 18	8:56aDec 18	 17	9:50aDec 18	10:01aDec 18	 D25
weather	AA-1047-MCO-MIA	2011-12-18 08:45 AM	2011-12-18 09:15 AM		2011-12-18 09:50 AM	2011-12-18 10:04 AM	
mco	AA-1047-MCO-MIA	2011-12-18 Sun  08:45		17?			
mia	AA-1047-MCO-MIA				9:50A 12-18-11	2011-12-18  10:08A	
usatoday	AA-1047-MCO-MIA	2011-12-18 08:45 AM	2011-12-18 09:15 AM		2011-12-18 09:50 AM	2011-12-18 10:04 AM	
mytripandmore	AA-1047-MCO-MIA	Dec 18 - 8:45am	Dec 18 - 8:56am	17	Dec 18 - 9:50am	Dec 18 - 10:01am	D25
aa	AA-3715-ORD-PHL	December 18, 2011               10:30 PM    	December 18, 2011     	 H2	December 19, 2011               01:15 AM    	December 19, 2011     	 A7    
flightexplorer	AA-3715-ORD-PHL		12/17/2011 11:09PM CST			12/18/2011 1:31AM EST	
flightexplorer	AA-3715-ORD-PHL	12/18/2011 10:30PM CST			12/19/2011 1:15AM EST		
airtravelcenter	AA-3715-ORD-PHL		12/18/11 10:47 PM (-06:00)			12/19/11 1:17 AM (-05:00)	
myrateplan	AA-3715-ORD-PHL		12/18/11 10:47 PM (-06:00)			12/19/11 1:17 AM (-05:00)	
helloflight	AA-3715-ORD-PHL		12/18/11 10:47 PM (-06:00)			12/19/11 1:17 AM (-05:00)	
flytecomm	AA-3715-ORD-PHL		12/18/11 10:47 PM (-06:00)			12/19/11 1:17 AM (-05:00)	
flightaware	AA-3715-ORD-PHL	2011-12-18 10:30PM CST	2011-12-18 11:09PM CST	 H3A 	2011-12-18 01:04AM EST	2011-12-18 01:28AM EST	 A7 
wunderground	AA-3715-ORD-PHL	2011-12-18 10:30PM CST	2011-12-18 11:09PM CST	 H3A 	2011-12-18 01:04AM EST	2011-12-18 01:28AM EST	 A7 
flights	AA-3715-ORD-PHL	10:30 PM  Sun 18-Dec-2011		H2	01:15 AM  Mon 19-Dec-2011		7
businesstravellogue	AA-3715-ORD-PHL	10:30 PM  Sun 18-Dec-2011		H2	01:15 AM  Mon 19-Dec-2011		7
flylouisville	AA-3715-ORD-PHL	10:30 PM  Sun 18-Dec-2011		H2	01:15 AM  Mon 19-Dec-2011		7
flightstats	AA-3715-ORD-PHL	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 1:15 AM	2011-12-18 1:15 AM (Estimated)	
quicktrip	AA-3715-ORD-PHL	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 1:15 AM	2011-12-18 1:15 AM (Estimated)	
world-flight-tracker	AA-3715-ORD-PHL	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 1:15 AM	2011-12-18 1:15 AM (Estimated)	
flightview	AA-3715-ORD-PHL	10:30 PM, Dec 18		H2	1:15 AM, Dec 19		Terminal A
panynj	AA-3715-ORD-PHL	10:30 PM, Dec 18		H2	1:15 AM, Dec 19		Terminal A
gofox	AA-3715-ORD-PHL	10:30 PM, Dec 18			1:15 AM, Dec 19		
foxbusiness	AA-3715-ORD-PHL	10:30 PM, Dec 18		H2	1:15 AM, Dec 19		Terminal A
allegiantair	AA-3715-ORD-PHL	10:30 PM, Dec 18		H2	1:15 AM, Dec 19		Terminal A
boston	AA-3715-ORD-PHL	10:30 PM, Dec 18	Not Available		1:15 AM, Dec 19	Not Available	
travelocity	AA-3715-ORD-PHL	Dec 18 - 10:30pm	Dec 18 - Not Available	H2/T3	Dec 19 - 1:15am	Dec 19 - Not Available	A7/A
orbitz	AA-3715-ORD-PHL	10:30pDec 18		 H2	1:15aDec 19		 A7
weather	AA-3715-ORD-PHL	2011-12-18 10:30 PM			2011-12-18 01:15 AM		
ord	AA-3715-ORD-PHL	2011-12-18 10:30 PM		H2	2011-12-18 12/19 1:15 AM		7
ifly	AA-3715-ORD-PHL	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 1:15 AM	2011-12-18 1:15 AM (Estimated)	
usatoday	AA-3715-ORD-PHL	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 1:15 AM	2011-12-18 1:15 AM (Estimated)	
ua	UA-6219-OMA-DEN	Sun, Dec 18 5:29 PM	Sun, Dec 18 5:24 PM	B14	Sun, Dec 18 6:07 PM	Sun, Dec 18 6:00 PM	B60
airtravelcenter	UA-6219-OMA-DEN	12/18/11 5:29 PM (-06:00)			12/18/11 6:07 PM (-07:00)		
myrateplan	UA-6219-OMA-DEN	12/18/11 5:29 PM (-06:00)			12/18/11 6:07 PM (-07:00)		
helloflight	UA-6219-OMA-DEN	12/18/11 5:29 PM (-06:00)			12/18/11 6:07 PM (-07:00)		
flytecomm	UA-6219-OMA-DEN	12/18/11 5:29 PM (-06:00)			12/18/11 6:07 PM (-07:00)		
flights	UA-6219-OMA-DEN		2011-12-18 05:24 PM	B14		2011-12-18 06:00 PM	B60
businesstravellogue	UA-6219-OMA-DEN		2011-12-18 05:24 PM	B14		2011-12-18 06:00 PM	B60
flylouisville	UA-6219-OMA-DEN		2011-12-18 05:24 PM	B14		2011-12-18 06:00 PM	B60
flightview	UA-6219-OMA-DEN		5:34 PMDec 18			6:00 PMDec 18	
panynj	UA-6219-OMA-DEN		5:34 PMDec 18			6:00 PMDec 18	
gofox	UA-6219-OMA-DEN		5:34 PMDec 18			6:00 PMDec 18	
foxbusiness	UA-6219-OMA-DEN		5:34 PMDec 18			6:00 PMDec 18	
allegiantair	UA-6219-OMA-DEN		5:34 PMDec 18			6:00 PMDec 18	
boston	UA-6219-OMA-DEN		5:34 PMDec 18			5:55 PMDec 18	
travelocity	UA-6219-OMA-DEN	Dec 18 - Not Available	Dec 18 - 5:34pm	B14	Dec 18 - Not Available	Dec 18 - 6:00pm	B60
orbitz	UA-6219-OMA-DEN	5:29pDec 18	5:24pDec 18	 B14	6:07pDec 18	6:00pDec 18	 B60
weather	UA-6219-OMA-DEN	2011-12-18 05:29 PM			2011-12-18 06:07 PM		
usatoday	UA-6219-OMA-DEN		5:34 PMDec 18			5:55 PMDec 18	
mytripandmore	UA-6219-OMA-DEN	Dec 18 - Not Available	Dec 18 - 5:34pm	B14	Dec 18 - Not Available	Dec 18 - 6:00pm	B60
flightarrival	UA-6219-OMA-DEN	2011-12-18 05:29 PM			2011-12-18 06:07 PM		
aa	AA-1217-FLL-DFW	December 18, 2011               11:00 AM    	December 18, 2011               11:14 AM    	 E2	December 18, 2011               01:15 PM    	December 18, 2011               01:32 PM    	 D33    
flightexplorer	AA-1217-FLL-DFW		12/18/2011 11:36AM EST			12/18/2011 1:10PM CST	
