ua	UA-1534-RTB-IAH	Sat, Dec 10 2:05 PM	Sat, Dec 10 5:00 PM	--	Sat, Dec 10 5:01 PM	Sat, Dec 10 7:44 PM	E24
businesstravellogue	AA-1835-ORD-SFO	04:15 PM  Sat 10-Dec-2011	04:13 PM  Sat 10-Dec-2011	H15	06:50 PM  Sat 10-Dec-2011	06:29 PM  Sat 10-Dec-2011	56A
flylouisville	AA-1835-ORD-SFO	04:15 PM  Sat 10-Dec-2011		H15	06:50 PM  Sat 10-Dec-2011		56A
flylouisville	AA-1835-ORD-SFO	04:15 PM  Sat 10-Dec-2011	04:13 PM  Sat 10-Dec-2011	H15	06:50 PM  Sat 10-Dec-2011	06:29 PM  Sat 10-Dec-2011	56A
flightstats	AA-1835-ORD-SFO	2011-12-10 4:15 PM	2011-12-10 4:13 PM		2011-12-10 6:50 PM	2011-12-10 6:29 PM	
quicktrip	AA-1835-ORD-SFO	2011-12-10 4:15 PM	2011-12-10 4:13 PM		2011-12-10 6:50 PM	2011-12-10 6:29 PM	
world-flight-tracker	AA-1835-ORD-SFO	2011-12-10 4:15 PM	2011-12-10 4:13 PM		2011-12-10 6:50 PM	2011-12-10 6:35 PM (Estimated)	
world-flight-tracker	AA-1835-ORD-SFO	2011-12-10 4:15 PM	2011-12-10 4:13 PM		2011-12-10 6:50 PM	2011-12-10 6:29 PM	
flightview	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10		6:50 PM, Dec 10		
flightview	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10	Terminal 3 - H15	6:50 PM, Dec 10	6:26 PM, Dec 10	Terminal 2 - 56A
panynj	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10		6:50 PM, Dec 10		
panynj	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10	Terminal 3 - H15	6:50 PM, Dec 10	6:26 PM, Dec 10	Terminal 2 - 56A
gofox	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10		6:50 PM, Dec 10		
gofox	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10		6:50 PM, Dec 10	6:26 PM, Dec 10	
foxbusiness	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10		6:50 PM, Dec 10		
foxbusiness	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10	Terminal 3 - H15	6:50 PM, Dec 10	6:26 PM, Dec 10	Terminal 2 - 56A
allegiantair	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10		6:50 PM, Dec 10		
allegiantair	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10	Terminal 3 - H15	6:50 PM, Dec 10	6:26 PM, Dec 10	Terminal 2 - 56A
boston	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10		6:50 PM, Dec 10	6:26 PM, Dec 10	
boston	AA-1835-ORD-SFO	4:15 PM, Dec 10	4:27 PM, Dec 10		6:50 PM, Dec 10	6:31 PM, Dec 10&nbsp(Estimated)	
travelocity	AA-1835-ORD-SFO	Dec 10 - 4:15pm	Dec 10 - 4:13pm	H15/T3	Dec 10 - 6:50pm	Dec 10 - 6:29pm	56A
travelocity	AA-1835-ORD-SFO	Dec 10 - 4:15pm	Dec 10 - 4:13pm	H15/T3	Dec 10 - 6:50pm	Dec 10 - 6:34pm*	56A
orbitz	AA-1835-ORD-SFO	4:15pDec 10	4:13pDec 10	 H15	6:10pDec 10		 56A
orbitz	AA-1835-ORD-SFO	4:15pDec 10	4:13pDec 10	 H15	6:18pDec 10		 56A
weather	AA-1835-ORD-SFO	2011-12-10 04:15 PM			2011-12-10 06:50 PM		
weather	AA-1835-ORD-SFO	2011-12-10 04:15 PM	2011-12-10 04:27 PM		2011-12-10 06:50 PM	2011-12-10 06:31 PM	
sfo	AA-1835-ORD-SFO				2011-12-10 6:50 PM		56
ord	AA-1835-ORD-SFO	2011-12-10 4:15 PM		H15	2011-12-10 6:50 PM		56A
ifly	AA-1835-ORD-SFO	2011-12-10 4:15 PM	2011-12-10 4:13 PM		2011-12-10 6:50 PM	2011-12-10 6:29 PM	
mytripandmore	AA-1835-ORD-SFO	4:15pDec 10	4:13pDec 10	 H15	6:10pDec 10		 56A
ua	UA-2704-DTW-PHX	Sat, Dec 10 11:15 AM	Sat, Dec 10 11:15 AM	D14	Sat, Dec 10 1:40 PM	Sat, Dec 10 1:32 PM	A17
airtravelcenter	UA-2704-DTW-PHX	12/10/11 11:15 AM (-05:00)			12/10/11 1:40 PM (-07:00)		
myrateplan	UA-2704-DTW-PHX	12/10/11 11:15 AM (-05:00)			12/10/11 1:40 PM (-07:00)		
helloflight	UA-2704-DTW-PHX	12/10/11 11:15 AM (-05:00)			12/10/11 1:40 PM (-07:00)		
flytecomm	UA-2704-DTW-PHX	12/10/11 11:15 AM (-05:00)			12/10/11 1:40 PM (-07:00)		
flights	UA-2704-DTW-PHX		2011-12-10 11:12 AM	D14		2011-12-10 01:32 PM	A17
businesstravellogue	UA-2704-DTW-PHX		2011-12-10 11:12 AM	D14		2011-12-10 01:32 PM	A17
flylouisville	UA-2704-DTW-PHX		2011-12-10 11:12 AM	D14		2011-12-10 01:32 PM	A17
flightstats	UA-2704-DTW-PHX	2011-12-10 11:15 AM	2011-12-10 11:12 AM		2011-12-10 1:40 PM	2011-12-10 1:32 PM	
quicktrip	UA-2704-DTW-PHX	2011-12-10 11:15 AM	2011-12-10 11:12 AM		2011-12-10 1:40 PM	2011-12-10 1:32 PM	
flightview	UA-2704-DTW-PHX		11:40 AMDec 10			1:33 PMDec 10	
panynj	UA-2704-DTW-PHX		11:40 AMDec 10			1:33 PMDec 10	
gofox	UA-2704-DTW-PHX		11:40 AMDec 10			1:33 PMDec 10	
foxbusiness	UA-2704-DTW-PHX		11:40 AMDec 10			1:33 PMDec 10	
allegiantair	UA-2704-DTW-PHX		11:40 AMDec 10			1:33 PMDec 10	
boston	UA-2704-DTW-PHX		11:40 AMDec 10			1:33 PMDec 10	
travelocity	UA-2704-DTW-PHX	Dec 10 - 11:15am	Dec 10 - Contact Airline	Not provided by airline	Dec 10 - 1:40pm	Dec 10 - Contact Airline	Not provided by airline
orbitz	UA-2704-DTW-PHX	11:15aDec 10	11:12aDec 10	 -	1:40pDec 10	1:32pDec 10	 -
weather	UA-2704-DTW-PHX	2011-12-10 11:15 AM			2011-12-10 01:40 PM		
mytripandmore	UA-2704-DTW-PHX	11:15aDec 10	11:12aDec 10	 -	1:40pDec 10	1:32pDec 10	 -
flightarrival	UA-2704-DTW-PHX	2011-12-10 11:15 AM			2011-12-10 01:40 PM		
CO	CO-41-EWR-LAX	Sat., Dec.10, 2011 3:15 p.m.	Sat., Dec.10, 2011 3:20 p.m.		Sat., Dec.10, 2011 6:24 p.m.	Sat., Dec.10, 2011 6:16 p.m.	
airtravelcenter	CO-41-EWR-LAX	12/10/11 3:15 PM (-05:00)			12/10/11 6:24 PM (-08:00)		
myrateplan	CO-41-EWR-LAX	12/10/11 3:15 PM (-05:00)			12/10/11 6:24 PM (-08:00)		
helloflight	CO-41-EWR-LAX	12/10/11 3:15 PM (-05:00)			12/10/11 6:24 PM (-08:00)		
flytecomm	CO-41-EWR-LAX	12/10/11 3:15 PM (-05:00)			12/10/11 6:24 PM (-08:00)		
flightaware	CO-41-EWR-LAX	2011-12-10 03:15PM EST	2011-12-10 03:46PM EST	 126 	2011-12-10 05:54PM PST	2011-12-10 06:01PM PST	 64 
wunderground	CO-41-EWR-LAX	2011-12-10 03:15PM EST	2011-12-10 03:46PM EST	 126 	2011-12-10 05:54PM PST	2011-12-10 06:01PM PST	 64 
flights	CO-41-EWR-LAX	03:15 PM  Sat 10-Dec-2011	03:20 PM  Sat 10-Dec-2011	126	06:24 PM  Sat 10-Dec-2011	06:16 PM  Sat 10-Dec-2011	64
businesstravellogue	CO-41-EWR-LAX	03:15 PM  Sat 10-Dec-2011	03:20 PM  Sat 10-Dec-2011	126	06:24 PM  Sat 10-Dec-2011	06:16 PM  Sat 10-Dec-2011	64
flylouisville	CO-41-EWR-LAX	03:15 PM  Sat 10-Dec-2011	03:20 PM  Sat 10-Dec-2011	126	06:24 PM  Sat 10-Dec-2011	06:16 PM  Sat 10-Dec-2011	64
flightstats	CO-41-EWR-LAX	2011-12-10 3:15 PM	2011-12-10 3:20 PM		2011-12-10 6:24 PM	2011-12-10 6:16 PM	
quicktrip	CO-41-EWR-LAX	2011-12-10 3:15 PM	2011-12-10 3:20 PM		2011-12-10 6:24 PM	2011-12-10 6:16 PM	
world-flight-tracker	CO-41-EWR-LAX	2011-12-10 3:15 PM	2011-12-10 3:20 PM		2011-12-10 6:24 PM	2011-12-10 6:16 PM	
flightview	CO-41-EWR-LAX	3:15 PM, Dec 10	3:47 PM, Dec 10	Term C - C126	6:24 PM, Dec 10	6:16 PM, Dec 10	Term 6 - 64
panynj	CO-41-EWR-LAX	3:15 PM, Dec 10	3:47 PM, Dec 10	Term C - C126	6:24 PM, Dec 10	6:16 PM, Dec 10	Term 6 - 64
gofox	CO-41-EWR-LAX	3:15 PM, Dec 10	3:47 PM, Dec 10		6:24 PM, Dec 10	6:16 PM, Dec 10	
foxbusiness	CO-41-EWR-LAX	3:15 PM, Dec 10	3:47 PM, Dec 10	Term C - C126	6:24 PM, Dec 10	6:16 PM, Dec 10	Term 6 - 64
allegiantair	CO-41-EWR-LAX	3:15 PM, Dec 10	3:47 PM, Dec 10	Term C - C126	6:24 PM, Dec 10	6:16 PM, Dec 10	Term 6 - 64
boston	CO-41-EWR-LAX	3:15 PM, Dec 10	3:47 PM, Dec 10		6:24 PM, Dec 10	6:02 PM, Dec 10	
travelocity	CO-41-EWR-LAX	Dec 10 - 3:15pm	Dec 10 - 3:20pm	C126	Dec 10 - 6:24pm	Dec 10 - 6:16pm	64
orbitz	CO-41-EWR-LAX	3:15pDec 10	3:20pDec 10	 C126	6:24pDec 10	6:16pDec 10	 64
weather	CO-41-EWR-LAX	2011-12-10 03:15 PM			2011-12-10 06:24 PM		
usatoday	CO-41-EWR-LAX	2011-12-10 03:15 PM			2011-12-10 06:24 PM		
ua	UA-264-GEG-DEN	Sat, Dec 10 6:10 AM	Sat, Dec 10 6:05 AM	HOLD	Sat, Dec 10 9:25 AM	Sat, Dec 10 9:29 AM	B22
flightexplorer	UA-264-GEG-DEN		12/10/2011 6:40AM PST			12/10/2011 9:23AM MST	
airtravelcenter	UA-264-GEG-DEN		12/10/11 6:23 AM (-08:00)			12/10/11 9:29 AM (-07:00)	
myrateplan	UA-264-GEG-DEN		12/10/11 6:23 AM (-08:00)			12/10/11 9:29 AM (-07:00)	
helloflight	UA-264-GEG-DEN		12/10/11 6:23 AM (-08:00)			12/10/11 9:29 AM (-07:00)	
flytecomm	UA-264-GEG-DEN		12/10/11 6:23 AM (-08:00)			12/10/11 9:29 AM (-07:00)	
flights	UA-264-GEG-DEN		2011-12-10 06:05 AM			2011-12-10 09:29 AM	B22
businesstravellogue	UA-264-GEG-DEN		2011-12-10 06:05 AM			2011-12-10 09:29 AM	B22
flylouisville	UA-264-GEG-DEN		2011-12-10 06:05 AM			2011-12-10 09:29 AM	B22
flightview	UA-264-GEG-DEN		6:42 AMDec 10			9:29 AMDec 10	
panynj	UA-264-GEG-DEN		6:42 AMDec 10			9:29 AMDec 10	
gofox	UA-264-GEG-DEN		6:42 AMDec 10			9:29 AMDec 10	
foxbusiness	UA-264-GEG-DEN		6:42 AMDec 10			9:29 AMDec 10	
allegiantair	UA-264-GEG-DEN		6:42 AMDec 10			9:29 AMDec 10	
boston	UA-264-GEG-DEN		6:42 AMDec 10			9:29 AMDec 10	
travelocity	UA-264-GEG-DEN	Dec 10 - Not Available	Dec 10 - 6:41am	CHK	Dec 10 - Not Available	Dec 10 - 9:29am	B22
orbitz	UA-264-GEG-DEN	6:46aDec 10	6:41aDec 10	 -	9:25aDec 10	9:29aDec 10	 B22
weather	UA-264-GEG-DEN	2011-12-10 06:10 AM			2011-12-10 09:25 AM		
den	UA-264-GEG-DEN				2011-12-10 9:25 AM		B22
mytripandmore	UA-264-GEG-DEN	6:46aDec 10	6:41aDec 10	 -	9:25aDec 10	9:29aDec 10	 B22
ua	UA-419-DEN-IAD	Sat, Dec 10 8:45 AM	Sat, Dec 10 8:39 AM	B37	Sat, Dec 10 1:57 PM	Sat, Dec 10 1:48 PM	C19
flightexplorer	UA-419-DEN-IAD		12/10/2011 8:50AM MST			12/10/2011 1:36PM EST	
airtravelcenter	UA-419-DEN-IAD		12/10/11 8:52 AM (-07:00)			12/10/11 1:36 PM (-05:00)	
myrateplan	UA-419-DEN-IAD		12/10/11 8:52 AM (-07:00)			12/10/11 1:36 PM (-05:00)	
helloflight	UA-419-DEN-IAD		12/10/11 8:52 AM (-07:00)			12/10/11 1:36 PM (-05:00)	
flytecomm	UA-419-DEN-IAD		12/10/11 8:52 AM (-07:00)			12/10/11 1:36 PM (-05:00)	
flightaware	UA-419-DEN-IAD	2011-12-10 08:45AM MST	2011-12-10 08:52AM MST	 B37 	2011-12-10 01:54PM EST	2011-12-10 01:45PM EST	 C19 
wunderground	UA-419-DEN-IAD	2011-12-10 08:45AM MST	2011-12-10 08:52AM MST	 B37 	2011-12-10 01:54PM EST	2011-12-10 01:45PM EST	 C19 
flights	UA-419-DEN-IAD		2011-12-10 08:39 AM	B37		2011-12-10 01:48 PM	C19
businesstravellogue	UA-419-DEN-IAD		2011-12-10 08:39 AM	B37		2011-12-10 01:48 PM	C19
flylouisville	UA-419-DEN-IAD		2011-12-10 08:39 AM	B37		2011-12-10 01:48 PM	C19
flightview	UA-419-DEN-IAD		8:52 AMDec 10			1:48 PMDec 10	
panynj	UA-419-DEN-IAD		8:52 AMDec 10			1:48 PMDec 10	
gofox	UA-419-DEN-IAD		8:52 AMDec 10			1:48 PMDec 10	
foxbusiness	UA-419-DEN-IAD		8:52 AMDec 10			1:48 PMDec 10	
allegiantair	UA-419-DEN-IAD		8:52 AMDec 10			1:48 PMDec 10	
boston	UA-419-DEN-IAD		8:52 AMDec 10			1:46 PMDec 10	
travelocity	UA-419-DEN-IAD	Dec 10 - Not Available	Dec 10 - 8:51am	CHK	Dec 10 - Not Available	Dec 10 - 1:48pm	C19
orbitz	UA-419-DEN-IAD	8:57aDec 10	8:51aDec 10	 -	1:57pDec 10	1:48pDec 10	 C19
weather	UA-419-DEN-IAD	2011-12-10 08:45 AM	2011-12-10 08:52 AM		2011-12-10 01:57 PM	2011-12-10 01:36 PM	
iad	UA-419-DEN-IAD				2011-12-10 13:57 	2011-12-10 13:48 	
usatoday	UA-419-DEN-IAD	2011-12-10 08:45 AM	2011-12-10 08:52 AM		2011-12-10 01:57 PM	2011-12-10 01:36 PM	
mytripandmore	UA-419-DEN-IAD	8:57aDec 10	8:51aDec 10	 -	1:57pDec 10	1:48pDec 10	 C19
flightarrival	UA-419-DEN-IAD		8:52 AMDec 10			1:46 PMDec 10	
aa	AA-177-JFK-SFO	December 10, 2011               05:40 PM    	December 10, 2011               06:59 PM    	 16	December 10, 2011               09:10 PM    	December 10, 2011     	 56A    
airtravelcenter	AA-177-JFK-SFO		12/10/11 7:22 PM (-05:00)			12/10/11 9:52 PM (-08:00)	
myrateplan	AA-177-JFK-SFO		12/10/11 7:22 PM (-05:00)			12/10/11 9:52 PM (-08:00)	
helloflight	AA-177-JFK-SFO		12/10/11 7:22 PM (-05:00)			12/10/11 9:52 PM (-08:00)	
flytecomm	AA-177-JFK-SFO		12/10/11 7:22 PM (-05:00)			12/10/11 9:52 PM (-08:00)	
flightaware	AA-177-JFK-SFO	2011-12-10 05:40PM EST	2011-12-10 07:22PM EST	 16 	2011-12-10 09:01PM PST	2011-12-10 09:52PM PST	 56A 
wunderground	AA-177-JFK-SFO	2011-12-10 05:40PM EST	2011-12-10 07:22PM EST	 16 	2011-12-10 09:01PM PST	2011-12-10 09:52PM PST	 56A 
flights	AA-177-JFK-SFO	05:40 PM  Sat 10-Dec-2011		B16	09:10 PM  Sat 10-Dec-2011		56A
businesstravellogue	AA-177-JFK-SFO	05:40 PM  Sat 10-Dec-2011		B16	09:10 PM  Sat 10-Dec-2011		56A
flylouisville	AA-177-JFK-SFO	05:40 PM  Sat 10-Dec-2011		B16	09:10 PM  Sat 10-Dec-2011		56A
flightstats	AA-177-JFK-SFO	2011-12-10 5:40 PM	2011-12-10 6:59 PM		2011-12-10 9:10 PM	2011-12-10 10:30 PM (Estimated)	
quicktrip	AA-177-JFK-SFO	2011-12-10 5:40 PM	2011-12-10 6:59 PM		2011-12-10 9:10 PM	2011-12-10 10:30 PM (Estimated)	
world-flight-tracker	AA-177-JFK-SFO	2011-12-10 5:40 PM	2011-12-10 6:59 PM		2011-12-10 9:10 PM	2011-12-10 10:30 PM (Estimated)	
flightview	AA-177-JFK-SFO	5:40 PM, Dec 10	7:22 PM, Dec 10		9:10 PM, Dec 10		
panynj	AA-177-JFK-SFO	5:40 PM, Dec 10	7:22 PM, Dec 10		9:10 PM, Dec 10		
gofox	AA-177-JFK-SFO	5:40 PM, Dec 10	7:22 PM, Dec 10		9:10 PM, Dec 10		
foxbusiness	AA-177-JFK-SFO	5:40 PM, Dec 10	7:22 PM, Dec 10		9:10 PM, Dec 10		
allegiantair	AA-177-JFK-SFO	5:40 PM, Dec 10	7:22 PM, Dec 10		9:10 PM, Dec 10		
boston	AA-177-JFK-SFO	5:40 PM, Dec 10	7:22 PM, Dec 10		9:10 PM, Dec 10	9:54 PM, Dec 10&nbsp(Estimated)	
travelocity	AA-177-JFK-SFO	Dec 10 - 5:40pm	Dec 10 - 6:59pm	16/8	Dec 10 - 9:10pm	Dec 10 - 9:57pm*	56A
orbitz	AA-177-JFK-SFO	7:00pDec 10	6:59pDec 10	 16	10:44pDec 10		 56A
weather	AA-177-JFK-SFO	2011-12-10 05:40 PM			2011-12-10 09:10 PM		
sfo	AA-177-JFK-SFO				2011-12-10 9:10 PM		56
usatoday	AA-177-JFK-SFO	2011-12-10 05:40 PM			2011-12-10 09:10 PM		
flightarrival	AA-177-JFK-SFO	2011-12-10 05:40 PM			2011-12-10 09:10 PM		
ua	UA-6422-IAD-IAH	Sat, Dec 10 10:08 PM	Sat, Dec 10 10:08 PM	C24	Sun, Dec 11 12:30 AM	Sun, Dec 11 12:30 AM	--
airtravelcenter	UA-6422-IAD-IAH	12/10/11 10:08 PM (-05:00)			12/11/11 12:30 AM (-06:00)		
myrateplan	UA-6422-IAD-IAH	12/10/11 10:08 PM (-05:00)			12/11/11 12:30 AM (-06:00)		
helloflight	UA-6422-IAD-IAH	12/10/11 10:08 PM (-05:00)			12/11/11 12:30 AM (-06:00)		
flytecomm	UA-6422-IAD-IAH	12/10/11 10:08 PM (-05:00)			12/11/11 12:30 AM (-06:00)		
flightaware	UA-6422-IAD-IAH	2011-12-10 10:08PM EST	2011-12-10 10:18PM EST	 C24 	2011-12-10 12:10AM CST	2011-12-10 12:20AM CST	
wunderground	UA-6422-IAD-IAH	2011-12-10 10:08PM EST	2011-12-10 10:18PM EST	 C24 	2011-12-10 12:10AM CST	2011-12-10 12:20AM CST	
flights	UA-6422-IAD-IAH	10:08 PM  Sat 10-Dec-2011			12:30 AM  Sun 11-Dec-2011		
businesstravellogue	UA-6422-IAD-IAH	10:08 PM  Sat 10-Dec-2011			12:30 AM  Sun 11-Dec-2011		
flylouisville	UA-6422-IAD-IAH	10:08 PM  Sat 10-Dec-2011			12:30 AM  Sun 11-Dec-2011		
flightstats	UA-6422-IAD-IAH	2011-12-10 10:08 PM	2011-12-10 10:16 PM (Estimated runway)		2011-12-10 12:30 AM	2011-12-10 12:17 AM (Estimated runway)	
quicktrip	UA-6422-IAD-IAH	2011-12-10 10:08 PM	2011-12-10 10:16 PM (Estimated runway)		2011-12-10 12:30 AM	2011-12-10 12:17 AM (Estimated runway)	
world-flight-tracker	UA-6422-IAD-IAH	2011-12-10 10:08 PM	2011-12-10 10:16 PM (Estimated runway)		2011-12-10 12:30 AM	2011-12-10 12:17 AM (Estimated runway)	
flightview	UA-6422-IAD-IAH	10:08 PM, Dec 10		C24	12:30 AM, Dec 11		Terminal C
panynj	UA-6422-IAD-IAH	10:08 PM, Dec 10		C24	12:30 AM, Dec 11		Terminal C
gofox	UA-6422-IAD-IAH	10:08 PM, Dec 10			12:30 AM, Dec 11		
foxbusiness	UA-6422-IAD-IAH	10:08 PM, Dec 10		C24	12:30 AM, Dec 11		Terminal C
allegiantair	UA-6422-IAD-IAH	10:08 PM, Dec 10		C24	12:30 AM, Dec 11		Terminal C
boston	UA-6422-IAD-IAH	10:08 PM, Dec 10	Not Available		12:30 AM, Dec 11	Not Available	
travelocity	UA-6422-IAD-IAH	Dec 10 - 10:08pm	Dec 10 - Not Available	C24	Dec 10 - 12:30am	Dec 10 - Not Available	CHK
orbitz	UA-6422-IAD-IAH	10:08pDec 10		 C24	12:30aDec 10		 -
weather	UA-6422-IAD-IAH	2011-12-10 10:08 PM			2011-12-10 12:30 AM		
iad	UA-6422-IAD-IAH	2011-12-10 22:08 	2011-12-10 22:08 				
ifly	UA-6422-IAD-IAH	2011-12-10 10:08 PM	2011-12-10 10:16 PM (Estimated runway)		2011-12-10 12:30 AM	2011-12-10 12:17 AM (Estimated runway)	
usatoday	UA-6422-IAD-IAH	10:08 PM, Dec 10	Not Available		12:30 AM, Dec 11	Not Available	
mytripandmore	UA-6422-IAD-IAH	10:08pDec 10		 C24	12:30aDec 10		 -
flightarrival	UA-6422-IAD-IAH	2011-12-10 10:08 PM			2011-12-10 12:30 AM		
ua	UA-4705-CID-IAH	Sat, Dec 10 6:55 AM	Sat, Dec 10 6:55 AM	C5	Sat, Dec 10 9:15 AM	Sat, Dec 10 9:40 AM	B65
airtravelcenter	UA-4705-CID-IAH	12/10/11 6:55 AM (-06:00)			12/10/11 9:15 AM (-06:00)		
myrateplan	UA-4705-CID-IAH	12/10/11 6:55 AM (-06:00)			12/10/11 9:15 AM (-06:00)		
helloflight	UA-4705-CID-IAH	12/10/11 6:55 AM (-06:00)			12/10/11 9:15 AM (-06:00)		
flytecomm	UA-4705-CID-IAH	12/10/11 6:55 AM (-06:00)			12/10/11 9:15 AM (-06:00)		
flights	UA-4705-CID-IAH	06:55 AM  Sat 10-Dec-2011	06:55 AM  Sat 10-Dec-2011	C5	09:15 AM  Sat 10-Dec-2011	09:40 AM  Sat 10-Dec-2011	65
businesstravellogue	UA-4705-CID-IAH	06:55 AM  Sat 10-Dec-2011	06:55 AM  Sat 10-Dec-2011	C5	09:15 AM  Sat 10-Dec-2011	09:40 AM  Sat 10-Dec-2011	65
flylouisville	UA-4705-CID-IAH	06:55 AM  Sat 10-Dec-2011	06:55 AM  Sat 10-Dec-2011	C5	09:15 AM  Sat 10-Dec-2011	09:40 AM  Sat 10-Dec-2011	65
world-flight-tracker	UA-4705-CID-IAH	2011-12-10 6:55 AM	2011-12-10 6:55 AM		2011-12-10 9:15 AM	2011-12-10 9:40 AM	
flightview	UA-4705-CID-IAH	6:55 AM, Dec 10	7:28 AM, Dec 10	Main Term - C5	9:15 AM, Dec 10	9:40 AM, Dec 10	Term B - B65
panynj	UA-4705-CID-IAH	6:55 AM, Dec 10	7:28 AM, Dec 10	Main Term - C5	9:15 AM, Dec 10	9:40 AM, Dec 10	Term B - B65
gofox	UA-4705-CID-IAH	6:55 AM, Dec 10	7:28 AM, Dec 10		9:15 AM, Dec 10	9:40 AM, Dec 10	
foxbusiness	UA-4705-CID-IAH	6:55 AM, Dec 10	7:28 AM, Dec 10	Main Term - C5	9:15 AM, Dec 10	9:40 AM, Dec 10	Term B - B65
allegiantair	UA-4705-CID-IAH	6:55 AM, Dec 10	7:28 AM, Dec 10	Main Term - C5	9:15 AM, Dec 10	9:40 AM, Dec 10	Term B - B65
boston	UA-4705-CID-IAH	6:55 AM, Dec 10	7:28 AM, Dec 10		9:15 AM, Dec 10	9:34 AM, Dec 10	
travelocity	UA-4705-CID-IAH	Dec 10 - 6:55am	Dec 10 - Contact Airline	Not provided by airline	Dec 10 - 9:15am	Dec 10 - Contact Airline	Not provided by airline
orbitz	UA-4705-CID-IAH	6:55aDec 10	6:55aDec 10	 C5	9:15aDec 10	9:40aDec 10	 B65
weather	UA-4705-CID-IAH	2011-12-10 06:55 AM			2011-12-10 09:15 AM		
usatoday	UA-4705-CID-IAH	2011-12-10 06:55 AM			2011-12-10 09:15 AM		
flightarrival	UA-4705-CID-IAH	2011-12-10 06:55 AM			2011-12-10 09:15 AM		
aa	AA-1223-DFW-DEN	December 10, 2011               12:15 PM    	December 10, 2011               12:13 PM    	 C8	December 10, 2011               01:15 PM    	December 10, 2011               01:11 PM    	 A47    
flightexplorer	AA-1223-DFW-DEN		12/10/2011 12:30PM CST			12/10/2011 1:03PM MST	
airtravelcenter	AA-1223-DFW-DEN		12/10/11 12:30 PM (-06:00)			12/10/11 1:03 PM (-07:00)	
myrateplan	AA-1223-DFW-DEN		12/10/11 12:30 PM (-06:00)			12/10/11 1:03 PM (-07:00)	
helloflight	AA-1223-DFW-DEN		12/10/11 12:30 PM (-06:00)			12/10/11 1:03 PM (-07:00)	
flytecomm	AA-1223-DFW-DEN		12/10/11 12:30 PM (-06:00)			12/10/11 1:03 PM (-07:00)	
flightaware	AA-1223-DFW-DEN	2011-12-10 12:15PM CST	2011-12-10 12:30PM CST	 C8 	2011-12-10 01:03PM MST	2011-12-10 01:02PM MST	 A47 
wunderground	AA-1223-DFW-DEN	2011-12-10 12:15PM CST	2011-12-10 12:30PM CST	 C8 	2011-12-10 01:03PM MST	2011-12-10 01:02PM MST	 A47 
flights	AA-1223-DFW-DEN		2011-12-10 12:13 PM	C8		2011-12-10 01:11 PM	A47
businesstravellogue	AA-1223-DFW-DEN		2011-12-10 12:13 PM	C8		2011-12-10 01:11 PM	A47
flylouisville	AA-1223-DFW-DEN		2011-12-10 12:13 PM	C8		2011-12-10 01:11 PM	A47
flightstats	AA-1223-DFW-DEN	2011-12-10 12:15 PM	2011-12-10 12:13 PM		2011-12-10 1:15 PM	2011-12-10 1:11 PM	
quicktrip	AA-1223-DFW-DEN	2011-12-10 12:15 PM	2011-12-10 12:13 PM		2011-12-10 1:15 PM	2011-12-10 1:11 PM	
flightview	AA-1223-DFW-DEN		12:30 PMDec 10			1:08 PMDec 10	
panynj	AA-1223-DFW-DEN		12:30 PMDec 10			1:08 PMDec 10	
gofox	AA-1223-DFW-DEN		12:30 PMDec 10			1:08 PMDec 10	
foxbusiness	AA-1223-DFW-DEN		12:30 PMDec 10			1:08 PMDec 10	
allegiantair	AA-1223-DFW-DEN		12:30 PMDec 10			1:08 PMDec 10	
boston	AA-1223-DFW-DEN		12:30 PMDec 10			1:08 PMDec 10	
orbitz	AA-1223-DFW-DEN	12:15pDec 10	12:13pDec 10	 C8	1:15pDec 10	1:11pDec 10	 A47
den	AA-1223-DFW-DEN				2011-12-10 1:15 PM		A47
dfw	AA-1223-DFW-DEN	2011-12-10 12:15 pm		C8			
usatoday	AA-1223-DFW-DEN	2011-12-10 12:15 PM	2011-12-10 12:13 PM		2011-12-10 1:15 PM	2011-12-10 1:11 PM	
flightarrival	AA-1223-DFW-DEN		12:30 PMDec 10			1:08 PMDec 10	
aa	AA-119-EWR-LAX		December 10, 2011     	 32		December 10, 2011     	 42B    
airtravelcenter	AA-119-EWR-LAX		12/10/11 6:29 PM (-05:00)			12/10/11 9:12 PM (-08:00)	
myrateplan	AA-119-EWR-LAX		12/10/11 6:29 PM (-05:00)			12/10/11 9:12 PM (-08:00)	
helloflight	AA-119-EWR-LAX		12/10/11 6:29 PM (-05:00)			12/10/11 9:12 PM (-08:00)	
