CO	CO-4237-EWR-DTW	Mon., Jan.02, 2012 12:17 p.m.	Mon., Jan.02, 2012 12:17 p.m.		Mon., Jan.02, 2012 2:24 p.m.	Mon., Jan.02, 2012 2:24 p.m.	
flylouisville	UA-1693-MCO-IAH	08:50 AM  Mon 02-Jan-2012	08:52 AM  Mon 02-Jan-2012	36	10:32 AM  Mon 02-Jan-2012	10:18 AM  Mon 02-Jan-2012	43
flightstats	UA-1693-MCO-IAH	2012-01-02 8:50 AM	2012-01-02 8:52 AM		2012-01-02 10:32 AM	2012-01-02 10:18 AM	
quicktrip	UA-1693-MCO-IAH	2012-01-02 8:50 AM	2012-01-02 8:52 AM		2012-01-02 10:32 AM	2012-01-02 10:18 AM	
world-flight-tracker	UA-1693-MCO-IAH	2012-01-02 8:50 AM	2012-01-02 8:52 AM		2012-01-02 10:32 AM	2012-01-02 10:18 AM	
flightview	UA-1693-MCO-IAH	8:50 AM, Jan 02	9:03 AM, Jan 02	Term B - 36	10:32 AM, Jan 02	10:18 AM, Jan 02	Term C - C43
panynj	UA-1693-MCO-IAH	8:50 AM, Jan 02	9:03 AM, Jan 02	Term B - 36	10:32 AM, Jan 02	10:18 AM, Jan 02	Term C - C43
gofox	UA-1693-MCO-IAH	8:50 AM, Jan 02	9:03 AM, Jan 02		10:32 AM, Jan 02	10:18 AM, Jan 02	
foxbusiness	UA-1693-MCO-IAH	8:50 AM, Jan 02	9:03 AM, Jan 02	Term B - 36	10:32 AM, Jan 02	10:18 AM, Jan 02	Term C - C43
allegiantair	UA-1693-MCO-IAH	8:50 AM, Jan 02	9:03 AM, Jan 02	Term B - 36	10:32 AM, Jan 02	10:18 AM, Jan 02	Term C - C43
boston	UA-1693-MCO-IAH	8:50 AM, Jan 02	9:03 AM, Jan 02		10:32 AM, Jan 02	10:12 AM, Jan 02	
orbitz	UA-1693-MCO-IAH	8:50aJan 2	8:52aJan 2	 36	10:32aJan 2	10:18aJan 2	 43
weather	UA-1693-MCO-IAH	2012-01-02 08:50 AM	2012-01-02 09:03 AM		2012-01-02 10:32 AM	2012-01-02 10:10 AM	
CO	CO-1712-IAH-SFO	Mon., Jan.02, 2012 9:15 p.m.	Mon., Jan.02, 2012 9:22 p.m.		Mon., Jan.02, 2012 11:39 p.m.	Mon., Jan.02, 2012 11:33 p.m.	
airtravelcenter	CO-1712-IAH-SFO	1/2/12 9:15 PM (-06:00)			1/2/12 11:39 PM (-08:00)		
myrateplan	CO-1712-IAH-SFO	1/2/12 9:15 PM (-06:00)			1/2/12 11:39 PM (-08:00)		
helloflight	CO-1712-IAH-SFO	1/2/12 9:15 PM (-06:00)			1/2/12 11:39 PM (-08:00)		
flytecomm	CO-1712-IAH-SFO	1/2/12 9:15 PM (-06:00)			1/2/12 11:39 PM (-08:00)		
flightaware	CO-1712-IAH-SFO	2012-01-02 09:15PM CST	2012-01-02 09:46PM CST	 43 	2012-01-02 11:29PM PST	2012-01-02 11:21PM PST	 90 
wunderground	CO-1712-IAH-SFO	2012-01-02 09:15PM CST	2012-01-02 09:46PM CST	 43 	2012-01-02 11:29PM PST	2012-01-02 11:21PM PST	 90 
flights	CO-1712-IAH-SFO		2012-01-02 09:22 PM	43		2012-01-02 11:39 PM	90
businesstravellogue	CO-1712-IAH-SFO		2012-01-02 09:22 PM	43		2012-01-02 11:39 PM	90
flylouisville	CO-1712-IAH-SFO		2012-01-02 09:22 PM	43		2012-01-02 11:39 PM	90
flightstats	CO-1712-IAH-SFO	2012-01-02 9:15 PM	2012-01-02 9:22 PM		2012-01-02 11:39 PM	2012-01-02 11:33 PM (Estimated)	
quicktrip	CO-1712-IAH-SFO	2012-01-02 9:15 PM	2012-01-02 9:22 PM		2012-01-02 11:39 PM	2012-01-02 11:33 PM (Estimated)	
flightview	CO-1712-IAH-SFO		9:46 PMJan 02			11:21 PMJan 02	
panynj	CO-1712-IAH-SFO		9:46 PMJan 02			11:21 PMJan 02	
gofox	CO-1712-IAH-SFO		9:46 PMJan 02			11:21 PMJan 02	
foxbusiness	CO-1712-IAH-SFO		9:46 PMJan 02			11:21 PMJan 02	
allegiantair	CO-1712-IAH-SFO		9:46 PMJan 02			11:21 PMJan 02	
boston	CO-1712-IAH-SFO		9:46 PMJan 02			11:21 PMJan 02	
orbitz	CO-1712-IAH-SFO	9:15pJan 2	9:22pJan 2	 C-43	11:11pJan 2		 90
sfo	CO-1712-IAH-SFO				2012-01-02 11:39 PM		90
flightwise	CO-1712-IAH-SFO	2012-01-02 09:15PM CST	2012-01-02 09:46PM CST	 43 	2012-01-02 11:29PM PST	2012-01-02 11:21PM PST	 90 
ua	UA-2703-CLT-CLE	Mon, Jan 2 1:15 PM	Mon, Jan 2 1:15 PM            Delayed	B16	Mon, Jan 2 2:52 PM	Mon, Jan 2 2:51 PM	--
airtravelcenter	UA-2703-CLT-CLE		1/2/12 1:32 PM (-05:00)			1/2/12 2:30 PM (-05:00)	
myrateplan	UA-2703-CLT-CLE		1/2/12 1:32 PM (-05:00)			1/2/12 2:30 PM (-05:00)	
helloflight	UA-2703-CLT-CLE		1/2/12 1:32 PM (-05:00)			1/2/12 2:30 PM (-05:00)	
flytecomm	UA-2703-CLT-CLE		1/2/12 1:32 PM (-05:00)			1/2/12 2:30 PM (-05:00)	
flights	UA-2703-CLT-CLE	01:15 PM  Mon 02-Jan-2012	01:16 PM  Mon 02-Jan-2012		02:52 PM  Mon 02-Jan-2012	02:51 PM  Mon 02-Jan-2012	
businesstravellogue	UA-2703-CLT-CLE	01:15 PM  Mon 02-Jan-2012	01:16 PM  Mon 02-Jan-2012		02:52 PM  Mon 02-Jan-2012	02:51 PM  Mon 02-Jan-2012	
flylouisville	UA-2703-CLT-CLE	01:15 PM  Mon 02-Jan-2012	01:16 PM  Mon 02-Jan-2012		02:52 PM  Mon 02-Jan-2012	02:51 PM  Mon 02-Jan-2012	
flightstats	UA-2703-CLT-CLE	2012-01-02 1:15 PM	2012-01-02 1:16 PM		2012-01-02 2:52 PM	2012-01-02 2:51 PM	
quicktrip	UA-2703-CLT-CLE	2012-01-02 1:15 PM	2012-01-02 1:16 PM		2012-01-02 2:52 PM	2012-01-02 2:51 PM	
world-flight-tracker	UA-2703-CLT-CLE	2012-01-02 1:15 PM	2012-01-02 1:16 PM		2012-01-02 2:52 PM	2012-01-02 2:51 PM	
flightview	UA-2703-CLT-CLE	1:15 PM, Jan 02	1:32 PM, Jan 02		2:52 PM, Jan 02	2:39 PM, Jan 02	
panynj	UA-2703-CLT-CLE	1:15 PM, Jan 02	1:32 PM, Jan 02		2:52 PM, Jan 02	2:39 PM, Jan 02	
gofox	UA-2703-CLT-CLE	1:15 PM, Jan 02	1:32 PM, Jan 02		2:52 PM, Jan 02	2:39 PM, Jan 02	
foxbusiness	UA-2703-CLT-CLE	1:15 PM, Jan 02	1:32 PM, Jan 02		2:52 PM, Jan 02	2:39 PM, Jan 02	
allegiantair	UA-2703-CLT-CLE	1:15 PM, Jan 02	1:32 PM, Jan 02		2:52 PM, Jan 02	2:39 PM, Jan 02	
boston	UA-2703-CLT-CLE	1:15 PM, Jan 02	1:32 PM, Jan 02		2:52 PM, Jan 02	2:39 PM, Jan 02	
orbitz	UA-2703-CLT-CLE	1:15pJan 2	1:16pJan 2	 -	2:52pJan 2	2:51pJan 2	 -
weather	UA-2703-CLT-CLE	2012-01-02 01:15 PM			2012-01-02 02:52 PM		
usatoday	UA-2703-CLT-CLE	2012-01-02 01:15 PM			2012-01-02 02:52 PM		
aa	AA-1974-LAX-BNA	January 2, 2012               11:40 AM    	January 2, 2012     	 47B	January 2, 2012               05:30 PM    	January 2, 2012     	 C2    
flightexplorer	AA-1974-LAX-BNA	1/2/2012 12:00PM PST			1/2/2012 5:36PM CST		
airtravelcenter	AA-1974-LAX-BNA		1/2/12 12:00 PM (-08:00)			1/2/12 5:36 PM (-06:00)	
myrateplan	AA-1974-LAX-BNA		1/2/12 12:00 PM (-08:00)			1/2/12 5:36 PM (-06:00)	
helloflight	AA-1974-LAX-BNA		1/2/12 12:00 PM (-08:00)			1/2/12 5:36 PM (-06:00)	
flytecomm	AA-1974-LAX-BNA		1/2/12 12:00 PM (-08:00)			1/2/12 5:36 PM (-06:00)	
flightaware	AA-1974-LAX-BNA	2012-01-02 11:40AM PST	2012-01-02 11:50AM PST	 47B 	2012-01-02 05:10PM CST	2012-01-02 05:20PM CST	 C2 
wunderground	AA-1974-LAX-BNA	2012-01-02 11:40AM PST	2012-01-02 11:50AM PST	 47B 	2012-01-02 05:10PM CST	2012-01-02 05:20PM CST	 C2 
flights	AA-1974-LAX-BNA	2012-01-02 11:40 AM		47B	2012-01-02 05:30 PM		C2
businesstravellogue	AA-1974-LAX-BNA	2012-01-02 11:40 AM		47B	2012-01-02 05:30 PM		C2
flylouisville	AA-1974-LAX-BNA	2012-01-02 11:40 AM		47B	2012-01-02 05:30 PM		C2
flightview	AA-1974-LAX-BNA	11:40 AMJan 02			5:36 PMJan 02		
panynj	AA-1974-LAX-BNA	11:40 AMJan 02			5:36 PMJan 02		
gofox	AA-1974-LAX-BNA	11:40 AMJan 02			5:36 PMJan 02		
foxbusiness	AA-1974-LAX-BNA	11:40 AMJan 02			5:36 PMJan 02		
allegiantair	AA-1974-LAX-BNA	11:40 AMJan 02			5:36 PMJan 02		
boston	AA-1974-LAX-BNA	11:40 AMJan 02			5:36 PMJan 02		
orbitz	AA-1974-LAX-BNA	11:40aJan 2		 47B	5:30pJan 2		 C2
ua	UA-279-ORD-DEN	Mon, Jan 2 8:00 AM	Mon, Jan 2 8:03 AM	C19	Mon, Jan 2 9:53 AM	Mon, Jan 2 9:33 AM	B38
flightexplorer	UA-279-ORD-DEN		1/2/2012 8:28AM CST			1/2/2012 9:33AM MST	
airtravelcenter	UA-279-ORD-DEN		1/2/12 8:29 AM (-06:00)			1/2/12 9:33 AM (-07:00)	
myrateplan	UA-279-ORD-DEN		1/2/12 8:29 AM (-06:00)			1/2/12 9:33 AM (-07:00)	
helloflight	UA-279-ORD-DEN		1/2/12 8:29 AM (-06:00)			1/2/12 9:33 AM (-07:00)	
flytecomm	UA-279-ORD-DEN		1/2/12 8:29 AM (-06:00)			1/2/12 9:33 AM (-07:00)	
flightaware	UA-279-ORD-DEN	2012-01-02 08:00AM CST	2012-01-02 08:29AM CST	 C19 	2012-01-02 09:19AM MST	2012-01-02 09:27AM MST	 B38 
wunderground	UA-279-ORD-DEN	2012-01-02 08:00AM CST	2012-01-02 08:29AM CST	 C19 	2012-01-02 09:19AM MST	2012-01-02 09:27AM MST	 B38 
flights	UA-279-ORD-DEN	08:00 AM  Mon 02-Jan-2012	08:03 AM  Mon 02-Jan-2012	C19	09:53 AM  Mon 02-Jan-2012	09:33 AM  Mon 02-Jan-2012	B38
businesstravellogue	UA-279-ORD-DEN	08:00 AM  Mon 02-Jan-2012	08:03 AM  Mon 02-Jan-2012	C19	09:53 AM  Mon 02-Jan-2012	09:33 AM  Mon 02-Jan-2012	B38
flylouisville	UA-279-ORD-DEN	08:00 AM  Mon 02-Jan-2012	08:03 AM  Mon 02-Jan-2012	C19	09:53 AM  Mon 02-Jan-2012	09:33 AM  Mon 02-Jan-2012	B38
world-flight-tracker	UA-279-ORD-DEN	2012-01-02 8:00 AM	2012-01-02 8:03 AM		2012-01-02 9:53 AM	2012-01-02 9:33 AM	
flightview	UA-279-ORD-DEN	8:00 AM, Jan 02	8:29 AM, Jan 02	C19	9:53 AM, Jan 02	9:33 AM, Jan 02	B38
panynj	UA-279-ORD-DEN	8:00 AM, Jan 02	8:29 AM, Jan 02	C19	9:53 AM, Jan 02	9:33 AM, Jan 02	B38
gofox	UA-279-ORD-DEN	8:00 AM, Jan 02	8:29 AM, Jan 02		9:53 AM, Jan 02	9:33 AM, Jan 02	
foxbusiness	UA-279-ORD-DEN	8:00 AM, Jan 02	8:29 AM, Jan 02	C19	9:53 AM, Jan 02	9:33 AM, Jan 02	B38
allegiantair	UA-279-ORD-DEN	8:00 AM, Jan 02	8:29 AM, Jan 02	C19	9:53 AM, Jan 02	9:33 AM, Jan 02	B38
boston	UA-279-ORD-DEN	8:00 AM, Jan 02	8:29 AM, Jan 02		9:53 AM, Jan 02	9:33 AM, Jan 02	
orbitz	UA-279-ORD-DEN	8:00aJan 2	8:03aJan 2	 C19	9:53aJan 2	9:33aJan 2	 B38
weather	UA-279-ORD-DEN	2012-01-02 08:00 AM	2012-01-02 08:29 AM		2012-01-02 09:53 AM	2012-01-02 09:33 AM	
den	UA-279-ORD-DEN				2012-01-02 9:53 AM		B38
ord	UA-279-ORD-DEN	2012-01-02 8:00 AM		C19	2012-01-02 9:53 AM		B38
usatoday	UA-279-ORD-DEN	8:00 AM, Jan 02	8:29 AM, Jan 02		9:53 AM, Jan 02	9:33 AM, Jan 02	
CO	CO-1293-FLL-EWR	Mon., Jan.02, 2012 8:07 a.m.	Mon., Jan.02, 2012 8:05 a.m.		Mon., Jan.02, 2012 11:02 a.m.	Mon., Jan.02, 2012 10:51 a.m.	
flightexplorer	CO-1293-FLL-EWR		1/2/2012 8:19AM EST			1/2/2012 10:27AM EST	
airtravelcenter	CO-1293-FLL-EWR	1/2/12 8:07 AM (-05:00)			1/2/12 11:02 AM (-05:00)		
myrateplan	CO-1293-FLL-EWR	1/2/12 8:07 AM (-05:00)			1/2/12 11:02 AM (-05:00)		
helloflight	CO-1293-FLL-EWR	1/2/12 8:07 AM (-05:00)			1/2/12 11:02 AM (-05:00)		
flytecomm	CO-1293-FLL-EWR	1/2/12 8:07 AM (-05:00)			1/2/12 11:02 AM (-05:00)		
flightaware	CO-1293-FLL-EWR	2012-01-02 08:07AM EST	2012-01-02 08:20AM EST	 C3 	2012-01-02 10:52AM EST	2012-01-02 10:41AM EST	 112 
wunderground	CO-1293-FLL-EWR	2012-01-02 08:07AM EST	2012-01-02 08:20AM EST	 C3 	2012-01-02 10:52AM EST	2012-01-02 10:41AM EST	 112 
flights	CO-1293-FLL-EWR	08:07 AM  Mon 02-Jan-2012	08:05 AM  Mon 02-Jan-2012	C3	11:02 AM  Mon 02-Jan-2012	10:51 AM  Mon 02-Jan-2012	112
businesstravellogue	CO-1293-FLL-EWR	08:07 AM  Mon 02-Jan-2012	08:05 AM  Mon 02-Jan-2012	C3	11:02 AM  Mon 02-Jan-2012	10:51 AM  Mon 02-Jan-2012	112
flylouisville	CO-1293-FLL-EWR	08:07 AM  Mon 02-Jan-2012	08:05 AM  Mon 02-Jan-2012	C3	11:02 AM  Mon 02-Jan-2012	10:51 AM  Mon 02-Jan-2012	112
flightstats	CO-1293-FLL-EWR	2012-01-02 8:07 AM	2012-01-02 8:05 AM		2012-01-02 11:02 AM	2012-01-02 10:51 AM	
quicktrip	CO-1293-FLL-EWR	2012-01-02 8:07 AM	2012-01-02 8:05 AM		2012-01-02 11:02 AM	2012-01-02 10:51 AM	
world-flight-tracker	CO-1293-FLL-EWR	2012-01-02 8:07 AM	2012-01-02 8:05 AM		2012-01-02 11:02 AM	2012-01-02 10:51 AM	
flightview	CO-1293-FLL-EWR	8:07 AM, Jan 02	8:20 AM, Jan 02	Term 1 - C3	11:02 AM, Jan 02	10:51 AM, Jan 02	Term C - C112
panynj	CO-1293-FLL-EWR	8:07 AM, Jan 02	8:20 AM, Jan 02	Term 1 - C3	11:02 AM, Jan 02	10:51 AM, Jan 02	Term C - C112
gofox	CO-1293-FLL-EWR	8:07 AM, Jan 02	8:20 AM, Jan 02		11:02 AM, Jan 02	10:51 AM, Jan 02	
foxbusiness	CO-1293-FLL-EWR	8:07 AM, Jan 02	8:20 AM, Jan 02	Term 1 - C3	11:02 AM, Jan 02	10:51 AM, Jan 02	Term C - C112
allegiantair	CO-1293-FLL-EWR	8:07 AM, Jan 02	8:20 AM, Jan 02	Term 1 - C3	11:02 AM, Jan 02	10:51 AM, Jan 02	Term C - C112
boston	CO-1293-FLL-EWR	8:07 AM, Jan 02	8:20 AM, Jan 02		11:02 AM, Jan 02	10:41 AM, Jan 02	
orbitz	CO-1293-FLL-EWR	8:07aJan 2	8:05aJan 2	 C3	11:02aJan 2	10:51aJan 2	 112
weather	CO-1293-FLL-EWR	2012-01-02 08:07 AM			2012-01-02 11:02 AM		
usatoday	CO-1293-FLL-EWR	8:07 AM, Jan 02	8:20 AM, Jan 02		11:02 AM, Jan 02	10:41 AM, Jan 02	
mytripandmore	CO-1293-FLL-EWR	8:07aJan 2	8:05aJan 2	 C3	11:02aJan 2	10:51aJan 2	 112
flightwise	CO-1293-FLL-EWR	2012-01-02 08:07AM EST	2012-01-02 08:20AM EST	 C3 	2012-01-02 10:52AM EST	2012-01-02 10:41AM EST	 112 
flightarrival	CO-1293-FLL-EWR	2012-01-02 8:07 AM	2012-01-02 8:05 AM		2012-01-02 11:02 AM	2012-01-02 10:51 AM	
ua	UA-3373-PHL-IAD	Mon, Jan 2 10:15 AM	Mon, Jan 2 10:04 AM            On Time	D7	Mon, Jan 2 11:18 AM	Mon, Jan 2 11:04 AM	A5F
flightexplorer	UA-3373-PHL-IAD		1/2/2012 10:25AM EST			1/2/2012 10:51AM EST	
airtravelcenter	UA-3373-PHL-IAD		1/2/12 10:24 AM (-05:00)			1/2/12 10:51 AM (-05:00)	
myrateplan	UA-3373-PHL-IAD		1/2/12 10:24 AM (-05:00)			1/2/12 10:51 AM (-05:00)	
helloflight	UA-3373-PHL-IAD		1/2/12 10:24 AM (-05:00)			1/2/12 10:51 AM (-05:00)	
flytecomm	UA-3373-PHL-IAD		1/2/12 10:24 AM (-05:00)			1/2/12 10:51 AM (-05:00)	
flightaware	UA-3373-PHL-IAD	2012-01-02 10:15AM EST	2012-01-02 10:25AM EST	 D7 	2012-01-02 11:03AM EST	2012-01-02 11:00AM EST	 A5F 
wunderground	UA-3373-PHL-IAD	2012-01-02 10:15AM EST	2012-01-02 10:25AM EST	 D7 	2012-01-02 11:03AM EST	2012-01-02 11:00AM EST	 A5F 
flights	UA-3373-PHL-IAD		2012-01-02 10:04 AM	D7		2012-01-02 11:04 AM	A5
businesstravellogue	UA-3373-PHL-IAD		2012-01-02 10:04 AM	D7		2012-01-02 11:04 AM	A5
flylouisville	UA-3373-PHL-IAD		2012-01-02 10:04 AM	D7		2012-01-02 11:04 AM	A5
flightview	UA-3373-PHL-IAD		10:25 AMJan 02			11:04 AMJan 02	
panynj	UA-3373-PHL-IAD		10:25 AMJan 02			11:04 AMJan 02	
gofox	UA-3373-PHL-IAD		10:25 AMJan 02			11:04 AMJan 02	
foxbusiness	UA-3373-PHL-IAD		10:25 AMJan 02			11:04 AMJan 02	
allegiantair	UA-3373-PHL-IAD		10:25 AMJan 02			11:04 AMJan 02	
boston	UA-3373-PHL-IAD		10:25 AMJan 02			11:01 AMJan 02	
orbitz	UA-3373-PHL-IAD	10:15aJan 2	10:04aJan 2	 D7	11:18aJan 2	11:04aJan 2	 A5F
iad	UA-3373-PHL-IAD				2012-01-02 11:18 	2012-01-02 11:02 	
usatoday	UA-3373-PHL-IAD		10:25 AMJan 02			11:01 AMJan 02	
mytripandmore	UA-3373-PHL-IAD	10:15aJan 2	10:04aJan 2	 D7	11:18aJan 2	11:04aJan 2	 A5F
aa	AA-1920-LAX-SFO	January 2, 2012               07:00 AM    	January 2, 2012               06:59 AM    	 40	January 2, 2012               08:15 AM    	January 2, 2012               08:41 AM    	 57    
flightexplorer	AA-1920-LAX-SFO		1/2/2012 7:45AM PST			1/2/2012 8:29AM PST	
airtravelcenter	AA-1920-LAX-SFO		1/2/12 7:45 AM (-08:00)			1/2/12 8:29 AM (-08:00)	
myrateplan	AA-1920-LAX-SFO		1/2/12 7:45 AM (-08:00)			1/2/12 8:29 AM (-08:00)	
helloflight	AA-1920-LAX-SFO		1/2/12 7:45 AM (-08:00)			1/2/12 8:29 AM (-08:00)	
flytecomm	AA-1920-LAX-SFO		1/2/12 7:45 AM (-08:00)			1/2/12 8:29 AM (-08:00)	
flightaware	AA-1920-LAX-SFO	2012-01-02 07:00AM PST	2012-01-02 07:45AM PST	 40 	2012-01-02 07:50AM PST	2012-01-02 08:39AM PST	 57 
wunderground	AA-1920-LAX-SFO	2012-01-02 07:00AM PST	2012-01-02 07:45AM PST	 40 	2012-01-02 07:50AM PST	2012-01-02 08:39AM PST	 57 
flights	AA-1920-LAX-SFO	07:00 AM  Mon 02-Jan-2012	06:59 AM  Mon 02-Jan-2012	40	08:15 AM  Mon 02-Jan-2012	08:41 AM  Mon 02-Jan-2012	57
businesstravellogue	AA-1920-LAX-SFO	07:00 AM  Mon 02-Jan-2012	06:59 AM  Mon 02-Jan-2012	40	08:15 AM  Mon 02-Jan-2012	08:41 AM  Mon 02-Jan-2012	57
flylouisville	AA-1920-LAX-SFO	07:00 AM  Mon 02-Jan-2012	06:59 AM  Mon 02-Jan-2012	40	08:15 AM  Mon 02-Jan-2012	08:41 AM  Mon 02-Jan-2012	57
flightstats	AA-1920-LAX-SFO	2012-01-02 7:00 AM	2012-01-02 6:59 AM		2012-01-02 8:15 AM	2012-01-02 8:41 AM	
quicktrip	AA-1920-LAX-SFO	2012-01-02 7:00 AM	2012-01-02 6:59 AM		2012-01-02 8:15 AM	2012-01-02 8:41 AM	
world-flight-tracker	AA-1920-LAX-SFO	2012-01-02 7:00 AM	2012-01-02 6:59 AM		2012-01-02 8:15 AM	2012-01-02 8:41 AM	
flightview	AA-1920-LAX-SFO	7:00 AM, Jan 02	7:45 AM, Jan 02	Terminal 4 - 40	8:15 AM, Jan 02	8:41 AM, Jan 02	Terminal 2 - 57
panynj	AA-1920-LAX-SFO	7:00 AM, Jan 02	7:45 AM, Jan 02	Terminal 4 - 40	8:15 AM, Jan 02	8:41 AM, Jan 02	Terminal 2 - 57
gofox	AA-1920-LAX-SFO	7:00 AM, Jan 02	7:45 AM, Jan 02		8:15 AM, Jan 02	8:41 AM, Jan 02	
foxbusiness	AA-1920-LAX-SFO	7:00 AM, Jan 02	7:45 AM, Jan 02	Terminal 4 - 40	8:15 AM, Jan 02	8:41 AM, Jan 02	Terminal 2 - 57
allegiantair	AA-1920-LAX-SFO	7:00 AM, Jan 02	7:45 AM, Jan 02	Terminal 4 - 40	8:15 AM, Jan 02	8:41 AM, Jan 02	Terminal 2 - 57
boston	AA-1920-LAX-SFO	7:00 AM, Jan 02	7:45 AM, Jan 02		8:15 AM, Jan 02	8:39 AM, Jan 02	
orbitz	AA-1920-LAX-SFO	7:00aJan 2	6:59aJan 2	 40	8:15aJan 2	8:41aJan 2	 57
weather	AA-1920-LAX-SFO	2012-01-02 07:00 AM	2012-01-02 07:45 AM		2012-01-02 08:15 AM	2012-01-02 08:29 AM	
sfo	AA-1920-LAX-SFO				2012-01-02 8:15 AM		57
mytripandmore	AA-1920-LAX-SFO	7:00aJan 2	6:59aJan 2	 40	8:15aJan 2	8:41aJan 2	 57
flightwise	AA-1920-LAX-SFO	2012-01-02 07:00AM PST	2012-01-02 07:45AM PST	 40 	2012-01-02 07:50AM PST	2012-01-02 08:39AM PST	 57 
flightarrival	AA-1920-LAX-SFO	7:00 AM, Jan 02	7:45 AM, Jan 02		8:15 AM, Jan 02	8:39 AM, Jan 02	
aa	AA-1572-DFW-IAD	January 2, 2012               08:10 AM    	January 2, 2012               08:08 AM    	 A22	January 2, 2012               11:50 AM    	January 2, 2012               11:43 AM    	 B71    
flightexplorer	AA-1572-DFW-IAD		1/2/2012 8:20AM CST			1/2/2012 11:30AM EST	
airtravelcenter	AA-1572-DFW-IAD		1/2/12 8:19 AM (-06:00)			1/2/12 11:30 AM (-05:00)	
myrateplan	AA-1572-DFW-IAD		1/2/12 8:19 AM (-06:00)			1/2/12 11:30 AM (-05:00)	
helloflight	AA-1572-DFW-IAD		1/2/12 8:19 AM (-06:00)			1/2/12 11:30 AM (-05:00)	
flytecomm	AA-1572-DFW-IAD		1/2/12 8:19 AM (-06:00)			1/2/12 11:30 AM (-05:00)	
flightaware	AA-1572-DFW-IAD	2012-01-02 08:10AM CST	2012-01-02 08:20AM CST	 A22 	2012-01-02 11:45AM EST	2012-01-02 11:37AM EST	 B71 
wunderground	AA-1572-DFW-IAD	2012-01-02 08:10AM CST	2012-01-02 08:20AM CST	 A22 	2012-01-02 11:45AM EST	2012-01-02 11:37AM EST	 B71 
flights	AA-1572-DFW-IAD		2012-01-02 08:08 AM	A22		2012-01-02 11:43 AM	B71
businesstravellogue	AA-1572-DFW-IAD		2012-01-02 08:08 AM	A22		2012-01-02 11:43 AM	B71
flylouisville	AA-1572-DFW-IAD		2012-01-02 08:08 AM	A22		2012-01-02 11:43 AM	B71
flightstats	AA-1572-DFW-IAD	2012-01-02 8:10 AM	2012-01-02 8:08 AM		2012-01-02 11:50 AM	2012-01-02 11:43 AM	
quicktrip	AA-1572-DFW-IAD	2012-01-02 8:10 AM	2012-01-02 8:08 AM		2012-01-02 11:50 AM	2012-01-02 11:43 AM	
flightview	AA-1572-DFW-IAD		8:20 AMJan 02			11:38 AMJan 02	
panynj	AA-1572-DFW-IAD		8:20 AMJan 02			11:38 AMJan 02	
gofox	AA-1572-DFW-IAD		8:20 AMJan 02			11:38 AMJan 02	
foxbusiness	AA-1572-DFW-IAD		8:20 AMJan 02			11:38 AMJan 02	
allegiantair	AA-1572-DFW-IAD		8:20 AMJan 02			11:38 AMJan 02	
boston	AA-1572-DFW-IAD		8:20 AMJan 02			11:38 AMJan 02	
orbitz	AA-1572-DFW-IAD	8:10aJan 2	8:08aJan 2	 A22	11:50aJan 2	11:43aJan 2	 B71
iad	AA-1572-DFW-IAD				2012-01-02 11:50 	2012-01-02 11:43 	
usatoday	AA-1572-DFW-IAD		8:20 AMJan 02			11:38 AMJan 02	
flightwise	AA-1572-DFW-IAD	2012-01-02 08:10AM CST	2012-01-02 08:20AM CST	 A22 	2012-01-02 11:45AM EST	2012-01-02 11:37AM EST	 B71 
ua	UA-4379-MTY-IAH	Mon, Jan 2 3:08 PM	Mon, Jan 2 3:08 PM            On Time	--	Mon, Jan 2 4:30 PM	Mon, Jan 2 4:50 PM	D-12
airtravelcenter	UA-4379-MTY-IAH	1/2/12 3:08 PM (-06:00)			1/2/12 4:30 PM (-06:00)		
myrateplan	UA-4379-MTY-IAH	1/2/12 3:08 PM (-06:00)			1/2/12 4:30 PM (-06:00)		
helloflight	UA-4379-MTY-IAH	1/2/12 3:08 PM (-06:00)			1/2/12 4:30 PM (-06:00)		
flytecomm	UA-4379-MTY-IAH	1/2/12 3:08 PM (-06:00)			1/2/12 4:30 PM (-06:00)		
flights	UA-4379-MTY-IAH	2012-01-02 03:08 PM		-11-	2012-01-02 04:30 PM		12
businesstravellogue	UA-4379-MTY-IAH	2012-01-02 03:08 PM		-11-	2012-01-02 04:30 PM		12
flylouisville	UA-4379-MTY-IAH	2012-01-02 03:08 PM		-11-	2012-01-02 04:30 PM		12
flightview	UA-4379-MTY-IAH	3:08 PMJan 02			4:50 PMJan 02		
panynj	UA-4379-MTY-IAH	3:08 PMJan 02			4:50 PMJan 02		
gofox	UA-4379-MTY-IAH	3:08 PMJan 02			4:50 PMJan 02		
foxbusiness	UA-4379-MTY-IAH	3:08 PMJan 02			4:50 PMJan 02		
allegiantair	UA-4379-MTY-IAH	3:08 PMJan 02			4:50 PMJan 02		
boston	UA-4379-MTY-IAH	3:19 PMJan 02			4:17 PMJan 02		
orbitz	UA-4379-MTY-IAH	3:08pJan 2		 -	4:30pJan 2		 -
aa	AA-1072-DFW-OMA	January 2, 2012               06:30 PM    	January 2, 2012               06:40 PM    	 C24	January 2, 2012               08:15 PM    	January 2, 2012               08:33 PM    	 A7    
flightexplorer	AA-1072-DFW-OMA		1/2/2012 6:59PM CST			1/2/2012 8:29PM CST	
