CO	CO-4237-EWR-DTW	Sat., Dec.31, 2011 12:33 p.m.	Sat., Dec.31, 2011 12:29 p.m.		Sat., Dec.31, 2011 2:38 p.m.	Sat., Dec.31, 2011 2:15 p.m.	
travelocity	AA-2348-DFW-ORD	Dec 31 - 12:05pm	Dec 31 - 12:03pm	A18/A	Dec 31 - 2:25pm	Dec 31 - 2:15pm	K3/T3
orbitz	AA-2348-DFW-ORD	12:05pDec 31	12:03pDec 31	 A18	2:25pDec 31	2:15pDec 31	 K3
weather	AA-2348-DFW-ORD	2011-12-31 12:05 PM	2011-12-31 12:12 PM		2011-12-31 02:25 PM	2011-12-31 02:04 PM	
dfw	AA-2348-DFW-ORD	2011-12-31 12:05 pm		A18			
ord	AA-2348-DFW-ORD	2011-12-31 12:05 PM		A18	2011-12-31 2:25 PM		K3
ifly	AA-2348-DFW-ORD	2011-12-31 12:05 PM	2011-12-31 12:03 PM		2011-12-31 2:25 PM	2011-12-31 2:15 PM	
usatoday	AA-2348-DFW-ORD	2011-12-31 12:05 PM	2011-12-31 12:03 PM		2011-12-31 2:25 PM	2011-12-31 2:15 PM	
mytripandmore	AA-2348-DFW-ORD	Dec 31 - 12:05pm	Dec 31 - 12:03pm	A18/A	Dec 31 - 2:25pm	Dec 31 - 2:15pm	K3/T3
CO	CO-1639-LAX-IAH	Sat., Dec.31, 2011 7:45 a.m.	Sat., Dec.31, 2011 7:47 a.m.		Sat., Dec.31, 2011 12:56 p.m.	Sat., Dec.31, 2011 1:23 p.m.	
flightexplorer	CO-1639-LAX-IAH		12/31/2011 8:11AM PST			12/31/2011 1:16PM CST	
airtravelcenter	CO-1639-LAX-IAH	12/31/11 7:45 AM (-08:00)			12/31/11 12:56 PM (-06:00)		
myrateplan	CO-1639-LAX-IAH	12/31/11 7:45 AM (-08:00)			12/31/11 12:56 PM (-06:00)		
helloflight	CO-1639-LAX-IAH	12/31/11 7:45 AM (-08:00)			12/31/11 12:56 PM (-06:00)		
flytecomm	CO-1639-LAX-IAH	12/31/11 7:45 AM (-08:00)			12/31/11 12:56 PM (-06:00)		
flightaware	CO-1639-LAX-IAH	2011-12-31 07:45AM PST	2011-12-31 08:12AM PST	 60 	2011-12-31 12:48PM CST	2011-12-31 01:02PM CST	 E3 
wunderground	CO-1639-LAX-IAH	2011-12-31 07:45AM PST	2011-12-31 08:12AM PST	 60 	2011-12-31 12:48PM CST	2011-12-31 01:02PM CST	 E3 
flights	CO-1639-LAX-IAH	07:45 AM  Sat 31-Dec-2011	07:47 AM  Sat 31-Dec-2011	60	12:56 PM  Sat 31-Dec-2011	01:23 PM  Sat 31-Dec-2011	3
businesstravellogue	CO-1639-LAX-IAH	07:45 AM  Sat 31-Dec-2011	07:47 AM  Sat 31-Dec-2011	60	12:56 PM  Sat 31-Dec-2011	01:23 PM  Sat 31-Dec-2011	3
flylouisville	CO-1639-LAX-IAH	07:45 AM  Sat 31-Dec-2011	07:47 AM  Sat 31-Dec-2011	60	12:56 PM  Sat 31-Dec-2011	01:23 PM  Sat 31-Dec-2011	3
flightstats	CO-1639-LAX-IAH	2011-12-31 7:45 AM	2011-12-31 7:47 AM		2011-12-31 12:56 PM	2011-12-31 1:23 PM	
quicktrip	CO-1639-LAX-IAH	2011-12-31 7:45 AM	2011-12-31 7:47 AM		2011-12-31 12:56 PM	2011-12-31 1:23 PM	
world-flight-tracker	CO-1639-LAX-IAH	2011-12-31 7:45 AM	2011-12-31 7:47 AM		2011-12-31 12:56 PM	2011-12-31 1:23 PM	
flightview	CO-1639-LAX-IAH	7:45 AM, Dec 31	8:13 AM, Dec 31	Term 6 - 60	12:56 PM, Dec 31	1:23 PM, Dec 31	Term C - E3
panynj	CO-1639-LAX-IAH	7:45 AM, Dec 31	8:13 AM, Dec 31	Term 6 - 60	12:56 PM, Dec 31	1:23 PM, Dec 31	Term C - E3
gofox	CO-1639-LAX-IAH	7:45 AM, Dec 31	8:13 AM, Dec 31		12:56 PM, Dec 31	1:23 PM, Dec 31	
foxbusiness	CO-1639-LAX-IAH	7:45 AM, Dec 31	8:13 AM, Dec 31	Term 6 - 60	12:56 PM, Dec 31	1:23 PM, Dec 31	Term C - E3
allegiantair	CO-1639-LAX-IAH	7:45 AM, Dec 31	8:13 AM, Dec 31	Term 6 - 60	12:56 PM, Dec 31	1:23 PM, Dec 31	Term C - E3
boston	CO-1639-LAX-IAH	7:45 AM, Dec 31	8:13 AM, Dec 31		12:56 PM, Dec 31	1:17 PM, Dec 31	
travelocity	CO-1639-LAX-IAH	Dec 31 - 7:45am	Dec 31 - 7:47am	60	Dec 31 - 12:56pm	Dec 31 - 1:23pm	E3
orbitz	CO-1639-LAX-IAH	7:45aDec 31	7:47aDec 31	 60	12:56pDec 31	1:23pDec 31	 E3
weather	CO-1639-LAX-IAH	2011-12-31 07:45 AM			2011-12-31 12:56 PM		
flightarrival	CO-1639-LAX-IAH	2011-12-31 07:45 AM			2011-12-31 12:56 PM		
aa	AA-487-JFK-SJU	December 31, 2011               06:25 AM    	December 31, 2011               06:29 AM    	 41	December 31, 2011               11:40 AM    	December 31, 2011               11:10 AM    	 9    
flightexplorer	AA-487-JFK-SJU		12/31/2011 6:44AM EST			12/31/2011 11:05AM AST	
airtravelcenter	AA-487-JFK-SJU		12/31/11 6:44 AM (-05:00)			12/31/11 11:05 AM (-04:00)	
myrateplan	AA-487-JFK-SJU		12/31/11 6:44 AM (-05:00)			12/31/11 11:05 AM (-04:00)	
helloflight	AA-487-JFK-SJU		12/31/11 6:44 AM (-05:00)			12/31/11 11:05 AM (-04:00)	
flytecomm	AA-487-JFK-SJU		12/31/11 6:44 AM (-05:00)			12/31/11 11:05 AM (-04:00)	
flights	AA-487-JFK-SJU		2011-12-31 06:29 AM	C41		2011-12-31 11:10 AM	E9
businesstravellogue	AA-487-JFK-SJU		2011-12-31 06:29 AM	C41		2011-12-31 11:10 AM	E9
flylouisville	AA-487-JFK-SJU		2011-12-31 06:29 AM	C41		2011-12-31 11:10 AM	E9
flightview	AA-487-JFK-SJU		6:44 AMDec 31			11:06 AMDec 31	
panynj	AA-487-JFK-SJU		6:44 AMDec 31			11:06 AMDec 31	
gofox	AA-487-JFK-SJU		6:44 AMDec 31			11:06 AMDec 31	
foxbusiness	AA-487-JFK-SJU		6:44 AMDec 31			11:06 AMDec 31	
allegiantair	AA-487-JFK-SJU		6:44 AMDec 31			11:06 AMDec 31	
boston	AA-487-JFK-SJU		6:44 AMDec 31			11:06 AMDec 31	
travelocity	AA-487-JFK-SJU	Dec 31 - 6:25am	Dec 31 - 6:29am	41/8	Dec 31 - 11:40am	Dec 31 - 11:10am	9
orbitz	AA-487-JFK-SJU	6:25aDec 31	6:29aDec 31	 41	11:40aDec 31	11:10aDec 31	 9
weather	AA-487-JFK-SJU	2011-12-31 06:25 AM			2011-12-31 11:40 AM		
usatoday	AA-487-JFK-SJU	2011-12-31 06:25 AM			2011-12-31 11:40 AM		
flightarrival	AA-487-JFK-SJU	2011-12-31 06:25 AM			2011-12-31 11:40 AM		
ua	UA-858-SFO-DEN	Sat, Dec 31 1:12 PM	Sat, Dec 31 2:02 PM            Delayed	73	Sat, Dec 31 4:45 PM	Sat, Dec 31 5:30 PM	B36
airtravelcenter	UA-858-SFO-DEN		12/31/11 2:18 PM (-08:00)			12/31/11 5:29 PM (-07:00)	
myrateplan	UA-858-SFO-DEN		12/31/11 2:18 PM (-08:00)			12/31/11 5:29 PM (-07:00)	
helloflight	UA-858-SFO-DEN		12/31/11 2:18 PM (-08:00)			12/31/11 5:29 PM (-07:00)	
flytecomm	UA-858-SFO-DEN		12/31/11 2:18 PM (-08:00)			12/31/11 5:29 PM (-07:00)	
flights	UA-858-SFO-DEN		2011-12-31 02:02 PM	73		2011-12-31 05:30 PM	B36
businesstravellogue	UA-858-SFO-DEN		2011-12-31 02:02 PM	73		2011-12-31 05:30 PM	B36
flylouisville	UA-858-SFO-DEN		2011-12-31 02:02 PM	73		2011-12-31 05:30 PM	B36
flightstats	UA-858-SFO-DEN	2011-12-31 1:12 PM	2011-12-31 2:02 PM		2011-12-31 4:45 PM	2011-12-31 5:30 PM	
quicktrip	UA-858-SFO-DEN	2011-12-31 1:12 PM	2011-12-31 2:02 PM		2011-12-31 4:45 PM	2011-12-31 5:30 PM	
flightview	UA-858-SFO-DEN		2:18 PMDec 31			5:30 PMDec 31	
panynj	UA-858-SFO-DEN		2:18 PMDec 31			5:30 PMDec 31	
gofox	UA-858-SFO-DEN		2:18 PMDec 31			5:30 PMDec 31	
foxbusiness	UA-858-SFO-DEN		2:18 PMDec 31			5:30 PMDec 31	
allegiantair	UA-858-SFO-DEN		2:18 PMDec 31			5:30 PMDec 31	
boston	UA-858-SFO-DEN		2:18 PMDec 31			5:28 PMDec 31	
orbitz	UA-858-SFO-DEN	1:12pDec 31	2:02pDec 31	 73	4:45pDec 31	5:30pDec 31	 B36
ifly	UA-858-SFO-DEN	2011-12-31 1:12 PM	2011-12-31 2:02 PM		2011-12-31 4:45 PM	2011-12-31 5:30 PM	
flightarrival	UA-858-SFO-DEN	2011-12-31 1:12 PM	2011-12-31 2:02 PM		2011-12-31 4:45 PM	2011-12-31 5:30 PM	
ua	UA-3750-PHL-ORD	Sat, Dec 31 2:38 PM	Sat, Dec 31 3:53 PM	D9	Sat, Dec 31 3:51 PM	Sat, Dec 31 5:08 PM	C2
airtravelcenter	UA-3750-PHL-ORD		12/31/11 4:07 PM (-05:00)			12/31/11 5:05 PM (-06:00)	
myrateplan	UA-3750-PHL-ORD		12/31/11 4:07 PM (-05:00)			12/31/11 5:05 PM (-06:00)	
helloflight	UA-3750-PHL-ORD		12/31/11 4:07 PM (-05:00)			12/31/11 5:05 PM (-06:00)	
flytecomm	UA-3750-PHL-ORD		12/31/11 4:07 PM (-05:00)			12/31/11 5:05 PM (-06:00)	
flightaware	UA-3750-PHL-ORD	2011-12-31 02:38PM EST	2011-12-31 04:08PM EST	 D9 	2011-12-31 03:35PM CST	2011-12-31 05:02PM CST	 C2 
wunderground	UA-3750-PHL-ORD	2011-12-31 02:38PM EST	2011-12-31 04:08PM EST	 D9 	2011-12-31 03:35PM CST	2011-12-31 05:02PM CST	 C2 
flights	UA-3750-PHL-ORD	02:38 PM  Sat 31-Dec-2011	03:53 PM  Sat 31-Dec-2011	D9	03:51 PM  Sat 31-Dec-2011	05:08 PM  Sat 31-Dec-2011	C2
businesstravellogue	UA-3750-PHL-ORD	02:38 PM  Sat 31-Dec-2011	03:53 PM  Sat 31-Dec-2011	D9	03:51 PM  Sat 31-Dec-2011	05:08 PM  Sat 31-Dec-2011	C2
flylouisville	UA-3750-PHL-ORD	02:38 PM  Sat 31-Dec-2011	03:53 PM  Sat 31-Dec-2011	D9	03:51 PM  Sat 31-Dec-2011	05:08 PM  Sat 31-Dec-2011	C2
world-flight-tracker	UA-3750-PHL-ORD	2011-12-31 2:38 PM	2011-12-31 3:53 PM		2011-12-31 3:51 PM	2011-12-31 5:08 PM	
flightview	UA-3750-PHL-ORD	2:38 PM, Dec 31	4:08 PM, Dec 31	D9	3:51 PM, Dec 31	5:08 PM, Dec 31	C2
panynj	UA-3750-PHL-ORD	2:38 PM, Dec 31	4:08 PM, Dec 31	D9	3:51 PM, Dec 31	5:08 PM, Dec 31	C2
gofox	UA-3750-PHL-ORD	2:38 PM, Dec 31	4:08 PM, Dec 31		3:51 PM, Dec 31	5:08 PM, Dec 31	
foxbusiness	UA-3750-PHL-ORD	2:38 PM, Dec 31	4:08 PM, Dec 31	D9	3:51 PM, Dec 31	5:08 PM, Dec 31	C2
allegiantair	UA-3750-PHL-ORD	2:38 PM, Dec 31	4:08 PM, Dec 31	D9	3:51 PM, Dec 31	5:08 PM, Dec 31	C2
boston	UA-3750-PHL-ORD	2:38 PM, Dec 31	4:08 PM, Dec 31		3:51 PM, Dec 31	5:07 PM, Dec 31	
travelocity	UA-3750-PHL-ORD	Dec 31 - Not Available	Dec 31 - 4:07pm	D9	Dec 31 - Not Available	Dec 31 - 5:08pm	C2
orbitz	UA-3750-PHL-ORD	2:38pDec 31	3:53pDec 31	 D9	3:51pDec 31	5:08pDec 31	 C2
weather	UA-3750-PHL-ORD	2011-12-31 02:38 PM			2011-12-31 03:51 PM		
ord	UA-3750-PHL-ORD	2011-12-31 2:38 PM		D9	2011-12-31 3:51 PM		C2
phl	UA-3750-PHL-ORD	2011-12-31 2:38 PM		D9			
usatoday	UA-3750-PHL-ORD	2:38 PM, Dec 31	4:08 PM, Dec 31		3:51 PM, Dec 31	5:07 PM, Dec 31	
mytripandmore	UA-3750-PHL-ORD	Dec 31 - Not Available	Dec 31 - 4:07pm	D9	Dec 31 - Not Available	Dec 31 - 5:08pm	C2
aa	AA-1592-SAN-DFW	December 31, 2011               06:20 AM    	December 31, 2011               06:14 AM    	 29	December 31, 2011               11:25 AM    	December 31, 2011               11:30 AM    	 C16    
flightexplorer	AA-1592-SAN-DFW		12/31/2011 6:51AM PST			12/31/2011 11:22AM CST	
airtravelcenter	AA-1592-SAN-DFW		12/31/11 6:51 AM (-08:00)			12/31/11 11:22 AM (-06:00)	
myrateplan	AA-1592-SAN-DFW		12/31/11 6:51 AM (-08:00)			12/31/11 11:22 AM (-06:00)	
helloflight	AA-1592-SAN-DFW		12/31/11 6:51 AM (-08:00)			12/31/11 11:22 AM (-06:00)	
flytecomm	AA-1592-SAN-DFW		12/31/11 6:51 AM (-08:00)			12/31/11 11:22 AM (-06:00)	
flights	AA-1592-SAN-DFW		2011-12-31 06:14 AM	29		2011-12-31 11:30 AM	C16
businesstravellogue	AA-1592-SAN-DFW		2011-12-31 06:14 AM	29		2011-12-31 11:30 AM	C16
flylouisville	AA-1592-SAN-DFW		2011-12-31 06:14 AM	29		2011-12-31 11:30 AM	C16
flightview	AA-1592-SAN-DFW		6:51 AMDec 31			11:30 AMDec 31	
panynj	AA-1592-SAN-DFW		6:51 AMDec 31			11:30 AMDec 31	
gofox	AA-1592-SAN-DFW		6:51 AMDec 31			11:30 AMDec 31	
foxbusiness	AA-1592-SAN-DFW		6:51 AMDec 31			11:30 AMDec 31	
allegiantair	AA-1592-SAN-DFW		6:51 AMDec 31			11:30 AMDec 31	
boston	AA-1592-SAN-DFW		6:51 AMDec 31			11:19 AMDec 31	
travelocity	AA-1592-SAN-DFW	Dec 31 - 6:20am	Dec 31 - 6:14am	29/T2	Dec 31 - 11:25am	Dec 31 - 11:30am	C16/C
orbitz	AA-1592-SAN-DFW	6:20aDec 31	6:14aDec 31	 29	11:25aDec 31	11:30aDec 31	 C16
weather	AA-1592-SAN-DFW	2011-12-31 06:20 AM			2011-12-31 11:25 AM		
usatoday	AA-1592-SAN-DFW		6:51 AMDec 31			11:19 AMDec 31	
mytripandmore	AA-1592-SAN-DFW	6:20aDec 31	6:14aDec 31	 29	11:25aDec 31	11:30aDec 31	 C16
ua	UA-4373-MOB-IAH	Sat, Dec 31 12:00 PM	Sat, Dec 31 2:17 PM            Delayed	7	Sat, Dec 31 1:34 PM	Sat, Dec 31 3:53 PM	B71A
airtravelcenter	UA-4373-MOB-IAH	12/31/11 12:00 PM (-06:00)			12/31/11 1:34 PM (-06:00)		
myrateplan	UA-4373-MOB-IAH	12/31/11 12:00 PM (-06:00)			12/31/11 1:34 PM (-06:00)		
helloflight	UA-4373-MOB-IAH	12/31/11 12:00 PM (-06:00)			12/31/11 1:34 PM (-06:00)		
flytecomm	UA-4373-MOB-IAH	12/31/11 12:00 PM (-06:00)			12/31/11 1:34 PM (-06:00)		
flights	UA-4373-MOB-IAH	2011-12-31 12:00 PM		7	2011-12-31 01:34 PM		71A
businesstravellogue	UA-4373-MOB-IAH	2011-12-31 12:00 PM		7	2011-12-31 01:34 PM		71A
flylouisville	UA-4373-MOB-IAH	2011-12-31 12:00 PM		7	2011-12-31 01:34 PM		71A
flightview	UA-4373-MOB-IAH	2:17 PMDec 31			3:53 PMDec 31		
panynj	UA-4373-MOB-IAH	2:17 PMDec 31			3:53 PMDec 31		
gofox	UA-4373-MOB-IAH	2:17 PMDec 31			3:53 PMDec 31		
foxbusiness	UA-4373-MOB-IAH	2:17 PMDec 31			3:53 PMDec 31		
allegiantair	UA-4373-MOB-IAH	2:17 PMDec 31			3:53 PMDec 31		
boston	UA-4373-MOB-IAH	2:17 PMDec 31			3:30 PMDec 31		
orbitz	UA-4373-MOB-IAH	12:00pDec 31		 -	6:12pDec 31		 -
usatoday	UA-4373-MOB-IAH	2:17 PMDec 31			3:30 PMDec 31		
flightarrival	UA-4373-MOB-IAH	2:17 PMDec 31			3:30 PMDec 31		
ua	UA-2115-EWR-PHL	Sat, Dec 31 6:30 AM	Sat, Dec 31 6:39 AM	A36	Sat, Dec 31 7:29 AM	Sat, Dec 31 7:15 AM	F4
airtravelcenter	UA-2115-EWR-PHL	12/31/11 6:30 AM (-05:00)			12/31/11 7:29 AM (-05:00)		
myrateplan	UA-2115-EWR-PHL	12/31/11 6:30 AM (-05:00)			12/31/11 7:29 AM (-05:00)		
helloflight	UA-2115-EWR-PHL	12/31/11 6:30 AM (-05:00)			12/31/11 7:29 AM (-05:00)		
flytecomm	UA-2115-EWR-PHL	12/31/11 6:30 AM (-05:00)			12/31/11 7:29 AM (-05:00)		
flightaware	UA-2115-EWR-PHL	2011-12-31 06:30AM EST	2011-12-31 06:47AM EST		2011-12-31 07:19AM EST	2011-12-31 07:09AM EST	
wunderground	UA-2115-EWR-PHL	2011-12-31 06:30AM EST	2011-12-31 06:47AM EST		2011-12-31 07:19AM EST	2011-12-31 07:09AM EST	
flights	UA-2115-EWR-PHL	06:30 AM  Sat 31-Dec-2011	06:39 AM  Sat 31-Dec-2011	36	07:29 AM  Sat 31-Dec-2011	07:15 AM  Sat 31-Dec-2011	4
businesstravellogue	UA-2115-EWR-PHL	06:30 AM  Sat 31-Dec-2011	06:39 AM  Sat 31-Dec-2011	36	07:29 AM  Sat 31-Dec-2011	07:15 AM  Sat 31-Dec-2011	4
flylouisville	UA-2115-EWR-PHL	06:30 AM  Sat 31-Dec-2011	06:39 AM  Sat 31-Dec-2011	36	07:29 AM  Sat 31-Dec-2011	07:15 AM  Sat 31-Dec-2011	4
flightstats	UA-2115-EWR-PHL	2011-12-31 6:30 AM	2011-12-31 6:39 AM		2011-12-31 7:29 AM	2011-12-31 7:15 AM	
quicktrip	UA-2115-EWR-PHL	2011-12-31 6:30 AM	2011-12-31 6:39 AM		2011-12-31 7:29 AM	2011-12-31 7:15 AM	
world-flight-tracker	UA-2115-EWR-PHL	2011-12-31 6:30 AM	2011-12-31 6:39 AM		2011-12-31 7:29 AM	2011-12-31 7:15 AM	
flightview	UA-2115-EWR-PHL	6:30 AM, Dec 31	6:47 AM, Dec 31	36	7:29 AM, Dec 31	7:29 AM, Dec 31	F4
panynj	UA-2115-EWR-PHL	6:30 AM, Dec 31	6:47 AM, Dec 31	36	7:29 AM, Dec 31	7:29 AM, Dec 31	F4
gofox	UA-2115-EWR-PHL	6:30 AM, Dec 31	6:47 AM, Dec 31		7:29 AM, Dec 31	7:29 AM, Dec 31	
foxbusiness	UA-2115-EWR-PHL	6:30 AM, Dec 31	6:47 AM, Dec 31	36	7:29 AM, Dec 31	7:29 AM, Dec 31	F4
allegiantair	UA-2115-EWR-PHL	6:30 AM, Dec 31	6:47 AM, Dec 31	36	7:29 AM, Dec 31	7:29 AM, Dec 31	F4
boston	UA-2115-EWR-PHL	6:30 AM, Dec 31	6:47 AM, Dec 31		7:29 AM, Dec 31	7:13 AM, Dec 31	
travelocity	UA-2115-EWR-PHL	Dec 31 - 6:30am	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 7:29am	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-2115-EWR-PHL	6:30aDec 31	6:39aDec 31	 -	7:29aDec 31	7:15aDec 31	 -
weather	UA-2115-EWR-PHL	2011-12-31 06:30 AM			2011-12-31 07:29 AM		
ifly	UA-2115-EWR-PHL	2011-12-31 6:30 AM	2011-12-31 6:39 AM		2011-12-31 7:29 AM	2011-12-31 7:15 AM	
usatoday	UA-2115-EWR-PHL	6:30 AM, Dec 31	6:47 AM, Dec 31		7:29 AM, Dec 31	7:13 AM, Dec 31	
mytripandmore	UA-2115-EWR-PHL	6:30aDec 31	6:39aDec 31	 -	7:29aDec 31	7:15aDec 31	 -
ua	UA-5638-SBA-SFO	Sat, Dec 31 5:32 PM	Sat, Dec 31 5:21 PM            On Time	5	Sat, Dec 31 7:01 PM	Sat, Dec 31 6:55 PM	76A
flightexplorer	UA-5638-SBA-SFO		12/31/2011 5:28PM PST			12/31/2011 6:24PM PST	
airtravelcenter	UA-5638-SBA-SFO		12/31/11 5:28 PM (-08:00)			12/31/11 6:24 PM (-08:00)	
myrateplan	UA-5638-SBA-SFO		12/31/11 5:28 PM (-08:00)			12/31/11 6:24 PM (-08:00)	
helloflight	UA-5638-SBA-SFO		12/31/11 5:28 PM (-08:00)			12/31/11 6:24 PM (-08:00)	
flytecomm	UA-5638-SBA-SFO		12/31/11 5:28 PM (-08:00)			12/31/11 6:24 PM (-08:00)	
flightaware	UA-5638-SBA-SFO	2011-12-31 05:32PM PST	2011-12-31 05:28PM PST	 5 	2011-12-31 06:32PM PST	2011-12-31 06:29PM PST	 76A 
wunderground	UA-5638-SBA-SFO	2011-12-31 05:32PM PST	2011-12-31 05:28PM PST	 5 	2011-12-31 06:32PM PST	2011-12-31 06:29PM PST	 76A 
flights	UA-5638-SBA-SFO		2011-12-31 05:21 PM	5		2011-12-31 06:55 PM	76A
businesstravellogue	UA-5638-SBA-SFO		2011-12-31 05:21 PM	5		2011-12-31 06:55 PM	76A
flylouisville	UA-5638-SBA-SFO		2011-12-31 05:21 PM	5		2011-12-31 06:55 PM	76A
flightview	UA-5638-SBA-SFO		5:28 PMDec 31			6:55 PMDec 31	
panynj	UA-5638-SBA-SFO		5:28 PMDec 31			6:55 PMDec 31	
gofox	UA-5638-SBA-SFO		5:28 PMDec 31			6:55 PMDec 31	
foxbusiness	UA-5638-SBA-SFO		5:28 PMDec 31			6:55 PMDec 31	
allegiantair	UA-5638-SBA-SFO		5:28 PMDec 31			6:55 PMDec 31	
boston	UA-5638-SBA-SFO		5:28 PMDec 31			6:29 PMDec 31	
orbitz	UA-5638-SBA-SFO	5:32pDec 31	5:21pDec 31	 5	7:01pDec 31	6:55pDec 31	 76A
mytripandmore	UA-5638-SBA-SFO	5:32pDec 31	5:21pDec 31	 5	7:01pDec 31	6:55pDec 31	 76A
ua	UA-1406-BZE-IAH	Sat, Dec 31 4:45 PM	Sat, Dec 31 6:51 PM	--	Sat, Dec 31 7:26 PM	Sat, Dec 31 9:05 PM	E22
airtravelcenter	UA-1406-BZE-IAH		12/31/11 7:00 PM (-06:00)			12/31/11 9:04 PM (-06:00)	
airtravelcenter	UA-1406-BZE-IAH	12/31/11 4:45 PM (-06:00)			12/31/11 7:26 PM (-06:00)		
myrateplan	UA-1406-BZE-IAH		12/31/11 7:00 PM (-06:00)			12/31/11 9:04 PM (-06:00)	
myrateplan	UA-1406-BZE-IAH	12/31/11 4:45 PM (-06:00)			12/31/11 7:26 PM (-06:00)		
helloflight	UA-1406-BZE-IAH		12/31/11 7:00 PM (-06:00)			12/31/11 9:04 PM (-06:00)	
helloflight	UA-1406-BZE-IAH	12/31/11 4:45 PM (-06:00)			12/31/11 7:26 PM (-06:00)		
flytecomm	UA-1406-BZE-IAH		12/31/11 7:00 PM (-06:00)			12/31/11 9:04 PM (-06:00)	
flytecomm	UA-1406-BZE-IAH	12/31/11 4:45 PM (-06:00)			12/31/11 7:26 PM (-06:00)		
flights	UA-1406-BZE-IAH		2011-12-31 06:51 PM	C03		2011-12-31 09:05 PM	22
businesstravellogue	UA-1406-BZE-IAH		2011-12-31 06:51 PM	C03		2011-12-31 09:05 PM	22
flylouisville	UA-1406-BZE-IAH		2011-12-31 06:51 PM	C03		2011-12-31 09:05 PM	22
flightview	UA-1406-BZE-IAH		4:32 PMDec 31			9:05 PMDec 31	
panynj	UA-1406-BZE-IAH		4:32 PMDec 31			9:05 PMDec 31	
gofox	UA-1406-BZE-IAH		4:32 PMDec 31			9:05 PMDec 31	
foxbusiness	UA-1406-BZE-IAH		4:32 PMDec 31			9:05 PMDec 31	
allegiantair	UA-1406-BZE-IAH		4:32 PMDec 31			9:05 PMDec 31	
boston	UA-1406-BZE-IAH		4:32 PMDec 31			9:02 PMDec 31	
travelocity	UA-1406-BZE-IAH	Dec 31 - 4:45pm	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 7:26pm	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-1406-BZE-IAH	4:45pDec 31	6:51pDec 31	 -	7:26pDec 31	9:05pDec 31	 -
flightarrival	UA-1406-BZE-IAH		4:32 PMDec 31			9:02 PMDec 31	
aa	AA-2149-MIA-CUN	December 31, 2011               01:10 PM    	December 31, 2011               01:10 PM    	 D16	December 31, 2011               02:00 PM    	December 31, 2011               02:10 PM    	 37    
airtravelcenter	AA-2149-MIA-CUN		12/31/11 1:33 PM (-05:00)			12/31/11 1:56 PM (-06:00)	
myrateplan	AA-2149-MIA-CUN		12/31/11 1:33 PM (-05:00)			12/31/11 1:56 PM (-06:00)	
helloflight	AA-2149-MIA-CUN		12/31/11 1:33 PM (-05:00)			12/31/11 1:56 PM (-06:00)	
flytecomm	AA-2149-MIA-CUN		12/31/11 1:33 PM (-05:00)			12/31/11 1:56 PM (-06:00)	
flights	AA-2149-MIA-CUN	01:10 PM  Sat 31-Dec-2011	01:10 PM  Sat 31-Dec-2011	D16	02:00 PM  Sat 31-Dec-2011	02:10 PM  Sat 31-Dec-2011	37
businesstravellogue	AA-2149-MIA-CUN	01:10 PM  Sat 31-Dec-2011	01:10 PM  Sat 31-Dec-2011	D16	02:00 PM  Sat 31-Dec-2011	02:10 PM  Sat 31-Dec-2011	37
flylouisville	AA-2149-MIA-CUN	01:10 PM  Sat 31-Dec-2011	01:10 PM  Sat 31-Dec-2011	D16	02:00 PM  Sat 31-Dec-2011	02:10 PM  Sat 31-Dec-2011	37
world-flight-tracker	AA-2149-MIA-CUN	2011-12-31 1:10 PM	2011-12-31 1:10 PM		2011-12-31 2:00 PM	2011-12-31 2:10 PM	
flightview	AA-2149-MIA-CUN	1:10 PM, Dec 31	1:33 PM, Dec 31	Terminal D - D16	2:00 PM, Dec 31	1:48 PM, Dec 31	Terminal 3
panynj	AA-2149-MIA-CUN	1:10 PM, Dec 31	1:33 PM, Dec 31	Terminal D - D16	2:00 PM, Dec 31	1:48 PM, Dec 31	Terminal 3
gofox	AA-2149-MIA-CUN	1:10 PM, Dec 31	1:33 PM, Dec 31		2:00 PM, Dec 31	1:48 PM, Dec 31	
foxbusiness	AA-2149-MIA-CUN	1:10 PM, Dec 31	1:33 PM, Dec 31	Terminal D - D16	2:00 PM, Dec 31	1:48 PM, Dec 31	Terminal 3
allegiantair	AA-2149-MIA-CUN	1:10 PM, Dec 31	1:33 PM, Dec 31	Terminal D - D16	2:00 PM, Dec 31	1:48 PM, Dec 31	Terminal 3
boston	AA-2149-MIA-CUN	1:10 PM, Dec 31	1:33 PM, Dec 31		2:00 PM, Dec 31	1:48 PM, Dec 31	
travelocity	AA-2149-MIA-CUN	Dec 31 - 1:10pm	Dec 31 - 1:10pm	D16	Dec 31 - 2:00pm	Dec 31 - 2:10pm	Not provided by airline
orbitz	AA-2149-MIA-CUN	1:10pDec 31	1:10pDec 31	 D16	2:00pDec 31	2:10pDec 31	 37
weather	AA-2149-MIA-CUN	2011-12-31 01:10 PM	2011-12-31 01:33 PM		2011-12-31 02:00 PM	2011-12-31 01:56 PM	
