CO	CO-4237-EWR-DTW	Fri., Dec.16, 2011 12:17 p.m.	Fri., Dec.16, 2011 12:11 p.m.		Fri., Dec.16, 2011 2:24 p.m.	Fri., Dec.16, 2011 2:17 p.m.	
world-flight-tracker	UA-1141-EWR-BOS	2011-12-16 8:00 PM	2011-12-16 7:57 PM		2011-12-16 9:25 PM	2011-12-16 9:25 PM (Estimated)	
flightview	UA-1141-EWR-BOS	8:00 PM, Dec 16		Term C - C88	9:25 PM, Dec 16		Term A - A6
panynj	UA-1141-EWR-BOS	8:00 PM, Dec 16		Term C - C88	9:25 PM, Dec 16		Term A - A6
gofox	UA-1141-EWR-BOS	8:00 PM, Dec 16			9:25 PM, Dec 16		
foxbusiness	UA-1141-EWR-BOS	8:00 PM, Dec 16		Term C - C88	9:25 PM, Dec 16		Term A - A6
allegiantair	UA-1141-EWR-BOS	8:00 PM, Dec 16		Term C - C88	9:25 PM, Dec 16		Term A - A6
boston	UA-1141-EWR-BOS	8:00 PM, Dec 16	8:01 PM, Dec 16&nbsp(Estimated)		9:25 PM, Dec 16	8:36 PM, Dec 16&nbsp(Estimated)	
travelocity	UA-1141-EWR-BOS	Dec 16 - 8:00pm	Dec 16 - Contact Airline	Not provided by airline	Dec 16 - 9:25pm	Dec 16 - Contact Airline	Not provided by airline
orbitz	UA-1141-EWR-BOS	8:00pDec 16	7:57pDec 16	 C88	9:19pDec 16		 A6
weather	UA-1141-EWR-BOS	2011-12-16 08:00 PM			2011-12-16 09:25 PM		
ifly	UA-1141-EWR-BOS	2011-12-16 8:00 PM	2011-12-16 7:57 PM		2011-12-16 9:25 PM	2011-12-16 9:25 PM (Estimated)	
usatoday	UA-1141-EWR-BOS	8:00 PM, Dec 16	8:01 PM, Dec 16&nbsp(Estimated)		9:25 PM, Dec 16	8:36 PM, Dec 16&nbsp(Estimated)	
flightarrival	UA-1141-EWR-BOS	2011-12-16 08:00 PM			2011-12-16 09:25 PM		
ua	UA-271-DEN-ONT	Fri, Dec 16 9:35 PM	Fri, Dec 16 9:40 PM            Delayed	B36	Fri, Dec 16 10:57 PM	Fri, Dec 16 10:35 PM	HOLD
flightexplorer	UA-271-DEN-ONT		12/16/2011 9:52PM MST			12/16/2011 10:34PM PST	
airtravelcenter	UA-271-DEN-ONT		12/16/11 9:54 PM (-07:00)			12/16/11 10:40 PM (-08:00)	
myrateplan	UA-271-DEN-ONT		12/16/11 9:54 PM (-07:00)			12/16/11 10:40 PM (-08:00)	
helloflight	UA-271-DEN-ONT		12/16/11 9:54 PM (-07:00)			12/16/11 10:40 PM (-08:00)	
flytecomm	UA-271-DEN-ONT		12/16/11 9:54 PM (-07:00)			12/16/11 10:40 PM (-08:00)	
flightaware	UA-271-DEN-ONT	2011-12-16 09:35PM MST	2011-12-16 09:54PM MST	 B36 	2011-12-16 10:19PM PST	2011-12-16 10:33PM PST	
wunderground	UA-271-DEN-ONT	2011-12-16 09:35PM MST	2011-12-16 09:54PM MST	 B36 	2011-12-16 10:19PM PST	2011-12-16 10:33PM PST	
flights	UA-271-DEN-ONT		2011-12-16 09:40 PM	B36		2011-12-16 10:57 PM	
businesstravellogue	UA-271-DEN-ONT		2011-12-16 09:40 PM	B36		2011-12-16 10:57 PM	
flylouisville	UA-271-DEN-ONT		2011-12-16 09:40 PM	B36		2011-12-16 10:57 PM	
flightview	UA-271-DEN-ONT		9:54 PMDec 16			10:33 PMDec 16	
panynj	UA-271-DEN-ONT		9:54 PMDec 16			10:33 PMDec 16	
gofox	UA-271-DEN-ONT		9:54 PMDec 16			10:33 PMDec 16	
foxbusiness	UA-271-DEN-ONT		9:54 PMDec 16			10:33 PMDec 16	
allegiantair	UA-271-DEN-ONT		9:54 PMDec 16			10:33 PMDec 16	
boston	UA-271-DEN-ONT		9:54 PMDec 16			10:33 PMDec 16	
orbitz	UA-271-DEN-ONT	9:35pDec 16	9:40pDec 16	 B36	10:13pDec 16		 -
den	UA-271-DEN-ONT	2011-12-16 9:35 PM		B36			
mytripandmore	UA-271-DEN-ONT	9:35pDec 16	9:40pDec 16	 B36	10:13pDec 16		 -
flightarrival	UA-271-DEN-ONT		9:54 PMDec 16			10:33 PMDec 16	
aa	AA-177-JFK-SFO	December 16, 2011               05:40 PM    	December 16, 2011               05:38 PM    	 41	December 16, 2011               09:10 PM    	December 16, 2011               08:36 PM    	 56A    
flightexplorer	AA-177-JFK-SFO		12/16/2011 5:58PM EST			12/16/2011 8:28PM PST	
airtravelcenter	AA-177-JFK-SFO		12/16/11 5:58 PM (-05:00)			12/16/11 8:28 PM (-08:00)	
myrateplan	AA-177-JFK-SFO		12/16/11 5:58 PM (-05:00)			12/16/11 8:28 PM (-08:00)	
helloflight	AA-177-JFK-SFO		12/16/11 5:58 PM (-05:00)			12/16/11 8:28 PM (-08:00)	
flytecomm	AA-177-JFK-SFO		12/16/11 5:58 PM (-05:00)			12/16/11 8:28 PM (-08:00)	
flightaware	AA-177-JFK-SFO	2011-12-16 05:40PM EST	2011-12-16 05:58PM EST	 41 	2011-12-16 08:49PM PST	2011-12-16 08:33PM PST	 56A 
wunderground	AA-177-JFK-SFO	2011-12-16 05:40PM EST	2011-12-16 05:58PM EST	 41 	2011-12-16 08:49PM PST	2011-12-16 08:33PM PST	 56A 
flights	AA-177-JFK-SFO	05:40 PM  Fri 16-Dec-2011	05:38 PM  Fri 16-Dec-2011	C41	09:10 PM  Fri 16-Dec-2011	08:36 PM  Fri 16-Dec-2011	56A
businesstravellogue	AA-177-JFK-SFO	05:40 PM  Fri 16-Dec-2011	05:38 PM  Fri 16-Dec-2011	C41	09:10 PM  Fri 16-Dec-2011	08:36 PM  Fri 16-Dec-2011	56A
flylouisville	AA-177-JFK-SFO	05:40 PM  Fri 16-Dec-2011	05:38 PM  Fri 16-Dec-2011	C41	09:10 PM  Fri 16-Dec-2011	08:36 PM  Fri 16-Dec-2011	56A
flightstats	AA-177-JFK-SFO	2011-12-16 5:40 PM	2011-12-16 5:38 PM		2011-12-16 9:10 PM	2011-12-16 8:36 PM	
quicktrip	AA-177-JFK-SFO	2011-12-16 5:40 PM	2011-12-16 5:38 PM		2011-12-16 9:10 PM	2011-12-16 8:36 PM	
world-flight-tracker	AA-177-JFK-SFO	2011-12-16 5:40 PM	2011-12-16 5:38 PM		2011-12-16 9:10 PM	2011-12-16 8:36 PM	
flightview	AA-177-JFK-SFO	5:40 PM, Dec 16	5:58 PM, Dec 16	Terminal 8 - 41	9:10 PM, Dec 16	8:36 PM, Dec 16	Terminal 2 - 56A
panynj	AA-177-JFK-SFO	5:40 PM, Dec 16	5:58 PM, Dec 16	Terminal 8 - 41	9:10 PM, Dec 16	8:36 PM, Dec 16	Terminal 2 - 56A
gofox	AA-177-JFK-SFO	5:40 PM, Dec 16	5:58 PM, Dec 16		9:10 PM, Dec 16	8:36 PM, Dec 16	
foxbusiness	AA-177-JFK-SFO	5:40 PM, Dec 16	5:58 PM, Dec 16	Terminal 8 - 41	9:10 PM, Dec 16	8:36 PM, Dec 16	Terminal 2 - 56A
allegiantair	AA-177-JFK-SFO	5:40 PM, Dec 16	5:58 PM, Dec 16	Terminal 8 - 41	9:10 PM, Dec 16	8:36 PM, Dec 16	Terminal 2 - 56A
boston	AA-177-JFK-SFO	5:40 PM, Dec 16	5:58 PM, Dec 16		9:10 PM, Dec 16	8:34 PM, Dec 16	
travelocity	AA-177-JFK-SFO	Dec 16 - 5:40pm	Dec 16 - 5:38pm	41/8	Dec 16 - 9:10pm	Dec 16 - 8:36pm	56A
orbitz	AA-177-JFK-SFO	5:40pDec 16	5:38pDec 16	 41	9:10pDec 16	8:36pDec 16	 56A
weather	AA-177-JFK-SFO	2011-12-16 05:40 PM			2011-12-16 09:10 PM		
sfo	AA-177-JFK-SFO				2011-12-16 9:10 PM		56
ifly	AA-177-JFK-SFO	2011-12-16 5:40 PM	2011-12-16 5:38 PM		2011-12-16 9:10 PM	2011-12-16 8:36 PM	
ua	UA-6422-IAD-IAH	Fri, Dec 16 9:55 PM	Fri, Dec 16 9:55 PM	A2B	Sat, Dec 17 12:20 AM	Sat, Dec 17 12:20 AM	--
flightexplorer	UA-6422-IAD-IAH		12/15/2011 10:03PM EST			12/16/2011 12:09AM CST	
flightexplorer	UA-6422-IAD-IAH	12/16/2011 9:55PM EST			12/17/2011 12:20AM CST		
airtravelcenter	UA-6422-IAD-IAH	12/16/11 9:55 PM (-05:00)			12/17/11 12:20 AM (-06:00)		
myrateplan	UA-6422-IAD-IAH	12/16/11 9:55 PM (-05:00)			12/17/11 12:20 AM (-06:00)		
helloflight	UA-6422-IAD-IAH	12/16/11 9:55 PM (-05:00)			12/17/11 12:20 AM (-06:00)		
flytecomm	UA-6422-IAD-IAH	12/16/11 9:55 PM (-05:00)			12/17/11 12:20 AM (-06:00)		
flightaware	UA-6422-IAD-IAH	2011-12-16 09:55PM EST	2011-12-16 10:03PM EST	 A2B 	2011-12-16 02:00AM CST	2011-12-16 12:09AM CST	 C18 
wunderground	UA-6422-IAD-IAH	2011-12-16 09:55PM EST	2011-12-16 10:03PM EST	 A2B 	2011-12-16 02:00AM CST	2011-12-16 12:09AM CST	 C18 
flights	UA-6422-IAD-IAH	09:55 PM  Fri 16-Dec-2011			12:20 AM  Sat 17-Dec-2011		
businesstravellogue	UA-6422-IAD-IAH	09:55 PM  Fri 16-Dec-2011			12:20 AM  Sat 17-Dec-2011		
flylouisville	UA-6422-IAD-IAH	09:55 PM  Fri 16-Dec-2011			12:20 AM  Sat 17-Dec-2011		
flightstats	UA-6422-IAD-IAH	2011-12-16 9:55 PM	2011-12-16 10:03 PM (Estimated runway)		2011-12-16 12:20 AM	2011-12-16 11:57 PM (Estimated runway)	
quicktrip	UA-6422-IAD-IAH	2011-12-16 9:55 PM	2011-12-16 10:03 PM (Estimated runway)		2011-12-16 12:20 AM	2011-12-16 11:57 PM (Estimated runway)	
world-flight-tracker	UA-6422-IAD-IAH	2011-12-16 9:55 PM	2011-12-16 10:03 PM (Estimated runway)		2011-12-16 12:20 AM	2011-12-16 11:57 PM (Estimated runway)	
flightview	UA-6422-IAD-IAH	9:55 PM, Dec 16		A2B	12:20 AM, Dec 17		Terminal C
panynj	UA-6422-IAD-IAH	9:55 PM, Dec 16		A2B	12:20 AM, Dec 17		Terminal C
gofox	UA-6422-IAD-IAH	9:55 PM, Dec 16			12:20 AM, Dec 17		
foxbusiness	UA-6422-IAD-IAH	9:55 PM, Dec 16		A2B	12:20 AM, Dec 17		Terminal C
allegiantair	UA-6422-IAD-IAH	9:55 PM, Dec 16		A2B	12:20 AM, Dec 17		Terminal C
boston	UA-6422-IAD-IAH	9:55 PM, Dec 16	Not Available		12:20 AM, Dec 17	Not Available	
travelocity	UA-6422-IAD-IAH	Dec 16 - 9:55pm	Dec 16 - Not Available	A2B	Dec 16 - 12:20am	Dec 16 - Not Available	CHK
orbitz	UA-6422-IAD-IAH	9:55pDec 16		 A2B	12:20aDec 17		 -
weather	UA-6422-IAD-IAH	2011-12-16 09:55 PM			2011-12-16 12:20 AM		
iad	UA-6422-IAD-IAH	2011-12-16 21:55 	2011-12-16 21:54 				
ifly	UA-6422-IAD-IAH	2011-12-16 9:55 PM	2011-12-16 10:03 PM (Estimated runway)		2011-12-16 12:20 AM	2011-12-16 11:57 PM (Estimated runway)	
usatoday	UA-6422-IAD-IAH	9:55 PM, Dec 16	Not Available		12:20 AM, Dec 17	Not Available	
ua	UA-2439-FLL-CLT	Fri, Dec 16 5:10 PM	Fri, Dec 16 5:51 PM	E5	Fri, Dec 16 7:13 PM	Fri, Dec 16 7:46 PM	C6
airtravelcenter	UA-2439-FLL-CLT		12/16/11 6:12 PM (-05:00)			12/16/11 7:45 PM (-05:00)	
myrateplan	UA-2439-FLL-CLT		12/16/11 6:12 PM (-05:00)			12/16/11 7:45 PM (-05:00)	
helloflight	UA-2439-FLL-CLT		12/16/11 6:12 PM (-05:00)			12/16/11 7:45 PM (-05:00)	
flytecomm	UA-2439-FLL-CLT		12/16/11 6:12 PM (-05:00)			12/16/11 7:45 PM (-05:00)	
flights	UA-2439-FLL-CLT		2011-12-16 05:51 PM	E5		2011-12-16 07:46 PM	C6
businesstravellogue	UA-2439-FLL-CLT		2011-12-16 05:51 PM	E5		2011-12-16 07:46 PM	C6
flylouisville	UA-2439-FLL-CLT		2011-12-16 05:51 PM	E5		2011-12-16 07:46 PM	C6
flightstats	UA-2439-FLL-CLT	2011-12-16 5:10 PM	2011-12-16 5:51 PM		2011-12-16 7:13 PM	2011-12-16 7:46 PM	
quicktrip	UA-2439-FLL-CLT	2011-12-16 5:10 PM	2011-12-16 5:51 PM		2011-12-16 7:13 PM	2011-12-16 7:46 PM	
flightview	UA-2439-FLL-CLT		6:12 PMDec 16			7:43 PMDec 16	
panynj	UA-2439-FLL-CLT		6:12 PMDec 16			7:43 PMDec 16	
gofox	UA-2439-FLL-CLT		6:12 PMDec 16			7:43 PMDec 16	
foxbusiness	UA-2439-FLL-CLT		6:12 PMDec 16			7:43 PMDec 16	
allegiantair	UA-2439-FLL-CLT		6:12 PMDec 16			7:43 PMDec 16	
boston	UA-2439-FLL-CLT		6:12 PMDec 16			7:43 PMDec 16	
travelocity	UA-2439-FLL-CLT	Dec 16 - 5:10pm	Dec 16 - Contact Airline	Not provided by airline	Dec 16 - 7:13pm	Dec 16 - Contact Airline	Not provided by airline
orbitz	UA-2439-FLL-CLT	5:10pDec 16	5:51pDec 16	 -	7:13pDec 16	7:46pDec 16	 -
weather	UA-2439-FLL-CLT	2011-12-16 05:10 PM			2011-12-16 07:13 PM		
mytripandmore	UA-2439-FLL-CLT	5:10pDec 16	5:51pDec 16	 -	7:13pDec 16	7:46pDec 16	 -
ua	UA-3073-PHX-IAH	Fri, Dec 16 7:50 PM	Fri, Dec 16 7:50 PM            Delayed	A29	Fri, Dec 16 11:24 PM	Fri, Dec 16 11:21 PM	A18
airtravelcenter	UA-3073-PHX-IAH		12/16/11 8:06 PM (-07:00)			12/16/11 11:11 PM (-06:00)	
myrateplan	UA-3073-PHX-IAH		12/16/11 8:06 PM (-07:00)			12/16/11 11:11 PM (-06:00)	
helloflight	UA-3073-PHX-IAH		12/16/11 8:06 PM (-07:00)			12/16/11 11:11 PM (-06:00)	
flytecomm	UA-3073-PHX-IAH		12/16/11 8:06 PM (-07:00)			12/16/11 11:11 PM (-06:00)	
flightaware	UA-3073-PHX-IAH	2011-12-16 07:50PM MST	2011-12-16 08:06PM MST		2011-12-16 11:15PM CST	2011-12-16 11:11PM CST	
wunderground	UA-3073-PHX-IAH	2011-12-16 07:50PM MST	2011-12-16 08:06PM MST		2011-12-16 11:15PM CST	2011-12-16 11:11PM CST	
flights	UA-3073-PHX-IAH		2011-12-16 07:46 PM	A29		2011-12-16 11:18 PM	18
businesstravellogue	UA-3073-PHX-IAH		2011-12-16 07:46 PM	A29		2011-12-16 11:18 PM	18
flylouisville	UA-3073-PHX-IAH		2011-12-16 07:46 PM	A29		2011-12-16 11:18 PM	18
flightstats	UA-3073-PHX-IAH	2011-12-16 7:50 PM	2011-12-16 7:46 PM		2011-12-16 11:24 PM	2011-12-16 11:18 PM	
quicktrip	UA-3073-PHX-IAH	2011-12-16 7:50 PM	2011-12-16 7:46 PM		2011-12-16 11:24 PM	2011-12-16 11:18 PM	
flightview	UA-3073-PHX-IAH		8:06 PMDec 16			11:09 PMDec 16	
panynj	UA-3073-PHX-IAH		8:06 PMDec 16			11:09 PMDec 16	
gofox	UA-3073-PHX-IAH		8:06 PMDec 16			11:09 PMDec 16	
foxbusiness	UA-3073-PHX-IAH		8:06 PMDec 16			11:09 PMDec 16	
allegiantair	UA-3073-PHX-IAH		8:06 PMDec 16			11:09 PMDec 16	
boston	UA-3073-PHX-IAH		8:06 PMDec 16			11:09 PMDec 16	
orbitz	UA-3073-PHX-IAH	7:50pDec 16	7:46pDec 16	 A29	11:24pDec 16	11:18pDec 16	 A18
usatoday	UA-3073-PHX-IAH		8:06 PMDec 16			11:09 PMDec 16	
flightarrival	UA-3073-PHX-IAH	2011-12-16 7:50 PM	2011-12-16 7:46 PM		2011-12-16 11:24 PM	2011-12-16 11:18 PM	
aa	AA-1223-DFW-DEN	December 16, 2011               12:15 PM    	December 16, 2011               12:08 PM    	 C30	December 16, 2011               01:15 PM    	December 16, 2011               01:08 PM    	 A47    
flightexplorer	AA-1223-DFW-DEN		12/16/2011 12:23PM CST			12/16/2011 12:55PM MST	
airtravelcenter	AA-1223-DFW-DEN		12/16/11 12:21 PM (-06:00)			12/16/11 1:02 PM (-07:00)	
myrateplan	AA-1223-DFW-DEN		12/16/11 12:21 PM (-06:00)			12/16/11 1:02 PM (-07:00)	
helloflight	AA-1223-DFW-DEN		12/16/11 12:21 PM (-06:00)			12/16/11 1:02 PM (-07:00)	
flytecomm	AA-1223-DFW-DEN		12/16/11 12:21 PM (-06:00)			12/16/11 1:02 PM (-07:00)	
flightaware	AA-1223-DFW-DEN	2011-12-16 12:15PM CST	2011-12-16 12:23PM CST	 C30 	2011-12-16 01:06PM MST	2011-12-16 01:01PM MST	 A47 
wunderground	AA-1223-DFW-DEN	2011-12-16 12:15PM CST	2011-12-16 12:23PM CST	 C30 	2011-12-16 01:06PM MST	2011-12-16 01:01PM MST	 A47 
flights	AA-1223-DFW-DEN		2011-12-16 12:08 PM	C30		2011-12-16 01:08 PM	A47
businesstravellogue	AA-1223-DFW-DEN		2011-12-16 12:08 PM	C30		2011-12-16 01:08 PM	A47
flylouisville	AA-1223-DFW-DEN		2011-12-16 12:08 PM	C30		2011-12-16 01:08 PM	A47
flightstats	AA-1223-DFW-DEN	2011-12-16 12:15 PM	2011-12-16 12:08 PM		2011-12-16 1:15 PM	2011-12-16 1:08 PM	
quicktrip	AA-1223-DFW-DEN	2011-12-16 12:15 PM	2011-12-16 12:08 PM		2011-12-16 1:15 PM	2011-12-16 1:08 PM	
flightview	AA-1223-DFW-DEN		12:22 PMDec 16			1:06 PMDec 16	
panynj	AA-1223-DFW-DEN		12:22 PMDec 16			1:06 PMDec 16	
gofox	AA-1223-DFW-DEN		12:22 PMDec 16			1:06 PMDec 16	
foxbusiness	AA-1223-DFW-DEN		12:22 PMDec 16			1:06 PMDec 16	
allegiantair	AA-1223-DFW-DEN		12:22 PMDec 16			1:06 PMDec 16	
boston	AA-1223-DFW-DEN		12:22 PMDec 16			1:06 PMDec 16	
orbitz	AA-1223-DFW-DEN	12:15pDec 16	12:08pDec 16	 C30	1:15pDec 16	1:08pDec 16	 A47
den	AA-1223-DFW-DEN				2011-12-16 1:15 PM		A47
dfw	AA-1223-DFW-DEN	2011-12-16 12:15 pm		C30			
ifly	AA-1223-DFW-DEN	2011-12-16 12:15 PM	2011-12-16 12:08 PM		2011-12-16 1:15 PM	2011-12-16 1:08 PM	
usatoday	AA-1223-DFW-DEN		12:22 PMDec 16			1:06 PMDec 16	
flightwise	AA-1223-DFW-DEN	2011-12-16 12:15PM CST	2011-12-16 12:23PM CST	 C30 	2011-12-16 01:06PM MST	2011-12-16 01:01PM MST	 A47 
flightarrival	AA-1223-DFW-DEN	2011-12-16 12:15 PM	2011-12-16 12:08 PM		2011-12-16 1:15 PM	2011-12-16 1:08 PM	
aa	AA-119-EWR-LAX	December 16, 2011               06:15 PM    	December 16, 2011               06:39 PM    	 32	December 16, 2011               09:40 PM    	December 16, 2011     	 42B    
airtravelcenter	AA-119-EWR-LAX		12/16/11 7:11 PM (-05:00)			12/16/11 9:29 PM (-08:00)	
myrateplan	AA-119-EWR-LAX		12/16/11 7:11 PM (-05:00)			12/16/11 9:29 PM (-08:00)	
helloflight	AA-119-EWR-LAX		12/16/11 7:11 PM (-05:00)			12/16/11 9:29 PM (-08:00)	
flytecomm	AA-119-EWR-LAX		12/16/11 7:11 PM (-05:00)			12/16/11 9:29 PM (-08:00)	
flightaware	AA-119-EWR-LAX	2011-12-16 06:15PM EST	2011-12-16 07:11PM EST	 32 	2011-12-16 09:17PM PST	2011-12-16 09:33PM PST	 42B 
wunderground	AA-119-EWR-LAX	2011-12-16 06:15PM EST	2011-12-16 07:11PM EST	 32 	2011-12-16 09:17PM PST	2011-12-16 09:33PM PST	 42B 
flights	AA-119-EWR-LAX	06:15 PM  Fri 16-Dec-2011		32	09:40 PM  Fri 16-Dec-2011		46B
businesstravellogue	AA-119-EWR-LAX	06:15 PM  Fri 16-Dec-2011		32	09:40 PM  Fri 16-Dec-2011		46B
flylouisville	AA-119-EWR-LAX	06:15 PM  Fri 16-Dec-2011		32	09:40 PM  Fri 16-Dec-2011		46B
flightstats	AA-119-EWR-LAX	2011-12-16 6:15 PM	2011-12-16 6:39 PM		2011-12-16 9:40 PM	2011-12-16 9:40 PM (Estimated)	
quicktrip	AA-119-EWR-LAX	2011-12-16 6:15 PM	2011-12-16 6:39 PM		2011-12-16 9:40 PM	2011-12-16 9:40 PM (Estimated)	
world-flight-tracker	AA-119-EWR-LAX	2011-12-16 6:15 PM	2011-12-16 6:39 PM		2011-12-16 9:40 PM	2011-12-16 9:40 PM (Estimated)	
flightview	AA-119-EWR-LAX	6:15 PM, Dec 16	7:11 PM, Dec 16		9:40 PM, Dec 16		
panynj	AA-119-EWR-LAX	6:15 PM, Dec 16	7:11 PM, Dec 16		9:40 PM, Dec 16		
gofox	AA-119-EWR-LAX	6:15 PM, Dec 16	7:11 PM, Dec 16		9:40 PM, Dec 16		
foxbusiness	AA-119-EWR-LAX	6:15 PM, Dec 16	7:11 PM, Dec 16		9:40 PM, Dec 16		
allegiantair	AA-119-EWR-LAX	6:15 PM, Dec 16	7:11 PM, Dec 16		9:40 PM, Dec 16		
boston	AA-119-EWR-LAX	6:15 PM, Dec 16	7:11 PM, Dec 16		9:40 PM, Dec 16	9:35 PM, Dec 16&nbsp(Estimated)	
travelocity	AA-119-EWR-LAX	Dec 16 - 6:15pm	Dec 16 - 6:39pm	32/A	Dec 16 - 9:40pm	Dec 16 - 9:43pm*	42B/T4
orbitz	AA-119-EWR-LAX	6:15pDec 16	6:39pDec 16	 32	9:52pDec 16		 42B
weather	AA-119-EWR-LAX	2011-12-16 06:15 PM			2011-12-16 09:40 PM		
usatoday	AA-119-EWR-LAX	6:15 PM, Dec 16	7:11 PM, Dec 16		9:40 PM, Dec 16	9:35 PM, Dec 16&nbsp(Estimated)	
mytripandmore	AA-119-EWR-LAX	Dec 16 - 6:15pm	Dec 16 - 6:39pm	32/A	Dec 16 - 9:40pm	Dec 16 - 9:43pm*	42B/T4
flightarrival	AA-119-EWR-LAX	2011-12-16 06:15 PM			2011-12-16 09:40 PM		
aa	AA-1623-EWR-MIA	December 16, 2011               02:29 PM    	December 16, 2011               02:29 PM    	 34	December 16, 2011               05:39 PM    	December 16, 2011               05:31 PM    	 D4    
flightexplorer	AA-1623-EWR-MIA		12/16/2011 2:47PM EST			12/16/2011 5:26PM EST	
airtravelcenter	AA-1623-EWR-MIA		12/16/11 2:47 PM (-05:00)			12/16/11 5:26 PM (-05:00)	
myrateplan	AA-1623-EWR-MIA		12/16/11 2:47 PM (-05:00)			12/16/11 5:26 PM (-05:00)	
helloflight	AA-1623-EWR-MIA		12/16/11 2:47 PM (-05:00)			12/16/11 5:26 PM (-05:00)	
flytecomm	AA-1623-EWR-MIA		12/16/11 2:47 PM (-05:00)			12/16/11 5:26 PM (-05:00)	
flightaware	AA-1623-EWR-MIA	2011-12-16 02:29PM EST	2011-12-16 02:47PM EST	 34 	2011-12-16 05:23PM EST	2011-12-16 05:23PM EST	 D4 
wunderground	AA-1623-EWR-MIA	2011-12-16 02:29PM EST	2011-12-16 02:47PM EST	 34 	2011-12-16 05:23PM EST	2011-12-16 05:23PM EST	 D4 
flights	AA-1623-EWR-MIA	02:29 PM  Fri 16-Dec-2011	02:29 PM  Fri 16-Dec-2011	34	05:39 PM  Fri 16-Dec-2011	05:31 PM  Fri 16-Dec-2011	D4
businesstravellogue	AA-1623-EWR-MIA	02:29 PM  Fri 16-Dec-2011	02:29 PM  Fri 16-Dec-2011	34	05:39 PM  Fri 16-Dec-2011	05:31 PM  Fri 16-Dec-2011	D4
flylouisville	AA-1623-EWR-MIA	02:29 PM  Fri 16-Dec-2011	02:29 PM  Fri 16-Dec-2011	34	05:39 PM  Fri 16-Dec-2011	05:31 PM  Fri 16-Dec-2011	D4
world-flight-tracker	AA-1623-EWR-MIA	2011-12-16 2:29 PM	2011-12-16 2:29 PM		2011-12-16 5:39 PM	2011-12-16 5:31 PM	
flightview	AA-1623-EWR-MIA	2:29 PM, Dec 16	2:47 PM, Dec 16	34	5:39 PM, Dec 16	5:31 PM, Dec 16	Terminal D - D4
panynj	AA-1623-EWR-MIA	2:29 PM, Dec 16	2:47 PM, Dec 16	34	5:39 PM, Dec 16	5:31 PM, Dec 16	Terminal D - D4
gofox	AA-1623-EWR-MIA	2:29 PM, Dec 16	2:47 PM, Dec 16		5:39 PM, Dec 16	5:31 PM, Dec 16	
foxbusiness	AA-1623-EWR-MIA	2:29 PM, Dec 16	2:47 PM, Dec 16	34	5:39 PM, Dec 16	5:31 PM, Dec 16	Terminal D - D4
allegiantair	AA-1623-EWR-MIA	2:29 PM, Dec 16	2:47 PM, Dec 16	34	5:39 PM, Dec 16	5:31 PM, Dec 16	Terminal D - D4
boston	AA-1623-EWR-MIA	2:29 PM, Dec 16	2:47 PM, Dec 16		5:39 PM, Dec 16	5:24 PM, Dec 16	
travelocity	AA-1623-EWR-MIA	Dec 16 - 2:29pm	Dec 16 - 2:29pm	34/A	Dec 16 - 5:39pm	Dec 16 - 5:31pm	D4
orbitz	AA-1623-EWR-MIA	2:29pDec 16	2:29pDec 16	 34	5:39pDec 16	5:31pDec 16	 D4
weather	AA-1623-EWR-MIA	2011-12-16 02:29 PM			2011-12-16 05:39 PM		
mia	AA-1623-EWR-MIA				5:39P 12-16-11	2011-12-16  5:31P	
usatoday	AA-1623-EWR-MIA	2:29 PM, Dec 16	2:47 PM, Dec 16		5:39 PM, Dec 16	5:24 PM, Dec 16	
mytripandmore	AA-1623-EWR-MIA	2:29pDec 16	2:29pDec 16	 34	5:39pDec 16	5:31pDec 16	 D4
flightarrival	AA-1623-EWR-MIA	2:29 PM, Dec 16	2:47 PM, Dec 16		5:39 PM, Dec 16	5:24 PM, Dec 16	
aa	AA-1223-CLT-DFW	December 16, 2011               09:05 AM    	December 16, 2011               09:02 AM    	 A9	December 16, 2011               11:10 AM    	December 16, 2011               10:48 AM    	 C30    
flightexplorer	AA-1223-CLT-DFW		12/16/2011 9:13AM EST			12/16/2011 10:46AM CST	
airtravelcenter	AA-1223-CLT-DFW		12/16/11 9:13 AM (-05:00)			12/16/11 10:46 AM (-06:00)	
myrateplan	AA-1223-CLT-DFW		12/16/11 9:13 AM (-05:00)			12/16/11 10:46 AM (-06:00)	
helloflight	AA-1223-CLT-DFW		12/16/11 9:13 AM (-05:00)			12/16/11 10:46 AM (-06:00)	
flytecomm	AA-1223-CLT-DFW		12/16/11 9:13 AM (-05:00)			12/16/11 10:46 AM (-06:00)	
flights	AA-1223-CLT-DFW		2011-12-16 09:02 AM	A9		2011-12-16 10:48 AM	C30
businesstravellogue	AA-1223-CLT-DFW		2011-12-16 09:02 AM	A9		2011-12-16 10:48 AM	C30
flylouisville	AA-1223-CLT-DFW		2011-12-16 09:02 AM	A9		2011-12-16 10:48 AM	C30
flightview	AA-1223-CLT-DFW		9:13 AMDec 16			10:43 AMDec 16	
panynj	AA-1223-CLT-DFW		9:13 AMDec 16			10:43 AMDec 16	
gofox	AA-1223-CLT-DFW		9:13 AMDec 16			10:43 AMDec 16	
foxbusiness	AA-1223-CLT-DFW		9:13 AMDec 16			10:43 AMDec 16	
allegiantair	AA-1223-CLT-DFW		9:13 AMDec 16			10:43 AMDec 16	
