CO	CO-4237-EWR-DTW	Mon., Dec.19, 2011 12:17 p.m.	Mon., Dec.19, 2011 12:16 p.m.		Mon., Dec.19, 2011 2:24 p.m.	Mon., Dec.19, 2011 2:17 p.m.	
weather	AA-149-IAD-LAX	2011-12-19 08:15 AM	2011-12-19 08:32 AM		2011-12-19 11:10 AM	2011-12-19 10:40 AM	
ifly	AA-149-IAD-LAX	2011-12-19 8:15 AM	2011-12-19 8:16 AM		2011-12-19 11:10 AM	2011-12-19 10:46 AM	
usatoday	AA-149-IAD-LAX	2011-12-19 08:15 AM	2011-12-19 08:32 AM		2011-12-19 11:10 AM	2011-12-19 10:40 AM	
flightarrival	AA-149-IAD-LAX	8:15 AM, Dec 19	8:32 AM, Dec 19		11:10 AM, Dec 19	10:41 AM, Dec 19	
ua	UA-2802-MSP-PHX	Mon, Dec 19 7:15 AM	Mon, Dec 19 7:15 AM	C9	Mon, Dec 19 10:04 AM	Mon, Dec 19 10:17 AM	A3
airtravelcenter	UA-2802-MSP-PHX		12/19/11 7:40 AM (-06:00)			12/19/11 9:29 AM (-07:00)	
myrateplan	UA-2802-MSP-PHX		12/19/11 7:40 AM (-06:00)			12/19/11 9:29 AM (-07:00)	
helloflight	UA-2802-MSP-PHX		12/19/11 7:40 AM (-06:00)			12/19/11 9:29 AM (-07:00)	
flytecomm	UA-2802-MSP-PHX		12/19/11 7:40 AM (-06:00)			12/19/11 9:29 AM (-07:00)	
flightaware	UA-2802-MSP-PHX	2011-12-19 07:15AM CST	2011-12-19 07:42AM CST		2011-12-19 09:40AM MST	2011-12-19 09:38AM MST	
wunderground	UA-2802-MSP-PHX	2011-12-19 07:15AM CST	2011-12-19 07:42AM CST		2011-12-19 09:40AM MST	2011-12-19 09:38AM MST	
flights	UA-2802-MSP-PHX	07:15 AM  Mon 19-Dec-2011	07:11 AM  Mon 19-Dec-2011	C9	10:04 AM  Mon 19-Dec-2011	10:17 AM  Mon 19-Dec-2011	A3
businesstravellogue	UA-2802-MSP-PHX	07:15 AM  Mon 19-Dec-2011	07:11 AM  Mon 19-Dec-2011	C9	10:04 AM  Mon 19-Dec-2011	10:17 AM  Mon 19-Dec-2011	A3
flylouisville	UA-2802-MSP-PHX	07:15 AM  Mon 19-Dec-2011	07:11 AM  Mon 19-Dec-2011	C9	10:04 AM  Mon 19-Dec-2011	10:17 AM  Mon 19-Dec-2011	A3
flightstats	UA-2802-MSP-PHX	2011-12-19 7:15 AM	2011-12-19 7:11 AM		2011-12-19 10:04 AM	2011-12-19 10:17 AM	
quicktrip	UA-2802-MSP-PHX	2011-12-19 7:15 AM	2011-12-19 7:11 AM		2011-12-19 10:04 AM	2011-12-19 10:17 AM	
world-flight-tracker	UA-2802-MSP-PHX	2011-12-19 7:15 AM	2011-12-19 7:11 AM		2011-12-19 10:04 AM	2011-12-19 10:17 AM	
boston	UA-2802-MSP-PHX	7:15 AM, Dec 19	7:41 AM, Dec 19		10:04 AM, Dec 19	9:38 AM, Dec 19	
travelocity	UA-2802-MSP-PHX	Dec 19 - 7:15am	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 10:04am	Dec 19 - Contact Airline	Not provided by airline
orbitz	UA-2802-MSP-PHX	7:15aDec 19	7:11aDec 19	 -	10:04aDec 19	10:17aDec 19	 -
weather	UA-2802-MSP-PHX	2011-12-19 07:15 AM			2011-12-19 10:04 AM		
ifly	UA-2802-MSP-PHX	2011-12-19 7:15 AM	2011-12-19 7:11 AM		2011-12-19 10:04 AM	2011-12-19 10:17 AM	
usatoday	UA-2802-MSP-PHX	2011-12-19 7:15 AM	2011-12-19 7:11 AM		2011-12-19 10:04 AM	2011-12-19 10:17 AM	
mytripandmore	UA-2802-MSP-PHX	Dec 19 - 7:15am	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 10:04am	Dec 19 - Contact Airline	Not provided by airline
flightwise	UA-2802-MSP-PHX	2011-12-19 07:15AM CST	2011-12-19 07:42AM CST		2011-12-19 09:40AM MST	2011-12-19 09:38AM MST	
flightarrival	UA-2802-MSP-PHX	2011-12-19 07:15 AM			2011-12-19 10:04 AM		
ua	UA-4685-YQM-EWR	Mon, Dec 19 2:40 PM	Mon, Dec 19 2:38 PM            On Time	--	Mon, Dec 19 3:58 PM	Mon, Dec 19 3:58 PM	C136
airtravelcenter	UA-4685-YQM-EWR	12/19/11 2:40 PM (-04:00)			12/19/11 3:58 PM (-05:00)		
myrateplan	UA-4685-YQM-EWR	12/19/11 2:40 PM (-04:00)			12/19/11 3:58 PM (-05:00)		
helloflight	UA-4685-YQM-EWR	12/19/11 2:40 PM (-04:00)			12/19/11 3:58 PM (-05:00)		
flytecomm	UA-4685-YQM-EWR	12/19/11 2:40 PM (-04:00)			12/19/11 3:58 PM (-05:00)		
flights	UA-4685-YQM-EWR		2011-12-19 02:38 PM			2011-12-19 03:58 PM	136
businesstravellogue	UA-4685-YQM-EWR		2011-12-19 02:38 PM			2011-12-19 03:58 PM	136
flylouisville	UA-4685-YQM-EWR		2011-12-19 02:38 PM			2011-12-19 03:58 PM	136
flightview	UA-4685-YQM-EWR		2:44 PMDec 19			3:58 PMDec 19	
panynj	UA-4685-YQM-EWR		2:44 PMDec 19			3:58 PMDec 19	
gofox	UA-4685-YQM-EWR		2:44 PMDec 19			3:58 PMDec 19	
foxbusiness	UA-4685-YQM-EWR		2:44 PMDec 19			3:58 PMDec 19	
allegiantair	UA-4685-YQM-EWR		2:44 PMDec 19			3:58 PMDec 19	
boston	UA-4685-YQM-EWR		2:44 PMDec 19			3:49 PMDec 19	
orbitz	UA-4685-YQM-EWR	2:40pDec 19	2:38pDec 19	 -	3:58pDec 19	3:58pDec 19	 -
usatoday	UA-4685-YQM-EWR		2:44 PMDec 19			3:49 PMDec 19	
ua	UA-854-SFO-IAH	Mon, Dec 19 7:35 AM	Mon, Dec 19 7:31 AM	100	Mon, Dec 19 1:30 PM	Mon, Dec 19 1:34 PM	C16
flightexplorer	UA-854-SFO-IAH		12/19/2011 8:03AM PST			12/19/2011 1:25PM CST	
airtravelcenter	UA-854-SFO-IAH		12/19/11 8:05 AM (-08:00)			12/19/11 1:25 PM (-06:00)	
myrateplan	UA-854-SFO-IAH		12/19/11 8:05 AM (-08:00)			12/19/11 1:25 PM (-06:00)	
helloflight	UA-854-SFO-IAH		12/19/11 8:05 AM (-08:00)			12/19/11 1:25 PM (-06:00)	
flytecomm	UA-854-SFO-IAH		12/19/11 8:05 AM (-08:00)			12/19/11 1:25 PM (-06:00)	
flights	UA-854-SFO-IAH		2011-12-19 07:31 AM	G100		2011-12-19 01:34 PM	16
businesstravellogue	UA-854-SFO-IAH		2011-12-19 07:31 AM	G100		2011-12-19 01:34 PM	16
flylouisville	UA-854-SFO-IAH		2011-12-19 07:31 AM	G100		2011-12-19 01:34 PM	16
flightstats	UA-854-SFO-IAH	2011-12-19 7:35 AM	2011-12-19 7:31 AM		2011-12-19 1:30 PM	2011-12-19 1:34 PM	
quicktrip	UA-854-SFO-IAH	2011-12-19 7:35 AM	2011-12-19 7:31 AM		2011-12-19 1:30 PM	2011-12-19 1:34 PM	
flightview	UA-854-SFO-IAH		8:05 AMDec 19			1:34 PMDec 19	
panynj	UA-854-SFO-IAH		8:05 AMDec 19			1:34 PMDec 19	
gofox	UA-854-SFO-IAH		8:05 AMDec 19			1:34 PMDec 19	
foxbusiness	UA-854-SFO-IAH		8:05 AMDec 19			1:34 PMDec 19	
allegiantair	UA-854-SFO-IAH		8:05 AMDec 19			1:34 PMDec 19	
boston	UA-854-SFO-IAH		8:05 AMDec 19			1:29 PMDec 19	
travelocity	UA-854-SFO-IAH	Dec 19 - Not Available	Dec 19 - 8:04am	100	Dec 19 - Not Available	Dec 19 - 1:34pm	C16
orbitz	UA-854-SFO-IAH	7:35aDec 19	7:31aDec 19	 100	1:30pDec 19	1:34pDec 19	 C16
weather	UA-854-SFO-IAH	2011-12-19 07:35 AM	2011-12-19 08:05 AM		2011-12-19 01:30 PM	2011-12-19 01:25 PM	
usatoday	UA-854-SFO-IAH	2011-12-19 7:35 AM	2011-12-19 7:31 AM		2011-12-19 1:30 PM	2011-12-19 1:34 PM	
mytripandmore	UA-854-SFO-IAH	7:35aDec 19	7:31aDec 19	 100	1:30pDec 19	1:34pDec 19	 C16
ua	UA-898-PEK-IAD	Mon, Dec 19 6:25 PM	Mon, Dec 19 6:18 PM	E28	Mon, Dec 19 6:45 PM	Mon, Dec 19 6:26 PM	C4
airtravelcenter	UA-898-PEK-IAD		12/19/11 6:40 PM (+08:00)			12/19/11 6:27 PM (-05:00)	
myrateplan	UA-898-PEK-IAD		12/19/11 6:40 PM (+08:00)			12/19/11 6:27 PM (-05:00)	
helloflight	UA-898-PEK-IAD		12/19/11 6:40 PM (+08:00)			12/19/11 6:27 PM (-05:00)	
flytecomm	UA-898-PEK-IAD		12/19/11 6:40 PM (+08:00)			12/19/11 6:27 PM (-05:00)	
flights	UA-898-PEK-IAD		2011-12-19 06:18 PM	E28		2011-12-19 06:26 PM	C4
businesstravellogue	UA-898-PEK-IAD		2011-12-19 06:18 PM	E28		2011-12-19 06:26 PM	C4
flylouisville	UA-898-PEK-IAD		2011-12-19 06:18 PM	E28		2011-12-19 06:26 PM	C4
flightview	UA-898-PEK-IAD		6:40 PMDec 19			6:26 PMDec 19	
panynj	UA-898-PEK-IAD		6:40 PMDec 19			6:26 PMDec 19	
gofox	UA-898-PEK-IAD		6:40 PMDec 19			6:26 PMDec 19	
foxbusiness	UA-898-PEK-IAD		6:40 PMDec 19			6:26 PMDec 19	
allegiantair	UA-898-PEK-IAD		6:40 PMDec 19			6:26 PMDec 19	
boston	UA-898-PEK-IAD		6:40 PMDec 19			6:26 PMDec 19	
travelocity	UA-898-PEK-IAD	Dec 19 - Not Available	Dec 19 - 6:40pm	E28	Dec 19 - Not Available	Dec 19 - 6:26pm	CHK
orbitz	UA-898-PEK-IAD	6:25pDec 19	6:18pDec 19	 E28	6:45pDec 19	6:26pDec 19	 C4
weather	UA-898-PEK-IAD	2011-12-19 06:25 PM			2011-12-19 06:45 PM		
usatoday	UA-898-PEK-IAD	2011-12-19 06:25 PM			2011-12-19 06:45 PM		
CO	CO-63-EWR-IAH	Mon., Dec.19, 2011 5:25 p.m.	Mon., Dec.19, 2011 5:25 p.m.		Mon., Dec.19, 2011 8:30 p.m.	Mon., Dec.19, 2011 8:35 p.m.	
airtravelcenter	CO-63-EWR-IAH	12/19/11 5:25 PM (-05:00)			12/19/11 8:30 PM (-06:00)		
myrateplan	CO-63-EWR-IAH	12/19/11 5:25 PM (-05:00)			12/19/11 8:30 PM (-06:00)		
helloflight	CO-63-EWR-IAH	12/19/11 5:25 PM (-05:00)			12/19/11 8:30 PM (-06:00)		
flytecomm	CO-63-EWR-IAH	12/19/11 5:25 PM (-05:00)			12/19/11 8:30 PM (-06:00)		
flightaware	CO-63-EWR-IAH	2011-12-19 05:25PM EST	2011-12-19 05:36PM EST	 C81 	2011-12-19 08:24PM CST	2011-12-19 08:03PM CST	 43 
wunderground	CO-63-EWR-IAH	2011-12-19 05:25PM EST	2011-12-19 05:36PM EST	 C81 	2011-12-19 08:24PM CST	2011-12-19 08:03PM CST	 43 
flights	CO-63-EWR-IAH		2011-12-19 05:25 PM	81		2011-12-19 08:35 PM	43
businesstravellogue	CO-63-EWR-IAH		2011-12-19 05:25 PM	81		2011-12-19 08:35 PM	43
flylouisville	CO-63-EWR-IAH		2011-12-19 05:25 PM	81		2011-12-19 08:35 PM	43
flightstats	CO-63-EWR-IAH	2011-12-19 5:25 PM	2011-12-19 5:25 PM		2011-12-19 8:30 PM	2011-12-19 8:35 PM	
quicktrip	CO-63-EWR-IAH	2011-12-19 5:25 PM	2011-12-19 5:25 PM		2011-12-19 8:30 PM	2011-12-19 8:35 PM	
flightview	CO-63-EWR-IAH		5:36 PMDec 19			8:35 PMDec 19	
panynj	CO-63-EWR-IAH		5:36 PMDec 19			8:35 PMDec 19	
gofox	CO-63-EWR-IAH		5:36 PMDec 19			8:35 PMDec 19	
foxbusiness	CO-63-EWR-IAH		5:36 PMDec 19			8:35 PMDec 19	
allegiantair	CO-63-EWR-IAH		5:36 PMDec 19			8:35 PMDec 19	
boston	CO-63-EWR-IAH		5:36 PMDec 19			8:19 PMDec 19	
orbitz	CO-63-EWR-IAH	5:25pDec 19	5:25pDec 19	 C81	8:30pDec 19	8:35pDec 19	 43
ifly	CO-63-EWR-IAH	2011-12-19 5:25 PM	2011-12-19 5:25 PM		2011-12-19 8:30 PM	2011-12-19 8:35 PM	
mytripandmore	CO-63-EWR-IAH	5:25pDec 19	5:25pDec 19	 C81	8:30pDec 19	8:35pDec 19	 43
ua	UA-2464-CLT-DFW	Mon, Dec 19 11:19 AM	Mon, Dec 19 11:19 AM            Delayed	B12	Mon, Dec 19 1:08 PM	Mon, Dec 19 1:06 PM	E36
airtravelcenter	UA-2464-CLT-DFW		12/19/11 11:32 AM (-05:00)			12/19/11 12:46 PM (-06:00)	
myrateplan	UA-2464-CLT-DFW		12/19/11 11:32 AM (-05:00)			12/19/11 12:46 PM (-06:00)	
helloflight	UA-2464-CLT-DFW		12/19/11 11:32 AM (-05:00)			12/19/11 12:46 PM (-06:00)	
flytecomm	UA-2464-CLT-DFW		12/19/11 11:32 AM (-05:00)			12/19/11 12:46 PM (-06:00)	
flightaware	UA-2464-CLT-DFW	2011-12-19 11:19AM EST	2011-12-19 11:32AM EST		2011-12-19 12:50PM CST	2011-12-19 12:46PM CST	
wunderground	UA-2464-CLT-DFW	2011-12-19 11:19AM EST	2011-12-19 11:32AM EST		2011-12-19 12:50PM CST	2011-12-19 12:46PM CST	
flights	UA-2464-CLT-DFW		2011-12-19 11:19 AM	B12		2011-12-19 01:06 PM	E36
businesstravellogue	UA-2464-CLT-DFW		2011-12-19 11:19 AM	B12		2011-12-19 01:06 PM	E36
flylouisville	UA-2464-CLT-DFW		2011-12-19 11:19 AM	B12		2011-12-19 01:06 PM	E36
flightstats	UA-2464-CLT-DFW	2011-12-19 11:19 AM	2011-12-19 11:19 AM		2011-12-19 1:08 PM	2011-12-19 1:06 PM	
quicktrip	UA-2464-CLT-DFW	2011-12-19 11:19 AM	2011-12-19 11:19 AM		2011-12-19 1:08 PM	2011-12-19 1:06 PM	
flightview	UA-2464-CLT-DFW		11:32 AMDec 19			1:01 PMDec 19	
panynj	UA-2464-CLT-DFW		11:32 AMDec 19			1:01 PMDec 19	
gofox	UA-2464-CLT-DFW		11:32 AMDec 19			1:01 PMDec 19	
foxbusiness	UA-2464-CLT-DFW		11:32 AMDec 19			1:01 PMDec 19	
allegiantair	UA-2464-CLT-DFW		11:32 AMDec 19			1:01 PMDec 19	
boston	UA-2464-CLT-DFW		11:32 AMDec 19			1:01 PMDec 19	
orbitz	UA-2464-CLT-DFW	11:19aDec 19	11:19aDec 19	 -	1:08pDec 19	1:06pDec 19	 -
usatoday	UA-2464-CLT-DFW		11:32 AMDec 19			1:01 PMDec 19	
mytripandmore	UA-2464-CLT-DFW	11:19aDec 19	11:19aDec 19	 -	1:08pDec 19	1:06pDec 19	 -
flightarrival	UA-2464-CLT-DFW		11:32 AMDec 19			1:01 PMDec 19	
ua	UA-5566-SFO-EUG	Mon, Dec 19 8:30 PM	Mon, Dec 19 8:30 PM	78A	Mon, Dec 19 10:07 PM	Mon, Dec 19 10:07 PM	--
flightexplorer	UA-5566-SFO-EUG	12/19/2011 8:30PM PST			12/19/2011 10:07PM PST		
airtravelcenter	UA-5566-SFO-EUG		12/19/11 8:41 PM (-08:00)			12/19/11 9:51 PM (-08:00)	
myrateplan	UA-5566-SFO-EUG		12/19/11 8:41 PM (-08:00)			12/19/11 9:51 PM (-08:00)	
helloflight	UA-5566-SFO-EUG		12/19/11 8:41 PM (-08:00)			12/19/11 9:51 PM (-08:00)	
flytecomm	UA-5566-SFO-EUG		12/19/11 8:41 PM (-08:00)			12/19/11 9:51 PM (-08:00)	
flightaware	UA-5566-SFO-EUG	2011-12-19 08:30PM PST	2011-12-19 09:20PM PST	 71 	2011-12-19 09:35PM PST	2011-12-19 10:31PM PST	
wunderground	UA-5566-SFO-EUG	2011-12-19 08:30PM PST	2011-12-19 09:20PM PST	 71 	2011-12-19 09:35PM PST	2011-12-19 10:31PM PST	
flights	UA-5566-SFO-EUG	08:30 PM  Mon 19-Dec-2011			10:07 PM  Mon 19-Dec-2011		
businesstravellogue	UA-5566-SFO-EUG	08:30 PM  Mon 19-Dec-2011			10:07 PM  Mon 19-Dec-2011		
flylouisville	UA-5566-SFO-EUG	08:30 PM  Mon 19-Dec-2011			10:07 PM  Mon 19-Dec-2011		
world-flight-tracker	UA-5566-SFO-EUG	2011-12-19 8:30 PM	2011-12-19 8:41 PM (Estimated runway)		2011-12-19 10:07 PM	2011-12-19 9:51 PM (Estimated runway)	
flightview	UA-5566-SFO-EUG	8:30 PM, Dec 19			10:07 PM, Dec 19		
panynj	UA-5566-SFO-EUG	8:30 PM, Dec 19			10:07 PM, Dec 19		
gofox	UA-5566-SFO-EUG	8:30 PM, Dec 19			10:07 PM, Dec 19		
foxbusiness	UA-5566-SFO-EUG	8:30 PM, Dec 19			10:07 PM, Dec 19		
allegiantair	UA-5566-SFO-EUG	8:30 PM, Dec 19			10:07 PM, Dec 19		
boston	UA-5566-SFO-EUG	8:30 PM, Dec 19	Not Available		10:07 PM, Dec 19	Not Available	
travelocity	UA-5566-SFO-EUG	Dec 19 - 8:30pm	Dec 19 - Not Available	78A	Dec 19 - 10:07pm	Dec 19 - Not Available	CHK
orbitz	UA-5566-SFO-EUG	8:30pDec 19		 78A	10:07pDec 19		 -
flightwise	UA-5566-SFO-EUG	2011-12-19 08:30PM PST	2011-12-19 09:20PM PST	 71 	2011-12-19 09:35PM PST	2011-12-19 10:31PM PST	
ua	UA-1430-PBI-EWR	Mon, Dec 19 11:39 AM	Mon, Dec 19 11:45 AM            Delayed	B4	Mon, Dec 19 2:30 PM	Mon, Dec 19 2:58 PM	C82
flightexplorer	UA-1430-PBI-EWR		12/19/2011 12:10PM EST			12/19/2011 2:48PM EST	
airtravelcenter	UA-1430-PBI-EWR	12/19/11 11:39 AM (-05:00)			12/19/11 2:30 PM (-05:00)		
myrateplan	UA-1430-PBI-EWR	12/19/11 11:39 AM (-05:00)			12/19/11 2:30 PM (-05:00)		
helloflight	UA-1430-PBI-EWR	12/19/11 11:39 AM (-05:00)			12/19/11 2:30 PM (-05:00)		
flytecomm	UA-1430-PBI-EWR	12/19/11 11:39 AM (-05:00)			12/19/11 2:30 PM (-05:00)		
flights	UA-1430-PBI-EWR		2011-12-19 11:45 AM	B4		2011-12-19 02:58 PM	96
businesstravellogue	UA-1430-PBI-EWR		2011-12-19 11:45 AM	B4		2011-12-19 02:58 PM	96
flylouisville	UA-1430-PBI-EWR		2011-12-19 11:45 AM	B4		2011-12-19 02:58 PM	96
flightview	UA-1430-PBI-EWR		12:12 PMDec 19			2:58 PMDec 19	
panynj	UA-1430-PBI-EWR		12:12 PMDec 19			2:58 PMDec 19	
gofox	UA-1430-PBI-EWR		12:12 PMDec 19			2:58 PMDec 19	
foxbusiness	UA-1430-PBI-EWR		12:12 PMDec 19			2:58 PMDec 19	
allegiantair	UA-1430-PBI-EWR		12:12 PMDec 19			2:58 PMDec 19	
boston	UA-1430-PBI-EWR		12:12 PMDec 19			2:49 PMDec 19	
orbitz	UA-1430-PBI-EWR	11:39aDec 19	11:45aDec 19	 B4	2:30pDec 19	2:58pDec 19	 C96
mytripandmore	UA-1430-PBI-EWR	11:39aDec 19	11:45aDec 19	 B4	2:30pDec 19	2:58pDec 19	 C96
flightarrival	UA-1430-PBI-EWR		12:12 PMDec 19			2:49 PMDec 19	
aa	AA-3739-ORD-EWR	December 19, 2011               09:30 AM    	December 19, 2011               09:25 AM    	 H1A	December 19, 2011               12:30 PM    	December 19, 2011               12:19 PM    	 30    
flightexplorer	AA-3739-ORD-EWR		12/19/2011 9:48AM CST			12/19/2011 12:16PM EST	
airtravelcenter	AA-3739-ORD-EWR		12/19/11 9:46 AM (-06:00)			12/19/11 12:16 PM (-05:00)	
myrateplan	AA-3739-ORD-EWR		12/19/11 9:46 AM (-06:00)			12/19/11 12:16 PM (-05:00)	
helloflight	AA-3739-ORD-EWR		12/19/11 9:46 AM (-06:00)			12/19/11 12:16 PM (-05:00)	
flytecomm	AA-3739-ORD-EWR		12/19/11 9:46 AM (-06:00)			12/19/11 12:16 PM (-05:00)	
flightaware	AA-3739-ORD-EWR	2011-12-19 09:30AM CST	2011-12-19 09:48AM CST	 H1A 	2011-12-19 12:10PM EST	2011-12-19 12:13PM EST	 30 
wunderground	AA-3739-ORD-EWR	2011-12-19 09:30AM CST	2011-12-19 09:48AM CST	 H1A 	2011-12-19 12:10PM EST	2011-12-19 12:13PM EST	 30 
flights	AA-3739-ORD-EWR	09:30 AM  Mon 19-Dec-2011	09:25 AM  Mon 19-Dec-2011	H1A	12:30 PM  Mon 19-Dec-2011	12:19 PM  Mon 19-Dec-2011	30
businesstravellogue	AA-3739-ORD-EWR	09:30 AM  Mon 19-Dec-2011	09:25 AM  Mon 19-Dec-2011	H1A	12:30 PM  Mon 19-Dec-2011	12:19 PM  Mon 19-Dec-2011	30
flylouisville	AA-3739-ORD-EWR	09:30 AM  Mon 19-Dec-2011	09:25 AM  Mon 19-Dec-2011	H1A	12:30 PM  Mon 19-Dec-2011	12:19 PM  Mon 19-Dec-2011	30
flightstats	AA-3739-ORD-EWR	2011-12-19 9:30 AM	2011-12-19 9:25 AM		2011-12-19 12:30 PM	2011-12-19 12:19 PM	
quicktrip	AA-3739-ORD-EWR	2011-12-19 9:30 AM	2011-12-19 9:25 AM		2011-12-19 12:30 PM	2011-12-19 12:19 PM	
world-flight-tracker	AA-3739-ORD-EWR	2011-12-19 9:30 AM	2011-12-19 9:25 AM		2011-12-19 12:30 PM	2011-12-19 12:19 PM	
flightview	AA-3739-ORD-EWR	9:30 AM, Dec 19	9:48 AM, Dec 19	H1A	12:30 PM, Dec 19	12:13 PM, Dec 19	Terminal A
panynj	AA-3739-ORD-EWR	9:30 AM, Dec 19	9:48 AM, Dec 19	H1A	12:30 PM, Dec 19	12:13 PM, Dec 19	Terminal A
gofox	AA-3739-ORD-EWR	9:30 AM, Dec 19	9:48 AM, Dec 19		12:30 PM, Dec 19	12:13 PM, Dec 19	
foxbusiness	AA-3739-ORD-EWR	9:30 AM, Dec 19	9:48 AM, Dec 19	H1A	12:30 PM, Dec 19	12:13 PM, Dec 19	Terminal A
allegiantair	AA-3739-ORD-EWR	9:30 AM, Dec 19	9:48 AM, Dec 19	H1A	12:30 PM, Dec 19	12:13 PM, Dec 19	Terminal A
boston	AA-3739-ORD-EWR	9:30 AM, Dec 19	9:48 AM, Dec 19		12:30 PM, Dec 19	12:13 PM, Dec 19	
travelocity	AA-3739-ORD-EWR	Dec 19 - 9:30am	Dec 19 - 9:25am	H1A/T3	Dec 19 - 12:30pm	Dec 19 - 12:19pm	30/A
orbitz	AA-3739-ORD-EWR	9:30aDec 19	9:25aDec 19	 H1A	12:30pDec 19	12:19pDec 19	 30
weather	AA-3739-ORD-EWR	2011-12-19 09:30 AM			2011-12-19 12:30 PM		
ord	AA-3739-ORD-EWR	2011-12-19 9:30 AM		H1A	2011-12-19 12:30 PM		30
usatoday	AA-3739-ORD-EWR	9:30 AM, Dec 19	9:48 AM, Dec 19		12:30 PM, Dec 19	12:13 PM, Dec 19	
flightwise	AA-3739-ORD-EWR	2011-12-19 09:30AM CST	2011-12-19 09:48AM CST	 H1A 	2011-12-19 12:10PM EST	2011-12-19 12:13PM EST	 30 
aa	AA-1721-MIA-MBJ	December 19, 2011               09:30 AM    	December 19, 2011               09:32 AM    	 D41	December 19, 2011               11:05 AM    	December 19, 2011               11:00 AM    	 17    
airtravelcenter	AA-1721-MIA-MBJ		12/19/11 9:43 AM (-05:00)			12/19/11 10:57 AM (-05:00)	
myrateplan	AA-1721-MIA-MBJ		12/19/11 9:43 AM (-05:00)			12/19/11 10:57 AM (-05:00)	
helloflight	AA-1721-MIA-MBJ		12/19/11 9:43 AM (-05:00)			12/19/11 10:57 AM (-05:00)	
flytecomm	AA-1721-MIA-MBJ		12/19/11 9:43 AM (-05:00)			12/19/11 10:57 AM (-05:00)	
flights	AA-1721-MIA-MBJ	09:30 AM  Mon 19-Dec-2011	09:32 AM  Mon 19-Dec-2011	D41	11:05 AM  Mon 19-Dec-2011	11:00 AM  Mon 19-Dec-2011	17
businesstravellogue	AA-1721-MIA-MBJ	09:30 AM  Mon 19-Dec-2011	09:32 AM  Mon 19-Dec-2011	D41	11:05 AM  Mon 19-Dec-2011	11:00 AM  Mon 19-Dec-2011	17
flylouisville	AA-1721-MIA-MBJ	09:30 AM  Mon 19-Dec-2011	09:32 AM  Mon 19-Dec-2011	D41	11:05 AM  Mon 19-Dec-2011	11:00 AM  Mon 19-Dec-2011	17
world-flight-tracker	AA-1721-MIA-MBJ	2011-12-19 9:30 AM	2011-12-19 9:32 AM		2011-12-19 11:05 AM	2011-12-19 11:00 AM	
flightview	AA-1721-MIA-MBJ	9:30 AM, Dec 19	9:43 AM, Dec 19		11:05 AM, Dec 19	10:51 AM, Dec 19	
panynj	AA-1721-MIA-MBJ	9:30 AM, Dec 19	9:43 AM, Dec 19		11:05 AM, Dec 19	10:51 AM, Dec 19	
gofox	AA-1721-MIA-MBJ	9:30 AM, Dec 19	9:43 AM, Dec 19		11:05 AM, Dec 19	10:51 AM, Dec 19	
foxbusiness	AA-1721-MIA-MBJ	9:30 AM, Dec 19	9:43 AM, Dec 19		11:05 AM, Dec 19	10:51 AM, Dec 19	
allegiantair	AA-1721-MIA-MBJ	9:30 AM, Dec 19	9:43 AM, Dec 19		11:05 AM, Dec 19	10:51 AM, Dec 19	
boston	AA-1721-MIA-MBJ	9:30 AM, Dec 19	9:43 AM, Dec 19		11:05 AM, Dec 19	10:51 AM, Dec 19	
travelocity	AA-1721-MIA-MBJ	Dec 19 - 9:30am	Dec 19 - 9:32am	D41	Dec 19 - 11:05am	Dec 19 - 11:00am	17
orbitz	AA-1721-MIA-MBJ	9:30aDec 19	9:32aDec 19	 D41	11:05aDec 19	11:00aDec 19	 17
weather	AA-1721-MIA-MBJ	2011-12-19 09:30 AM			2011-12-19 11:05 AM		
usatoday	AA-1721-MIA-MBJ	2011-12-19 09:30 AM			2011-12-19 11:05 AM		
flightarrival	AA-1721-MIA-MBJ	2011-12-19 09:30 AM			2011-12-19 11:05 AM		
aa	AA-4163-DTW-ORD	December 19, 2011               05:05 PM    	December 19, 2011               04:54 PM    	 D28	December 19, 2011               05:35 PM    	December 19, 2011               05:13 PM    	 H1A    
flightexplorer	AA-4163-DTW-ORD		12/19/2011 5:12PM EST			12/19/2011 5:05PM CST	
airtravelcenter	AA-4163-DTW-ORD	12/19/11 5:05 PM (-05:00)			12/19/11 5:35 PM (-06:00)		
myrateplan	AA-4163-DTW-ORD	12/19/11 5:05 PM (-05:00)			12/19/11 5:35 PM (-06:00)		
helloflight	AA-4163-DTW-ORD	12/19/11 5:05 PM (-05:00)			12/19/11 5:35 PM (-06:00)		
flytecomm	AA-4163-DTW-ORD	12/19/11 5:05 PM (-05:00)			12/19/11 5:35 PM (-06:00)		
flightaware	AA-4163-DTW-ORD	2011-12-19 05:05PM EST	2011-12-19 05:12PM EST	 D28 	2011-12-19 05:20PM CST	2011-12-19 05:02PM CST	 H1A 
wunderground	AA-4163-DTW-ORD	2011-12-19 05:05PM EST	2011-12-19 05:12PM EST	 D28 	2011-12-19 05:20PM CST	2011-12-19 05:02PM CST	 H1A 
