CO	CO-4237-EWR-DTW	Thu., Dec.22, 2011 12:17 p.m.	Thu., Dec.22, 2011 12:16 p.m.		Thu., Dec.22, 2011 2:24 p.m.	Thu., Dec.22, 2011 2:20 p.m.	
businesstravellogue	AA-3822-DEN-LAX	04:40 PM  Thu 22-Dec-2011		A49	06:20 PM  Thu 22-Dec-2011		44
flylouisville	AA-3822-DEN-LAX	04:40 PM  Thu 22-Dec-2011		A49	06:20 PM  Thu 22-Dec-2011		44
flightstats	AA-3822-DEN-LAX	2011-12-22 4:40 PM	2011-12-22 5:52 PM		2011-12-22 6:20 PM	2011-12-22 7:36 PM (Estimated)	
quicktrip	AA-3822-DEN-LAX	2011-12-22 4:40 PM	2011-12-22 5:52 PM		2011-12-22 6:20 PM	2011-12-22 7:36 PM (Estimated)	
world-flight-tracker	AA-3822-DEN-LAX	2011-12-22 4:40 PM	2011-12-22 5:52 PM		2011-12-22 6:20 PM	2011-12-22 7:36 PM (Estimated)	
flightview	AA-3822-DEN-LAX	4:40 PM, Dec 22	6:28 PM, Dec 22		6:20 PM, Dec 22		
panynj	AA-3822-DEN-LAX	4:40 PM, Dec 22	6:28 PM, Dec 22		6:20 PM, Dec 22		
gofox	AA-3822-DEN-LAX	4:40 PM, Dec 22	6:28 PM, Dec 22		6:20 PM, Dec 22		
foxbusiness	AA-3822-DEN-LAX	4:40 PM, Dec 22	6:28 PM, Dec 22		6:20 PM, Dec 22		
allegiantair	AA-3822-DEN-LAX	4:40 PM, Dec 22	6:28 PM, Dec 22		6:20 PM, Dec 22		
boston	AA-3822-DEN-LAX	4:40 PM, Dec 22	6:28 PM, Dec 22		6:20 PM, Dec 22	7:21 PM, Dec 22&nbsp(Estimated)	
travelocity	AA-3822-DEN-LAX	Dec 22 - 4:40pm	Dec 22 - 5:52pm	A49	Dec 22 - 6:20pm	Dec 22 - 7:26pm*	44I/T4
orbitz	AA-3822-DEN-LAX	4:40pDec 22	5:52pDec 22	 A49	8:52pDec 22		 44I
weather	AA-3822-DEN-LAX	2011-12-22 04:40 PM			2011-12-22 06:20 PM		
den	AA-3822-DEN-LAX	2011-12-22 4:40 PM		A49			
usatoday	AA-3822-DEN-LAX	2011-12-22 4:40 PM	2011-12-22 5:52 PM		2011-12-22 6:20 PM	2011-12-22 7:36 PM (Estimated)	
mytripandmore	AA-3822-DEN-LAX	Dec 22 - 4:40pm	Dec 22 - 5:52pm	A49	Dec 22 - 6:20pm	Dec 22 - 7:26pm*	44I/T4
aa	AA-1125-DFW-PVR	December 22, 2011               12:15 PM    	December 22, 2011               01:30 PM    	 D31	December 22, 2011               02:55 PM    	December 22, 2011               04:11 PM    	    
airtravelcenter	AA-1125-DFW-PVR		12/22/11 1:40 PM (-06:00)			12/22/11 4:07 PM (-06:00)	
myrateplan	AA-1125-DFW-PVR		12/22/11 1:40 PM (-06:00)			12/22/11 4:07 PM (-06:00)	
helloflight	AA-1125-DFW-PVR		12/22/11 1:40 PM (-06:00)			12/22/11 4:07 PM (-06:00)	
flytecomm	AA-1125-DFW-PVR		12/22/11 1:40 PM (-06:00)			12/22/11 4:07 PM (-06:00)	
flights	AA-1125-DFW-PVR		2011-12-22 01:30 PM	D31		2011-12-22 04:11 PM	
businesstravellogue	AA-1125-DFW-PVR		2011-12-22 01:30 PM	D31		2011-12-22 04:11 PM	
flylouisville	AA-1125-DFW-PVR		2011-12-22 01:30 PM	D31		2011-12-22 04:11 PM	
flightview	AA-1125-DFW-PVR		1:42 PMDec 22			4:05 PMDec 22	
panynj	AA-1125-DFW-PVR		1:42 PMDec 22			4:05 PMDec 22	
gofox	AA-1125-DFW-PVR		1:42 PMDec 22			4:05 PMDec 22	
foxbusiness	AA-1125-DFW-PVR		1:42 PMDec 22			4:05 PMDec 22	
allegiantair	AA-1125-DFW-PVR		1:42 PMDec 22			4:05 PMDec 22	
boston	AA-1125-DFW-PVR		1:42 PMDec 22			4:05 PMDec 22	
orbitz	AA-1125-DFW-PVR	12:15pDec 22	1:30pDec 22	 D31	2:55pDec 22	4:11pDec 22	 -
dfw	AA-1125-DFW-PVR	2011-12-22 12:15 pm		D31			
mytripandmore	AA-1125-DFW-PVR	12:15pDec 22	1:30pDec 22	 D31	2:55pDec 22	4:11pDec 22	 -
flightarrival	AA-1125-DFW-PVR		1:42 PMDec 22			4:05 PMDec 22	
CO	CO-4866-IAH-JAN	Thu., Dec.22, 2011 1:25 p.m.	Thu., Dec.22, 2011 1:25 p.m.		Thu., Dec.22, 2011 2:52 p.m.	Thu., Dec.22, 2011 2:51 p.m.	
flightexplorer	CO-4866-IAH-JAN		12/22/2011 1:58PM CST			12/22/2011 2:54PM CST	
flightexplorer	CO-4866-IAH-JAN	12/22/2011 1:43PM CST			12/22/2011 2:47PM CST		
airtravelcenter	CO-4866-IAH-JAN		12/22/11 1:57 PM (-06:00)			12/22/11 2:57 PM (-06:00)	
airtravelcenter	CO-4866-IAH-JAN		12/22/11 1:43 PM (-06:00)			12/22/11 2:47 PM (-06:00)	
myrateplan	CO-4866-IAH-JAN		12/22/11 1:57 PM (-06:00)			12/22/11 2:57 PM (-06:00)	
myrateplan	CO-4866-IAH-JAN		12/22/11 1:43 PM (-06:00)			12/22/11 2:47 PM (-06:00)	
helloflight	CO-4866-IAH-JAN		12/22/11 1:57 PM (-06:00)			12/22/11 2:57 PM (-06:00)	
helloflight	CO-4866-IAH-JAN		12/22/11 1:43 PM (-06:00)			12/22/11 2:47 PM (-06:00)	
flytecomm	CO-4866-IAH-JAN		12/22/11 1:57 PM (-06:00)			12/22/11 2:57 PM (-06:00)	
flytecomm	CO-4866-IAH-JAN		12/22/11 1:43 PM (-06:00)			12/22/11 2:47 PM (-06:00)	
flightaware	CO-4866-IAH-JAN	2011-12-22 01:25PM CST	2011-12-22 01:58PM CST		2011-12-22 02:41PM CST	2011-12-22 02:56PM CST	
flightaware	CO-4866-IAH-JAN	2011-12-22 01:25PM CST	2011-12-22 01:35PM CST		2011-12-22 02:31PM CST	2011-12-22 02:41PM CST	
wunderground	CO-4866-IAH-JAN	2011-12-22 01:25PM CST	2011-12-22 01:58PM CST		2011-12-22 02:41PM CST	2011-12-22 02:56PM CST	
wunderground	CO-4866-IAH-JAN	2011-12-22 01:25PM CST	2011-12-22 01:35PM CST		2011-12-22 02:31PM CST	2011-12-22 02:41PM CST	
flights	CO-4866-IAH-JAN		2011-12-22 01:40 PM	25		2011-12-22 02:52 PM	2
flights	CO-4866-IAH-JAN	2011-12-22 01:25 PM		25	2011-12-22 02:52 PM		2
businesstravellogue	CO-4866-IAH-JAN		2011-12-22 01:40 PM	25		2011-12-22 02:52 PM	2
businesstravellogue	CO-4866-IAH-JAN	2011-12-22 01:25 PM		25	2011-12-22 02:52 PM		2
flylouisville	CO-4866-IAH-JAN		2011-12-22 01:40 PM	25		2011-12-22 02:52 PM	2
flylouisville	CO-4866-IAH-JAN	2011-12-22 01:25 PM		25	2011-12-22 02:52 PM		2
flightstats	CO-4866-IAH-JAN	2011-12-22 1:25 PM	2011-12-22 1:25 PM (Estimated)		2011-12-22 2:52 PM	2011-12-22 2:51 PM (Estimated)	
quicktrip	CO-4866-IAH-JAN	2011-12-22 1:25 PM	2011-12-22 1:25 PM (Estimated)		2011-12-22 2:52 PM	2011-12-22 2:51 PM (Estimated)	
flightview	CO-4866-IAH-JAN		1:58 PMDec 22			2:57 PMDec 22	
flightview	CO-4866-IAH-JAN	1:25 PMDec 22			2:47 PMDec 22		
panynj	CO-4866-IAH-JAN		1:58 PMDec 22			2:57 PMDec 22	
panynj	CO-4866-IAH-JAN	1:25 PMDec 22			2:47 PMDec 22		
gofox	CO-4866-IAH-JAN		1:58 PMDec 22			2:57 PMDec 22	
gofox	CO-4866-IAH-JAN	1:25 PMDec 22			2:47 PMDec 22		
foxbusiness	CO-4866-IAH-JAN		1:58 PMDec 22			2:57 PMDec 22	
foxbusiness	CO-4866-IAH-JAN	1:25 PMDec 22			2:47 PMDec 22		
allegiantair	CO-4866-IAH-JAN		1:58 PMDec 22			2:57 PMDec 22	
allegiantair	CO-4866-IAH-JAN	1:25 PMDec 22			2:47 PMDec 22		
boston	CO-4866-IAH-JAN	1:25 PMDec 22			2:47 PMDec 22		
boston	CO-4866-IAH-JAN		1:58 PMDec 22			2:57 PMDec 22	
travelocity	CO-4866-IAH-JAN	Dec 22 - 1:25pm	Dec 22 - 1:40pm	A25	Dec 22 - 2:52pm	Dec 22 - 2:56pm*	2
travelocity	CO-4866-IAH-JAN	Dec 22 - 1:25pm	Dec 22 - 1:25pm*	A25	Dec 22 - 2:52pm	Dec 22 - 2:51pm*	2
orbitz	CO-4866-IAH-JAN	1:25pDec 22	1:40pDec 22	 -	3:22pDec 22		 -
orbitz	CO-4866-IAH-JAN	1:25pDec 22		 -	2:50pDec 22		 -
weather	CO-4866-IAH-JAN	2011-12-22 01:25 PM			2011-12-22 02:52 PM		
usatoday	CO-4866-IAH-JAN	2011-12-22 01:25 PM			2011-12-22 02:52 PM		
mytripandmore	CO-4866-IAH-JAN	Dec 22 - 1:25pm	Dec 22 - 1:25pm*	A25	Dec 22 - 2:52pm	Dec 22 - 2:51pm*	2
flightwise	CO-4866-IAH-JAN	2011-12-22 01:25PM CST	2011-12-22 01:58PM CST		2011-12-22 02:41PM CST	2011-12-22 02:56PM CST	
flightarrival	CO-4866-IAH-JAN		1:58 PMDec 22			2:57 PMDec 22	
ua	UA-952-IAD-FRA	Thu, Dec 22 7:07 PM	Thu, Dec 22 7:04 PM	D5	Fri, Dec 23 9:15 AM	Fri, Dec 23 8:48 AM	HOLD
airtravelcenter	UA-952-IAD-FRA		12/22/11 7:23 PM (-05:00)			12/23/11 8:23 AM (+01:00)	
myrateplan	UA-952-IAD-FRA		12/22/11 7:23 PM (-05:00)			12/23/11 8:23 AM (+01:00)	
helloflight	UA-952-IAD-FRA		12/22/11 7:23 PM (-05:00)			12/23/11 8:23 AM (+01:00)	
flytecomm	UA-952-IAD-FRA		12/22/11 7:23 PM (-05:00)			12/23/11 8:23 AM (+01:00)	
flights	UA-952-IAD-FRA	07:07 PM  Thu 22-Dec-2011			09:15 AM  Fri 23-Dec-2011		
businesstravellogue	UA-952-IAD-FRA	07:07 PM  Thu 22-Dec-2011			09:15 AM  Fri 23-Dec-2011		
flylouisville	UA-952-IAD-FRA	07:07 PM  Thu 22-Dec-2011			09:15 AM  Fri 23-Dec-2011		
flightview	UA-952-IAD-FRA	7:07 PM, Dec 22	7:23 PM, Dec 22		9:15 AM, Dec 23		
panynj	UA-952-IAD-FRA	7:07 PM, Dec 22	7:23 PM, Dec 22		9:15 AM, Dec 23		
gofox	UA-952-IAD-FRA	7:07 PM, Dec 22	7:23 PM, Dec 22		9:15 AM, Dec 23		
foxbusiness	UA-952-IAD-FRA	7:07 PM, Dec 22	7:23 PM, Dec 22		9:15 AM, Dec 23		
allegiantair	UA-952-IAD-FRA	7:07 PM, Dec 22	7:23 PM, Dec 22		9:15 AM, Dec 23		
boston	UA-952-IAD-FRA	7:07 PM, Dec 22	7:23 PM, Dec 22		9:15 AM, Dec 23	8:43 AM, Dec 23&nbsp(Estimated)	
travelocity	UA-952-IAD-FRA	Dec 22 - Not Available	Dec 22 - 7:22pm	D5	Dec 22 - Not Available	Dec 22 - 8:48am*	CHK
orbitz	UA-952-IAD-FRA	7:07pDec 22	7:04pDec 22	 D5	8:23aDec 23		 -
weather	UA-952-IAD-FRA	2011-12-22 07:07 PM			2011-12-22 09:15 AM		
iad	UA-952-IAD-FRA	2011-12-22 19:07 	2011-12-22 19:04 				
usatoday	UA-952-IAD-FRA	7:07 PM, Dec 22	7:23 PM, Dec 22		9:15 AM, Dec 23	8:43 AM, Dec 23&nbsp(Estimated)	
ua	UA-1031-PTY-IAH	Thu, Dec 22 9:55 AM	Thu, Dec 22 9:59 AM	25	Thu, Dec 22 1:20 PM	Thu, Dec 22 1:02 PM	E8
airtravelcenter	UA-1031-PTY-IAH	12/22/11 9:55 AM (-05:00)			12/22/11 1:20 PM (-06:00)		
myrateplan	UA-1031-PTY-IAH	12/22/11 9:55 AM (-05:00)			12/22/11 1:20 PM (-06:00)		
helloflight	UA-1031-PTY-IAH	12/22/11 9:55 AM (-05:00)			12/22/11 1:20 PM (-06:00)		
flytecomm	UA-1031-PTY-IAH	12/22/11 9:55 AM (-05:00)			12/22/11 1:20 PM (-06:00)		
flights	UA-1031-PTY-IAH		2011-12-22 09:59 AM	25		2011-12-22 01:02 PM	8
businesstravellogue	UA-1031-PTY-IAH		2011-12-22 09:59 AM	25		2011-12-22 01:02 PM	8
flylouisville	UA-1031-PTY-IAH		2011-12-22 09:59 AM	25		2011-12-22 01:02 PM	8
flightview	UA-1031-PTY-IAH		9:47 AMDec 22			1:02 PMDec 22	
panynj	UA-1031-PTY-IAH		9:47 AMDec 22			1:02 PMDec 22	
gofox	UA-1031-PTY-IAH		9:47 AMDec 22			1:02 PMDec 22	
foxbusiness	UA-1031-PTY-IAH		9:47 AMDec 22			1:02 PMDec 22	
allegiantair	UA-1031-PTY-IAH		9:47 AMDec 22			1:02 PMDec 22	
boston	UA-1031-PTY-IAH		9:47 AMDec 22			12:57 PMDec 22	
travelocity	UA-1031-PTY-IAH	Dec 22 - 9:55am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 1:20pm	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-1031-PTY-IAH	9:55aDec 22	9:59aDec 22	 25	1:20pDec 22	1:02pDec 22	 E8
weather	UA-1031-PTY-IAH	2011-12-22 09:55 AM			2011-12-22 01:20 PM		
usatoday	UA-1031-PTY-IAH		9:47 AMDec 22			12:57 PMDec 22	
mytripandmore	UA-1031-PTY-IAH	9:55aDec 22	9:59aDec 22	 25	1:20pDec 22	1:02pDec 22	 E8
flightarrival	UA-1031-PTY-IAH	2011-12-22 09:55 AM			2011-12-22 01:20 PM		
ua	UA-2739-IAH-PHX	Thu, Dec 22 6:00 AM	Thu, Dec 22 6:00 AM	A18	Thu, Dec 22 7:52 AM	Thu, Dec 22 7:47 AM	A26
airtravelcenter	UA-2739-IAH-PHX		12/22/11 6:11 AM (-06:00)			12/22/11 7:34 AM (-07:00)	
myrateplan	UA-2739-IAH-PHX		12/22/11 6:11 AM (-06:00)			12/22/11 7:34 AM (-07:00)	
helloflight	UA-2739-IAH-PHX		12/22/11 6:11 AM (-06:00)			12/22/11 7:34 AM (-07:00)	
flytecomm	UA-2739-IAH-PHX		12/22/11 6:11 AM (-06:00)			12/22/11 7:34 AM (-07:00)	
flights	UA-2739-IAH-PHX		2011-12-22 05:59 AM	18		2011-12-22 07:47 AM	A26
businesstravellogue	UA-2739-IAH-PHX		2011-12-22 05:59 AM	18		2011-12-22 07:47 AM	A26
flylouisville	UA-2739-IAH-PHX		2011-12-22 05:59 AM	18		2011-12-22 07:47 AM	A26
flightstats	UA-2739-IAH-PHX	2011-12-22 6:00 AM	2011-12-22 5:59 AM		2011-12-22 7:52 AM	2011-12-22 7:47 AM	
quicktrip	UA-2739-IAH-PHX	2011-12-22 6:00 AM	2011-12-22 5:59 AM		2011-12-22 7:52 AM	2011-12-22 7:47 AM	
flightview	UA-2739-IAH-PHX		6:11 AMDec 22			7:43 AMDec 22	
panynj	UA-2739-IAH-PHX		6:11 AMDec 22			7:43 AMDec 22	
gofox	UA-2739-IAH-PHX		6:11 AMDec 22			7:43 AMDec 22	
foxbusiness	UA-2739-IAH-PHX		6:11 AMDec 22			7:43 AMDec 22	
allegiantair	UA-2739-IAH-PHX		6:11 AMDec 22			7:43 AMDec 22	
boston	UA-2739-IAH-PHX		6:11 AMDec 22			7:43 AMDec 22	
travelocity	UA-2739-IAH-PHX	Dec 22 - 6:00am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 7:52am	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-2739-IAH-PHX	6:00aDec 22	5:59aDec 22	 -	7:52aDec 22	7:47aDec 22	 -
weather	UA-2739-IAH-PHX	2011-12-22 06:00 AM			2011-12-22 07:52 AM		
usatoday	UA-2739-IAH-PHX	2011-12-22 06:00 AM			2011-12-22 07:52 AM		
flightarrival	UA-2739-IAH-PHX	2011-12-22 06:00 AM			2011-12-22 07:52 AM		
ua	UA-1036-IAH-DEN	Thu, Dec 22 2:25 PM	Thu, Dec 22 2:32 PM            Delayed	E8	Thu, Dec 22 4:00 PM	Thu, Dec 22 4:25 PM	B18
flightexplorer	UA-1036-IAH-DEN		12/22/2011 2:52PM CST			12/22/2011 4:04PM MST	
airtravelcenter	UA-1036-IAH-DEN	12/22/11 2:25 PM (-06:00)			12/22/11 4:00 PM (-07:00)		
myrateplan	UA-1036-IAH-DEN	12/22/11 2:25 PM (-06:00)			12/22/11 4:00 PM (-07:00)		
helloflight	UA-1036-IAH-DEN	12/22/11 2:25 PM (-06:00)			12/22/11 4:00 PM (-07:00)		
flytecomm	UA-1036-IAH-DEN	12/22/11 2:25 PM (-06:00)			12/22/11 4:00 PM (-07:00)		
flightaware	UA-1036-IAH-DEN	2011-12-22 02:25PM CST	2011-12-22 02:53PM CST	 E8 	2011-12-22 03:38PM MST	2011-12-22 03:48PM MST	 B18 
wunderground	UA-1036-IAH-DEN	2011-12-22 02:25PM CST	2011-12-22 02:53PM CST	 E8 	2011-12-22 03:38PM MST	2011-12-22 03:48PM MST	 B18 
flights	UA-1036-IAH-DEN		2011-12-22 02:32 PM	8		2011-12-22 04:25 PM	B18
businesstravellogue	UA-1036-IAH-DEN		2011-12-22 02:32 PM	8		2011-12-22 04:25 PM	B18
flylouisville	UA-1036-IAH-DEN		2011-12-22 02:32 PM	8		2011-12-22 04:25 PM	B18
flightstats	UA-1036-IAH-DEN	2011-12-22 2:25 PM	2011-12-22 2:32 PM		2011-12-22 4:00 PM	2011-12-22 4:25 PM	
quicktrip	UA-1036-IAH-DEN	2011-12-22 2:25 PM	2011-12-22 2:32 PM		2011-12-22 4:00 PM	2011-12-22 4:25 PM	
flightview	UA-1036-IAH-DEN		2:53 PMDec 22			4:25 PMDec 22	
panynj	UA-1036-IAH-DEN		2:53 PMDec 22			4:25 PMDec 22	
gofox	UA-1036-IAH-DEN		2:53 PMDec 22			4:25 PMDec 22	
foxbusiness	UA-1036-IAH-DEN		2:53 PMDec 22			4:25 PMDec 22	
allegiantair	UA-1036-IAH-DEN		2:53 PMDec 22			4:25 PMDec 22	
boston	UA-1036-IAH-DEN		2:53 PMDec 22			4:04 PMDec 22	
orbitz	UA-1036-IAH-DEN	2:25pDec 22	2:32pDec 22	 E8	4:00pDec 22	4:25pDec 22	 B18
weather	UA-1036-IAH-DEN	2011-12-22 02:25 PM			2011-12-22 04:00 PM		
flightarrival	UA-1036-IAH-DEN	2011-12-22 02:25 PM			2011-12-22 04:00 PM		
aa	AA-1092-LAX-ORD	December 22, 2011               11:20 PM    	December 22, 2011     	 48A	December 23, 2011               05:15 AM    	December 23, 2011     	 H11A    
flightexplorer	AA-1092-LAX-ORD		12/21/2011 11:30PM PST			12/22/2011 4:55AM CST	
flightexplorer	AA-1092-LAX-ORD	12/22/2011 11:20PM PST			12/23/2011 5:15AM CST		
airtravelcenter	AA-1092-LAX-ORD		12/22/11 11:29 PM (-08:00)			12/23/11 4:49 AM (-06:00)	
myrateplan	AA-1092-LAX-ORD		12/22/11 11:29 PM (-08:00)			12/23/11 4:49 AM (-06:00)	
helloflight	AA-1092-LAX-ORD		12/22/11 11:29 PM (-08:00)			12/23/11 4:49 AM (-06:00)	
flytecomm	AA-1092-LAX-ORD		12/22/11 11:29 PM (-08:00)			12/23/11 4:49 AM (-06:00)	
flightaware	AA-1092-LAX-ORD	2011-12-22 11:20PM PST	2011-12-22 11:30PM PST	 48A 	2011-12-22 04:56AM CST	2011-12-22 04:52AM CST	 K16 
wunderground	AA-1092-LAX-ORD	2011-12-22 11:20PM PST	2011-12-22 11:30PM PST	 48A 	2011-12-22 04:56AM CST	2011-12-22 04:52AM CST	 K16 
flights	AA-1092-LAX-ORD	11:20 PM  Thu 22-Dec-2011		48A	05:15 AM  Fri 23-Dec-2011		H11A
businesstravellogue	AA-1092-LAX-ORD	11:20 PM  Thu 22-Dec-2011		48A	05:15 AM  Fri 23-Dec-2011		H11A
flylouisville	AA-1092-LAX-ORD	11:20 PM  Thu 22-Dec-2011		48A	05:15 AM  Fri 23-Dec-2011		H11A
flightstats	AA-1092-LAX-ORD	2011-12-22 11:20 PM	2011-12-22 11:20 PM (Estimated)		2011-12-22 5:15 AM	2011-12-22 5:15 AM (Estimated)	
quicktrip	AA-1092-LAX-ORD	2011-12-22 11:20 PM	2011-12-22 11:20 PM (Estimated)		2011-12-22 5:15 AM	2011-12-22 5:15 AM (Estimated)	
world-flight-tracker	AA-1092-LAX-ORD	2011-12-22 11:20 PM	2011-12-22 11:20 PM (Estimated)		2011-12-22 5:15 AM	2011-12-22 5:15 AM (Estimated)	
flightview	AA-1092-LAX-ORD	11:20 PM, Dec 22		Terminal 4 - 48A	5:15 AM, Dec 23		Terminal 3 - H11A
panynj	AA-1092-LAX-ORD	11:20 PM, Dec 22		Terminal 4 - 48A	5:15 AM, Dec 23		Terminal 3 - H11A
gofox	AA-1092-LAX-ORD	11:20 PM, Dec 22			5:15 AM, Dec 23		
foxbusiness	AA-1092-LAX-ORD	11:20 PM, Dec 22		Terminal 4 - 48A	5:15 AM, Dec 23		Terminal 3 - H11A
allegiantair	AA-1092-LAX-ORD	11:20 PM, Dec 22		Terminal 4 - 48A	5:15 AM, Dec 23		Terminal 3 - H11A
boston	AA-1092-LAX-ORD	11:20 PM, Dec 22	Not Available		5:15 AM, Dec 23	Not Available	
travelocity	AA-1092-LAX-ORD	Dec 22 - 11:20pm	Dec 22 - Not Available	48A/T4	Dec 23 - 5:15am	Dec 23 - Not Available	H11A/T3
orbitz	AA-1092-LAX-ORD	11:20pDec 22		 48A	5:15aDec 23		 H11A
weather	AA-1092-LAX-ORD	2011-12-22 11:20 PM	2011-12-22 11:30 PM		2011-12-22 05:15 AM	2011-12-22 04:52 AM	
ord	AA-1092-LAX-ORD	2011-12-22 11:20 PM		48A	2011-12-22 12/23 5:15 AM		H11A
usatoday	AA-1092-LAX-ORD	11:20 PM, Dec 22	Not Available		5:15 AM, Dec 23	Not Available	
mytripandmore	AA-1092-LAX-ORD	Dec 22 - 11:20pm	Dec 22 - Not Available	48A/T4	Dec 23 - 5:15am	Dec 23 - Not Available	H11A/T3
CO	CO-1586-IAH-MCO	Thu., Dec.22, 2011 7:00 p.m.	Thu., Dec.22, 2011 7:09 p.m.		Thu., Dec.22, 2011 10:12 p.m.	Thu., Dec.22, 2011 10:24 p.m.	
flightexplorer	CO-1586-IAH-MCO		12/22/2011 7:30PM CST			12/22/2011 10:17PM EST	
airtravelcenter	CO-1586-IAH-MCO	12/22/11 7:00 PM (-06:00)			12/22/11 10:12 PM (-05:00)		
myrateplan	CO-1586-IAH-MCO	12/22/11 7:00 PM (-06:00)			12/22/11 10:12 PM (-05:00)		
helloflight	CO-1586-IAH-MCO	12/22/11 7:00 PM (-06:00)			12/22/11 10:12 PM (-05:00)		
flytecomm	CO-1586-IAH-MCO	12/22/11 7:00 PM (-06:00)			12/22/11 10:12 PM (-05:00)		
flightaware	CO-1586-IAH-MCO	2011-12-22 07:00PM CST	2011-12-22 07:31PM CST	 26 	2011-12-22 09:57PM EST	2011-12-22 10:18PM EST	 31 
wunderground	CO-1586-IAH-MCO	2011-12-22 07:00PM CST	2011-12-22 07:31PM CST	 26 	2011-12-22 09:57PM EST	2011-12-22 10:18PM EST	 31 
flights	CO-1586-IAH-MCO		2011-12-22 07:09 PM	26		2011-12-22 10:24 PM	31
businesstravellogue	CO-1586-IAH-MCO		2011-12-22 07:09 PM	26		2011-12-22 10:24 PM	31
flylouisville	CO-1586-IAH-MCO		2011-12-22 07:09 PM	26		2011-12-22 10:24 PM	31
flightstats	CO-1586-IAH-MCO	2011-12-22 7:00 PM	2011-12-22 7:09 PM		2011-12-22 10:12 PM	2011-12-22 10:24 PM	
quicktrip	CO-1586-IAH-MCO	2011-12-22 7:00 PM	2011-12-22 7:09 PM		2011-12-22 10:12 PM	2011-12-22 10:24 PM	
flightview	CO-1586-IAH-MCO		7:31 PMDec 22			10:24 PMDec 22	
panynj	CO-1586-IAH-MCO		7:31 PMDec 22			10:24 PMDec 22	
gofox	CO-1586-IAH-MCO		7:31 PMDec 22			10:24 PMDec 22	
foxbusiness	CO-1586-IAH-MCO		7:31 PMDec 22			10:24 PMDec 22	
allegiantair	CO-1586-IAH-MCO		7:31 PMDec 22			10:24 PMDec 22	
boston	CO-1586-IAH-MCO		7:31 PMDec 22			10:18 PMDec 22	
orbitz	CO-1586-IAH-MCO	7:00pDec 22	7:09pDec 22	 26	10:12pDec 22	10:24pDec 22	 31
mco	CO-1586-IAH-MCO				2011-12-22 Thu  22:12		31?
mytripandmore	CO-1586-IAH-MCO	7:00pDec 22	7:09pDec 22	 26	10:12pDec 22	10:24pDec 22	 31
CO	CO-1007-LAX-IAH	Thu., Dec.22, 2011 9:30 a.m.	Thu., Dec.22, 2011 9:27 a.m.		Thu., Dec.22, 2011 2:43 p.m.	Thu., Dec.22, 2011 2:30 p.m.	
airtravelcenter	CO-1007-LAX-IAH	12/22/11 9:30 AM (-08:00)			12/22/11 2:43 PM (-06:00)		
myrateplan	CO-1007-LAX-IAH	12/22/11 9:30 AM (-08:00)			12/22/11 2:43 PM (-06:00)		
helloflight	CO-1007-LAX-IAH	12/22/11 9:30 AM (-08:00)			12/22/11 2:43 PM (-06:00)		
flytecomm	CO-1007-LAX-IAH	12/22/11 9:30 AM (-08:00)			12/22/11 2:43 PM (-06:00)		
flights	CO-1007-LAX-IAH		2011-12-22 09:27 AM	60		2011-12-22 02:30 PM	37
businesstravellogue	CO-1007-LAX-IAH		2011-12-22 09:27 AM	60		2011-12-22 02:30 PM	37
flylouisville	CO-1007-LAX-IAH		2011-12-22 09:27 AM	60		2011-12-22 02:30 PM	37
flightstats	CO-1007-LAX-IAH	2011-12-22 9:30 AM	2011-12-22 9:27 AM		2011-12-22 2:43 PM	2011-12-22 2:30 PM	
quicktrip	CO-1007-LAX-IAH	2011-12-22 9:30 AM	2011-12-22 9:27 AM		2011-12-22 2:43 PM	2011-12-22 2:30 PM	
flightview	CO-1007-LAX-IAH		9:42 AMDec 22			2:30 PMDec 22	
panynj	CO-1007-LAX-IAH		9:42 AMDec 22			2:30 PMDec 22	
gofox	CO-1007-LAX-IAH		9:42 AMDec 22			2:30 PMDec 22	
foxbusiness	CO-1007-LAX-IAH		9:42 AMDec 22			2:30 PMDec 22	
allegiantair	CO-1007-LAX-IAH		9:42 AMDec 22			2:30 PMDec 22	
boston	CO-1007-LAX-IAH		9:42 AMDec 22			2:20 PMDec 22	
travelocity	CO-1007-LAX-IAH	Dec 22 - 9:30am	Dec 22 - 9:27am	60	Dec 22 - 2:43pm	Dec 22 - 2:30pm	C-37
orbitz	CO-1007-LAX-IAH	9:30aDec 22	9:27aDec 22	 60	2:43pDec 22	2:30pDec 22	 37
weather	CO-1007-LAX-IAH	2011-12-22 09:30 AM			2011-12-22 02:43 PM		
usatoday	CO-1007-LAX-IAH		9:42 AMDec 22			2:20 PMDec 22	
flightarrival	CO-1007-LAX-IAH	2011-12-22 9:30 AM	2011-12-22 9:27 AM		2011-12-22 2:43 PM	2011-12-22 2:30 PM	
CO	CO-1687-MCO-IAH	Thu., Dec.22, 2011 5:11 p.m.	Thu., Dec.22, 2011 5:09 p.m.		Thu., Dec.22, 2011 6:53 p.m.	Thu., Dec.22, 2011 6:29 p.m.	
flightexplorer	CO-1687-MCO-IAH		12/22/2011 5:23PM EST			12/22/2011 6:25PM CST	
