aa	AA-1007-TPA-MIA	January 3, 2012               01:55 PM    	January 3, 2012               01:51 PM    	 F78	January 3, 2012               03:00 PM    	January 3, 2012               02:48 PM    	 D12    
quicktrip	AA-474-DFW-ATL	2012-01-03 12:35 PM	2012-01-03 12:29 PM		2012-01-03 3:35 PM	2012-01-03 3:31 PM	
flightview	AA-474-DFW-ATL		12:42 PMJan 03			3:27 PMJan 03	
panynj	AA-474-DFW-ATL		12:42 PMJan 03			3:27 PMJan 03	
gofox	AA-474-DFW-ATL		12:42 PMJan 03			3:27 PMJan 03	
foxbusiness	AA-474-DFW-ATL		12:42 PMJan 03			3:27 PMJan 03	
allegiantair	AA-474-DFW-ATL		12:42 PMJan 03			3:27 PMJan 03	
boston	AA-474-DFW-ATL		12:42 PMJan 03			3:27 PMJan 03	
orbitz	AA-474-DFW-ATL	12:35pJan 3	12:29pJan 3	 C30	3:35pJan 3	3:31pJan 3	 T12
dfw	AA-474-DFW-ATL	2012-01-03 12:35 pm		C30			
usatoday	AA-474-DFW-ATL	2012-01-03 12:35 PM	2012-01-03 12:29 PM		2012-01-03 3:35 PM	2012-01-03 3:31 PM	
flightwise	AA-474-DFW-ATL	2012-01-03 12:35PM CST	2012-01-03 12:43PM CST	 C30 	2012-01-03 03:31PM EST	2012-01-03 03:23PM EST	 T12 
ua	UA-819-BWI-DEN	Tue, Jan 3 4:08 PM	Tue, Jan 3 4:08 PM	D11	Tue, Jan 3 6:03 PM	Tue, Jan 3 6:03 PM	B45
flightexplorer	UA-819-BWI-DEN	1/3/2012 4:08PM EST			1/3/2012 6:03PM MST		
airtravelcenter	UA-819-BWI-DEN		1/3/12 4:18 PM (-05:00)			1/3/12 5:31 PM (-07:00)	
myrateplan	UA-819-BWI-DEN		1/3/12 4:18 PM (-05:00)			1/3/12 5:31 PM (-07:00)	
helloflight	UA-819-BWI-DEN		1/3/12 4:18 PM (-05:00)			1/3/12 5:31 PM (-07:00)	
flytecomm	UA-819-BWI-DEN		1/3/12 4:18 PM (-05:00)			1/3/12 5:31 PM (-07:00)	
flightaware	UA-819-BWI-DEN	2012-01-03 04:08PM EST	2012-01-03 04:18PM EST	 D11 	2012-01-03 05:43PM MST	2012-01-03 05:53PM MST	 B45 
wunderground	UA-819-BWI-DEN	2012-01-03 04:08PM EST	2012-01-03 04:18PM EST	 D11 	2012-01-03 05:43PM MST	2012-01-03 05:53PM MST	 B45 
flights	UA-819-BWI-DEN	04:08 PM  Tue 03-Jan-2012		D11	06:03 PM  Tue 03-Jan-2012		B45
businesstravellogue	UA-819-BWI-DEN	04:08 PM  Tue 03-Jan-2012		D11	06:03 PM  Tue 03-Jan-2012		B45
flylouisville	UA-819-BWI-DEN	04:08 PM  Tue 03-Jan-2012		D11	06:03 PM  Tue 03-Jan-2012		B45
world-flight-tracker	UA-819-BWI-DEN	2012-01-03 4:08 PM	2012-01-03 4:08 PM (Estimated)		2012-01-03 6:03 PM	2012-01-03 6:03 PM (Estimated)	
flightview	UA-819-BWI-DEN	4:08 PM, Jan 03		D11	6:03 PM, Jan 03		B45
panynj	UA-819-BWI-DEN	4:08 PM, Jan 03		D11	6:03 PM, Jan 03		B45
gofox	UA-819-BWI-DEN	4:08 PM, Jan 03			6:03 PM, Jan 03		
foxbusiness	UA-819-BWI-DEN	4:08 PM, Jan 03		D11	6:03 PM, Jan 03		B45
allegiantair	UA-819-BWI-DEN	4:08 PM, Jan 03		D11	6:03 PM, Jan 03		B45
boston	UA-819-BWI-DEN	4:08 PM, Jan 03	Not Available		6:03 PM, Jan 03	Not Available	
orbitz	UA-819-BWI-DEN	4:08pJan 3		 D11	6:03pJan 3		 -
weather	UA-819-BWI-DEN	2012-01-03 04:08 PM			2012-01-03 06:03 PM		
mytripandmore	UA-819-BWI-DEN	4:08pJan 3		 D11	6:03pJan 3		 -
ua	UA-2694-DFW-PHL	Tue, Jan 3 3:05 PM	Tue, Jan 3 3:05 PM	E37	Tue, Jan 3 7:11 PM	Tue, Jan 3 7:16 PM	C26
airtravelcenter	UA-2694-DFW-PHL		1/3/12 3:16 PM (-06:00)			1/3/12 7:14 PM (-05:00)	
myrateplan	UA-2694-DFW-PHL		1/3/12 3:16 PM (-06:00)			1/3/12 7:14 PM (-05:00)	
helloflight	UA-2694-DFW-PHL		1/3/12 3:16 PM (-06:00)			1/3/12 7:14 PM (-05:00)	
flytecomm	UA-2694-DFW-PHL		1/3/12 3:16 PM (-06:00)			1/3/12 7:14 PM (-05:00)	
flights	UA-2694-DFW-PHL	03:05 PM  Tue 03-Jan-2012	03:01 PM  Tue 03-Jan-2012	E37	07:11 PM  Tue 03-Jan-2012	07:16 PM  Tue 03-Jan-2012	C26
businesstravellogue	UA-2694-DFW-PHL	03:05 PM  Tue 03-Jan-2012	03:01 PM  Tue 03-Jan-2012	E37	07:11 PM  Tue 03-Jan-2012	07:16 PM  Tue 03-Jan-2012	C26
flylouisville	UA-2694-DFW-PHL	03:05 PM  Tue 03-Jan-2012	03:01 PM  Tue 03-Jan-2012	E37	07:11 PM  Tue 03-Jan-2012	07:16 PM  Tue 03-Jan-2012	C26
flightstats	UA-2694-DFW-PHL	2012-01-03 3:05 PM	2012-01-03 3:01 PM		2012-01-03 7:11 PM	2012-01-03 7:16 PM	
quicktrip	UA-2694-DFW-PHL	2012-01-03 3:05 PM	2012-01-03 3:01 PM		2012-01-03 7:11 PM	2012-01-03 7:16 PM	
world-flight-tracker	UA-2694-DFW-PHL	2012-01-03 3:05 PM	2012-01-03 3:01 PM		2012-01-03 7:11 PM	2012-01-03 7:16 PM	
flightview	UA-2694-DFW-PHL	3:05 PM, Jan 03	3:17 PM, Jan 03	E37	7:11 PM, Jan 03	7:11 PM, Jan 03	C26
panynj	UA-2694-DFW-PHL	3:05 PM, Jan 03	3:17 PM, Jan 03	E37	7:11 PM, Jan 03	7:11 PM, Jan 03	C26
gofox	UA-2694-DFW-PHL	3:05 PM, Jan 03	3:17 PM, Jan 03		7:11 PM, Jan 03	7:11 PM, Jan 03	
foxbusiness	UA-2694-DFW-PHL	3:05 PM, Jan 03	3:17 PM, Jan 03	E37	7:11 PM, Jan 03	7:11 PM, Jan 03	C26
allegiantair	UA-2694-DFW-PHL	3:05 PM, Jan 03	3:17 PM, Jan 03	E37	7:11 PM, Jan 03	7:11 PM, Jan 03	C26
boston	UA-2694-DFW-PHL	3:05 PM, Jan 03	3:17 PM, Jan 03		7:11 PM, Jan 03	7:15 PM, Jan 03	
orbitz	UA-2694-DFW-PHL	3:05pJan 3	3:01pJan 3	 -	7:11pJan 3	7:16pJan 3	 -
weather	UA-2694-DFW-PHL	2012-01-03 03:05 PM			2012-01-03 07:11 PM		
flightarrival	UA-2694-DFW-PHL	2012-01-03 03:05 PM			2012-01-03 07:11 PM		
ua	UA-567-IAD-SFO	Tue, Jan 3 6:32 AM	Tue, Jan 3 6:30 AM	C11	Tue, Jan 3 9:31 AM	Tue, Jan 3 9:11 AM	98
flightexplorer	UA-567-IAD-SFO		1/3/2012 6:43AM EST			1/3/2012 9:05AM PST	
airtravelcenter	UA-567-IAD-SFO		1/3/12 6:45 AM (-05:00)			1/3/12 8:59 AM (-08:00)	
myrateplan	UA-567-IAD-SFO		1/3/12 6:45 AM (-05:00)			1/3/12 8:59 AM (-08:00)	
helloflight	UA-567-IAD-SFO		1/3/12 6:45 AM (-05:00)			1/3/12 8:59 AM (-08:00)	
flytecomm	UA-567-IAD-SFO		1/3/12 6:45 AM (-05:00)			1/3/12 8:59 AM (-08:00)	
flights	UA-567-IAD-SFO		2012-01-03 06:30 AM	C11		2012-01-03 09:11 AM	G98
businesstravellogue	UA-567-IAD-SFO		2012-01-03 06:30 AM	C11		2012-01-03 09:11 AM	G98
flylouisville	UA-567-IAD-SFO		2012-01-03 06:30 AM	C11		2012-01-03 09:11 AM	G98
flightstats	UA-567-IAD-SFO	2012-01-03 6:32 AM	2012-01-03 6:30 AM		2012-01-03 9:31 AM	2012-01-03 9:11 AM	
quicktrip	UA-567-IAD-SFO	2012-01-03 6:32 AM	2012-01-03 6:30 AM		2012-01-03 9:31 AM	2012-01-03 9:11 AM	
flightview	UA-567-IAD-SFO		6:45 AMJan 03			9:11 AMJan 03	
panynj	UA-567-IAD-SFO		6:45 AMJan 03			9:11 AMJan 03	
gofox	UA-567-IAD-SFO		6:45 AMJan 03			9:11 AMJan 03	
foxbusiness	UA-567-IAD-SFO		6:45 AMJan 03			9:11 AMJan 03	
allegiantair	UA-567-IAD-SFO		6:45 AMJan 03			9:11 AMJan 03	
boston	UA-567-IAD-SFO		6:45 AMJan 03			9:07 AMJan 03	
orbitz	UA-567-IAD-SFO	6:32aJan 3	6:30aJan 3	 C11	9:31aJan 3	9:11aJan 3	 98
weather	UA-567-IAD-SFO	2012-01-03 06:32 AM	2012-01-03 06:45 AM		2012-01-03 09:31 AM	2012-01-03 08:59 AM	
sfo	UA-567-IAD-SFO				2012-01-03 9:31 AM		98
ifly	UA-567-IAD-SFO	2012-01-03 6:32 AM	2012-01-03 6:30 AM		2012-01-03 9:31 AM	2012-01-03 9:11 AM	
usatoday	UA-567-IAD-SFO	2012-01-03 06:32 AM	2012-01-03 06:45 AM		2012-01-03 09:31 AM	2012-01-03 08:59 AM	
mytripandmore	UA-567-IAD-SFO	6:32aJan 3	6:30aJan 3	 C11	9:31aJan 3	9:11aJan 3	 98
ua	UA-1461-IAH-SAL	Tue, Jan 3 5:50 PM	Tue, Jan 3 5:52 PM	E3	Tue, Jan 3 8:54 PM	Tue, Jan 3 8:47 PM	8
airtravelcenter	UA-1461-IAH-SAL	1/3/12 5:50 PM (-06:00)			1/3/12 8:54 PM (-06:00)		
myrateplan	UA-1461-IAH-SAL	1/3/12 5:50 PM (-06:00)			1/3/12 8:54 PM (-06:00)		
helloflight	UA-1461-IAH-SAL	1/3/12 5:50 PM (-06:00)			1/3/12 8:54 PM (-06:00)		
flytecomm	UA-1461-IAH-SAL	1/3/12 5:50 PM (-06:00)			1/3/12 8:54 PM (-06:00)		
flights	UA-1461-IAH-SAL	05:50 PM  Tue 03-Jan-2012			08:54 PM  Tue 03-Jan-2012		
businesstravellogue	UA-1461-IAH-SAL	05:50 PM  Tue 03-Jan-2012			08:54 PM  Tue 03-Jan-2012		
flylouisville	UA-1461-IAH-SAL	05:50 PM  Tue 03-Jan-2012			08:54 PM  Tue 03-Jan-2012		
flightview	UA-1461-IAH-SAL	5:50 PM, Jan 03	6:06 PM, Jan 03		8:54 PM, Jan 03		
panynj	UA-1461-IAH-SAL	5:50 PM, Jan 03	6:06 PM, Jan 03		8:54 PM, Jan 03		
gofox	UA-1461-IAH-SAL	5:50 PM, Jan 03	6:06 PM, Jan 03		8:54 PM, Jan 03		
foxbusiness	UA-1461-IAH-SAL	5:50 PM, Jan 03	6:06 PM, Jan 03		8:54 PM, Jan 03		
allegiantair	UA-1461-IAH-SAL	5:50 PM, Jan 03	6:06 PM, Jan 03		8:54 PM, Jan 03		
boston	UA-1461-IAH-SAL	5:50 PM, Jan 03	6:06 PM, Jan 03		8:54 PM, Jan 03	8:34 PM, Jan 03&nbsp(Estimated)	
orbitz	UA-1461-IAH-SAL	5:50pJan 3	5:52pJan 3	 E3	8:40pJan 3		 8
weather	UA-1461-IAH-SAL	2012-01-03 05:50 PM			2012-01-03 08:54 PM		
usatoday	UA-1461-IAH-SAL	5:50 PM, Jan 03	6:06 PM, Jan 03		8:54 PM, Jan 03	8:34 PM, Jan 03&nbsp(Estimated)	
flightarrival	UA-1461-IAH-SAL	2012-01-03 05:50 PM			2012-01-03 08:54 PM		
aa	AA-2446-DFW-MIA	January 3, 2012               07:10 PM    	January 3, 2012               07:21 PM    	 C31	January 3, 2012               10:45 PM    	January 3, 2012               11:03 PM    	 D5    
flightexplorer	AA-2446-DFW-MIA		1/3/2012 7:37PM CST			1/3/2012 10:56PM EST	
airtravelcenter	AA-2446-DFW-MIA		1/3/12 7:36 PM (-06:00)			1/3/12 10:56 PM (-05:00)	
myrateplan	AA-2446-DFW-MIA		1/3/12 7:36 PM (-06:00)			1/3/12 10:56 PM (-05:00)	
helloflight	AA-2446-DFW-MIA		1/3/12 7:36 PM (-06:00)			1/3/12 10:56 PM (-05:00)	
flytecomm	AA-2446-DFW-MIA		1/3/12 7:36 PM (-06:00)			1/3/12 10:56 PM (-05:00)	
flightaware	AA-2446-DFW-MIA	2012-01-03 07:10PM CST	2012-01-03 07:37PM CST	 C31 	2012-01-03 10:37PM EST	2012-01-03 10:54PM EST	 D5 
wunderground	AA-2446-DFW-MIA	2012-01-03 07:10PM CST	2012-01-03 07:37PM CST	 C31 	2012-01-03 10:37PM EST	2012-01-03 10:54PM EST	 D5 
flights	AA-2446-DFW-MIA		2012-01-03 07:21 PM	C31		2012-01-03 11:03 PM	D5
businesstravellogue	AA-2446-DFW-MIA		2012-01-03 07:21 PM	C31		2012-01-03 11:03 PM	D5
flylouisville	AA-2446-DFW-MIA		2012-01-03 07:21 PM	C31		2012-01-03 11:03 PM	D5
flightstats	AA-2446-DFW-MIA	2012-01-03 7:10 PM	2012-01-03 7:21 PM		2012-01-03 10:45 PM	2012-01-03 11:03 PM	
quicktrip	AA-2446-DFW-MIA	2012-01-03 7:10 PM	2012-01-03 7:21 PM		2012-01-03 10:45 PM	2012-01-03 11:03 PM	
flightview	AA-2446-DFW-MIA		7:37 PMJan 03			11:03 PMJan 03	
panynj	AA-2446-DFW-MIA		7:37 PMJan 03			11:03 PMJan 03	
gofox	AA-2446-DFW-MIA		7:37 PMJan 03			11:03 PMJan 03	
foxbusiness	AA-2446-DFW-MIA		7:37 PMJan 03			11:03 PMJan 03	
allegiantair	AA-2446-DFW-MIA		7:37 PMJan 03			11:03 PMJan 03	
boston	AA-2446-DFW-MIA		7:37 PMJan 03			10:54 PMJan 03	
orbitz	AA-2446-DFW-MIA	7:10pJan 3	7:21pJan 3	 C31	10:45pJan 3	11:03pJan 3	 D5
dfw	AA-2446-DFW-MIA	2012-01-03 7:10 pm		C31			
mia	AA-2446-DFW-MIA				10:45P 01-02-12	2012-01-03  10:48P	
ifly	AA-2446-DFW-MIA	2012-01-03 7:10 PM	2012-01-03 7:21 PM		2012-01-03 10:45 PM	2012-01-03 11:03 PM	
usatoday	AA-2446-DFW-MIA	2012-01-03 7:10 PM	2012-01-03 7:21 PM		2012-01-03 10:45 PM	2012-01-03 11:03 PM	
flightarrival	AA-2446-DFW-MIA	2012-01-03 7:10 PM	2012-01-03 7:21 PM		2012-01-03 10:45 PM	2012-01-03 11:03 PM	
ua	UA-37-EWR-MCO	Tue, Jan 3 1:29 PM	Tue, Jan 3 1:29 PM            On Time	C112	Tue, Jan 3 4:22 PM	Tue, Jan 3 3:55 PM	39
airtravelcenter	UA-37-EWR-MCO		1/3/12 1:47 PM (-05:00)			1/4/12 4:08 AM (-05:00)	
myrateplan	UA-37-EWR-MCO		1/3/12 1:47 PM (-05:00)			1/4/12 4:08 AM (-05:00)	
helloflight	UA-37-EWR-MCO		1/3/12 1:47 PM (-05:00)			1/4/12 4:08 AM (-05:00)	
flytecomm	UA-37-EWR-MCO		1/3/12 1:47 PM (-05:00)			1/4/12 4:08 AM (-05:00)	
flights	UA-37-EWR-MCO		2012-01-03 01:29 PM	112		2012-01-03 03:55 PM	39
businesstravellogue	UA-37-EWR-MCO		2012-01-03 01:29 PM	112		2012-01-03 03:55 PM	39
flylouisville	UA-37-EWR-MCO		2012-01-03 01:29 PM	112		2012-01-03 03:55 PM	39
flightstats	UA-37-EWR-MCO	2012-01-03 1:29 PM	2012-01-03 1:29 PM		2012-01-03 4:22 PM	2012-01-03 3:55 PM	
quicktrip	UA-37-EWR-MCO	2012-01-03 1:29 PM	2012-01-03 1:29 PM		2012-01-03 4:22 PM	2012-01-03 3:55 PM	
flightview	UA-37-EWR-MCO		1:46 PMJan 03			3:55 PMJan 03	
panynj	UA-37-EWR-MCO		1:46 PMJan 03			3:55 PMJan 03	
gofox	UA-37-EWR-MCO		1:46 PMJan 03			3:55 PMJan 03	
foxbusiness	UA-37-EWR-MCO		1:46 PMJan 03			3:55 PMJan 03	
allegiantair	UA-37-EWR-MCO		1:46 PMJan 03			3:55 PMJan 03	
boston	UA-37-EWR-MCO		1:46 PMJan 03			3:47 PMJan 03	
orbitz	UA-37-EWR-MCO	1:29pJan 3		 C112	4:22pJan 3	3:55pJan 3	 39
usatoday	UA-37-EWR-MCO		1:46 PMJan 03			3:47 PMJan 03	
aa	AA-3816-DEN-LAX	January 3, 2012               06:30 AM    	January 3, 2012               06:41 AM    	 A49	January 3, 2012               08:20 AM    	January 3, 2012               08:08 AM    	 44I    
flightexplorer	AA-3816-DEN-LAX		1/3/2012 6:53AM MST			1/3/2012 7:52AM PST	
airtravelcenter	AA-3816-DEN-LAX		1/3/12 6:53 AM (-07:00)			1/3/12 7:52 AM (-08:00)	
myrateplan	AA-3816-DEN-LAX		1/3/12 6:53 AM (-07:00)			1/3/12 7:52 AM (-08:00)	
helloflight	AA-3816-DEN-LAX		1/3/12 6:53 AM (-07:00)			1/3/12 7:52 AM (-08:00)	
flytecomm	AA-3816-DEN-LAX		1/3/12 6:53 AM (-07:00)			1/3/12 7:52 AM (-08:00)	
flightaware	AA-3816-DEN-LAX	2012-01-03 06:30AM MST	2012-01-03 06:53AM MST	 A49 	2012-01-03 07:58AM PST	2012-01-03 07:52AM PST	 44I 
wunderground	AA-3816-DEN-LAX	2012-01-03 06:30AM MST	2012-01-03 06:53AM MST	 A49 	2012-01-03 07:58AM PST	2012-01-03 07:52AM PST	 44I 
flights	AA-3816-DEN-LAX	06:30 AM  Tue 03-Jan-2012	06:41 AM  Tue 03-Jan-2012	A49	08:20 AM  Tue 03-Jan-2012	08:08 AM  Tue 03-Jan-2012	44
businesstravellogue	AA-3816-DEN-LAX	06:30 AM  Tue 03-Jan-2012	06:41 AM  Tue 03-Jan-2012	A49	08:20 AM  Tue 03-Jan-2012	08:08 AM  Tue 03-Jan-2012	44
flylouisville	AA-3816-DEN-LAX	06:30 AM  Tue 03-Jan-2012	06:41 AM  Tue 03-Jan-2012	A49	08:20 AM  Tue 03-Jan-2012	08:08 AM  Tue 03-Jan-2012	44
flightstats	AA-3816-DEN-LAX	2012-01-03 6:30 AM	2012-01-03 6:41 AM		2012-01-03 8:20 AM	2012-01-03 8:08 AM	
quicktrip	AA-3816-DEN-LAX	2012-01-03 6:30 AM	2012-01-03 6:41 AM		2012-01-03 8:20 AM	2012-01-03 8:08 AM	
world-flight-tracker	AA-3816-DEN-LAX	2012-01-03 6:30 AM	2012-01-03 6:41 AM		2012-01-03 8:20 AM	2012-01-03 8:08 AM	
flightview	AA-3816-DEN-LAX	6:30 AM, Jan 03	6:53 AM, Jan 03	A49	8:20 AM, Jan 03	8:08 AM, Jan 03	Terminal 4 - 44I
panynj	AA-3816-DEN-LAX	6:30 AM, Jan 03	6:53 AM, Jan 03	A49	8:20 AM, Jan 03	8:08 AM, Jan 03	Terminal 4 - 44I
gofox	AA-3816-DEN-LAX	6:30 AM, Jan 03	6:53 AM, Jan 03		8:20 AM, Jan 03	8:08 AM, Jan 03	
foxbusiness	AA-3816-DEN-LAX	6:30 AM, Jan 03	6:53 AM, Jan 03	A49	8:20 AM, Jan 03	8:08 AM, Jan 03	Terminal 4 - 44I
allegiantair	AA-3816-DEN-LAX	6:30 AM, Jan 03	6:53 AM, Jan 03	A49	8:20 AM, Jan 03	8:08 AM, Jan 03	Terminal 4 - 44I
boston	AA-3816-DEN-LAX	6:30 AM, Jan 03	6:53 AM, Jan 03		8:20 AM, Jan 03	7:53 AM, Jan 03	
orbitz	AA-3816-DEN-LAX	6:40aJan 3	6:41aJan 3	 A49	8:20aJan 3	8:08aJan 3	 44I
weather	AA-3816-DEN-LAX	2012-01-03 06:30 AM			2012-01-03 08:20 AM		
ifly	AA-3816-DEN-LAX	2012-01-03 6:30 AM	2012-01-03 6:41 AM		2012-01-03 8:20 AM	2012-01-03 8:08 AM	
usatoday	AA-3816-DEN-LAX	6:30 AM, Jan 03	6:53 AM, Jan 03		8:20 AM, Jan 03	7:53 AM, Jan 03	
flightarrival	AA-3816-DEN-LAX	6:30 AM, Jan 03	6:53 AM, Jan 03		8:20 AM, Jan 03	7:53 AM, Jan 03	
aa	AA-1066-MEX-DFW	January 3, 2012               06:05 AM    	January 3, 2012               06:02 AM    	 36	January 3, 2012               08:50 AM    	January 3, 2012               08:42 AM    	 D40    
airtravelcenter	AA-1066-MEX-DFW		1/3/12 6:19 AM (-06:00)			1/3/12 8:24 AM (-06:00)	
myrateplan	AA-1066-MEX-DFW		1/3/12 6:19 AM (-06:00)			1/3/12 8:24 AM (-06:00)	
helloflight	AA-1066-MEX-DFW		1/3/12 6:19 AM (-06:00)			1/3/12 8:24 AM (-06:00)	
flytecomm	AA-1066-MEX-DFW		1/3/12 6:19 AM (-06:00)			1/3/12 8:24 AM (-06:00)	
flights	AA-1066-MEX-DFW		2012-01-03 06:02 AM	36		2012-01-03 08:42 AM	D40
businesstravellogue	AA-1066-MEX-DFW		2012-01-03 06:02 AM	36		2012-01-03 08:42 AM	D40
flylouisville	AA-1066-MEX-DFW		2012-01-03 06:02 AM	36		2012-01-03 08:42 AM	D40
flightview	AA-1066-MEX-DFW		6:26 AMJan 03			8:33 AMJan 03	
panynj	AA-1066-MEX-DFW		6:26 AMJan 03			8:33 AMJan 03	
gofox	AA-1066-MEX-DFW		6:26 AMJan 03			8:33 AMJan 03	
foxbusiness	AA-1066-MEX-DFW		6:26 AMJan 03			8:33 AMJan 03	
allegiantair	AA-1066-MEX-DFW		6:26 AMJan 03			8:33 AMJan 03	
boston	AA-1066-MEX-DFW		6:26 AMJan 03			8:33 AMJan 03	
orbitz	AA-1066-MEX-DFW	6:05aJan 3	6:02aJan 3	 36	8:50aJan 3	8:42aJan 3	 D40
weather	AA-1066-MEX-DFW	2012-01-03 06:05 AM			2012-01-03 08:50 AM		
usatoday	AA-1066-MEX-DFW		6:26 AMJan 03			8:33 AMJan 03	
flightarrival	AA-1066-MEX-DFW	2012-01-03 06:05 AM			2012-01-03 08:50 AM		
ua	UA-4267-IAH-CLT	Tue, Jan 3 7:15 AM	Tue, Jan 3 7:13 AM	B63	Tue, Jan 3 10:38 AM	Tue, Jan 3 10:48 AM	A12
airtravelcenter	UA-4267-IAH-CLT	1/3/12 7:15 AM (-06:00)			1/3/12 10:38 AM (-05:00)		
myrateplan	UA-4267-IAH-CLT	1/3/12 7:15 AM (-06:00)			1/3/12 10:38 AM (-05:00)		
helloflight	UA-4267-IAH-CLT	1/3/12 7:15 AM (-06:00)			1/3/12 10:38 AM (-05:00)		
flytecomm	UA-4267-IAH-CLT	1/3/12 7:15 AM (-06:00)			1/3/12 10:38 AM (-05:00)		
flights	UA-4267-IAH-CLT		2012-01-03 07:13 AM	63		2012-01-03 10:48 AM	A12
businesstravellogue	UA-4267-IAH-CLT		2012-01-03 07:13 AM	63		2012-01-03 10:48 AM	A12
flylouisville	UA-4267-IAH-CLT		2012-01-03 07:13 AM	63		2012-01-03 10:48 AM	A12
flightview	UA-4267-IAH-CLT		7:26 AMJan 03			10:48 AMJan 03	
panynj	UA-4267-IAH-CLT		7:26 AMJan 03			10:48 AMJan 03	
gofox	UA-4267-IAH-CLT		7:26 AMJan 03			10:48 AMJan 03	
foxbusiness	UA-4267-IAH-CLT		7:26 AMJan 03			10:48 AMJan 03	
allegiantair	UA-4267-IAH-CLT		7:26 AMJan 03			10:48 AMJan 03	
boston	UA-4267-IAH-CLT		7:26 AMJan 03			10:42 AMJan 03	
orbitz	UA-4267-IAH-CLT	7:15aJan 3	7:13aJan 3	 -	10:38aJan 3	10:48aJan 3	 -
weather	UA-4267-IAH-CLT	2012-01-03 07:15 AM			2012-01-03 10:38 AM		
usatoday	UA-4267-IAH-CLT	2012-01-03 07:15 AM			2012-01-03 10:38 AM		
mytripandmore	UA-4267-IAH-CLT	7:15aJan 3	7:13aJan 3	 -	10:38aJan 3	10:48aJan 3	 -
flightarrival	UA-4267-IAH-CLT	2012-01-03 07:15 AM			2012-01-03 10:38 AM		
aa	AA-1886-BOS-MIA	January 3, 2012               10:45 AM    	January 3, 2012               11:08 AM    	 B33	January 3, 2012               02:20 PM    	January 3, 2012               02:20 PM    	 D1    
flightexplorer	AA-1886-BOS-MIA		1/3/2012 11:28AM EST			1/3/2012 2:16PM EST	
airtravelcenter	AA-1886-BOS-MIA		1/3/12 11:27 AM (-05:00)			1/3/12 2:16 PM (-05:00)	
myrateplan	AA-1886-BOS-MIA		1/3/12 11:27 AM (-05:00)			1/3/12 2:16 PM (-05:00)	
helloflight	AA-1886-BOS-MIA		1/3/12 11:27 AM (-05:00)			1/3/12 2:16 PM (-05:00)	
flytecomm	AA-1886-BOS-MIA		1/3/12 11:27 AM (-05:00)			1/3/12 2:16 PM (-05:00)	
flights	AA-1886-BOS-MIA		2012-01-03 11:08 AM	B33		2012-01-03 02:20 PM	D1
businesstravellogue	AA-1886-BOS-MIA		2012-01-03 11:08 AM	B33		2012-01-03 02:20 PM	D1
flylouisville	AA-1886-BOS-MIA		2012-01-03 11:08 AM	B33		2012-01-03 02:20 PM	D1
flightview	AA-1886-BOS-MIA		11:28 AMJan 03			2:20 PMJan 03	
panynj	AA-1886-BOS-MIA		11:28 AMJan 03			2:20 PMJan 03	
gofox	AA-1886-BOS-MIA		11:28 AMJan 03			2:20 PMJan 03	
foxbusiness	AA-1886-BOS-MIA		11:28 AMJan 03			2:20 PMJan 03	
allegiantair	AA-1886-BOS-MIA		11:28 AMJan 03			2:20 PMJan 03	
boston	AA-1886-BOS-MIA		11:28 AMJan 03			2:13 PMJan 03	
orbitz	AA-1886-BOS-MIA	10:45aJan 3	11:08aJan 3	 B33	2:20pJan 3	2:20pJan 3	 D1
weather	AA-1886-BOS-MIA	2012-01-03 10:45 AM			2012-01-03 02:20 PM		
mia	AA-1886-BOS-MIA				2:20P 01-03-12	2012-01-03  2:20P	
usatoday	AA-1886-BOS-MIA	2012-01-03 10:45 AM			2012-01-03 02:20 PM		
flightarrival	AA-1886-BOS-MIA	2012-01-03 10:45 AM			2012-01-03 02:20 PM		
aa	AA-3824-DEN-LAX	January 3, 2012               08:10 PM    	January 3, 2012               08:03 PM    	 A49	January 3, 2012               09:50 PM    	January 3, 2012     	 44J    
airtravelcenter	AA-3824-DEN-LAX		1/3/12 8:16 PM (-07:00)			1/3/12 9:09 PM (-08:00)	
myrateplan	AA-3824-DEN-LAX		1/3/12 8:16 PM (-07:00)			1/3/12 9:09 PM (-08:00)	
helloflight	AA-3824-DEN-LAX		1/3/12 8:16 PM (-07:00)			1/3/12 9:09 PM (-08:00)	
flytecomm	AA-3824-DEN-LAX		1/3/12 8:16 PM (-07:00)			1/3/12 9:09 PM (-08:00)	
flightaware	AA-3824-DEN-LAX	2012-01-03 08:10PM MST	2012-01-03 08:16PM MST	 A49 	2012-01-03 09:17PM PST	2012-01-03 09:04PM PST	 44J 
wunderground	AA-3824-DEN-LAX	2012-01-03 08:10PM MST	2012-01-03 08:16PM MST	 A49 	2012-01-03 09:17PM PST	2012-01-03 09:04PM PST	 44J 
flights	AA-3824-DEN-LAX	08:10 PM  Tue 03-Jan-2012		A49	09:50 PM  Tue 03-Jan-2012		44
businesstravellogue	AA-3824-DEN-LAX	08:10 PM  Tue 03-Jan-2012		A49	09:50 PM  Tue 03-Jan-2012		44
flylouisville	AA-3824-DEN-LAX	08:10 PM  Tue 03-Jan-2012		A49	09:50 PM  Tue 03-Jan-2012		44
flightstats	AA-3824-DEN-LAX	2012-01-03 8:10 PM	2012-01-03 8:03 PM		2012-01-03 9:50 PM	2012-01-03 9:11 PM (Estimated)	
