aa	AA-2446-LAX-DFW	12/07/2011 01:10 PM	12/07/2011 01:19 PM	42B	12/07/2011 06:10 PM	12/07/2011 06:08 PM	C2
flightview	AA-4242-CLE-JFK	12:20 PM, Dec 07	12:18 PM, Dec 07		2:00 PM, Dec 07	1:32 PM, Dec 07	
panynj	AA-4242-CLE-JFK	12:20 PM, Dec 07	12:18 PM, Dec 07		2:00 PM, Dec 07	1:32 PM, Dec 07	
gofox	AA-4242-CLE-JFK	12:20 PM, Dec 07	12:18 PM, Dec 07		2:00 PM, Dec 07	1:32 PM, Dec 07	
foxbusiness	AA-4242-CLE-JFK	12:20 PM, Dec 07	12:18 PM, Dec 07		2:00 PM, Dec 07	1:32 PM, Dec 07	
allegiantair	AA-4242-CLE-JFK	12:20 PM, Dec 07	12:18 PM, Dec 07		2:00 PM, Dec 07	1:32 PM, Dec 07	
boston	AA-4242-CLE-JFK	12:20 PM, Dec 07	12:18 PM, Dec 07		2:00 PM, Dec 07	1:27 PM, Dec 07	
travelocity	AA-4242-CLE-JFK	Dec 07 - 12:20pm	Dec 07 - 12:05pm	A3	Dec 07 - 2:00pm	Dec 07 - 1:32pm	32I/8
orbitz	AA-4242-CLE-JFK	12:20pDec 7	12:05pDec 7	 A3	2:00pDec 7	1:32pDec 7	 32I
weather	AA-4242-CLE-JFK	2011-12-07 12:20 PM			2011-12-07 02:00 PM		
usatoday	AA-4242-CLE-JFK	2011-12-07 12:20 PM			2011-12-07 02:00 PM		
CO	CO-1694-LAX-IAH	Wed., Dec.07, 2011 7:15 p.m.	Wed., Dec.07, 2011 7:15 p.m.		Wed., Dec.07, 2011 12:21 a.m.	Wed., Dec.07, 2011 12:21 a.m.	
flightexplorer	CO-1694-LAX-IAH	12/7/2011 7:15PM PST			12/8/2011 12:21AM CST		
airtravelcenter	CO-1694-LAX-IAH	12/7/11 7:15 PM (-08:00)			12/8/11 12:21 AM (-06:00)		
myrateplan	CO-1694-LAX-IAH	12/7/11 7:15 PM (-08:00)			12/8/11 12:21 AM (-06:00)		
helloflight	CO-1694-LAX-IAH	12/7/11 7:15 PM (-08:00)			12/8/11 12:21 AM (-06:00)		
flytecomm	CO-1694-LAX-IAH	12/7/11 7:15 PM (-08:00)			12/8/11 12:21 AM (-06:00)		
flightaware	CO-1694-LAX-IAH	2011-12-07 07:15PM PST	2011-12-07 07:21PM PST	 64 	2011-12-07 12:16AM CST	2011-12-07 11:57PM CST	 24 
wunderground	CO-1694-LAX-IAH	2011-12-07 07:15PM PST	2011-12-07 07:21PM PST	 64 	2011-12-07 12:16AM CST	2011-12-07 11:57PM CST	 24 
flights	CO-1694-LAX-IAH	07:15 PM  Wed 07-Dec-2011			12:21 AM  Thu 08-Dec-2011		
businesstravellogue	CO-1694-LAX-IAH	07:15 PM  Wed 07-Dec-2011			12:21 AM  Thu 08-Dec-2011		
flylouisville	CO-1694-LAX-IAH	07:15 PM  Wed 07-Dec-2011			12:21 AM  Thu 08-Dec-2011		
flightstats	CO-1694-LAX-IAH	2011-12-07 7:15 PM	2011-12-07 7:15 PM (Estimated)		2011-12-07 12:21 AM	2011-12-07 12:21 AM (Estimated)	
quicktrip	CO-1694-LAX-IAH	2011-12-07 7:15 PM	2011-12-07 7:15 PM (Estimated)		2011-12-07 12:21 AM	2011-12-07 12:21 AM (Estimated)	
world-flight-tracker	CO-1694-LAX-IAH	2011-12-07 7:15 PM	2011-12-07 7:15 PM (Estimated)		2011-12-07 12:21 AM	2011-12-07 12:21 AM (Estimated)	
flightview	CO-1694-LAX-IAH	7:15 PM, Dec 07		Terminal 6	12:21 AM, Dec 08		Terminal C
panynj	CO-1694-LAX-IAH	7:15 PM, Dec 07		Terminal 6	12:21 AM, Dec 08		Terminal C
gofox	CO-1694-LAX-IAH	7:15 PM, Dec 07			12:21 AM, Dec 08		
foxbusiness	CO-1694-LAX-IAH	7:15 PM, Dec 07		Terminal 6	12:21 AM, Dec 08		Terminal C
allegiantair	CO-1694-LAX-IAH	7:15 PM, Dec 07		Terminal 6	12:21 AM, Dec 08		Terminal C
boston	CO-1694-LAX-IAH	7:15 PM, Dec 07	Not Available		12:21 AM, Dec 08	Not Available	
travelocity	CO-1694-LAX-IAH	Dec 07 - 7:15pm	Dec 07 - Not Available	64	Dec 08 - 12:21am	Dec 08 - Not Available	Not provided by airline
orbitz	CO-1694-LAX-IAH	7:15pDec 7		 64	12:21aDec 8		 -
weather	CO-1694-LAX-IAH	2011-12-07 07:15 PM			2011-12-07 12:21 AM		
usatoday	CO-1694-LAX-IAH	2011-12-07 07:15 PM			2011-12-07 12:21 AM		
CO	CO-4436-IAH-ATL	Wed., Dec.07, 2011 4:25 p.m.	Wed., Dec.07, 2011 4:25 p.m.		Wed., Dec.07, 2011 7:29 p.m.	Wed., Dec.07, 2011 7:42 p.m.	
airtravelcenter	CO-4436-IAH-ATL	12/7/11 4:25 PM (-06:00)			12/7/11 7:29 PM (-05:00)		
myrateplan	CO-4436-IAH-ATL	12/7/11 4:25 PM (-06:00)			12/7/11 7:29 PM (-05:00)		
helloflight	CO-4436-IAH-ATL	12/7/11 4:25 PM (-06:00)			12/7/11 7:29 PM (-05:00)		
flytecomm	CO-4436-IAH-ATL	12/7/11 4:25 PM (-06:00)			12/7/11 7:29 PM (-05:00)		
flights	CO-4436-IAH-ATL		2011-12-07 04:25 PM	71A		2011-12-07 07:42 PM	D8A
businesstravellogue	CO-4436-IAH-ATL		2011-12-07 04:25 PM	71A		2011-12-07 07:42 PM	D8A
flylouisville	CO-4436-IAH-ATL		2011-12-07 04:25 PM	71A		2011-12-07 07:42 PM	D8A
flightstats	CO-4436-IAH-ATL	2011-12-07 4:25 PM	2011-12-07 4:25 PM		2011-12-07 7:29 PM	2011-12-07 7:42 PM	
quicktrip	CO-4436-IAH-ATL	2011-12-07 4:25 PM	2011-12-07 4:25 PM		2011-12-07 7:29 PM	2011-12-07 7:42 PM	
flightview	CO-4436-IAH-ATL		4:46 PMDec 07			7:42 PMDec 07	
panynj	CO-4436-IAH-ATL		4:46 PMDec 07			7:42 PMDec 07	
gofox	CO-4436-IAH-ATL		4:46 PMDec 07			7:42 PMDec 07	
foxbusiness	CO-4436-IAH-ATL		4:46 PMDec 07			7:42 PMDec 07	
allegiantair	CO-4436-IAH-ATL		4:46 PMDec 07			7:42 PMDec 07	
boston	CO-4436-IAH-ATL		4:46 PMDec 07			7:34 PMDec 07	
orbitz	CO-4436-IAH-ATL	4:25pDec 7	4:25pDec 7	 -	7:29pDec 7	7:42pDec 7	 -
weather	CO-4436-IAH-ATL	2011-12-07 04:25 PM			2011-12-07 07:29 PM		
flightarrival	CO-4436-IAH-ATL	2011-12-07 04:25 PM			2011-12-07 07:29 PM		
ua	UA-972-SFO-ORD	Wed, Dec 7 9:55 AM	Wed, Dec 7 9:50 AM	73	Wed, Dec 7 4:02 PM	Wed, Dec 7 3:45 PM	C15
airtravelcenter	UA-972-SFO-ORD		12/7/11 10:06 AM (-08:00)			12/7/11 4:11 PM (-06:00)	
myrateplan	UA-972-SFO-ORD		12/7/11 10:06 AM (-08:00)			12/7/11 4:11 PM (-06:00)	
helloflight	UA-972-SFO-ORD		12/7/11 10:06 AM (-08:00)			12/7/11 4:11 PM (-06:00)	
flytecomm	UA-972-SFO-ORD		12/7/11 10:06 AM (-08:00)			12/7/11 4:11 PM (-06:00)	
flights	UA-972-SFO-ORD		2011-12-07 09:50 AM	73		2011-12-07 03:45 PM	C15
businesstravellogue	UA-972-SFO-ORD		2011-12-07 09:50 AM	73		2011-12-07 03:45 PM	C15
flylouisville	UA-972-SFO-ORD		2011-12-07 09:50 AM	73		2011-12-07 03:45 PM	C15
flightstats	UA-972-SFO-ORD	2011-12-07 9:55 AM	2011-12-07 9:50 AM		2011-12-07 4:02 PM	2011-12-07 3:45 PM	
quicktrip	UA-972-SFO-ORD	2011-12-07 9:55 AM	2011-12-07 9:50 AM		2011-12-07 4:02 PM	2011-12-07 3:45 PM	
flightview	UA-972-SFO-ORD		10:07 AMDec 07			3:45 PMDec 07	
panynj	UA-972-SFO-ORD		10:07 AMDec 07			3:45 PMDec 07	
gofox	UA-972-SFO-ORD		10:07 AMDec 07			3:45 PMDec 07	
foxbusiness	UA-972-SFO-ORD		10:07 AMDec 07			3:45 PMDec 07	
allegiantair	UA-972-SFO-ORD		10:07 AMDec 07			3:45 PMDec 07	
boston	UA-972-SFO-ORD		10:07 AMDec 07			3:34 PMDec 07	
travelocity	UA-972-SFO-ORD	Dec 07 - Not Available	Dec 07 - 10:06am	73	Dec 07 - Not Available	Dec 07 - 3:45pm	C15
orbitz	UA-972-SFO-ORD	9:55aDec 7	9:50aDec 7	 73	4:02pDec 7	3:45pDec 7	 C15
weather	UA-972-SFO-ORD	2011-12-07 09:55 AM			2011-12-07 04:02 PM		
ord	UA-972-SFO-ORD	2011-12-07 9:55 AM		73	2011-12-07 4:02 PM		C15
ifly	UA-972-SFO-ORD	2011-12-07 9:55 AM	2011-12-07 9:50 AM		2011-12-07 4:02 PM	2011-12-07 3:45 PM	
usatoday	UA-972-SFO-ORD	2011-12-07 9:55 AM	2011-12-07 9:50 AM		2011-12-07 4:02 PM	2011-12-07 3:45 PM	
mytripandmore	UA-972-SFO-ORD	Dec 07 - Not Available	Dec 07 - 10:06am	73	Dec 07 - Not Available	Dec 07 - 3:45pm	C15
flightarrival	UA-972-SFO-ORD		10:07 AMDec 07			3:34 PMDec 07	
aa	AA-1960-MSY-MIA	12/07/2011 01:00 PM	12/07/2011 01:11 PM	C10	12/07/2011 03:45 PM	12/07/2011 03:42 PM	D50
flightexplorer	AA-1960-MSY-MIA		12/7/2011 1:11PM CST			12/7/2011 3:40PM EST	
airtravelcenter	AA-1960-MSY-MIA		12/7/11 1:11 PM (-06:00)			12/7/11 3:40 PM (-05:00)	
myrateplan	AA-1960-MSY-MIA		12/7/11 1:11 PM (-06:00)			12/7/11 3:40 PM (-05:00)	
helloflight	AA-1960-MSY-MIA		12/7/11 1:11 PM (-06:00)			12/7/11 3:40 PM (-05:00)	
flytecomm	AA-1960-MSY-MIA		12/7/11 1:11 PM (-06:00)			12/7/11 3:40 PM (-05:00)	
flights	AA-1960-MSY-MIA		2011-12-07 01:11 PM	C10		2011-12-07 03:42 PM	D50
businesstravellogue	AA-1960-MSY-MIA		2011-12-07 01:11 PM	C10		2011-12-07 03:42 PM	D50
flylouisville	AA-1960-MSY-MIA		2011-12-07 01:11 PM	C10		2011-12-07 03:42 PM	D50
flightview	AA-1960-MSY-MIA		1:11 PMDec 07			3:42 PMDec 07	
panynj	AA-1960-MSY-MIA		1:11 PMDec 07			3:42 PMDec 07	
gofox	AA-1960-MSY-MIA		1:11 PMDec 07			3:42 PMDec 07	
foxbusiness	AA-1960-MSY-MIA		1:11 PMDec 07			3:42 PMDec 07	
allegiantair	AA-1960-MSY-MIA		1:11 PMDec 07			3:42 PMDec 07	
boston	AA-1960-MSY-MIA		1:11 PMDec 07			3:38 PMDec 07	
travelocity	AA-1960-MSY-MIA	Dec 07 - 1:00pm	Dec 07 - 12:59pm	C10	Dec 07 - 3:45pm	Dec 07 - 3:42pm	D50
orbitz	AA-1960-MSY-MIA	1:00pDec 7	12:59pDec 7	 C10	3:45pDec 7	3:42pDec 7	 D50
weather	AA-1960-MSY-MIA	2011-12-07 01:00 PM			2011-12-07 03:45 PM		
mia	AA-1960-MSY-MIA				3:45P 12-07-11	2011-12-07  3:42P	
mytripandmore	AA-1960-MSY-MIA	Dec 07 - 1:00pm	Dec 07 - 12:59pm	C10	Dec 07 - 3:45pm	Dec 07 - 3:42pm	D50
flightarrival	AA-1960-MSY-MIA	2011-12-07 01:00 PM			2011-12-07 03:45 PM		
ua	UA-2704-PHX-SJC	Wed, Dec 7 2:35 PM	Wed, Dec 7 2:27 PM            On Time	A6	Wed, Dec 7 3:32 PM	Wed, Dec 7 3:32 PM	A11
airtravelcenter	UA-2704-PHX-SJC		12/7/11 2:49 PM (-07:00)			12/7/11 3:28 PM (-08:00)	
myrateplan	UA-2704-PHX-SJC		12/7/11 2:49 PM (-07:00)			12/7/11 3:28 PM (-08:00)	
helloflight	UA-2704-PHX-SJC		12/7/11 2:49 PM (-07:00)			12/7/11 3:28 PM (-08:00)	
flytecomm	UA-2704-PHX-SJC		12/7/11 2:49 PM (-07:00)			12/7/11 3:28 PM (-08:00)	
flightaware	UA-2704-PHX-SJC	2011-12-07 02:35PM MST	2011-12-07 02:27PM MST		2011-12-07 03:22PM PST	2011-12-07 03:22PM PST	
wunderground	UA-2704-PHX-SJC	2011-12-07 02:35PM MST	2011-12-07 02:27PM MST		2011-12-07 03:22PM PST	2011-12-07 03:22PM PST	
flights	UA-2704-PHX-SJC	2011-12-07 02:35 PM		A6	2011-12-07 03:32 PM		11
businesstravellogue	UA-2704-PHX-SJC	2011-12-07 02:35 PM		A6	2011-12-07 03:32 PM		11
flylouisville	UA-2704-PHX-SJC	2011-12-07 02:35 PM		A6	2011-12-07 03:32 PM		11
flightview	UA-2704-PHX-SJC	2:35 PMDec 07			3:11 PMDec 07		
panynj	UA-2704-PHX-SJC	2:35 PMDec 07			3:11 PMDec 07		
gofox	UA-2704-PHX-SJC	2:35 PMDec 07			3:11 PMDec 07		
foxbusiness	UA-2704-PHX-SJC	2:35 PMDec 07			3:11 PMDec 07		
allegiantair	UA-2704-PHX-SJC	2:35 PMDec 07			3:11 PMDec 07		
boston	UA-2704-PHX-SJC	2:35 PMDec 07			3:11 PMDec 07		
orbitz	UA-2704-PHX-SJC	2:35pDec 7		 -	3:32pDec 7		 -
mytripandmore	UA-2704-PHX-SJC	2:35pDec 7		 -	3:32pDec 7		 -
flightwise	UA-2704-PHX-SJC	2011-12-07 02:35PM MST	2011-12-07 02:27PM MST		2011-12-07 03:22PM PST	2011-12-07 03:22PM PST	
CO	CO-1036-IAH-DEN	Wed., Dec.07, 2011 2:20 p.m.	Wed., Dec.07, 2011 2:25 p.m.		Wed., Dec.07, 2011 3:50 p.m.	Wed., Dec.07, 2011 3:51 p.m.	
flightexplorer	CO-1036-IAH-DEN		12/7/2011 2:44PM CST			12/7/2011 3:40PM MST	
airtravelcenter	CO-1036-IAH-DEN	12/7/11 2:20 PM (-06:00)			12/7/11 3:50 PM (-07:00)		
myrateplan	CO-1036-IAH-DEN	12/7/11 2:20 PM (-06:00)			12/7/11 3:50 PM (-07:00)		
helloflight	CO-1036-IAH-DEN	12/7/11 2:20 PM (-06:00)			12/7/11 3:50 PM (-07:00)		
flytecomm	CO-1036-IAH-DEN	12/7/11 2:20 PM (-06:00)			12/7/11 3:50 PM (-07:00)		
flightaware	CO-1036-IAH-DEN	2011-12-07 02:20PM CST	2011-12-07 02:45PM CST	 30 	2011-12-07 03:25PM MST	2011-12-07 03:47PM MST	 B16 
wunderground	CO-1036-IAH-DEN	2011-12-07 02:20PM CST	2011-12-07 02:45PM CST	 30 	2011-12-07 03:25PM MST	2011-12-07 03:47PM MST	 B16 
flights	CO-1036-IAH-DEN		2011-12-07 02:25 PM	30		2011-12-07 03:51 PM	B16
businesstravellogue	CO-1036-IAH-DEN		2011-12-07 02:25 PM	30		2011-12-07 03:51 PM	B16
flylouisville	CO-1036-IAH-DEN		2011-12-07 02:25 PM	30		2011-12-07 03:51 PM	B16
flightstats	CO-1036-IAH-DEN	2011-12-07 2:20 PM	2011-12-07 2:25 PM		2011-12-07 3:50 PM	2011-12-07 3:51 PM	
quicktrip	CO-1036-IAH-DEN	2011-12-07 2:20 PM	2011-12-07 2:25 PM		2011-12-07 3:50 PM	2011-12-07 3:51 PM	
flightview	CO-1036-IAH-DEN		2:45 PMDec 07			3:51 PMDec 07	
panynj	CO-1036-IAH-DEN		2:45 PMDec 07			3:51 PMDec 07	
gofox	CO-1036-IAH-DEN		2:45 PMDec 07			3:51 PMDec 07	
foxbusiness	CO-1036-IAH-DEN		2:45 PMDec 07			3:51 PMDec 07	
allegiantair	CO-1036-IAH-DEN		2:45 PMDec 07			3:51 PMDec 07	
boston	CO-1036-IAH-DEN		2:45 PMDec 07			3:52 PMDec 07	
orbitz	CO-1036-IAH-DEN	2:20pDec 7	2:25pDec 7	 C-30	3:50pDec 7	3:51pDec 7	 B16
weather	CO-1036-IAH-DEN	2011-12-07 02:20 PM			2011-12-07 03:50 PM		
den	CO-1036-IAH-DEN				2011-12-07 3:50 PM		 
usatoday	CO-1036-IAH-DEN	2011-12-07 2:20 PM	2011-12-07 2:25 PM		2011-12-07 3:50 PM	2011-12-07 3:51 PM	
flightarrival	CO-1036-IAH-DEN		2:45 PMDec 07			3:52 PMDec 07	
ua	UA-1235-IAH-DTW	Wed, Dec 7 6:55 PM	Wed, Dec 7 6:52 PM	C-26	Wed, Dec 7 10:43 PM	Wed, Dec 7 10:29 PM	D-1
flightexplorer	UA-1235-IAH-DTW		12/7/2011 7:04PM CST			12/7/2011 10:19PM EST	
airtravelcenter	UA-1235-IAH-DTW	12/7/11 6:55 PM (-06:00)			12/7/11 10:43 PM (-05:00)		
myrateplan	UA-1235-IAH-DTW	12/7/11 6:55 PM (-06:00)			12/7/11 10:43 PM (-05:00)		
helloflight	UA-1235-IAH-DTW	12/7/11 6:55 PM (-06:00)			12/7/11 10:43 PM (-05:00)		
flytecomm	UA-1235-IAH-DTW	12/7/11 6:55 PM (-06:00)			12/7/11 10:43 PM (-05:00)		
flights	UA-1235-IAH-DTW	06:55 PM  Wed 07-Dec-2011	06:52 PM  Wed 07-Dec-2011	26	10:43 PM  Wed 07-Dec-2011	10:29 PM  Wed 07-Dec-2011	D1
businesstravellogue	UA-1235-IAH-DTW	06:55 PM  Wed 07-Dec-2011	06:52 PM  Wed 07-Dec-2011	26	10:43 PM  Wed 07-Dec-2011	10:29 PM  Wed 07-Dec-2011	D1
flylouisville	UA-1235-IAH-DTW	06:55 PM  Wed 07-Dec-2011	06:52 PM  Wed 07-Dec-2011	26	10:43 PM  Wed 07-Dec-2011	10:29 PM  Wed 07-Dec-2011	D1
flightstats	UA-1235-IAH-DTW	2011-12-07 6:55 PM	2011-12-07 6:52 PM		2011-12-07 10:43 PM	2011-12-07 10:29 PM	
quicktrip	UA-1235-IAH-DTW	2011-12-07 6:55 PM	2011-12-07 6:52 PM		2011-12-07 10:43 PM	2011-12-07 10:29 PM	
world-flight-tracker	UA-1235-IAH-DTW	2011-12-07 6:55 PM	2011-12-07 6:52 PM		2011-12-07 10:43 PM	2011-12-07 10:29 PM	
flightview	UA-1235-IAH-DTW	6:55 PM, Dec 07	7:06 PM, Dec 07	Term C - C26	10:43 PM, Dec 07	10:29 PM, Dec 07	North Term - D1
panynj	UA-1235-IAH-DTW	6:55 PM, Dec 07	7:06 PM, Dec 07	Term C - C26	10:43 PM, Dec 07	10:29 PM, Dec 07	North Term - D1
gofox	UA-1235-IAH-DTW	6:55 PM, Dec 07	7:06 PM, Dec 07		10:43 PM, Dec 07	10:29 PM, Dec 07	
foxbusiness	UA-1235-IAH-DTW	6:55 PM, Dec 07	7:06 PM, Dec 07	Term C - C26	10:43 PM, Dec 07	10:29 PM, Dec 07	North Term - D1
allegiantair	UA-1235-IAH-DTW	6:55 PM, Dec 07	7:06 PM, Dec 07	Term C - C26	10:43 PM, Dec 07	10:29 PM, Dec 07	North Term - D1
boston	UA-1235-IAH-DTW	6:55 PM, Dec 07	7:06 PM, Dec 07		10:43 PM, Dec 07	10:17 PM, Dec 07	
travelocity	UA-1235-IAH-DTW	Dec 07 - 6:55pm	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 10:43pm	Dec 07 - Contact Airline	Not provided by airline
orbitz	UA-1235-IAH-DTW	6:55pDec 7	6:52pDec 7	 26	10:43pDec 7	10:29pDec 7	 D1
weather	UA-1235-IAH-DTW	2011-12-07 06:55 PM			2011-12-07 10:43 PM		
ifly	UA-1235-IAH-DTW	2011-12-07 6:55 PM	2011-12-07 6:52 PM		2011-12-07 10:43 PM	2011-12-07 10:29 PM	
usatoday	UA-1235-IAH-DTW	2011-12-07 06:55 PM			2011-12-07 10:43 PM		
aa	AA-425-ORD-SEA	12/07/2011 03:10 PM	12/07/2011 04:02 PM	H14	12/07/2011 05:45 PM		A9
flightexplorer	AA-425-ORD-SEA		12/7/2011 4:03PM CST			12/7/2011 6:19PM PST	
airtravelcenter	AA-425-ORD-SEA		12/7/11 4:03 PM (-06:00)			12/7/11 5:59 PM (-08:00)	
myrateplan	AA-425-ORD-SEA		12/7/11 4:03 PM (-06:00)			12/7/11 5:59 PM (-08:00)	
helloflight	AA-425-ORD-SEA		12/7/11 4:03 PM (-06:00)			12/7/11 5:59 PM (-08:00)	
flytecomm	AA-425-ORD-SEA		12/7/11 4:03 PM (-06:00)			12/7/11 5:59 PM (-08:00)	
flightaware	AA-425-ORD-SEA	2011-12-07 03:10PM CST	2011-12-07 04:03PM CST	 H14 	2011-12-07 05:22PM PST	2011-12-07 06:19PM PST	 A9 
wunderground	AA-425-ORD-SEA	2011-12-07 03:10PM CST	2011-12-07 04:03PM CST	 H14 	2011-12-07 05:22PM PST	2011-12-07 06:19PM PST	 A9 
flights	AA-425-ORD-SEA	03:10 PM  Wed 07-Dec-2011		H14	05:45 PM  Wed 07-Dec-2011		9
businesstravellogue	AA-425-ORD-SEA	03:10 PM  Wed 07-Dec-2011		H14	05:45 PM  Wed 07-Dec-2011		9
flylouisville	AA-425-ORD-SEA	03:10 PM  Wed 07-Dec-2011		H14	05:45 PM  Wed 07-Dec-2011		9
world-flight-tracker	AA-425-ORD-SEA	2011-12-07 3:10 PM	2011-12-07 4:02 PM		2011-12-07 5:45 PM	2011-12-07 6:30 PM (Estimated)	
flightview	AA-425-ORD-SEA	3:10 PM, Dec 07	4:03 PM, Dec 07		5:45 PM, Dec 07		
panynj	AA-425-ORD-SEA	3:10 PM, Dec 07	4:03 PM, Dec 07		5:45 PM, Dec 07		
gofox	AA-425-ORD-SEA	3:10 PM, Dec 07	4:03 PM, Dec 07		5:45 PM, Dec 07		
foxbusiness	AA-425-ORD-SEA	3:10 PM, Dec 07	4:03 PM, Dec 07		5:45 PM, Dec 07		
allegiantair	AA-425-ORD-SEA	3:10 PM, Dec 07	4:03 PM, Dec 07		5:45 PM, Dec 07		
boston	AA-425-ORD-SEA	3:10 PM, Dec 07	4:03 PM, Dec 07		5:45 PM, Dec 07	6:24 PM, Dec 07&nbsp(Estimated)	
travelocity	AA-425-ORD-SEA	Dec 07 - 3:10pm	Dec 07 - 3:51pm	H14/T3	Dec 07 - 5:45pm	Dec 07 - 6:29pm*	A9/1
orbitz	AA-425-ORD-SEA	3:10pDec 7	3:51pDec 7	 H14	7:09pDec 7		 A9
weather	AA-425-ORD-SEA	2011-12-07 03:10 PM	2011-12-07 04:03 PM		2011-12-07 05:45 PM	2011-12-07 05:59 PM	
ord	AA-425-ORD-SEA	2011-12-07 3:10 PM		H14	2011-12-07 5:45 PM		9
usatoday	AA-425-ORD-SEA	3:10 PM, Dec 07	4:03 PM, Dec 07		5:45 PM, Dec 07	6:24 PM, Dec 07&nbsp(Estimated)	
aa	AA-2136-SXM-MIA	12/07/2011 04:00 PM	12/07/2011 04:06 PM	A2	12/07/2011 06:35 PM	12/07/2011 06:00 PM	D45
airtravelcenter	AA-2136-SXM-MIA		12/7/11 4:07 PM (-04:00)			12/7/11 5:42 PM (-05:00)	
myrateplan	AA-2136-SXM-MIA		12/7/11 4:07 PM (-04:00)			12/7/11 5:42 PM (-05:00)	
helloflight	AA-2136-SXM-MIA		12/7/11 4:07 PM (-04:00)			12/7/11 5:42 PM (-05:00)	
flytecomm	AA-2136-SXM-MIA		12/7/11 4:07 PM (-04:00)			12/7/11 5:42 PM (-05:00)	
flights	AA-2136-SXM-MIA	04:00 PM  Wed 07-Dec-2011	04:06 PM  Wed 07-Dec-2011	A2	06:35 PM  Wed 07-Dec-2011	06:00 PM  Wed 07-Dec-2011	D45
businesstravellogue	AA-2136-SXM-MIA	04:00 PM  Wed 07-Dec-2011	04:06 PM  Wed 07-Dec-2011	A2	06:35 PM  Wed 07-Dec-2011	06:00 PM  Wed 07-Dec-2011	D45
flylouisville	AA-2136-SXM-MIA	04:00 PM  Wed 07-Dec-2011	04:06 PM  Wed 07-Dec-2011	A2	06:35 PM  Wed 07-Dec-2011	06:00 PM  Wed 07-Dec-2011	D45
world-flight-tracker	AA-2136-SXM-MIA	2011-12-07 4:00 PM	2011-12-07 4:06 PM		2011-12-07 6:35 PM	2011-12-07 6:00 PM	
flightview	AA-2136-SXM-MIA	4:00 PM, Dec 07	4:08 PM, Dec 07		6:35 PM, Dec 07	6:00 PM, Dec 07	
panynj	AA-2136-SXM-MIA	4:00 PM, Dec 07	4:08 PM, Dec 07		6:35 PM, Dec 07	6:00 PM, Dec 07	
gofox	AA-2136-SXM-MIA	4:00 PM, Dec 07	4:08 PM, Dec 07		6:35 PM, Dec 07	6:00 PM, Dec 07	
foxbusiness	AA-2136-SXM-MIA	4:00 PM, Dec 07	4:08 PM, Dec 07		6:35 PM, Dec 07	6:00 PM, Dec 07	
allegiantair	AA-2136-SXM-MIA	4:00 PM, Dec 07	4:08 PM, Dec 07		6:35 PM, Dec 07	6:00 PM, Dec 07	
boston	AA-2136-SXM-MIA	4:00 PM, Dec 07	4:08 PM, Dec 07		6:35 PM, Dec 07	5:40 PM, Dec 07	
travelocity	AA-2136-SXM-MIA	Dec 07 - 4:00pm	Dec 07 - 3:49pm	A2	Dec 07 - 6:35pm	Dec 07 - 6:00pm	D45
orbitz	AA-2136-SXM-MIA	4:00pDec 7	3:49pDec 7	 A2	6:35pDec 7	6:00pDec 7	 D45
weather	AA-2136-SXM-MIA	2011-12-07 04:00 PM			2011-12-07 06:35 PM		
mia	AA-2136-SXM-MIA				6:35P 12-07-11	2011-12-07  6:05P	
mytripandmore	AA-2136-SXM-MIA	4:00pDec 7	3:49pDec 7	 A2	6:35pDec 7	6:00pDec 7	 D45
aa	AA-4008-ORD-CLT	12/07/2011 02:25 PM	12/07/2011 02:41 PM	G19A	12/07/2011 05:15 PM	12/07/2011 05:28 PM	A11
flightexplorer	AA-4008-ORD-CLT		12/7/2011 2:42PM CST			12/7/2011 5:14PM EST	
airtravelcenter	AA-4008-ORD-CLT		12/7/11 2:42 PM (-06:00)			12/7/11 5:14 PM (-05:00)	
myrateplan	AA-4008-ORD-CLT		12/7/11 2:42 PM (-06:00)			12/7/11 5:14 PM (-05:00)	
helloflight	AA-4008-ORD-CLT		12/7/11 2:42 PM (-06:00)			12/7/11 5:14 PM (-05:00)	
flytecomm	AA-4008-ORD-CLT		12/7/11 2:42 PM (-06:00)			12/7/11 5:14 PM (-05:00)	
flightaware	AA-4008-ORD-CLT	2011-12-07 02:25PM CST	2011-12-07 02:42PM CST	 G19A 	2011-12-07 05:15PM EST	2011-12-07 05:11PM EST	 A11 
wunderground	AA-4008-ORD-CLT	2011-12-07 02:25PM CST	2011-12-07 02:42PM CST	 G19A 	2011-12-07 05:15PM EST	2011-12-07 05:11PM EST	 A11 
flights	AA-4008-ORD-CLT	02:25 PM  Wed 07-Dec-2011	02:41 PM  Wed 07-Dec-2011	G19A	05:15 PM  Wed 07-Dec-2011	05:28 PM  Wed 07-Dec-2011	A11
businesstravellogue	AA-4008-ORD-CLT	02:25 PM  Wed 07-Dec-2011	02:41 PM  Wed 07-Dec-2011	G19A	05:15 PM  Wed 07-Dec-2011	05:28 PM  Wed 07-Dec-2011	A11
flylouisville	AA-4008-ORD-CLT	02:25 PM  Wed 07-Dec-2011	02:41 PM  Wed 07-Dec-2011	G19A	05:15 PM  Wed 07-Dec-2011	05:28 PM  Wed 07-Dec-2011	A11
flightstats	AA-4008-ORD-CLT	2011-12-07 2:25 PM	2011-12-07 2:41 PM		2011-12-07 5:15 PM	2011-12-07 5:28 PM	
