CO	CO-4237-EWR-DTW	Sun., Dec.25, 2011 12:09 p.m.	Sun., Dec.25, 2011 12:02 p.m.		Sun., Dec.25, 2011 2:16 p.m.	Sun., Dec.25, 2011 2:03 p.m.	
helloflight	UA-952-ORD-IAD		12/25/11 11:22 AM (-06:00)			12/25/11 1:29 PM (-05:00)	
flytecomm	UA-952-ORD-IAD		12/25/11 11:22 AM (-06:00)			12/25/11 1:29 PM (-05:00)	
flights	UA-952-ORD-IAD		2011-12-25 11:10 AM	B9		2011-12-25 01:38 PM	C23
businesstravellogue	UA-952-ORD-IAD		2011-12-25 11:10 AM	B9		2011-12-25 01:38 PM	C23
flylouisville	UA-952-ORD-IAD		2011-12-25 11:10 AM	B9		2011-12-25 01:38 PM	C23
flightview	UA-952-ORD-IAD		11:23 AMDec 25			1:38 PMDec 25	
panynj	UA-952-ORD-IAD		11:23 AMDec 25			1:38 PMDec 25	
gofox	UA-952-ORD-IAD		11:23 AMDec 25			1:38 PMDec 25	
foxbusiness	UA-952-ORD-IAD		11:23 AMDec 25			1:38 PMDec 25	
allegiantair	UA-952-ORD-IAD		11:23 AMDec 25			1:38 PMDec 25	
boston	UA-952-ORD-IAD		11:23 AMDec 25			1:34 PMDec 25	
orbitz	UA-952-ORD-IAD	11:14aDec 25	11:10aDec 25	 B9	2:00pDec 25	1:38pDec 25	 C23
iad	UA-952-ORD-IAD				2011-12-25 14:00 	2011-12-25 13:40 	
ua	UA-1075-IAH-EWR	Sun, Dec 25 7:55 AM	Sun, Dec 25 8:01 AM	E20	Sun, Dec 25 12:17 PM	Sun, Dec 25 12:02 PM	C125
flightexplorer	UA-1075-IAH-EWR		12/25/2011 8:10AM CST			12/25/2011 11:56AM EST	
airtravelcenter	UA-1075-IAH-EWR	12/25/11 7:55 AM (-06:00)			12/25/11 12:17 PM (-05:00)		
myrateplan	UA-1075-IAH-EWR	12/25/11 7:55 AM (-06:00)			12/25/11 12:17 PM (-05:00)		
helloflight	UA-1075-IAH-EWR	12/25/11 7:55 AM (-06:00)			12/25/11 12:17 PM (-05:00)		
flytecomm	UA-1075-IAH-EWR	12/25/11 7:55 AM (-06:00)			12/25/11 12:17 PM (-05:00)		
flightaware	UA-1075-IAH-EWR	2011-12-25 07:55AM CST	2011-12-25 08:08AM CST		2011-12-25 11:32AM EST	2011-12-25 11:45AM EST	
wunderground	UA-1075-IAH-EWR	2011-12-25 07:55AM CST	2011-12-25 08:08AM CST		2011-12-25 11:32AM EST	2011-12-25 11:45AM EST	
flights	UA-1075-IAH-EWR	07:55 AM  Sun 25-Dec-2011	08:01 AM  Sun 25-Dec-2011	20	12:17 PM  Sun 25-Dec-2011	12:02 PM  Sun 25-Dec-2011	125
businesstravellogue	UA-1075-IAH-EWR	07:55 AM  Sun 25-Dec-2011	08:01 AM  Sun 25-Dec-2011	20	12:17 PM  Sun 25-Dec-2011	12:02 PM  Sun 25-Dec-2011	125
flylouisville	UA-1075-IAH-EWR	07:55 AM  Sun 25-Dec-2011	08:01 AM  Sun 25-Dec-2011	20	12:17 PM  Sun 25-Dec-2011	12:02 PM  Sun 25-Dec-2011	125
flightstats	UA-1075-IAH-EWR	2011-12-25 7:55 AM	2011-12-25 8:01 AM		2011-12-25 12:17 PM	2011-12-25 12:02 PM	
quicktrip	UA-1075-IAH-EWR	2011-12-25 7:55 AM	2011-12-25 8:01 AM		2011-12-25 12:17 PM	2011-12-25 12:02 PM	
world-flight-tracker	UA-1075-IAH-EWR	2011-12-25 7:55 AM	2011-12-25 8:01 AM		2011-12-25 12:17 PM	2011-12-25 12:02 PM	
flightview	UA-1075-IAH-EWR	7:55 AM, Dec 25	8:11 AM, Dec 25	Term C - E20	12:17 PM, Dec 25	12:02 PM, Dec 25	Term C - C125
panynj	UA-1075-IAH-EWR	7:55 AM, Dec 25	8:11 AM, Dec 25	Term C - E20	12:17 PM, Dec 25	12:02 PM, Dec 25	Term C - C125
gofox	UA-1075-IAH-EWR	7:55 AM, Dec 25	8:11 AM, Dec 25		12:17 PM, Dec 25	12:02 PM, Dec 25	
foxbusiness	UA-1075-IAH-EWR	7:55 AM, Dec 25	8:11 AM, Dec 25	Term C - E20	12:17 PM, Dec 25	12:02 PM, Dec 25	Term C - C125
allegiantair	UA-1075-IAH-EWR	7:55 AM, Dec 25	8:11 AM, Dec 25	Term C - E20	12:17 PM, Dec 25	12:02 PM, Dec 25	Term C - C125
boston	UA-1075-IAH-EWR	7:55 AM, Dec 25	8:11 AM, Dec 25		12:17 PM, Dec 25	11:53 AM, Dec 25	
travelocity	UA-1075-IAH-EWR	Dec 25 - 7:55am	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 12:17pm	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-1075-IAH-EWR	7:55aDec 25	8:01aDec 25	 E20	12:17pDec 25	12:02pDec 25	 125
weather	UA-1075-IAH-EWR	2011-12-25 07:55 AM			2011-12-25 12:17 PM		
usatoday	UA-1075-IAH-EWR	2011-12-25 7:55 AM	2011-12-25 8:01 AM		2011-12-25 12:17 PM	2011-12-25 12:02 PM	
mytripandmore	UA-1075-IAH-EWR	7:55aDec 25	8:01aDec 25	 E20	12:17pDec 25	12:02pDec 25	 125
flightwise	UA-1075-IAH-EWR	2011-12-25 07:55AM CST	2011-12-25 08:08AM CST		2011-12-25 11:32AM EST	2011-12-25 11:45AM EST	
flightarrival	UA-1075-IAH-EWR	2011-12-25 07:55 AM			2011-12-25 12:17 PM		
ua	UA-2725-FLL-PHL	Sun, Dec 25 7:40 AM	Sun, Dec 25 7:40 AM	E8	Sun, Dec 25 10:17 AM	Sun, Dec 25 10:01 AM	B11
airtravelcenter	UA-2725-FLL-PHL		12/25/11 7:48 AM (-05:00)			12/25/11 10:00 AM (-05:00)	
myrateplan	UA-2725-FLL-PHL		12/25/11 7:48 AM (-05:00)			12/25/11 10:00 AM (-05:00)	
helloflight	UA-2725-FLL-PHL		12/25/11 7:48 AM (-05:00)			12/25/11 10:00 AM (-05:00)	
flytecomm	UA-2725-FLL-PHL		12/25/11 7:48 AM (-05:00)			12/25/11 10:00 AM (-05:00)	
flightaware	UA-2725-FLL-PHL	2011-12-25 07:40AM EST	2011-12-25 07:48AM EST		2011-12-25 10:00AM EST	2011-12-25 09:57AM EST	
wunderground	UA-2725-FLL-PHL	2011-12-25 07:40AM EST	2011-12-25 07:48AM EST		2011-12-25 10:00AM EST	2011-12-25 09:57AM EST	
flights	UA-2725-FLL-PHL	07:40 AM  Sun 25-Dec-2011	07:32 AM  Sun 25-Dec-2011	E8	10:17 AM  Sun 25-Dec-2011	10:01 AM  Sun 25-Dec-2011	B11
businesstravellogue	UA-2725-FLL-PHL	07:40 AM  Sun 25-Dec-2011	07:32 AM  Sun 25-Dec-2011	E8	10:17 AM  Sun 25-Dec-2011	10:01 AM  Sun 25-Dec-2011	B11
flylouisville	UA-2725-FLL-PHL	07:40 AM  Sun 25-Dec-2011	07:32 AM  Sun 25-Dec-2011	E8	10:17 AM  Sun 25-Dec-2011	10:01 AM  Sun 25-Dec-2011	B11
flightstats	UA-2725-FLL-PHL	2011-12-25 7:40 AM	2011-12-25 7:32 AM		2011-12-25 10:17 AM	2011-12-25 10:01 AM	
quicktrip	UA-2725-FLL-PHL	2011-12-25 7:40 AM	2011-12-25 7:32 AM		2011-12-25 10:17 AM	2011-12-25 10:01 AM	
world-flight-tracker	UA-2725-FLL-PHL	2011-12-25 7:40 AM	2011-12-25 7:32 AM		2011-12-25 10:17 AM	2011-12-25 10:01 AM	
flightview	UA-2725-FLL-PHL	7:40 AM, Dec 25	7:48 AM, Dec 25	Terminal 3 - E8	10:17 AM, Dec 25	10:17 AM, Dec 25	B11
panynj	UA-2725-FLL-PHL	7:40 AM, Dec 25	7:48 AM, Dec 25	Terminal 3 - E8	10:17 AM, Dec 25	10:17 AM, Dec 25	B11
gofox	UA-2725-FLL-PHL	7:40 AM, Dec 25	7:48 AM, Dec 25		10:17 AM, Dec 25	10:17 AM, Dec 25	
foxbusiness	UA-2725-FLL-PHL	7:40 AM, Dec 25	7:48 AM, Dec 25	Terminal 3 - E8	10:17 AM, Dec 25	10:17 AM, Dec 25	B11
allegiantair	UA-2725-FLL-PHL	7:40 AM, Dec 25	7:48 AM, Dec 25	Terminal 3 - E8	10:17 AM, Dec 25	10:17 AM, Dec 25	B11
boston	UA-2725-FLL-PHL	7:40 AM, Dec 25	7:48 AM, Dec 25		10:17 AM, Dec 25	9:57 AM, Dec 25	
travelocity	UA-2725-FLL-PHL	Dec 25 - 7:40am	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 10:17am	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-2725-FLL-PHL	7:40aDec 25	7:32aDec 25	 -	10:17aDec 25	10:01aDec 25	 -
weather	UA-2725-FLL-PHL	2011-12-25 07:40 AM			2011-12-25 10:17 AM		
ifly	UA-2725-FLL-PHL	2011-12-25 7:40 AM	2011-12-25 7:32 AM		2011-12-25 10:17 AM	2011-12-25 10:01 AM	
mytripandmore	UA-2725-FLL-PHL	7:40aDec 25	7:32aDec 25	 -	10:17aDec 25	10:01aDec 25	 -
flightarrival	UA-2725-FLL-PHL	7:40 AM, Dec 25	7:48 AM, Dec 25		10:17 AM, Dec 25	9:57 AM, Dec 25	
ua	UA-1035-IAH-UIO	Sun, Dec 25 5:45 PM	Sun, Dec 25 6:47 PM            Delayed	E6	Mon, Dec 26 12:09 AM	Mon, Dec 26 1:01 AM	--
airtravelcenter	UA-1035-IAH-UIO		12/25/11 6:51 PM (-06:00)			12/26/11 12:47 AM (-05:00)	
airtravelcenter	UA-1035-IAH-UIO	12/25/11 5:45 PM (-06:00)			12/26/11 12:09 AM (-05:00)		
myrateplan	UA-1035-IAH-UIO		12/25/11 6:51 PM (-06:00)			12/26/11 12:47 AM (-05:00)	
myrateplan	UA-1035-IAH-UIO	12/25/11 5:45 PM (-06:00)			12/26/11 12:09 AM (-05:00)		
helloflight	UA-1035-IAH-UIO		12/25/11 6:51 PM (-06:00)			12/26/11 12:47 AM (-05:00)	
helloflight	UA-1035-IAH-UIO	12/25/11 5:45 PM (-06:00)			12/26/11 12:09 AM (-05:00)		
flytecomm	UA-1035-IAH-UIO		12/25/11 6:51 PM (-06:00)			12/26/11 12:47 AM (-05:00)	
flytecomm	UA-1035-IAH-UIO	12/25/11 5:45 PM (-06:00)			12/26/11 12:09 AM (-05:00)		
flights	UA-1035-IAH-UIO		2011-12-25 06:47 PM	6		2011-12-25 12:09 AM	HOLD
businesstravellogue	UA-1035-IAH-UIO		2011-12-25 06:47 PM	6		2011-12-25 12:09 AM	HOLD
flylouisville	UA-1035-IAH-UIO		2011-12-25 06:47 PM	6		2011-12-25 12:09 AM	HOLD
flightview	UA-1035-IAH-UIO		6:47 PMDec 25			1:25 AMDec 26	
panynj	UA-1035-IAH-UIO		6:47 PMDec 25			1:25 AMDec 26	
gofox	UA-1035-IAH-UIO		6:47 PMDec 25			1:25 AMDec 26	
foxbusiness	UA-1035-IAH-UIO		6:47 PMDec 25			1:25 AMDec 26	
allegiantair	UA-1035-IAH-UIO		6:47 PMDec 25			1:25 AMDec 26	
boston	UA-1035-IAH-UIO	6:30 PMDec 25			12:47 AMDec 26		
orbitz	UA-1035-IAH-UIO	5:45pDec 25	6:47pDec 25	 E6	1:53aDec 26		 -
mytripandmore	UA-1035-IAH-UIO	5:45pDec 25	6:47pDec 25	 E6	1:53aDec 26		 -
ua	UA-5936-EWR-IAD	Sun, Dec 25 4:46 PM	Sun, Dec 25 4:39 PM            On Time	16	Sun, Dec 25 6:03 PM	Sun, Dec 25 5:55 PM	C22
airtravelcenter	UA-5936-EWR-IAD	12/25/11 4:46 PM (-05:00)			12/25/11 6:03 PM (-05:00)		
myrateplan	UA-5936-EWR-IAD	12/25/11 4:46 PM (-05:00)			12/25/11 6:03 PM (-05:00)		
helloflight	UA-5936-EWR-IAD	12/25/11 4:46 PM (-05:00)			12/25/11 6:03 PM (-05:00)		
flytecomm	UA-5936-EWR-IAD	12/25/11 4:46 PM (-05:00)			12/25/11 6:03 PM (-05:00)		
flights	UA-5936-EWR-IAD		2011-12-25 04:39 PM	16		2011-12-25 05:55 PM	C22
businesstravellogue	UA-5936-EWR-IAD		2011-12-25 04:39 PM	16		2011-12-25 05:55 PM	C22
flylouisville	UA-5936-EWR-IAD		2011-12-25 04:39 PM	16		2011-12-25 05:55 PM	C22
flightview	UA-5936-EWR-IAD		5:02 PMDec 25			5:55 PMDec 25	
panynj	UA-5936-EWR-IAD		5:02 PMDec 25			5:55 PMDec 25	
gofox	UA-5936-EWR-IAD		5:02 PMDec 25			5:55 PMDec 25	
foxbusiness	UA-5936-EWR-IAD		5:02 PMDec 25			5:55 PMDec 25	
allegiantair	UA-5936-EWR-IAD		5:02 PMDec 25			5:55 PMDec 25	
boston	UA-5936-EWR-IAD		5:02 PMDec 25			5:45 PMDec 25	
orbitz	UA-5936-EWR-IAD	4:46pDec 25	4:39pDec 25	 16	6:03pDec 25	5:55pDec 25	 C22
iad	UA-5936-EWR-IAD				2011-12-25 18:03 	2011-12-25 17:55 	
aa	AA-1667-DEN-DFW	December 25, 2011               03:55 PM    	December 25, 2011               04:03 PM    	 A47	December 25, 2011               06:50 PM    	December 25, 2011               07:03 PM    	 C26    
flightexplorer	AA-1667-DEN-DFW		12/25/2011 4:16PM MST			12/25/2011 6:48PM CST	
airtravelcenter	AA-1667-DEN-DFW		12/25/11 4:16 PM (-07:00)			12/25/11 6:48 PM (-06:00)	
myrateplan	AA-1667-DEN-DFW		12/25/11 4:16 PM (-07:00)			12/25/11 6:48 PM (-06:00)	
helloflight	AA-1667-DEN-DFW		12/25/11 4:16 PM (-07:00)			12/25/11 6:48 PM (-06:00)	
flytecomm	AA-1667-DEN-DFW		12/25/11 4:16 PM (-07:00)			12/25/11 6:48 PM (-06:00)	
flightaware	AA-1667-DEN-DFW	2011-12-25 03:55PM MST	2011-12-25 04:16PM MST	 A47 	2011-12-25 06:43PM CST	2011-12-25 06:51PM CST	 C26 
wunderground	AA-1667-DEN-DFW	2011-12-25 03:55PM MST	2011-12-25 04:16PM MST	 A47 	2011-12-25 06:43PM CST	2011-12-25 06:51PM CST	 C26 
flights	AA-1667-DEN-DFW	03:55 PM  Sun 25-Dec-2011	04:03 PM  Sun 25-Dec-2011	A47	06:50 PM  Sun 25-Dec-2011	07:03 PM  Sun 25-Dec-2011	C26
businesstravellogue	AA-1667-DEN-DFW	03:55 PM  Sun 25-Dec-2011	04:03 PM  Sun 25-Dec-2011	A47	06:50 PM  Sun 25-Dec-2011	07:03 PM  Sun 25-Dec-2011	C26
flylouisville	AA-1667-DEN-DFW	03:55 PM  Sun 25-Dec-2011	04:03 PM  Sun 25-Dec-2011	A47	06:50 PM  Sun 25-Dec-2011	07:03 PM  Sun 25-Dec-2011	C26
world-flight-tracker	AA-1667-DEN-DFW	2011-12-25 3:55 PM	2011-12-25 4:03 PM		2011-12-25 6:50 PM	2011-12-25 7:03 PM	
flightview	AA-1667-DEN-DFW	3:55 PM, Dec 25	4:16 PM, Dec 25	A47	6:50 PM, Dec 25	6:52 PM, Dec 25	C26
panynj	AA-1667-DEN-DFW	3:55 PM, Dec 25	4:16 PM, Dec 25	A47	6:50 PM, Dec 25	6:52 PM, Dec 25	C26
gofox	AA-1667-DEN-DFW	3:55 PM, Dec 25	4:16 PM, Dec 25		6:50 PM, Dec 25	6:52 PM, Dec 25	
foxbusiness	AA-1667-DEN-DFW	3:55 PM, Dec 25	4:16 PM, Dec 25	A47	6:50 PM, Dec 25	6:52 PM, Dec 25	C26
allegiantair	AA-1667-DEN-DFW	3:55 PM, Dec 25	4:16 PM, Dec 25	A47	6:50 PM, Dec 25	6:52 PM, Dec 25	C26
boston	AA-1667-DEN-DFW	3:55 PM, Dec 25	4:16 PM, Dec 25		6:50 PM, Dec 25	6:52 PM, Dec 25	
travelocity	AA-1667-DEN-DFW	Dec 25 - 3:55pm	Dec 25 - 4:03pm	A47	Dec 25 - 6:50pm	Dec 25 - 7:03pm	C26/C
orbitz	AA-1667-DEN-DFW	3:55pDec 25	4:03pDec 25	 A47	6:50pDec 25	7:03pDec 25	 C26
weather	AA-1667-DEN-DFW	2011-12-25 03:55 PM			2011-12-25 06:50 PM		
den	AA-1667-DEN-DFW	2011-12-25 3:55 PM		A47			
dfw	AA-1667-DEN-DFW				2011-12-25 6:50 pm		C26
usatoday	AA-1667-DEN-DFW	2011-12-25 03:55 PM			2011-12-25 06:50 PM		
flightwise	AA-1667-DEN-DFW	2011-12-25 03:55PM MST	2011-12-25 04:16PM MST	 A47 	2011-12-25 06:43PM CST	2011-12-25 06:51PM CST	 C26 
ua	UA-1123-IAH-EWR	Sun, Dec 25 12:24 PM	Sun, Dec 25 12:23 PM	E5	Sun, Dec 25 4:59 PM	Sun, Dec 25 4:35 PM	C85
flightexplorer	UA-1123-IAH-EWR		12/25/2011 12:37PM CST			12/25/2011 4:15PM EST	
airtravelcenter	UA-1123-IAH-EWR	12/25/11 12:24 PM (-06:00)			12/25/11 4:59 PM (-05:00)		
airtravelcenter	UA-1123-IAH-EWR		12/25/11 12:38 PM (-06:00)			12/25/11 4:15 PM (-05:00)	
myrateplan	UA-1123-IAH-EWR	12/25/11 12:24 PM (-06:00)			12/25/11 4:59 PM (-05:00)		
myrateplan	UA-1123-IAH-EWR		12/25/11 12:38 PM (-06:00)			12/25/11 4:15 PM (-05:00)	
helloflight	UA-1123-IAH-EWR	12/25/11 12:24 PM (-06:00)			12/25/11 4:59 PM (-05:00)		
helloflight	UA-1123-IAH-EWR		12/25/11 12:38 PM (-06:00)			12/25/11 4:15 PM (-05:00)	
flytecomm	UA-1123-IAH-EWR	12/25/11 12:24 PM (-06:00)			12/25/11 4:59 PM (-05:00)		
flytecomm	UA-1123-IAH-EWR		12/25/11 12:38 PM (-06:00)			12/25/11 4:15 PM (-05:00)	
flights	UA-1123-IAH-EWR		2011-12-25 12:23 PM	5		2011-12-25 04:35 PM	85
businesstravellogue	UA-1123-IAH-EWR		2011-12-25 12:23 PM	5		2011-12-25 04:35 PM	85
flylouisville	UA-1123-IAH-EWR		2011-12-25 12:23 PM	5		2011-12-25 04:35 PM	85
flightview	UA-1123-IAH-EWR		12:38 PMDec 25			4:35 PMDec 25	
panynj	UA-1123-IAH-EWR		12:38 PMDec 25			4:35 PMDec 25	
gofox	UA-1123-IAH-EWR		12:38 PMDec 25			4:35 PMDec 25	
foxbusiness	UA-1123-IAH-EWR		12:38 PMDec 25			4:35 PMDec 25	
allegiantair	UA-1123-IAH-EWR		12:38 PMDec 25			4:35 PMDec 25	
boston	UA-1123-IAH-EWR		12:38 PMDec 25			4:27 PMDec 25	
travelocity	UA-1123-IAH-EWR	Dec 25 - 12:24pm	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 4:59pm	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-1123-IAH-EWR	12:24pDec 25	12:23pDec 25	 E5	4:59pDec 25	4:35pDec 25	 112
weather	UA-1123-IAH-EWR	2011-12-25 12:24 PM			2011-12-25 04:59 PM		
ua	UA-2695-DFW-PHL	Sun, Dec 25 6:30 AM	Sun, Dec 25 6:30 AM	E36	Sun, Dec 25 10:35 AM	Sun, Dec 25 10:37 AM	C20
airtravelcenter	UA-2695-DFW-PHL		12/25/11 6:36 AM (-06:00)			12/25/11 9:57 AM (-05:00)	
myrateplan	UA-2695-DFW-PHL		12/25/11 6:36 AM (-06:00)			12/25/11 9:57 AM (-05:00)	
helloflight	UA-2695-DFW-PHL		12/25/11 6:36 AM (-06:00)			12/25/11 9:57 AM (-05:00)	
flytecomm	UA-2695-DFW-PHL		12/25/11 6:36 AM (-06:00)			12/25/11 9:57 AM (-05:00)	
flightaware	UA-2695-DFW-PHL	2011-12-25 06:30AM CST	2011-12-25 06:38AM CST		2011-12-25 10:25AM EST	2011-12-25 09:55AM EST	
wunderground	UA-2695-DFW-PHL	2011-12-25 06:30AM CST	2011-12-25 06:38AM CST		2011-12-25 10:25AM EST	2011-12-25 09:55AM EST	
flights	UA-2695-DFW-PHL	06:30 AM  Sun 25-Dec-2011	06:25 AM  Sun 25-Dec-2011	E36	10:35 AM  Sun 25-Dec-2011	10:37 AM  Sun 25-Dec-2011	C20
businesstravellogue	UA-2695-DFW-PHL	06:30 AM  Sun 25-Dec-2011	06:25 AM  Sun 25-Dec-2011	E36	10:35 AM  Sun 25-Dec-2011	10:37 AM  Sun 25-Dec-2011	C20
flylouisville	UA-2695-DFW-PHL	06:30 AM  Sun 25-Dec-2011	06:25 AM  Sun 25-Dec-2011	E36	10:35 AM  Sun 25-Dec-2011	10:37 AM  Sun 25-Dec-2011	C20
flightstats	UA-2695-DFW-PHL	2011-12-25 6:30 AM	2011-12-25 6:25 AM		2011-12-25 10:35 AM	2011-12-25 10:37 AM	
quicktrip	UA-2695-DFW-PHL	2011-12-25 6:30 AM	2011-12-25 6:25 AM		2011-12-25 10:35 AM	2011-12-25 10:37 AM	
world-flight-tracker	UA-2695-DFW-PHL	2011-12-25 6:30 AM	2011-12-25 6:25 AM		2011-12-25 10:35 AM	2011-12-25 10:37 AM	
flightview	UA-2695-DFW-PHL	6:30 AM, Dec 25	6:38 AM, Dec 25	E36	10:35 AM, Dec 25	10:35 AM, Dec 25	C20
panynj	UA-2695-DFW-PHL	6:30 AM, Dec 25	6:38 AM, Dec 25	E36	10:35 AM, Dec 25	10:35 AM, Dec 25	C20
gofox	UA-2695-DFW-PHL	6:30 AM, Dec 25	6:38 AM, Dec 25		10:35 AM, Dec 25	10:35 AM, Dec 25	
foxbusiness	UA-2695-DFW-PHL	6:30 AM, Dec 25	6:38 AM, Dec 25	E36	10:35 AM, Dec 25	10:35 AM, Dec 25	C20
allegiantair	UA-2695-DFW-PHL	6:30 AM, Dec 25	6:38 AM, Dec 25	E36	10:35 AM, Dec 25	10:35 AM, Dec 25	C20
boston	UA-2695-DFW-PHL	6:30 AM, Dec 25	6:38 AM, Dec 25		10:35 AM, Dec 25	9:56 AM, Dec 25	
travelocity	UA-2695-DFW-PHL	Dec 25 - 6:30am	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 10:35am	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-2695-DFW-PHL	6:30aDec 25	6:25aDec 25	 -	10:35aDec 25	10:37aDec 25	 -
weather	UA-2695-DFW-PHL	2011-12-25 06:30 AM			2011-12-25 10:35 AM		
usatoday	UA-2695-DFW-PHL	2011-12-25 06:30 AM			2011-12-25 10:35 AM		
flightwise	UA-2695-DFW-PHL	2011-12-25 06:30AM CST	2011-12-25 06:38AM CST		2011-12-25 10:25AM EST	2011-12-25 09:55AM EST	
flightarrival	UA-2695-DFW-PHL	2011-12-25 6:30 AM	2011-12-25 6:25 AM		2011-12-25 10:35 AM	2011-12-25 10:37 AM	
ua	UA-1712-IAH-SFO	Sun, Dec 25 9:00 PM	Sun, Dec 25 9:04 PM            Delayed	E3	Sun, Dec 25 11:20 PM	Sun, Dec 25 10:53 PM	89
flightexplorer	UA-1712-IAH-SFO		12/25/2011 9:14PM CST			12/25/2011 10:46PM PST	
airtravelcenter	UA-1712-IAH-SFO	12/25/11 9:00 PM (-06:00)			12/25/11 11:20 PM (-08:00)		
myrateplan	UA-1712-IAH-SFO	12/25/11 9:00 PM (-06:00)			12/25/11 11:20 PM (-08:00)		
helloflight	UA-1712-IAH-SFO	12/25/11 9:00 PM (-06:00)			12/25/11 11:20 PM (-08:00)		
flytecomm	UA-1712-IAH-SFO	12/25/11 9:00 PM (-06:00)			12/25/11 11:20 PM (-08:00)		
flightaware	UA-1712-IAH-SFO	2011-12-25 09:00PM CST	2011-12-25 09:15PM CST	 E3 	2011-12-25 10:51PM PST	2011-12-25 10:47PM PST	 89 
wunderground	UA-1712-IAH-SFO	2011-12-25 09:00PM CST	2011-12-25 09:15PM CST	 E3 	2011-12-25 10:51PM PST	2011-12-25 10:47PM PST	 89 
flights	UA-1712-IAH-SFO		2011-12-25 09:04 PM	3		2011-12-25 11:20 PM	89
businesstravellogue	UA-1712-IAH-SFO		2011-12-25 09:04 PM	3		2011-12-25 11:20 PM	89
flylouisville	UA-1712-IAH-SFO		2011-12-25 09:04 PM	3		2011-12-25 11:20 PM	89
flightstats	UA-1712-IAH-SFO	2011-12-25 9:00 PM	2011-12-25 9:04 PM		2011-12-25 11:20 PM	2011-12-25 10:59 PM (Estimated)	
quicktrip	UA-1712-IAH-SFO	2011-12-25 9:00 PM	2011-12-25 9:04 PM		2011-12-25 11:20 PM	2011-12-25 10:59 PM (Estimated)	
flightview	UA-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
panynj	UA-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
gofox	UA-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
foxbusiness	UA-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
allegiantair	UA-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
boston	UA-1712-IAH-SFO		9:15 PMDec 25			10:47 PMDec 25	
orbitz	UA-1712-IAH-SFO	9:00pDec 25	9:04pDec 25	 E3	10:26pDec 25		 89
sfo	UA-1712-IAH-SFO				2011-12-25 11:20 PM		89
ifly	UA-1712-IAH-SFO	2011-12-25 9:00 PM	2011-12-25 9:04 PM		2011-12-25 11:20 PM	2011-12-25 10:59 PM (Estimated)	
usatoday	UA-1712-IAH-SFO		9:15 PMDec 25			10:47 PMDec 25	
flightwise	UA-1712-IAH-SFO	2011-12-25 09:00PM CST	2011-12-25 09:15PM CST	 E3 	2011-12-25 10:51PM PST	2011-12-25 10:47PM PST	 89 
ua	UA-2306-ATL-CLT	Sun, Dec 25 3:35 PM	Sun, Dec 25 3:35 PM	D21	Sun, Dec 25 4:51 PM	Sun, Dec 25 4:33 PM	C18
airtravelcenter	UA-2306-ATL-CLT		12/25/11 3:43 PM (-05:00)			12/25/11 4:24 PM (-05:00)	
myrateplan	UA-2306-ATL-CLT		12/25/11 3:43 PM (-05:00)			12/25/11 4:24 PM (-05:00)	
helloflight	UA-2306-ATL-CLT		12/25/11 3:43 PM (-05:00)			12/25/11 4:24 PM (-05:00)	
flytecomm	UA-2306-ATL-CLT		12/25/11 3:43 PM (-05:00)			12/25/11 4:24 PM (-05:00)	
flights	UA-2306-ATL-CLT	03:35 PM  Sun 25-Dec-2011	03:30 PM  Sun 25-Dec-2011	D21	04:51 PM  Sun 25-Dec-2011	04:33 PM  Sun 25-Dec-2011	C18
businesstravellogue	UA-2306-ATL-CLT	03:35 PM  Sun 25-Dec-2011	03:30 PM  Sun 25-Dec-2011	D21	04:51 PM  Sun 25-Dec-2011	04:33 PM  Sun 25-Dec-2011	C18
flylouisville	UA-2306-ATL-CLT	03:35 PM  Sun 25-Dec-2011	03:30 PM  Sun 25-Dec-2011	D21	04:51 PM  Sun 25-Dec-2011	04:33 PM  Sun 25-Dec-2011	C18
flightstats	UA-2306-ATL-CLT	2011-12-25 3:35 PM	2011-12-25 3:30 PM		2011-12-25 4:51 PM	2011-12-25 4:33 PM	
quicktrip	UA-2306-ATL-CLT	2011-12-25 3:35 PM	2011-12-25 3:30 PM		2011-12-25 4:51 PM	2011-12-25 4:33 PM	
world-flight-tracker	UA-2306-ATL-CLT	2011-12-25 3:35 PM	2011-12-25 3:30 PM		2011-12-25 4:51 PM	2011-12-25 4:33 PM	
flightview	UA-2306-ATL-CLT	3:35 PM, Dec 25	3:43 PM, Dec 25		4:51 PM, Dec 25	4:25 PM, Dec 25	
panynj	UA-2306-ATL-CLT	3:35 PM, Dec 25	3:43 PM, Dec 25		4:51 PM, Dec 25	4:25 PM, Dec 25	
