ua	UA-1534-RTB-IAH	Sat, Dec 3 2:05 PM	Sat, Dec 3 2:59 PM	--	Sat, Dec 3 5:01 PM	Sat, Dec 3 5:49 PM	E17
flights	CO-63-EWR-IAH		2011-12-03 05:23 PM	81		2011-12-03 08:14 PM	39
businesstravellogue	CO-63-EWR-IAH		2011-12-03 05:23 PM	81		2011-12-03 08:14 PM	39
flylouisville	CO-63-EWR-IAH		2011-12-03 05:23 PM	81		2011-12-03 08:14 PM	39
flightstats	CO-63-EWR-IAH	2011-12-03 5:25 PM	2011-12-03 5:23 PM		2011-12-03 8:19 PM	2011-12-03 8:14 PM	
quicktrip	CO-63-EWR-IAH	2011-12-03 5:25 PM	2011-12-03 5:23 PM		2011-12-03 8:19 PM	2011-12-03 8:14 PM	
flightview	CO-63-EWR-IAH		5:34 PMDec 03			8:14 PMDec 03	
panynj	CO-63-EWR-IAH		5:34 PMDec 03			8:14 PMDec 03	
gofox	CO-63-EWR-IAH		5:34 PMDec 03			8:14 PMDec 03	
foxbusiness	CO-63-EWR-IAH		5:34 PMDec 03			8:14 PMDec 03	
allegiantair	CO-63-EWR-IAH		5:34 PMDec 03			8:14 PMDec 03	
boston	CO-63-EWR-IAH		5:34 PMDec 03			8:07 PMDec 03	
orbitz	CO-63-EWR-IAH	5:25pDec 3	5:23pDec 3	 C81	8:19pDec 3	8:14pDec 3	 39
ifly	CO-63-EWR-IAH	2011-12-03 5:25 PM	2011-12-03 5:23 PM		2011-12-03 8:19 PM	2011-12-03 8:14 PM	
usatoday	CO-63-EWR-IAH	2011-12-03 5:25 PM	2011-12-03 5:23 PM		2011-12-03 8:19 PM	2011-12-03 8:14 PM	
flightwise	CO-63-EWR-IAH	2011-12-03 05:25PM EST	2011-12-03 05:34PM EST	 C81 	2011-12-03 08:09PM CST	2011-12-03 07:52PM CST	 39 
flightarrival	CO-63-EWR-IAH		5:34 PMDec 03			8:07 PMDec 03	
ua	UA-2464-CLT-DFW	Sat, Dec 3 11:19 AM	Sat, Dec 3 11:19 AM            Delayed	B11	Sat, Dec 3 1:08 PM	Sat, Dec 3 1:35 PM	E36
airtravelcenter	UA-2464-CLT-DFW	12/3/11 11:19 AM (-05:00)			12/3/11 1:08 PM (-06:00)		
myrateplan	UA-2464-CLT-DFW	12/3/11 11:19 AM (-05:00)			12/3/11 1:08 PM (-06:00)		
helloflight	UA-2464-CLT-DFW	12/3/11 11:19 AM (-05:00)			12/3/11 1:08 PM (-06:00)		
flytecomm	UA-2464-CLT-DFW	12/3/11 11:19 AM (-05:00)			12/3/11 1:08 PM (-06:00)		
flightaware	UA-2464-CLT-DFW	2011-12-03 11:19AM EST	2011-12-03 11:40AM EST		2011-12-03 12:48PM CST	2011-12-03 01:26PM CST	
wunderground	UA-2464-CLT-DFW	2011-12-03 11:19AM EST	2011-12-03 11:40AM EST		2011-12-03 12:48PM CST	2011-12-03 01:26PM CST	
flights	UA-2464-CLT-DFW	11:19 AM  Sat 03-Dec-2011	11:21 AM  Sat 03-Dec-2011	B11	01:08 PM  Sat 03-Dec-2011	01:35 PM  Sat 03-Dec-2011	E36
businesstravellogue	UA-2464-CLT-DFW	11:19 AM  Sat 03-Dec-2011	11:21 AM  Sat 03-Dec-2011	B11	01:08 PM  Sat 03-Dec-2011	01:35 PM  Sat 03-Dec-2011	E36
flylouisville	UA-2464-CLT-DFW	11:19 AM  Sat 03-Dec-2011	11:21 AM  Sat 03-Dec-2011	B11	01:08 PM  Sat 03-Dec-2011	01:35 PM  Sat 03-Dec-2011	E36
flightstats	UA-2464-CLT-DFW	2011-12-03 11:19 AM	2011-12-03 11:21 AM		2011-12-03 1:08 PM	2011-12-03 1:35 PM	
quicktrip	UA-2464-CLT-DFW	2011-12-03 11:19 AM	2011-12-03 11:21 AM		2011-12-03 1:08 PM	2011-12-03 1:35 PM	
world-flight-tracker	UA-2464-CLT-DFW	2011-12-03 11:19 AM	2011-12-03 11:21 AM		2011-12-03 1:08 PM	2011-12-03 1:35 PM	
travelocity	UA-2464-CLT-DFW	Dec 03 - 11:19am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 1:08pm	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-2464-CLT-DFW	11:19aDec 3	11:21aDec 3	 -	1:08pDec 3	1:35pDec 3	 -
weather	UA-2464-CLT-DFW	2011-12-03 11:19 AM			2011-12-03 01:08 PM		
usatoday	UA-2464-CLT-DFW	2011-12-03 11:19 AM			2011-12-03 01:08 PM		
mytripandmore	UA-2464-CLT-DFW	Dec 03 - 11:19am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 1:08pm	Dec 03 - Contact Airline	Not provided by airline
flightwise	UA-2464-CLT-DFW	2011-12-03 11:19AM EST	2011-12-03 11:40AM EST		2011-12-03 12:48PM CST	2011-12-03 01:26PM CST	
ua	UA-4893-IAD-EWR	Sat, Dec 3 7:07 AM	Sat, Dec 3 7:02 AM	A2C	Sat, Dec 3 8:28 AM	Sat, Dec 3 8:18 AM	C107
flightexplorer	UA-4893-IAD-EWR		12/3/2011 7:19AM EST			12/3/2011 7:56AM EST	
airtravelcenter	UA-4893-IAD-EWR	12/3/11 7:07 AM (-05:00)			12/3/11 8:28 AM (-05:00)		
myrateplan	UA-4893-IAD-EWR	12/3/11 7:07 AM (-05:00)			12/3/11 8:28 AM (-05:00)		
helloflight	UA-4893-IAD-EWR	12/3/11 7:07 AM (-05:00)			12/3/11 8:28 AM (-05:00)		
flytecomm	UA-4893-IAD-EWR	12/3/11 7:07 AM (-05:00)			12/3/11 8:28 AM (-05:00)		
flights	UA-4893-IAD-EWR		2011-12-03 07:02 AM	A2		2011-12-03 08:18 AM	107
businesstravellogue	UA-4893-IAD-EWR		2011-12-03 07:02 AM	A2		2011-12-03 08:18 AM	107
flylouisville	UA-4893-IAD-EWR		2011-12-03 07:02 AM	A2		2011-12-03 08:18 AM	107
flightview	UA-4893-IAD-EWR		7:19 AMDec 03			8:18 AMDec 03	
panynj	UA-4893-IAD-EWR		7:19 AMDec 03			8:18 AMDec 03	
gofox	UA-4893-IAD-EWR		7:19 AMDec 03			8:18 AMDec 03	
foxbusiness	UA-4893-IAD-EWR		7:19 AMDec 03			8:18 AMDec 03	
allegiantair	UA-4893-IAD-EWR		7:19 AMDec 03			8:18 AMDec 03	
boston	UA-4893-IAD-EWR		7:19 AMDec 03			8:13 AMDec 03	
travelocity	UA-4893-IAD-EWR	Dec 03 - 7:07am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 8:28am	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-4893-IAD-EWR	7:07aDec 3	7:02aDec 3	 A2C	8:28aDec 3	8:18aDec 3	 C107
weather	UA-4893-IAD-EWR	2011-12-03 07:07 AM			2011-12-03 08:28 AM		
usatoday	UA-4893-IAD-EWR	2011-12-03 07:07 AM			2011-12-03 08:28 AM		
flightarrival	UA-4893-IAD-EWR	2011-12-03 07:07 AM			2011-12-03 08:28 AM		
CO	CO-4288-CLT-IAH	Sat., Dec.03, 2011 8:30 a.m.	Sat., Dec.03, 2011 8:25 a.m.		Sat., Dec.03, 2011 10:17 a.m.	Sat., Dec.03, 2011 10:13 a.m.	
airtravelcenter	CO-4288-CLT-IAH	12/3/11 8:30 AM (-05:00)			12/3/11 10:17 AM (-06:00)		
myrateplan	CO-4288-CLT-IAH	12/3/11 8:30 AM (-05:00)			12/3/11 10:17 AM (-06:00)		
helloflight	CO-4288-CLT-IAH	12/3/11 8:30 AM (-05:00)			12/3/11 10:17 AM (-06:00)		
flytecomm	CO-4288-CLT-IAH	12/3/11 8:30 AM (-05:00)			12/3/11 10:17 AM (-06:00)		
flightaware	CO-4288-CLT-IAH	2011-12-03 08:30AM EST	2011-12-03 08:39AM EST		2011-12-03 10:06AM CST	2011-12-03 10:06AM CST	
wunderground	CO-4288-CLT-IAH	2011-12-03 08:30AM EST	2011-12-03 08:39AM EST		2011-12-03 10:06AM CST	2011-12-03 10:06AM CST	
flights	CO-4288-CLT-IAH	08:30 AM  Sat 03-Dec-2011	08:25 AM  Sat 03-Dec-2011	A10	10:17 AM  Sat 03-Dec-2011	10:13 AM  Sat 03-Dec-2011	62
businesstravellogue	CO-4288-CLT-IAH	08:30 AM  Sat 03-Dec-2011	08:25 AM  Sat 03-Dec-2011	A10	10:17 AM  Sat 03-Dec-2011	10:13 AM  Sat 03-Dec-2011	62
flylouisville	CO-4288-CLT-IAH	08:30 AM  Sat 03-Dec-2011	08:25 AM  Sat 03-Dec-2011	A10	10:17 AM  Sat 03-Dec-2011	10:13 AM  Sat 03-Dec-2011	62
flightstats	CO-4288-CLT-IAH	2011-12-03 8:30 AM	2011-12-03 8:25 AM		2011-12-03 10:17 AM	2011-12-03 10:13 AM	
quicktrip	CO-4288-CLT-IAH	2011-12-03 8:30 AM	2011-12-03 8:25 AM		2011-12-03 10:17 AM	2011-12-03 10:13 AM	
world-flight-tracker	CO-4288-CLT-IAH	2011-12-03 8:30 AM	2011-12-03 8:25 AM		2011-12-03 10:17 AM	2011-12-03 10:13 AM	
flightview	CO-4288-CLT-IAH	8:30 AM, Dec 03	8:39 AM, Dec 03	Main Term - A10	10:17 AM, Dec 03	10:13 AM, Dec 03	Term B - B62
panynj	CO-4288-CLT-IAH	8:30 AM, Dec 03	8:39 AM, Dec 03	Main Term - A10	10:17 AM, Dec 03	10:13 AM, Dec 03	Term B - B62
gofox	CO-4288-CLT-IAH	8:30 AM, Dec 03	8:39 AM, Dec 03		10:17 AM, Dec 03	10:13 AM, Dec 03	
foxbusiness	CO-4288-CLT-IAH	8:30 AM, Dec 03	8:39 AM, Dec 03	Main Term - A10	10:17 AM, Dec 03	10:13 AM, Dec 03	Term B - B62
allegiantair	CO-4288-CLT-IAH	8:30 AM, Dec 03	8:39 AM, Dec 03	Main Term - A10	10:17 AM, Dec 03	10:13 AM, Dec 03	Term B - B62
boston	CO-4288-CLT-IAH	8:30 AM, Dec 03	8:39 AM, Dec 03		10:17 AM, Dec 03	10:06 AM, Dec 03	
travelocity	CO-4288-CLT-IAH	Dec 03 - 8:30am	Dec 03 - 8:25am	A10	Dec 03 - 10:17am	Dec 03 - 10:13am	B62
orbitz	CO-4288-CLT-IAH	8:30aDec 3	8:25aDec 3	 -	10:17aDec 3	10:13aDec 3	 -
weather	CO-4288-CLT-IAH	2011-12-03 08:30 AM			2011-12-03 10:17 AM		
ifly	CO-4288-CLT-IAH	2011-12-03 8:30 AM	2011-12-03 8:25 AM		2011-12-03 10:17 AM	2011-12-03 10:13 AM	
mytripandmore	CO-4288-CLT-IAH	Dec 03 - 8:30am	Dec 03 - 8:25am	A10	Dec 03 - 10:17am	Dec 03 - 10:13am	B62
flightarrival	CO-4288-CLT-IAH	2011-12-03 8:30 AM	2011-12-03 8:25 AM		2011-12-03 10:17 AM	2011-12-03 10:13 AM	
aa	AA-3739-ORD-EWR	12/03/2011 09:30 AM	12/03/2011 10:16 AM	H2	12/03/2011 12:30 PM	12/03/2011 01:00 PM	30
flightexplorer	AA-3739-ORD-EWR		12/3/2011 10:17AM CST			12/3/2011 12:37PM EST	
airtravelcenter	AA-3739-ORD-EWR		12/3/11 10:17 AM (-06:00)			12/3/11 12:37 PM (-05:00)	
myrateplan	AA-3739-ORD-EWR		12/3/11 10:17 AM (-06:00)			12/3/11 12:37 PM (-05:00)	
helloflight	AA-3739-ORD-EWR		12/3/11 10:17 AM (-06:00)			12/3/11 12:37 PM (-05:00)	
flytecomm	AA-3739-ORD-EWR		12/3/11 10:17 AM (-06:00)			12/3/11 12:37 PM (-05:00)	
flightaware	AA-3739-ORD-EWR	2011-12-03 09:30AM CST	2011-12-03 10:16AM CST	 H2 	2011-12-03 12:20PM EST	2011-12-03 12:37PM EST	 30 
wunderground	AA-3739-ORD-EWR	2011-12-03 09:30AM CST	2011-12-03 10:16AM CST	 H2 	2011-12-03 12:20PM EST	2011-12-03 12:37PM EST	 30 
flights	AA-3739-ORD-EWR	09:30 AM  Sat 03-Dec-2011	10:16 AM  Sat 03-Dec-2011	H2	12:30 PM  Sat 03-Dec-2011	01:00 PM  Sat 03-Dec-2011	30
businesstravellogue	AA-3739-ORD-EWR	09:30 AM  Sat 03-Dec-2011	10:16 AM  Sat 03-Dec-2011	H2	12:30 PM  Sat 03-Dec-2011	01:00 PM  Sat 03-Dec-2011	30
flylouisville	AA-3739-ORD-EWR	09:30 AM  Sat 03-Dec-2011	10:16 AM  Sat 03-Dec-2011	H2	12:30 PM  Sat 03-Dec-2011	01:00 PM  Sat 03-Dec-2011	30
flightstats	AA-3739-ORD-EWR	2011-12-03 9:30 AM	2011-12-03 10:16 AM		2011-12-03 12:30 PM	2011-12-03 1:00 PM	
quicktrip	AA-3739-ORD-EWR	2011-12-03 9:30 AM	2011-12-03 10:16 AM		2011-12-03 12:30 PM	2011-12-03 1:00 PM	
world-flight-tracker	AA-3739-ORD-EWR	2011-12-03 9:30 AM	2011-12-03 10:16 AM		2011-12-03 12:30 PM	2011-12-03 1:00 PM	
flightview	AA-3739-ORD-EWR	9:30 AM, Dec 03	10:17 AM, Dec 03	H2	12:30 PM, Dec 03	12:52 PM, Dec 03	30
panynj	AA-3739-ORD-EWR	9:30 AM, Dec 03	10:17 AM, Dec 03	H2	12:30 PM, Dec 03	12:52 PM, Dec 03	30
gofox	AA-3739-ORD-EWR	9:30 AM, Dec 03	10:17 AM, Dec 03		12:30 PM, Dec 03	12:52 PM, Dec 03	
foxbusiness	AA-3739-ORD-EWR	9:30 AM, Dec 03	10:17 AM, Dec 03	H2	12:30 PM, Dec 03	12:52 PM, Dec 03	30
allegiantair	AA-3739-ORD-EWR	9:30 AM, Dec 03	10:17 AM, Dec 03	H2	12:30 PM, Dec 03	12:52 PM, Dec 03	30
boston	AA-3739-ORD-EWR	9:30 AM, Dec 03	10:17 AM, Dec 03		12:30 PM, Dec 03	12:52 PM, Dec 03	
travelocity	AA-3739-ORD-EWR	Dec 03 - 9:30am	Dec 03 - 10:04am	H2/T3	Dec 03 - 12:30pm	Dec 03 - 1:00pm	30/A
orbitz	AA-3739-ORD-EWR	10:05aDec 3	10:04aDec 3	 H2	12:30pDec 3	1:00pDec 3	 30
weather	AA-3739-ORD-EWR	2011-12-03 09:30 AM			2011-12-03 12:30 PM		
ord	AA-3739-ORD-EWR	2011-12-03 9:30 AM		H2	2011-12-03 12:30 PM		30
flightarrival	AA-3739-ORD-EWR	2011-12-03 09:30 AM			2011-12-03 12:30 PM		
aa	AA-1721-MIA-MBJ	12/03/2011 09:30 AM	12/03/2011 09:36 AM	D42	12/03/2011 11:05 AM	12/03/2011 10:50 AM	6
airtravelcenter	AA-1721-MIA-MBJ		12/3/11 9:36 AM (-05:00)			12/3/11 10:48 AM (-05:00)	
myrateplan	AA-1721-MIA-MBJ		12/3/11 9:36 AM (-05:00)			12/3/11 10:48 AM (-05:00)	
helloflight	AA-1721-MIA-MBJ		12/3/11 9:36 AM (-05:00)			12/3/11 10:48 AM (-05:00)	
flytecomm	AA-1721-MIA-MBJ		12/3/11 9:36 AM (-05:00)			12/3/11 10:48 AM (-05:00)	
flights	AA-1721-MIA-MBJ	09:30 AM  Sat 03-Dec-2011	09:36 AM  Sat 03-Dec-2011	D42	11:05 AM  Sat 03-Dec-2011	10:50 AM  Sat 03-Dec-2011	6
businesstravellogue	AA-1721-MIA-MBJ	09:30 AM  Sat 03-Dec-2011	09:36 AM  Sat 03-Dec-2011	D42	11:05 AM  Sat 03-Dec-2011	10:50 AM  Sat 03-Dec-2011	6
flylouisville	AA-1721-MIA-MBJ	09:30 AM  Sat 03-Dec-2011	09:36 AM  Sat 03-Dec-2011	D42	11:05 AM  Sat 03-Dec-2011	10:50 AM  Sat 03-Dec-2011	6
world-flight-tracker	AA-1721-MIA-MBJ	2011-12-03 9:30 AM	2011-12-03 9:36 AM		2011-12-03 11:05 AM	2011-12-03 10:50 AM	
flightview	AA-1721-MIA-MBJ	9:30 AM, Dec 03	9:36 AM, Dec 03		11:05 AM, Dec 03	10:41 AM, Dec 03	
panynj	AA-1721-MIA-MBJ	9:30 AM, Dec 03	9:36 AM, Dec 03		11:05 AM, Dec 03	10:41 AM, Dec 03	
gofox	AA-1721-MIA-MBJ	9:30 AM, Dec 03	9:36 AM, Dec 03		11:05 AM, Dec 03	10:41 AM, Dec 03	
foxbusiness	AA-1721-MIA-MBJ	9:30 AM, Dec 03	9:36 AM, Dec 03		11:05 AM, Dec 03	10:41 AM, Dec 03	
allegiantair	AA-1721-MIA-MBJ	9:30 AM, Dec 03	9:36 AM, Dec 03		11:05 AM, Dec 03	10:41 AM, Dec 03	
boston	AA-1721-MIA-MBJ	9:30 AM, Dec 03	9:36 AM, Dec 03		11:05 AM, Dec 03	10:41 AM, Dec 03	
travelocity	AA-1721-MIA-MBJ	Dec 03 - 9:30am	Dec 03 - 9:23am	D42	Dec 03 - 11:05am	Dec 03 - 10:50am	6
orbitz	AA-1721-MIA-MBJ	9:30aDec 3	9:23aDec 3	 D42	11:05aDec 3	10:50aDec 3	 6
weather	AA-1721-MIA-MBJ	2011-12-03 09:30 AM			2011-12-03 11:05 AM		
ua	UA-996-PVR-LAX	Sat, Dec 3 5:30 PM	Sat, Dec 3 6:05 PM	HOLD	Sat, Dec 3 6:39 PM	Sat, Dec 3 7:02 PM	75B
airtravelcenter	UA-996-PVR-LAX		12/3/11 6:20 PM (-06:00)			12/3/11 7:06 PM (-08:00)	
myrateplan	UA-996-PVR-LAX		12/3/11 6:20 PM (-06:00)			12/3/11 7:06 PM (-08:00)	
helloflight	UA-996-PVR-LAX		12/3/11 6:20 PM (-06:00)			12/3/11 7:06 PM (-08:00)	
flytecomm	UA-996-PVR-LAX		12/3/11 6:20 PM (-06:00)			12/3/11 7:06 PM (-08:00)	
flights	UA-996-PVR-LAX	05:30 PM  Sat 03-Dec-2011		HOLD	06:39 PM  Sat 03-Dec-2011		75B
businesstravellogue	UA-996-PVR-LAX	05:30 PM  Sat 03-Dec-2011		HOLD	06:39 PM  Sat 03-Dec-2011		75B
flylouisville	UA-996-PVR-LAX	05:30 PM  Sat 03-Dec-2011		HOLD	06:39 PM  Sat 03-Dec-2011		75B
flightview	UA-996-PVR-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		6:39 PM, Dec 03		
panynj	UA-996-PVR-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		6:39 PM, Dec 03		
gofox	UA-996-PVR-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		6:39 PM, Dec 03		
foxbusiness	UA-996-PVR-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		6:39 PM, Dec 03		
allegiantair	UA-996-PVR-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		6:39 PM, Dec 03		
boston	UA-996-PVR-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		6:39 PM, Dec 03	7:18 PM, Dec 03&nbsp(Estimated)	
travelocity	UA-996-PVR-LAX	Dec 03 - Not Available	Dec 03 - 6:20pm	CHK	Dec 03 - Not Available	Dec 03 - 7:02pm*	75B
orbitz	UA-996-PVR-LAX	5:30pDec 3	6:05pDec 3	 -	7:25pDec 3		 75B
weather	UA-996-PVR-LAX	2011-12-03 05:30 PM			2011-12-03 06:39 PM		
usatoday	UA-996-PVR-LAX	2011-12-03 05:30 PM			2011-12-03 06:39 PM		
mytripandmore	UA-996-PVR-LAX	5:30pDec 3	6:05pDec 3	 -	7:25pDec 3		 75B
flightarrival	UA-996-PVR-LAX	2011-12-03 05:30 PM			2011-12-03 06:39 PM		
aa	AA-4163-DTW-ORD	12/03/2011 05:05 PM	12/03/2011 05:10 PM	D28	12/03/2011 05:35 PM	12/03/2011 05:06 PM	H3B
airtravelcenter	AA-4163-DTW-ORD		12/3/11 5:10 PM (-05:00)			12/3/11 5:02 PM (-06:00)	
myrateplan	AA-4163-DTW-ORD		12/3/11 5:10 PM (-05:00)			12/3/11 5:02 PM (-06:00)	
helloflight	AA-4163-DTW-ORD		12/3/11 5:10 PM (-05:00)			12/3/11 5:02 PM (-06:00)	
flytecomm	AA-4163-DTW-ORD		12/3/11 5:10 PM (-05:00)			12/3/11 5:02 PM (-06:00)	
flightaware	AA-4163-DTW-ORD	2011-12-03 05:05PM EST	2011-12-03 05:10PM EST	 D28 	2011-12-03 05:25PM CST	2011-12-03 05:02PM CST	 H3B 
wunderground	AA-4163-DTW-ORD	2011-12-03 05:05PM EST	2011-12-03 05:10PM EST	 D28 	2011-12-03 05:25PM CST	2011-12-03 05:02PM CST	 H3B 
flights	AA-4163-DTW-ORD	05:05 PM  Sat 03-Dec-2011	05:10 PM  Sat 03-Dec-2011	D28	05:35 PM  Sat 03-Dec-2011	05:06 PM  Sat 03-Dec-2011	H3B
businesstravellogue	AA-4163-DTW-ORD	05:05 PM  Sat 03-Dec-2011	05:10 PM  Sat 03-Dec-2011	D28	05:35 PM  Sat 03-Dec-2011	05:06 PM  Sat 03-Dec-2011	H3B
flylouisville	AA-4163-DTW-ORD	05:05 PM  Sat 03-Dec-2011	05:10 PM  Sat 03-Dec-2011	D28	05:35 PM  Sat 03-Dec-2011	05:06 PM  Sat 03-Dec-2011	H3B
flightstats	AA-4163-DTW-ORD	2011-12-03 5:05 PM	2011-12-03 5:10 PM		2011-12-03 5:35 PM	2011-12-03 5:06 PM	
quicktrip	AA-4163-DTW-ORD	2011-12-03 5:05 PM	2011-12-03 5:10 PM		2011-12-03 5:35 PM	2011-12-03 5:06 PM	
world-flight-tracker	AA-4163-DTW-ORD	2011-12-03 5:05 PM	2011-12-03 5:10 PM		2011-12-03 5:35 PM	2011-12-03 5:06 PM	
flightview	AA-4163-DTW-ORD	5:05 PM, Dec 03	5:10 PM, Dec 03	Terminal N	5:35 PM, Dec 03	5:04 PM, Dec 03	Terminal 3
panynj	AA-4163-DTW-ORD	5:05 PM, Dec 03	5:10 PM, Dec 03	Terminal N	5:35 PM, Dec 03	5:04 PM, Dec 03	Terminal 3
gofox	AA-4163-DTW-ORD	5:05 PM, Dec 03	5:10 PM, Dec 03		5:35 PM, Dec 03	5:04 PM, Dec 03	
foxbusiness	AA-4163-DTW-ORD	5:05 PM, Dec 03	5:10 PM, Dec 03	Terminal N	5:35 PM, Dec 03	5:04 PM, Dec 03	Terminal 3
allegiantair	AA-4163-DTW-ORD	5:05 PM, Dec 03	5:10 PM, Dec 03	Terminal N	5:35 PM, Dec 03	5:04 PM, Dec 03	Terminal 3
boston	AA-4163-DTW-ORD	5:05 PM, Dec 03	5:10 PM, Dec 03		5:35 PM, Dec 03	5:04 PM, Dec 03	
travelocity	AA-4163-DTW-ORD	Dec 03 - 5:05pm	Dec 03 - 4:56pm	D28	Dec 03 - 5:35pm	Dec 03 - 5:06pm	H3B/T3
orbitz	AA-4163-DTW-ORD	5:05pDec 3	4:56pDec 3	 D28	5:35pDec 3	5:06pDec 3	 H3B
weather	AA-4163-DTW-ORD	2011-12-03 05:05 PM			2011-12-03 05:35 PM		
ord	AA-4163-DTW-ORD	2011-12-03 5:05 PM		D28	2011-12-03 5:35 PM		H3B
usatoday	AA-4163-DTW-ORD	5:05 PM, Dec 03	5:10 PM, Dec 03		5:35 PM, Dec 03	5:04 PM, Dec 03	
aa	AA-554-SFO-ORD	12/03/2011 02:10 PM	12/03/2011 02:16 PM	58A	12/03/2011 08:30 PM	12/03/2011 08:03 PM	H12
flightexplorer	AA-554-SFO-ORD		12/3/2011 2:17PM PST			12/3/2011 7:57PM CST	
airtravelcenter	AA-554-SFO-ORD		12/3/11 2:17 PM (-08:00)			12/3/11 7:57 PM (-06:00)	
myrateplan	AA-554-SFO-ORD		12/3/11 2:17 PM (-08:00)			12/3/11 7:57 PM (-06:00)	
helloflight	AA-554-SFO-ORD		12/3/11 2:17 PM (-08:00)			12/3/11 7:57 PM (-06:00)	
flytecomm	AA-554-SFO-ORD		12/3/11 2:17 PM (-08:00)			12/3/11 7:57 PM (-06:00)	
flights	AA-554-SFO-ORD	02:10 PM  Sat 03-Dec-2011	02:16 PM  Sat 03-Dec-2011	58A	08:30 PM  Sat 03-Dec-2011	08:03 PM  Sat 03-Dec-2011	H12
businesstravellogue	AA-554-SFO-ORD	02:10 PM  Sat 03-Dec-2011	02:16 PM  Sat 03-Dec-2011	58A	08:30 PM  Sat 03-Dec-2011	08:03 PM  Sat 03-Dec-2011	H12
flylouisville	AA-554-SFO-ORD	02:10 PM  Sat 03-Dec-2011	02:16 PM  Sat 03-Dec-2011	58A	08:30 PM  Sat 03-Dec-2011	08:03 PM  Sat 03-Dec-2011	H12
flightstats	AA-554-SFO-ORD	2011-12-03 2:10 PM	2011-12-03 2:16 PM		2011-12-03 8:30 PM	2011-12-03 8:03 PM	
quicktrip	AA-554-SFO-ORD	2011-12-03 2:10 PM	2011-12-03 2:16 PM		2011-12-03 8:30 PM	2011-12-03 8:03 PM	
world-flight-tracker	AA-554-SFO-ORD	2011-12-03 2:10 PM	2011-12-03 2:16 PM		2011-12-03 8:30 PM	2011-12-03 8:03 PM	
flightview	AA-554-SFO-ORD	2:10 PM, Dec 03	2:17 PM, Dec 03	Terminal 2 - 58A	8:30 PM, Dec 03	8:03 PM, Dec 03	Terminal T3 - H12
panynj	AA-554-SFO-ORD	2:10 PM, Dec 03	2:17 PM, Dec 03	Terminal 2 - 58A	8:30 PM, Dec 03	8:03 PM, Dec 03	Terminal T3 - H12
gofox	AA-554-SFO-ORD	2:10 PM, Dec 03	2:17 PM, Dec 03		8:30 PM, Dec 03	8:03 PM, Dec 03	
foxbusiness	AA-554-SFO-ORD	2:10 PM, Dec 03	2:17 PM, Dec 03	Terminal 2 - 58A	8:30 PM, Dec 03	8:03 PM, Dec 03	Terminal T3 - H12
allegiantair	AA-554-SFO-ORD	2:10 PM, Dec 03	2:17 PM, Dec 03	Terminal 2 - 58A	8:30 PM, Dec 03	8:03 PM, Dec 03	Terminal T3 - H12
boston	AA-554-SFO-ORD	2:10 PM, Dec 03	2:17 PM, Dec 03		8:30 PM, Dec 03	7:59 PM, Dec 03	
travelocity	AA-554-SFO-ORD	Dec 03 - 2:10pm	Dec 03 - 2:02pm	58A	Dec 03 - 8:30pm	Dec 03 - 8:03pm	H12/T3
orbitz	AA-554-SFO-ORD	2:10pDec 3	2:02pDec 3	 58A	8:30pDec 3	8:03pDec 3	 H12
weather	AA-554-SFO-ORD	2011-12-03 02:10 PM			2011-12-03 08:30 PM		
ord	AA-554-SFO-ORD	2011-12-03 2:10 PM		58A	2011-12-03 8:30 PM		H12
ua	UA-592-DEN-SEA	Sat, Dec 3 10:03 AM	Sat, Dec 3 10:13 AM	B21	Sat, Dec 3 11:58 AM	Sat, Dec 3 12:20 PM	N11
flightexplorer	UA-592-DEN-SEA		12/3/2011 10:50AM MST			12/3/2011 12:14PM PST	
airtravelcenter	UA-592-DEN-SEA		12/3/11 10:52 AM (-07:00)			12/3/11 12:18 PM (-08:00)	
myrateplan	UA-592-DEN-SEA		12/3/11 10:52 AM (-07:00)			12/3/11 12:18 PM (-08:00)	
helloflight	UA-592-DEN-SEA		12/3/11 10:52 AM (-07:00)			12/3/11 12:18 PM (-08:00)	
flytecomm	UA-592-DEN-SEA		12/3/11 10:52 AM (-07:00)			12/3/11 12:18 PM (-08:00)	
flightaware	UA-592-DEN-SEA	2011-12-03 10:03AM MST	2011-12-03 10:52AM MST	 B21 	2011-12-03 11:35AM PST	2011-12-03 12:15PM PST	 N11 
wunderground	UA-592-DEN-SEA	2011-12-03 10:03AM MST	2011-12-03 10:52AM MST	 B21 	2011-12-03 11:35AM PST	2011-12-03 12:15PM PST	 N11 
