CO	CO-4237-EWR-DTW	Thu., Dec.29, 2011 12:17 p.m.	Thu., Dec.29, 2011 12:21 p.m.		Thu., Dec.29, 2011 2:24 p.m.	Thu., Dec.29, 2011 2:19 p.m.	
quicktrip	AA-3816-DEN-LAX	2011-12-29 6:30 AM	2011-12-29 6:30 AM		2011-12-29 8:20 AM	2011-12-29 7:59 AM	
world-flight-tracker	AA-3816-DEN-LAX	2011-12-29 6:30 AM	2011-12-29 6:30 AM		2011-12-29 8:20 AM	2011-12-29 7:59 AM	
flightview	AA-3816-DEN-LAX	6:30 AM, Dec 29	6:49 AM, Dec 29	A53	8:20 AM, Dec 29	7:59 AM, Dec 29	Terminal 4 - 44J
panynj	AA-3816-DEN-LAX	6:30 AM, Dec 29	6:49 AM, Dec 29	A53	8:20 AM, Dec 29	7:59 AM, Dec 29	Terminal 4 - 44J
gofox	AA-3816-DEN-LAX	6:30 AM, Dec 29	6:49 AM, Dec 29		8:20 AM, Dec 29	7:59 AM, Dec 29	
foxbusiness	AA-3816-DEN-LAX	6:30 AM, Dec 29	6:49 AM, Dec 29	A53	8:20 AM, Dec 29	7:59 AM, Dec 29	Terminal 4 - 44J
allegiantair	AA-3816-DEN-LAX	6:30 AM, Dec 29	6:49 AM, Dec 29	A53	8:20 AM, Dec 29	7:59 AM, Dec 29	Terminal 4 - 44J
boston	AA-3816-DEN-LAX	6:30 AM, Dec 29	6:49 AM, Dec 29		8:20 AM, Dec 29	7:46 AM, Dec 29	
travelocity	AA-3816-DEN-LAX	Dec 29 - 6:30am	Dec 29 - 6:30am	Not provided by airline	Dec 29 - 8:20am	Dec 29 - 7:59am	44J/T4
orbitz	AA-3816-DEN-LAX	6:30aDec 29	6:30aDec 29	 A53	8:20aDec 29	7:59aDec 29	 44J
weather	AA-3816-DEN-LAX	2011-12-29 06:30 AM			2011-12-29 08:20 AM		
ifly	AA-3816-DEN-LAX	2011-12-29 6:30 AM	2011-12-29 6:30 AM		2011-12-29 8:20 AM	2011-12-29 7:59 AM	
usatoday	AA-3816-DEN-LAX	6:30 AM, Dec 29	6:49 AM, Dec 29		8:20 AM, Dec 29	7:46 AM, Dec 29	
aa	AA-1066-MEX-DFW	December 29, 2011               06:05 AM    	December 29, 2011               05:56 AM    	 31	December 29, 2011               08:50 AM    	December 29, 2011               08:20 AM    	 D16    
airtravelcenter	AA-1066-MEX-DFW		12/29/11 6:10 AM (-06:00)			12/29/11 8:10 AM (-06:00)	
myrateplan	AA-1066-MEX-DFW		12/29/11 6:10 AM (-06:00)			12/29/11 8:10 AM (-06:00)	
helloflight	AA-1066-MEX-DFW		12/29/11 6:10 AM (-06:00)			12/29/11 8:10 AM (-06:00)	
flytecomm	AA-1066-MEX-DFW		12/29/11 6:10 AM (-06:00)			12/29/11 8:10 AM (-06:00)	
flights	AA-1066-MEX-DFW		2011-12-29 05:56 AM	31		2011-12-29 08:20 AM	D16
businesstravellogue	AA-1066-MEX-DFW		2011-12-29 05:56 AM	31		2011-12-29 08:20 AM	D16
flylouisville	AA-1066-MEX-DFW		2011-12-29 05:56 AM	31		2011-12-29 08:20 AM	D16
flightview	AA-1066-MEX-DFW		6:27 AMDec 29			8:17 AMDec 29	
panynj	AA-1066-MEX-DFW		6:27 AMDec 29			8:17 AMDec 29	
gofox	AA-1066-MEX-DFW		6:27 AMDec 29			8:17 AMDec 29	
foxbusiness	AA-1066-MEX-DFW		6:27 AMDec 29			8:17 AMDec 29	
allegiantair	AA-1066-MEX-DFW		6:27 AMDec 29			8:17 AMDec 29	
boston	AA-1066-MEX-DFW		6:27 AMDec 29			8:17 AMDec 29	
travelocity	AA-1066-MEX-DFW	Dec 29 - 6:05am	Dec 29 - 5:56am	31	Dec 29 - 8:50am	Dec 29 - 8:20am	D38/D
orbitz	AA-1066-MEX-DFW	6:05aDec 29	5:56aDec 29	 31	8:50aDec 29	8:20aDec 29	 D16
weather	AA-1066-MEX-DFW	2011-12-29 06:05 AM			2011-12-29 08:50 AM		
usatoday	AA-1066-MEX-DFW		6:27 AMDec 29			8:17 AMDec 29	
aa	AA-1886-BOS-MIA	December 29, 2011               10:45 AM    	December 29, 2011               10:39 AM    	 B28	December 29, 2011               02:20 PM    	December 29, 2011               02:41 PM    	 D24    
flightexplorer	AA-1886-BOS-MIA		12/29/2011 11:16AM EST			12/29/2011 2:31PM EST	
airtravelcenter	AA-1886-BOS-MIA		12/29/11 11:15 AM (-05:00)			12/29/11 2:31 PM (-05:00)	
myrateplan	AA-1886-BOS-MIA		12/29/11 11:15 AM (-05:00)			12/29/11 2:31 PM (-05:00)	
helloflight	AA-1886-BOS-MIA		12/29/11 11:15 AM (-05:00)			12/29/11 2:31 PM (-05:00)	
flytecomm	AA-1886-BOS-MIA		12/29/11 11:15 AM (-05:00)			12/29/11 2:31 PM (-05:00)	
flights	AA-1886-BOS-MIA		2011-12-29 10:39 AM	B28		2011-12-29 02:41 PM	D24
businesstravellogue	AA-1886-BOS-MIA		2011-12-29 10:39 AM	B28		2011-12-29 02:41 PM	D24
flylouisville	AA-1886-BOS-MIA		2011-12-29 10:39 AM	B28		2011-12-29 02:41 PM	D24
flightview	AA-1886-BOS-MIA		11:16 AMDec 29			2:41 PMDec 29	
panynj	AA-1886-BOS-MIA		11:16 AMDec 29			2:41 PMDec 29	
gofox	AA-1886-BOS-MIA		11:16 AMDec 29			2:41 PMDec 29	
foxbusiness	AA-1886-BOS-MIA		11:16 AMDec 29			2:41 PMDec 29	
allegiantair	AA-1886-BOS-MIA		11:16 AMDec 29			2:41 PMDec 29	
boston	AA-1886-BOS-MIA		11:16 AMDec 29			2:29 PMDec 29	
travelocity	AA-1886-BOS-MIA	Dec 29 - 10:45am	Dec 29 - 10:39am	B28	Dec 29 - 2:20pm	Dec 29 - 2:41pm	D24
orbitz	AA-1886-BOS-MIA	10:45aDec 29	10:39aDec 29	 B28	2:20pDec 29	2:41pDec 29	 D24
weather	AA-1886-BOS-MIA	2011-12-29 10:45 AM			2011-12-29 02:20 PM		
usatoday	AA-1886-BOS-MIA	2011-12-29 10:45 AM			2011-12-29 02:20 PM		
mytripandmore	AA-1886-BOS-MIA	10:45aDec 29	10:39aDec 29	 B28	2:20pDec 29	2:41pDec 29	 D24
flightarrival	AA-1886-BOS-MIA	2011-12-29 10:45 AM			2011-12-29 02:20 PM		
ua	UA-3523-IAD-CMH	Thu, Dec 29 10:21 PM	Thu, Dec 29 10:21 PM            On Time	D16	Thu, Dec 29 11:33 PM	Thu, Dec 29 11:33 PM	--
airtravelcenter	UA-3523-IAD-CMH		12/29/11 10:33 PM (-05:00)			12/29/11 11:24 PM (-05:00)	
myrateplan	UA-3523-IAD-CMH		12/29/11 10:33 PM (-05:00)			12/29/11 11:24 PM (-05:00)	
helloflight	UA-3523-IAD-CMH		12/29/11 10:33 PM (-05:00)			12/29/11 11:24 PM (-05:00)	
flytecomm	UA-3523-IAD-CMH		12/29/11 10:33 PM (-05:00)			12/29/11 11:24 PM (-05:00)	
flights	UA-3523-IAD-CMH	2011-12-29 10:21 PM		D16	2011-12-29 11:33 PM		
businesstravellogue	UA-3523-IAD-CMH	2011-12-29 10:21 PM		D16	2011-12-29 11:33 PM		
flylouisville	UA-3523-IAD-CMH	2011-12-29 10:21 PM		D16	2011-12-29 11:33 PM		
flightview	UA-3523-IAD-CMH	10:21 PMDec 29			11:33 PMDec 29		
panynj	UA-3523-IAD-CMH	10:21 PMDec 29			11:33 PMDec 29		
gofox	UA-3523-IAD-CMH	10:21 PMDec 29			11:33 PMDec 29		
foxbusiness	UA-3523-IAD-CMH	10:21 PMDec 29			11:33 PMDec 29		
allegiantair	UA-3523-IAD-CMH	10:21 PMDec 29			11:33 PMDec 29		
boston	UA-3523-IAD-CMH	10:21 PMDec 29			11:33 PMDec 29		
orbitz	UA-3523-IAD-CMH	10:21pDec 29		 D16	11:33pDec 29		 -
iad	UA-3523-IAD-CMH	2011-12-29 22:21 	2011-12-29 22:21 				
usatoday	UA-3523-IAD-CMH	10:21 PMDec 29			11:33 PMDec 29		
mytripandmore	UA-3523-IAD-CMH	10:21pDec 29		 D16	11:33pDec 29		 -
flightarrival	UA-3523-IAD-CMH	10:21 PMDec 29			11:33 PMDec 29		
aa	AA-3824-DEN-LAX	December 29, 2011               08:10 PM    	December 29, 2011               08:05 PM    	 A49	December 29, 2011               09:50 PM    	December 29, 2011     	 44J    
airtravelcenter	AA-3824-DEN-LAX		12/29/11 8:19 PM (-07:00)			12/29/11 9:18 PM (-08:00)	
myrateplan	AA-3824-DEN-LAX		12/29/11 8:19 PM (-07:00)			12/29/11 9:18 PM (-08:00)	
helloflight	AA-3824-DEN-LAX		12/29/11 8:19 PM (-07:00)			12/29/11 9:18 PM (-08:00)	
flytecomm	AA-3824-DEN-LAX		12/29/11 8:19 PM (-07:00)			12/29/11 9:18 PM (-08:00)	
flightaware	AA-3824-DEN-LAX	2011-12-29 08:10PM MST	2011-12-29 08:19PM MST	 A49 	2011-12-29 09:26PM PST	2011-12-29 09:14PM PST	 44J 
wunderground	AA-3824-DEN-LAX	2011-12-29 08:10PM MST	2011-12-29 08:19PM MST	 A49 	2011-12-29 09:26PM PST	2011-12-29 09:14PM PST	 44J 
flights	AA-3824-DEN-LAX	08:10 PM  Thu 29-Dec-2011		A49	09:50 PM  Thu 29-Dec-2011		44
businesstravellogue	AA-3824-DEN-LAX	08:10 PM  Thu 29-Dec-2011		A49	09:50 PM  Thu 29-Dec-2011		44
flylouisville	AA-3824-DEN-LAX	08:10 PM  Thu 29-Dec-2011		A49	09:50 PM  Thu 29-Dec-2011		44
flightstats	AA-3824-DEN-LAX	2011-12-29 8:10 PM	2011-12-29 8:05 PM		2011-12-29 9:50 PM	2011-12-29 9:26 PM (Estimated)	
quicktrip	AA-3824-DEN-LAX	2011-12-29 8:10 PM	2011-12-29 8:05 PM		2011-12-29 9:50 PM	2011-12-29 9:26 PM (Estimated)	
world-flight-tracker	AA-3824-DEN-LAX	2011-12-29 8:10 PM	2011-12-29 8:05 PM		2011-12-29 9:50 PM	2011-12-29 9:26 PM (Estimated)	
flightview	AA-3824-DEN-LAX	8:10 PM, Dec 29	8:19 PM, Dec 29		9:50 PM, Dec 29		
panynj	AA-3824-DEN-LAX	8:10 PM, Dec 29	8:19 PM, Dec 29		9:50 PM, Dec 29		
gofox	AA-3824-DEN-LAX	8:10 PM, Dec 29	8:19 PM, Dec 29		9:50 PM, Dec 29		
foxbusiness	AA-3824-DEN-LAX	8:10 PM, Dec 29	8:19 PM, Dec 29		9:50 PM, Dec 29		
allegiantair	AA-3824-DEN-LAX	8:10 PM, Dec 29	8:19 PM, Dec 29		9:50 PM, Dec 29		
boston	AA-3824-DEN-LAX	8:10 PM, Dec 29	8:19 PM, Dec 29		9:50 PM, Dec 29	9:20 PM, Dec 29&nbsp(Estimated)	
travelocity	AA-3824-DEN-LAX	Dec 29 - 8:10pm	Dec 29 - 8:05pm	A49	Dec 29 - 9:50pm	Dec 29 - 9:24pm*	44J/T4
orbitz	AA-3824-DEN-LAX	8:10pDec 29	8:05pDec 29	 A49	9:02pDec 29		 44J
weather	AA-3824-DEN-LAX	2011-12-29 08:10 PM			2011-12-29 09:50 PM		
den	AA-3824-DEN-LAX	2011-12-29 8:10 PM		A49			
ifly	AA-3824-DEN-LAX	2011-12-29 8:10 PM	2011-12-29 8:05 PM		2011-12-29 9:50 PM	2011-12-29 9:26 PM (Estimated)	
flightarrival	AA-3824-DEN-LAX	8:10 PM, Dec 29	8:19 PM, Dec 29		9:50 PM, Dec 29	9:20 PM, Dec 29&nbsp(Estimated)	
aa	AA-567-DFW-SNA	December 29, 2011               05:15 PM    	December 29, 2011     	 C14	December 29, 2011               06:30 PM    	December 29, 2011     	 8    
flightexplorer	AA-567-DFW-SNA	12/29/2011 5:15PM CST			12/29/2011 6:30PM PST		
airtravelcenter	AA-567-DFW-SNA		12/29/11 5:38 PM (-06:00)			12/29/11 6:19 PM (-08:00)	
myrateplan	AA-567-DFW-SNA		12/29/11 5:38 PM (-06:00)			12/29/11 6:19 PM (-08:00)	
helloflight	AA-567-DFW-SNA		12/29/11 5:38 PM (-06:00)			12/29/11 6:19 PM (-08:00)	
flytecomm	AA-567-DFW-SNA		12/29/11 5:38 PM (-06:00)			12/29/11 6:19 PM (-08:00)	
flights	AA-567-DFW-SNA	2011-12-29 05:15 PM		C14	2011-12-29 06:30 PM		8
businesstravellogue	AA-567-DFW-SNA	2011-12-29 05:15 PM		C14	2011-12-29 06:30 PM		8
flylouisville	AA-567-DFW-SNA	2011-12-29 05:15 PM		C14	2011-12-29 06:30 PM		8
flightstats	AA-567-DFW-SNA	2011-12-29 5:15 PM	2011-12-29 5:15 PM (Estimated)		2011-12-29 6:30 PM	2011-12-29 6:30 PM (Estimated)	
quicktrip	AA-567-DFW-SNA	2011-12-29 5:15 PM	2011-12-29 5:15 PM (Estimated)		2011-12-29 6:30 PM	2011-12-29 6:30 PM (Estimated)	
flightview	AA-567-DFW-SNA	5:15 PMDec 29			6:30 PMDec 29		
panynj	AA-567-DFW-SNA	5:15 PMDec 29			6:30 PMDec 29		
gofox	AA-567-DFW-SNA	5:15 PMDec 29			6:30 PMDec 29		
foxbusiness	AA-567-DFW-SNA	5:15 PMDec 29			6:30 PMDec 29		
allegiantair	AA-567-DFW-SNA	5:15 PMDec 29			6:30 PMDec 29		
boston	AA-567-DFW-SNA	5:15 PMDec 29			6:30 PMDec 29		
orbitz	AA-567-DFW-SNA	5:15pDec 29		 C14	6:30pDec 29		 8
dfw	AA-567-DFW-SNA	2011-12-29 5:15 pm		C14			
usatoday	AA-567-DFW-SNA	2011-12-29 5:15 PM	2011-12-29 5:15 PM (Estimated)		2011-12-29 6:30 PM	2011-12-29 6:30 PM (Estimated)	
aa	AA-4242-CLE-JFK	December 29, 2011               12:20 PM    	December 29, 2011               12:17 PM    	 A1	December 29, 2011               02:00 PM    	December 29, 2011               01:36 PM    	 31C    
flightexplorer	AA-4242-CLE-JFK		12/29/2011 12:26PM EST			12/29/2011 1:36PM EST	
airtravelcenter	AA-4242-CLE-JFK		12/29/11 12:26 PM (-05:00)			12/29/11 1:36 PM (-05:00)	
myrateplan	AA-4242-CLE-JFK		12/29/11 12:26 PM (-05:00)			12/29/11 1:36 PM (-05:00)	
helloflight	AA-4242-CLE-JFK		12/29/11 12:26 PM (-05:00)			12/29/11 1:36 PM (-05:00)	
flytecomm	AA-4242-CLE-JFK		12/29/11 12:26 PM (-05:00)			12/29/11 1:36 PM (-05:00)	
flightaware	AA-4242-CLE-JFK	2011-12-29 12:20PM EST	2011-12-29 12:25PM EST	 A1 	2011-12-29 01:39PM EST	2011-12-29 01:32PM EST	 31C 
wunderground	AA-4242-CLE-JFK	2011-12-29 12:20PM EST	2011-12-29 12:25PM EST	 A1 	2011-12-29 01:39PM EST	2011-12-29 01:32PM EST	 31C 
flights	AA-4242-CLE-JFK	12:20 PM  Thu 29-Dec-2011	12:17 PM  Thu 29-Dec-2011	A1	02:00 PM  Thu 29-Dec-2011	01:36 PM  Thu 29-Dec-2011	C31C
businesstravellogue	AA-4242-CLE-JFK	12:20 PM  Thu 29-Dec-2011	12:17 PM  Thu 29-Dec-2011	A1	02:00 PM  Thu 29-Dec-2011	01:36 PM  Thu 29-Dec-2011	C31C
flylouisville	AA-4242-CLE-JFK	12:20 PM  Thu 29-Dec-2011	12:17 PM  Thu 29-Dec-2011	A1	02:00 PM  Thu 29-Dec-2011	01:36 PM  Thu 29-Dec-2011	C31C
flightstats	AA-4242-CLE-JFK	2011-12-29 12:20 PM	2011-12-29 12:17 PM		2011-12-29 2:00 PM	2011-12-29 1:36 PM	
quicktrip	AA-4242-CLE-JFK	2011-12-29 12:20 PM	2011-12-29 12:17 PM		2011-12-29 2:00 PM	2011-12-29 1:36 PM	
world-flight-tracker	AA-4242-CLE-JFK	2011-12-29 12:20 PM	2011-12-29 12:17 PM		2011-12-29 2:00 PM	2011-12-29 1:36 PM	
flightview	AA-4242-CLE-JFK	12:20 PM, Dec 29	12:26 PM, Dec 29		2:00 PM, Dec 29	1:36 PM, Dec 29	
panynj	AA-4242-CLE-JFK	12:20 PM, Dec 29	12:26 PM, Dec 29		2:00 PM, Dec 29	1:36 PM, Dec 29	
gofox	AA-4242-CLE-JFK	12:20 PM, Dec 29	12:26 PM, Dec 29		2:00 PM, Dec 29	1:36 PM, Dec 29	
foxbusiness	AA-4242-CLE-JFK	12:20 PM, Dec 29	12:26 PM, Dec 29		2:00 PM, Dec 29	1:36 PM, Dec 29	
allegiantair	AA-4242-CLE-JFK	12:20 PM, Dec 29	12:26 PM, Dec 29		2:00 PM, Dec 29	1:36 PM, Dec 29	
boston	AA-4242-CLE-JFK	12:20 PM, Dec 29	12:26 PM, Dec 29		2:00 PM, Dec 29	1:32 PM, Dec 29	
travelocity	AA-4242-CLE-JFK	Dec 29 - 12:20pm	Dec 29 - 12:17pm	A1	Dec 29 - 2:00pm	Dec 29 - 1:36pm	31C/8
orbitz	AA-4242-CLE-JFK	12:20pDec 29	12:17pDec 29	 A1	2:00pDec 29	1:36pDec 29	 31C
weather	AA-4242-CLE-JFK	2011-12-29 12:20 PM			2011-12-29 02:00 PM		
ua	UA-5688-CAE-ORD	Thu, Dec 29 8:39 AM	Thu, Dec 29 8:36 AM	--	Thu, Dec 29 9:48 AM	Thu, Dec 29 9:41 AM	F2C
flightexplorer	UA-5688-CAE-ORD		12/29/2011 8:53AM EST			12/29/2011 9:38AM CST	
airtravelcenter	UA-5688-CAE-ORD	12/29/11 8:39 AM (-05:00)			12/29/11 9:48 AM (-06:00)		
myrateplan	UA-5688-CAE-ORD	12/29/11 8:39 AM (-05:00)			12/29/11 9:48 AM (-06:00)		
helloflight	UA-5688-CAE-ORD	12/29/11 8:39 AM (-05:00)			12/29/11 9:48 AM (-06:00)		
flytecomm	UA-5688-CAE-ORD	12/29/11 8:39 AM (-05:00)			12/29/11 9:48 AM (-06:00)		
flightaware	UA-5688-CAE-ORD	2011-12-29 08:39AM EST	2011-12-29 08:50AM EST		2011-12-29 09:17AM CST	2011-12-29 09:28AM CST	 F2B 
wunderground	UA-5688-CAE-ORD	2011-12-29 08:39AM EST	2011-12-29 08:50AM EST		2011-12-29 09:17AM CST	2011-12-29 09:28AM CST	 F2B 
flights	UA-5688-CAE-ORD	08:39 AM  Thu 29-Dec-2011	08:36 AM  Thu 29-Dec-2011		09:48 AM  Thu 29-Dec-2011	09:41 AM  Thu 29-Dec-2011	
businesstravellogue	UA-5688-CAE-ORD	08:39 AM  Thu 29-Dec-2011	08:36 AM  Thu 29-Dec-2011		09:48 AM  Thu 29-Dec-2011	09:41 AM  Thu 29-Dec-2011	
flylouisville	UA-5688-CAE-ORD	08:39 AM  Thu 29-Dec-2011	08:36 AM  Thu 29-Dec-2011		09:48 AM  Thu 29-Dec-2011	09:41 AM  Thu 29-Dec-2011	
world-flight-tracker	UA-5688-CAE-ORD	2011-12-29 8:39 AM	2011-12-29 8:36 AM		2011-12-29 9:48 AM	2011-12-29 9:41 AM	
flightview	UA-5688-CAE-ORD	8:39 AM, Dec 29	8:53 AM, Dec 29		9:48 AM, Dec 29	9:41 AM, Dec 29	
panynj	UA-5688-CAE-ORD	8:39 AM, Dec 29	8:53 AM, Dec 29		9:48 AM, Dec 29	9:41 AM, Dec 29	
gofox	UA-5688-CAE-ORD	8:39 AM, Dec 29	8:53 AM, Dec 29		9:48 AM, Dec 29	9:41 AM, Dec 29	
foxbusiness	UA-5688-CAE-ORD	8:39 AM, Dec 29	8:53 AM, Dec 29		9:48 AM, Dec 29	9:41 AM, Dec 29	
allegiantair	UA-5688-CAE-ORD	8:39 AM, Dec 29	8:53 AM, Dec 29		9:48 AM, Dec 29	9:41 AM, Dec 29	
boston	UA-5688-CAE-ORD	8:39 AM, Dec 29	8:53 AM, Dec 29		9:48 AM, Dec 29	9:36 AM, Dec 29	
travelocity	UA-5688-CAE-ORD	Dec 29 - Not Available	Dec 29 - 8:52am	CHK	Dec 29 - Not Available	Dec 29 - 9:41am	F2C
orbitz	UA-5688-CAE-ORD	8:39aDec 29	8:36aDec 29	 -	9:48aDec 29	9:41aDec 29	 F2C
weather	UA-5688-CAE-ORD	2011-12-29 08:39 AM			2011-12-29 09:48 AM		
usatoday	UA-5688-CAE-ORD	8:39 AM, Dec 29	8:53 AM, Dec 29		9:48 AM, Dec 29	9:36 AM, Dec 29	
flightarrival	UA-5688-CAE-ORD	2011-12-29 08:39 AM			2011-12-29 09:48 AM		
ua	UA-3733-MIA-ORD	Thu, Dec 29 6:03 PM	Thu, Dec 29 6:03 PM	G11	Thu, Dec 29 8:25 PM	Thu, Dec 29 8:25 PM	C4
flightexplorer	UA-3733-MIA-ORD	12/29/2011 6:03PM EST			12/29/2011 8:25PM CST		
airtravelcenter	UA-3733-MIA-ORD		12/29/11 6:12 PM (-05:00)			12/29/11 7:50 PM (-06:00)	
myrateplan	UA-3733-MIA-ORD		12/29/11 6:12 PM (-05:00)			12/29/11 7:50 PM (-06:00)	
helloflight	UA-3733-MIA-ORD		12/29/11 6:12 PM (-05:00)			12/29/11 7:50 PM (-06:00)	
flytecomm	UA-3733-MIA-ORD		12/29/11 6:12 PM (-05:00)			12/29/11 7:50 PM (-06:00)	
flightaware	UA-3733-MIA-ORD	2011-12-29 06:03PM EST	2011-12-29 06:13PM EST	 G11 	2011-12-29 08:05PM CST	2011-12-29 08:15PM CST	 C4 
wunderground	UA-3733-MIA-ORD	2011-12-29 06:03PM EST	2011-12-29 06:13PM EST	 G11 	2011-12-29 08:05PM CST	2011-12-29 08:15PM CST	 C4 
flights	UA-3733-MIA-ORD	06:03 PM  Thu 29-Dec-2011		G11	08:25 PM  Thu 29-Dec-2011		C4
businesstravellogue	UA-3733-MIA-ORD	06:03 PM  Thu 29-Dec-2011		G11	08:25 PM  Thu 29-Dec-2011		C4
flylouisville	UA-3733-MIA-ORD	06:03 PM  Thu 29-Dec-2011		G11	08:25 PM  Thu 29-Dec-2011		C4
world-flight-tracker	UA-3733-MIA-ORD	2011-12-29 6:03 PM	2011-12-29 6:03 PM (Estimated)		2011-12-29 8:25 PM	2011-12-29 8:25 PM (Estimated)	
flightview	UA-3733-MIA-ORD	6:03 PM, Dec 29		Terminal G - G11	8:25 PM, Dec 29		C4
panynj	UA-3733-MIA-ORD	6:03 PM, Dec 29		Terminal G - G11	8:25 PM, Dec 29		C4
gofox	UA-3733-MIA-ORD	6:03 PM, Dec 29			8:25 PM, Dec 29		
foxbusiness	UA-3733-MIA-ORD	6:03 PM, Dec 29		Terminal G - G11	8:25 PM, Dec 29		C4
allegiantair	UA-3733-MIA-ORD	6:03 PM, Dec 29		Terminal G - G11	8:25 PM, Dec 29		C4
boston	UA-3733-MIA-ORD	6:03 PM, Dec 29	Not Available		8:25 PM, Dec 29	Not Available	
travelocity	UA-3733-MIA-ORD	Dec 29 - 6:03pm	Dec 29 - Not Available	G11	Dec 29 - 8:25pm	Dec 29 - Not Available	C4
orbitz	UA-3733-MIA-ORD	6:03pDec 29		 G11	8:25pDec 29		 C4
weather	UA-3733-MIA-ORD	2011-12-29 06:03 PM			2011-12-29 08:25 PM		
ord	UA-3733-MIA-ORD	2011-12-29 6:03 PM		G11	2011-12-29 8:25 PM		C4
flightarrival	UA-3733-MIA-ORD	2011-12-29 06:03 PM			2011-12-29 08:25 PM		
ua	UA-1589-EWR-IAH	Thu, Dec 29 8:40 AM	Thu, Dec 29 8:44 AM	C97	Thu, Dec 29 11:56 AM	Thu, Dec 29 11:44 AM	C-42
flightexplorer	UA-1589-EWR-IAH		12/29/2011 9:04AM EST			12/29/2011 11:29AM CST	
airtravelcenter	UA-1589-EWR-IAH	12/29/11 8:40 AM (-05:00)			12/29/11 11:56 AM (-06:00)		
myrateplan	UA-1589-EWR-IAH	12/29/11 8:40 AM (-05:00)			12/29/11 11:56 AM (-06:00)		
helloflight	UA-1589-EWR-IAH	12/29/11 8:40 AM (-05:00)			12/29/11 11:56 AM (-06:00)		
flytecomm	UA-1589-EWR-IAH	12/29/11 8:40 AM (-05:00)			12/29/11 11:56 AM (-06:00)		
flightaware	UA-1589-EWR-IAH	2011-12-29 08:40AM EST	2011-12-29 09:06AM EST	 C97 	2011-12-29 11:18AM CST	2011-12-29 11:27AM CST	 42 
wunderground	UA-1589-EWR-IAH	2011-12-29 08:40AM EST	2011-12-29 09:06AM EST	 C97 	2011-12-29 11:18AM CST	2011-12-29 11:27AM CST	 42 
flights	UA-1589-EWR-IAH	08:40 AM  Thu 29-Dec-2011	08:44 AM  Thu 29-Dec-2011	97	11:56 AM  Thu 29-Dec-2011	11:44 AM  Thu 29-Dec-2011	42
businesstravellogue	UA-1589-EWR-IAH	08:40 AM  Thu 29-Dec-2011	08:44 AM  Thu 29-Dec-2011	97	11:56 AM  Thu 29-Dec-2011	11:44 AM  Thu 29-Dec-2011	42
flylouisville	UA-1589-EWR-IAH	08:40 AM  Thu 29-Dec-2011	08:44 AM  Thu 29-Dec-2011	97	11:56 AM  Thu 29-Dec-2011	11:44 AM  Thu 29-Dec-2011	42
world-flight-tracker	UA-1589-EWR-IAH	2011-12-29 8:40 AM	2011-12-29 8:44 AM		2011-12-29 11:56 AM	2011-12-29 11:44 AM	
flightview	UA-1589-EWR-IAH	8:40 AM, Dec 29	9:06 AM, Dec 29	Term C - C97	11:56 AM, Dec 29	11:44 AM, Dec 29	Term C - C42
panynj	UA-1589-EWR-IAH	8:40 AM, Dec 29	9:06 AM, Dec 29	Term C - C97	11:56 AM, Dec 29	11:44 AM, Dec 29	Term C - C42
gofox	UA-1589-EWR-IAH	8:40 AM, Dec 29	9:06 AM, Dec 29		11:56 AM, Dec 29	11:44 AM, Dec 29	
foxbusiness	UA-1589-EWR-IAH	8:40 AM, Dec 29	9:06 AM, Dec 29	Term C - C97	11:56 AM, Dec 29	11:44 AM, Dec 29	Term C - C42
allegiantair	UA-1589-EWR-IAH	8:40 AM, Dec 29	9:06 AM, Dec 29	Term C - C97	11:56 AM, Dec 29	11:44 AM, Dec 29	Term C - C42
boston	UA-1589-EWR-IAH	8:40 AM, Dec 29	9:06 AM, Dec 29		11:56 AM, Dec 29	11:27 AM, Dec 29	
travelocity	UA-1589-EWR-IAH	Dec 29 - 8:40am	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 11:56am	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-1589-EWR-IAH	8:40aDec 29	8:44aDec 29	 C97	11:56aDec 29	11:44aDec 29	 42
weather	UA-1589-EWR-IAH	2011-12-29 08:40 AM	2011-12-29 09:06 AM		2011-12-29 11:56 AM	2011-12-29 11:29 AM	
mytripandmore	UA-1589-EWR-IAH	8:40aDec 29	8:44aDec 29	 C97	11:56aDec 29	11:44aDec 29	 42
aa	AA-3796-IAH-ORD	December 29, 2011               11:50 AM    	December 29, 2011               11:45 AM    	 A29	December 29, 2011               02:25 PM    	December 29, 2011               02:14 PM    	 H1B    
flightexplorer	AA-3796-IAH-ORD		12/29/2011 12:03PM CST			12/29/2011 2:09PM CST	
airtravelcenter	AA-3796-IAH-ORD		12/29/11 12:03 PM (-06:00)			12/29/11 2:09 PM (-06:00)	
myrateplan	AA-3796-IAH-ORD		12/29/11 12:03 PM (-06:00)			12/29/11 2:09 PM (-06:00)	
helloflight	AA-3796-IAH-ORD		12/29/11 12:03 PM (-06:00)			12/29/11 2:09 PM (-06:00)	
flytecomm	AA-3796-IAH-ORD		12/29/11 12:03 PM (-06:00)			12/29/11 2:09 PM (-06:00)	
flightaware	AA-3796-IAH-ORD	2011-12-29 11:50AM CST	2011-12-29 12:03PM CST	 A29 	2011-12-29 02:12PM CST	2011-12-29 02:07PM CST	 H1B 
