CO	CO-4237-EWR-DTW	Tue., Dec.20, 2011 12:17 p.m.	Tue., Dec.20, 2011 12:12 p.m.		Tue., Dec.20, 2011 2:24 p.m.	Tue., Dec.20, 2011 2:24 p.m.	
airtravelcenter	UA-750-SFO-PIT		12/20/11 5:09 PM (-08:00)			12/21/11 12:45 AM (-05:00)	
myrateplan	UA-750-SFO-PIT		12/20/11 5:09 PM (-08:00)			12/21/11 12:45 AM (-05:00)	
helloflight	UA-750-SFO-PIT		12/20/11 5:09 PM (-08:00)			12/21/11 12:45 AM (-05:00)	
flytecomm	UA-750-SFO-PIT		12/20/11 5:09 PM (-08:00)			12/21/11 12:45 AM (-05:00)	
flightaware	UA-750-SFO-PIT	2011-12-20 04:50PM PST	2011-12-20 05:09PM PST	 72 	2011-12-20 12:33AM EST	2011-12-20 12:41AM EST	 C53 
wunderground	UA-750-SFO-PIT	2011-12-20 04:50PM PST	2011-12-20 05:09PM PST	 72 	2011-12-20 12:33AM EST	2011-12-20 12:41AM EST	 C53 
flights	UA-750-SFO-PIT	04:50 PM  Tue 20-Dec-2011		72	12:28 AM  Wed 21-Dec-2011		C53
businesstravellogue	UA-750-SFO-PIT	04:50 PM  Tue 20-Dec-2011		72	12:28 AM  Wed 21-Dec-2011		C53
flylouisville	UA-750-SFO-PIT	04:50 PM  Tue 20-Dec-2011		72	12:28 AM  Wed 21-Dec-2011		C53
world-flight-tracker	UA-750-SFO-PIT	2011-12-20 4:50 PM	2011-12-20 4:47 PM		2011-12-20 12:28 AM	2011-12-20 12:43 AM (Estimated)	
flightview	UA-750-SFO-PIT	4:50 PM, Dec 20	5:09 PM, Dec 20		12:28 AM, Dec 21		
panynj	UA-750-SFO-PIT	4:50 PM, Dec 20	5:09 PM, Dec 20		12:28 AM, Dec 21		
gofox	UA-750-SFO-PIT	4:50 PM, Dec 20	5:09 PM, Dec 20		12:28 AM, Dec 21		
foxbusiness	UA-750-SFO-PIT	4:50 PM, Dec 20	5:09 PM, Dec 20		12:28 AM, Dec 21		
allegiantair	UA-750-SFO-PIT	4:50 PM, Dec 20	5:09 PM, Dec 20		12:28 AM, Dec 21		
boston	UA-750-SFO-PIT	4:50 PM, Dec 20	5:09 PM, Dec 20		12:28 AM, Dec 21	12:47 AM, Dec 21&nbsp(Estimated)	
travelocity	UA-750-SFO-PIT	Dec 20 - Not Available	Dec 20 - 5:08pm	72	Dec 20 - Not Available	Dec 20 - 12:42am*	C53
orbitz	UA-750-SFO-PIT	4:50pDec 20	4:47pDec 20	 72	12:56aDec 21		 C53
weather	UA-750-SFO-PIT	2011-12-20 04:50 PM			2011-12-20 12:28 AM		
usatoday	UA-750-SFO-PIT	4:50 PM, Dec 20	5:09 PM, Dec 20		12:28 AM, Dec 21	12:47 AM, Dec 21&nbsp(Estimated)	
mytripandmore	UA-750-SFO-PIT	Dec 20 - Not Available	Dec 20 - 5:08pm	72	Dec 20 - Not Available	Dec 20 - 12:42am*	C53
flightarrival	UA-750-SFO-PIT	4:50 PM, Dec 20	5:09 PM, Dec 20		12:28 AM, Dec 21	12:47 AM, Dec 21&nbsp(Estimated)	
aa	AA-2098-ORD-BOS	December 20, 2011               03:20 PM    	December 20, 2011               03:17 PM    	 H14	December 20, 2011               06:30 PM    	December 20, 2011               06:26 PM    	 B29    
airtravelcenter	AA-2098-ORD-BOS		12/20/11 3:36 PM (-06:00)			12/20/11 6:10 PM (-05:00)	
myrateplan	AA-2098-ORD-BOS		12/20/11 3:36 PM (-06:00)			12/20/11 6:10 PM (-05:00)	
helloflight	AA-2098-ORD-BOS		12/20/11 3:36 PM (-06:00)			12/20/11 6:10 PM (-05:00)	
flytecomm	AA-2098-ORD-BOS		12/20/11 3:36 PM (-06:00)			12/20/11 6:10 PM (-05:00)	
flightaware	AA-2098-ORD-BOS	2011-12-20 03:20PM CST	2011-12-20 03:36PM CST	 H14 	2011-12-20 06:16PM EST	2011-12-20 06:18PM EST	 B29 
wunderground	AA-2098-ORD-BOS	2011-12-20 03:20PM CST	2011-12-20 03:36PM CST	 H14 	2011-12-20 06:16PM EST	2011-12-20 06:18PM EST	 B29 
flights	AA-2098-ORD-BOS		2011-12-20 03:17 PM	H14		2011-12-20 06:26 PM	B29
businesstravellogue	AA-2098-ORD-BOS		2011-12-20 03:17 PM	H14		2011-12-20 06:26 PM	B29
flylouisville	AA-2098-ORD-BOS		2011-12-20 03:17 PM	H14		2011-12-20 06:26 PM	B29
flightstats	AA-2098-ORD-BOS	2011-12-20 3:20 PM	2011-12-20 3:17 PM		2011-12-20 6:30 PM	2011-12-20 6:26 PM	
quicktrip	AA-2098-ORD-BOS	2011-12-20 3:20 PM	2011-12-20 3:17 PM		2011-12-20 6:30 PM	2011-12-20 6:26 PM	
flightview	AA-2098-ORD-BOS		3:36 PMDec 20			6:26 PMDec 20	
panynj	AA-2098-ORD-BOS		3:36 PMDec 20			6:26 PMDec 20	
gofox	AA-2098-ORD-BOS		3:36 PMDec 20			6:26 PMDec 20	
foxbusiness	AA-2098-ORD-BOS		3:36 PMDec 20			6:26 PMDec 20	
allegiantair	AA-2098-ORD-BOS		3:36 PMDec 20			6:26 PMDec 20	
boston	AA-2098-ORD-BOS		3:36 PMDec 20			6:19 PMDec 20	
orbitz	AA-2098-ORD-BOS	3:20pDec 20	3:17pDec 20	 H14	6:30pDec 20	6:26pDec 20	 B29
ord	AA-2098-ORD-BOS	2011-12-20 3:20 PM		H14	2011-12-20 6:30 PM		B29
ifly	AA-2098-ORD-BOS	2011-12-20 3:20 PM	2011-12-20 3:17 PM		2011-12-20 6:30 PM	2011-12-20 6:26 PM	
usatoday	AA-2098-ORD-BOS	2011-12-20 3:20 PM	2011-12-20 3:17 PM		2011-12-20 6:30 PM	2011-12-20 6:26 PM	
flightwise	AA-2098-ORD-BOS	2011-12-20 03:20PM CST	2011-12-20 03:36PM CST	 H14 	2011-12-20 06:16PM EST	2011-12-20 06:18PM EST	 B29 
flightarrival	AA-2098-ORD-BOS		3:36 PMDec 20			6:19 PMDec 20	
ua	UA-1977-CVG-CLT	Tue, Dec 20 1:55 PM	Tue, Dec 20 1:55 PM            Delayed	7	Tue, Dec 20 3:20 PM	Tue, Dec 20 3:12 PM	E35A
airtravelcenter	UA-1977-CVG-CLT		12/20/11 1:58 PM (-05:00)			12/20/11 3:01 PM (-05:00)	
myrateplan	UA-1977-CVG-CLT		12/20/11 1:58 PM (-05:00)			12/20/11 3:01 PM (-05:00)	
helloflight	UA-1977-CVG-CLT		12/20/11 1:58 PM (-05:00)			12/20/11 3:01 PM (-05:00)	
flytecomm	UA-1977-CVG-CLT		12/20/11 1:58 PM (-05:00)			12/20/11 3:01 PM (-05:00)	
flights	UA-1977-CVG-CLT		2011-12-20 01:47 PM	7		2011-12-20 03:12 PM	E35A
businesstravellogue	UA-1977-CVG-CLT		2011-12-20 01:47 PM	7		2011-12-20 03:12 PM	E35A
flylouisville	UA-1977-CVG-CLT		2011-12-20 01:47 PM	7		2011-12-20 03:12 PM	E35A
flightstats	UA-1977-CVG-CLT	2011-12-20 1:55 PM	2011-12-20 1:47 PM		2011-12-20 3:20 PM	2011-12-20 3:12 PM	
quicktrip	UA-1977-CVG-CLT	2011-12-20 1:55 PM	2011-12-20 1:47 PM		2011-12-20 3:20 PM	2011-12-20 3:12 PM	
flightview	UA-1977-CVG-CLT		1:59 PMDec 20			3:04 PMDec 20	
panynj	UA-1977-CVG-CLT		1:59 PMDec 20			3:04 PMDec 20	
gofox	UA-1977-CVG-CLT		1:59 PMDec 20			3:04 PMDec 20	
foxbusiness	UA-1977-CVG-CLT		1:59 PMDec 20			3:04 PMDec 20	
allegiantair	UA-1977-CVG-CLT		1:59 PMDec 20			3:04 PMDec 20	
boston	UA-1977-CVG-CLT		1:59 PMDec 20			3:04 PMDec 20	
orbitz	UA-1977-CVG-CLT	1:55pDec 20	1:47pDec 20	 -	3:20pDec 20	3:12pDec 20	 -
ifly	UA-1977-CVG-CLT	2011-12-20 1:55 PM	2011-12-20 1:47 PM		2011-12-20 3:20 PM	2011-12-20 3:12 PM	
usatoday	UA-1977-CVG-CLT		1:59 PMDec 20			3:04 PMDec 20	
flightarrival	UA-1977-CVG-CLT	2011-12-20 1:55 PM	2011-12-20 1:47 PM		2011-12-20 3:20 PM	2011-12-20 3:12 PM	
aa	AA-2348-DFW-ORD	December 20, 2011               12:05 PM    	December 20, 2011               12:03 PM    	 A29	December 20, 2011               02:25 PM    	December 20, 2011               01:54 PM    	 K3    
flightexplorer	AA-2348-DFW-ORD		12/20/2011 12:14PM CST			12/20/2011 1:48PM CST	
airtravelcenter	AA-2348-DFW-ORD		12/20/11 12:14 PM (-06:00)			12/20/11 1:48 PM (-06:00)	
myrateplan	AA-2348-DFW-ORD		12/20/11 12:14 PM (-06:00)			12/20/11 1:48 PM (-06:00)	
helloflight	AA-2348-DFW-ORD		12/20/11 12:14 PM (-06:00)			12/20/11 1:48 PM (-06:00)	
flytecomm	AA-2348-DFW-ORD		12/20/11 12:14 PM (-06:00)			12/20/11 1:48 PM (-06:00)	
flightaware	AA-2348-DFW-ORD	2011-12-20 12:05PM CST	2011-12-20 12:14PM CST	 A29 	2011-12-20 02:04PM CST	2011-12-20 01:48PM CST	 K3 
wunderground	AA-2348-DFW-ORD	2011-12-20 12:05PM CST	2011-12-20 12:14PM CST	 A29 	2011-12-20 02:04PM CST	2011-12-20 01:48PM CST	 K3 
flights	AA-2348-DFW-ORD	12:05 PM  Tue 20-Dec-2011	12:03 PM  Tue 20-Dec-2011	A29	02:25 PM  Tue 20-Dec-2011	01:54 PM  Tue 20-Dec-2011	K3
businesstravellogue	AA-2348-DFW-ORD	12:05 PM  Tue 20-Dec-2011	12:03 PM  Tue 20-Dec-2011	A29	02:25 PM  Tue 20-Dec-2011	01:54 PM  Tue 20-Dec-2011	K3
flylouisville	AA-2348-DFW-ORD	12:05 PM  Tue 20-Dec-2011	12:03 PM  Tue 20-Dec-2011	A29	02:25 PM  Tue 20-Dec-2011	01:54 PM  Tue 20-Dec-2011	K3
flightstats	AA-2348-DFW-ORD	2011-12-20 12:05 PM	2011-12-20 12:03 PM		2011-12-20 2:25 PM	2011-12-20 1:54 PM	
quicktrip	AA-2348-DFW-ORD	2011-12-20 12:05 PM	2011-12-20 12:03 PM		2011-12-20 2:25 PM	2011-12-20 1:54 PM	
world-flight-tracker	AA-2348-DFW-ORD	2011-12-20 12:05 PM	2011-12-20 12:03 PM		2011-12-20 2:25 PM	2011-12-20 1:54 PM	
flightview	AA-2348-DFW-ORD	12:05 PM, Dec 20	12:14 PM, Dec 20	A29	2:25 PM, Dec 20	1:53 PM, Dec 20	K3
panynj	AA-2348-DFW-ORD	12:05 PM, Dec 20	12:14 PM, Dec 20	A29	2:25 PM, Dec 20	1:53 PM, Dec 20	K3
gofox	AA-2348-DFW-ORD	12:05 PM, Dec 20	12:14 PM, Dec 20		2:25 PM, Dec 20	1:53 PM, Dec 20	
foxbusiness	AA-2348-DFW-ORD	12:05 PM, Dec 20	12:14 PM, Dec 20	A29	2:25 PM, Dec 20	1:53 PM, Dec 20	K3
allegiantair	AA-2348-DFW-ORD	12:05 PM, Dec 20	12:14 PM, Dec 20	A29	2:25 PM, Dec 20	1:53 PM, Dec 20	K3
boston	AA-2348-DFW-ORD	12:05 PM, Dec 20	12:14 PM, Dec 20		2:25 PM, Dec 20	1:53 PM, Dec 20	
travelocity	AA-2348-DFW-ORD	Dec 20 - 12:05pm	Dec 20 - 12:03pm	A29/A	Dec 20 - 2:25pm	Dec 20 - 1:54pm	K3/T3
orbitz	AA-2348-DFW-ORD	12:05pDec 20	12:03pDec 20	 A29	2:25pDec 20	1:54pDec 20	 K3
weather	AA-2348-DFW-ORD	2011-12-20 12:05 PM	2011-12-20 12:14 PM		2011-12-20 02:25 PM	2011-12-20 01:48 PM	
dfw	AA-2348-DFW-ORD	2011-12-20 12:05 pm		A29			
ord	AA-2348-DFW-ORD	2011-12-20 12:05 PM		A29	2011-12-20 2:25 PM		K3
ifly	AA-2348-DFW-ORD	2011-12-20 12:05 PM	2011-12-20 12:03 PM		2011-12-20 2:25 PM	2011-12-20 1:54 PM	
usatoday	AA-2348-DFW-ORD	12:05 PM, Dec 20	12:14 PM, Dec 20		2:25 PM, Dec 20	1:53 PM, Dec 20	
mytripandmore	AA-2348-DFW-ORD	12:05pDec 20	12:03pDec 20	 A29	2:25pDec 20	1:54pDec 20	 K3
flightarrival	AA-2348-DFW-ORD	2011-12-20 12:05 PM	2011-12-20 12:03 PM		2011-12-20 2:25 PM	2011-12-20 1:54 PM	
ua	UA-1974-CLT-TLH	Tue, Dec 20 10:40 PM	Tue, Dec 20 10:40 PM            Delayed	E17	Wed, Dec 21 12:14 AM	Wed, Dec 21 12:16 AM	A3
airtravelcenter	UA-1974-CLT-TLH	12/20/11 10:40 PM (-05:00)			12/21/11 12:14 AM (-05:00)		
myrateplan	UA-1974-CLT-TLH	12/20/11 10:40 PM (-05:00)			12/21/11 12:14 AM (-05:00)		
helloflight	UA-1974-CLT-TLH	12/20/11 10:40 PM (-05:00)			12/21/11 12:14 AM (-05:00)		
flytecomm	UA-1974-CLT-TLH	12/20/11 10:40 PM (-05:00)			12/21/11 12:14 AM (-05:00)		
flights	UA-1974-CLT-TLH		2011-12-20 10:34 PM	E17		2011-12-20 12:14 AM	A3
businesstravellogue	UA-1974-CLT-TLH		2011-12-20 10:34 PM	E17		2011-12-20 12:14 AM	A3
flylouisville	UA-1974-CLT-TLH		2011-12-20 10:34 PM	E17		2011-12-20 12:14 AM	A3
flightview	UA-1974-CLT-TLH		11:01 PMDec 20			12:05 AMDec 21	
panynj	UA-1974-CLT-TLH		11:01 PMDec 20			12:05 AMDec 21	
gofox	UA-1974-CLT-TLH		11:01 PMDec 20			12:05 AMDec 21	
foxbusiness	UA-1974-CLT-TLH		11:01 PMDec 20			12:05 AMDec 21	
allegiantair	UA-1974-CLT-TLH		11:01 PMDec 20			12:05 AMDec 21	
boston	UA-1974-CLT-TLH		11:01 PMDec 20			12:05 AMDec 21	
orbitz	UA-1974-CLT-TLH	10:40pDec 20	10:34pDec 20	 -	12:18aDec 21		 -
ua	UA-2696-DFW-PHL	Tue, Dec 20 5:45 PM	Tue, Dec 20 5:45 PM	E37	Tue, Dec 20 9:44 PM	Tue, Dec 20 9:19 PM	B5
airtravelcenter	UA-2696-DFW-PHL		12/20/11 5:49 PM (-06:00)			12/20/11 9:18 PM (-05:00)	
myrateplan	UA-2696-DFW-PHL		12/20/11 5:49 PM (-06:00)			12/20/11 9:18 PM (-05:00)	
helloflight	UA-2696-DFW-PHL		12/20/11 5:49 PM (-06:00)			12/20/11 9:18 PM (-05:00)	
flytecomm	UA-2696-DFW-PHL		12/20/11 5:49 PM (-06:00)			12/20/11 9:18 PM (-05:00)	
flights	UA-2696-DFW-PHL	05:45 PM  Tue 20-Dec-2011	05:38 PM  Tue 20-Dec-2011	E37	09:44 PM  Tue 20-Dec-2011	09:19 PM  Tue 20-Dec-2011	B5
businesstravellogue	UA-2696-DFW-PHL	05:45 PM  Tue 20-Dec-2011	05:38 PM  Tue 20-Dec-2011	E37	09:44 PM  Tue 20-Dec-2011	09:19 PM  Tue 20-Dec-2011	B5
flylouisville	UA-2696-DFW-PHL	05:45 PM  Tue 20-Dec-2011	05:38 PM  Tue 20-Dec-2011	E37	09:44 PM  Tue 20-Dec-2011	09:19 PM  Tue 20-Dec-2011	B5
flightstats	UA-2696-DFW-PHL	2011-12-20 5:45 PM	2011-12-20 5:38 PM		2011-12-20 9:44 PM	2011-12-20 9:19 PM	
quicktrip	UA-2696-DFW-PHL	2011-12-20 5:45 PM	2011-12-20 5:38 PM		2011-12-20 9:44 PM	2011-12-20 9:19 PM	
world-flight-tracker	UA-2696-DFW-PHL	2011-12-20 5:45 PM	2011-12-20 5:38 PM		2011-12-20 9:44 PM	2011-12-20 9:19 PM	
flightview	UA-2696-DFW-PHL	5:45 PM, Dec 20	5:49 PM, Dec 20	E37	9:44 PM, Dec 20	9:44 PM, Dec 20	B5
panynj	UA-2696-DFW-PHL	5:45 PM, Dec 20	5:49 PM, Dec 20	E37	9:44 PM, Dec 20	9:44 PM, Dec 20	B5
gofox	UA-2696-DFW-PHL	5:45 PM, Dec 20	5:49 PM, Dec 20		9:44 PM, Dec 20	9:44 PM, Dec 20	
foxbusiness	UA-2696-DFW-PHL	5:45 PM, Dec 20	5:49 PM, Dec 20	E37	9:44 PM, Dec 20	9:44 PM, Dec 20	B5
allegiantair	UA-2696-DFW-PHL	5:45 PM, Dec 20	5:49 PM, Dec 20	E37	9:44 PM, Dec 20	9:44 PM, Dec 20	B5
boston	UA-2696-DFW-PHL	5:45 PM, Dec 20	5:49 PM, Dec 20		9:44 PM, Dec 20	9:16 PM, Dec 20	
travelocity	UA-2696-DFW-PHL	Dec 20 - 5:45pm	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 9:44pm	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-2696-DFW-PHL	5:45pDec 20	5:38pDec 20	 -	9:44pDec 20	9:19pDec 20	 -
weather	UA-2696-DFW-PHL	2011-12-20 05:45 PM			2011-12-20 09:44 PM		
ifly	UA-2696-DFW-PHL	2011-12-20 5:45 PM	2011-12-20 5:38 PM		2011-12-20 9:44 PM	2011-12-20 9:19 PM	
mytripandmore	UA-2696-DFW-PHL	Dec 20 - 5:45pm	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 9:44pm	Dec 20 - Contact Airline	Not provided by airline
flightarrival	UA-2696-DFW-PHL	2011-12-20 05:45 PM			2011-12-20 09:44 PM		
CO	CO-1639-LAX-IAH	Tue., Dec.20, 2011 7:45 a.m.	Tue., Dec.20, 2011 8:36 a.m.		Tue., Dec.20, 2011 12:56 p.m.	Tue., Dec.20, 2011 1:46 p.m.	
flightexplorer	CO-1639-LAX-IAH		12/20/2011 8:49AM PST			12/20/2011 1:35PM CST	
airtravelcenter	CO-1639-LAX-IAH	12/20/11 7:45 AM (-08:00)			12/20/11 12:56 PM (-06:00)		
myrateplan	CO-1639-LAX-IAH	12/20/11 7:45 AM (-08:00)			12/20/11 12:56 PM (-06:00)		
helloflight	CO-1639-LAX-IAH	12/20/11 7:45 AM (-08:00)			12/20/11 12:56 PM (-06:00)		
flytecomm	CO-1639-LAX-IAH	12/20/11 7:45 AM (-08:00)			12/20/11 12:56 PM (-06:00)		
flightaware	CO-1639-LAX-IAH	2011-12-20 07:45AM PST	2011-12-20 08:51AM PST	 60 	2011-12-20 12:46PM CST	2011-12-20 01:35PM CST	 E5 
wunderground	CO-1639-LAX-IAH	2011-12-20 07:45AM PST	2011-12-20 08:51AM PST	 60 	2011-12-20 12:46PM CST	2011-12-20 01:35PM CST	 E5 
flights	CO-1639-LAX-IAH	07:45 AM  Tue 20-Dec-2011	08:36 AM  Tue 20-Dec-2011	60	12:56 PM  Tue 20-Dec-2011	01:46 PM  Tue 20-Dec-2011	8
businesstravellogue	CO-1639-LAX-IAH	07:45 AM  Tue 20-Dec-2011	08:36 AM  Tue 20-Dec-2011	60	12:56 PM  Tue 20-Dec-2011	01:46 PM  Tue 20-Dec-2011	8
flylouisville	CO-1639-LAX-IAH	07:45 AM  Tue 20-Dec-2011	08:36 AM  Tue 20-Dec-2011	60	12:56 PM  Tue 20-Dec-2011	01:46 PM  Tue 20-Dec-2011	8
flightstats	CO-1639-LAX-IAH	2011-12-20 7:45 AM	2011-12-20 8:36 AM		2011-12-20 12:56 PM	2011-12-20 1:46 PM	
quicktrip	CO-1639-LAX-IAH	2011-12-20 7:45 AM	2011-12-20 8:36 AM		2011-12-20 12:56 PM	2011-12-20 1:46 PM	
world-flight-tracker	CO-1639-LAX-IAH	2011-12-20 7:45 AM	2011-12-20 8:36 AM		2011-12-20 12:56 PM	2011-12-20 1:46 PM	
flightview	CO-1639-LAX-IAH	7:45 AM, Dec 20	8:51 AM, Dec 20	Term 6 - 60	12:56 PM, Dec 20	1:46 PM, Dec 20	Term C - E8
panynj	CO-1639-LAX-IAH	7:45 AM, Dec 20	8:51 AM, Dec 20	Term 6 - 60	12:56 PM, Dec 20	1:46 PM, Dec 20	Term C - E8
gofox	CO-1639-LAX-IAH	7:45 AM, Dec 20	8:51 AM, Dec 20		12:56 PM, Dec 20	1:46 PM, Dec 20	
foxbusiness	CO-1639-LAX-IAH	7:45 AM, Dec 20	8:51 AM, Dec 20	Term 6 - 60	12:56 PM, Dec 20	1:46 PM, Dec 20	Term C - E8
allegiantair	CO-1639-LAX-IAH	7:45 AM, Dec 20	8:51 AM, Dec 20	Term 6 - 60	12:56 PM, Dec 20	1:46 PM, Dec 20	Term C - E8
boston	CO-1639-LAX-IAH	7:45 AM, Dec 20	8:51 AM, Dec 20		12:56 PM, Dec 20	1:33 PM, Dec 20	
travelocity	CO-1639-LAX-IAH	Dec 20 - 7:45am	Dec 20 - 8:36am	60	Dec 20 - 12:56pm	Dec 20 - 1:46pm	E8
orbitz	CO-1639-LAX-IAH	7:45aDec 20	8:36aDec 20	 60	12:56pDec 20	1:46pDec 20	 E5
weather	CO-1639-LAX-IAH	2011-12-20 07:45 AM			2011-12-20 12:56 PM		
aa	AA-487-JFK-SJU	December 20, 2011               06:25 AM    	December 20, 2011               06:24 AM    	 7	December 20, 2011               11:40 AM    	December 20, 2011               11:03 AM    	 9    
flightexplorer	AA-487-JFK-SJU		12/20/2011 6:52AM EST			12/20/2011 10:58AM AST	
airtravelcenter	AA-487-JFK-SJU		12/20/11 6:52 AM (-05:00)			12/20/11 10:58 AM (-04:00)	
myrateplan	AA-487-JFK-SJU		12/20/11 6:52 AM (-05:00)			12/20/11 10:58 AM (-04:00)	
helloflight	AA-487-JFK-SJU		12/20/11 6:52 AM (-05:00)			12/20/11 10:58 AM (-04:00)	
flytecomm	AA-487-JFK-SJU		12/20/11 6:52 AM (-05:00)			12/20/11 10:58 AM (-04:00)	
flights	AA-487-JFK-SJU		2011-12-20 06:24 AM	B7		2011-12-20 11:03 AM	E9
businesstravellogue	AA-487-JFK-SJU		2011-12-20 06:24 AM	B7		2011-12-20 11:03 AM	E9
flylouisville	AA-487-JFK-SJU		2011-12-20 06:24 AM	B7		2011-12-20 11:03 AM	E9
flightview	AA-487-JFK-SJU		6:52 AMDec 20			10:58 AMDec 20	
panynj	AA-487-JFK-SJU		6:52 AMDec 20			10:58 AMDec 20	
gofox	AA-487-JFK-SJU		6:52 AMDec 20			10:58 AMDec 20	
foxbusiness	AA-487-JFK-SJU		6:52 AMDec 20			10:58 AMDec 20	
allegiantair	AA-487-JFK-SJU		6:52 AMDec 20			10:58 AMDec 20	
boston	AA-487-JFK-SJU		6:52 AMDec 20			10:58 AMDec 20	
travelocity	AA-487-JFK-SJU	Dec 20 - 6:25am	Dec 20 - 6:24am	7/8	Dec 20 - 11:40am	Dec 20 - 11:03am	9
orbitz	AA-487-JFK-SJU	6:25aDec 20	6:24aDec 20	 7	11:40aDec 20	11:03aDec 20	 9
weather	AA-487-JFK-SJU	2011-12-20 06:25 AM			2011-12-20 11:40 AM		
ua	UA-858-SFO-DEN	Tue, Dec 20 1:12 PM	Tue, Dec 20 1:20 PM            Delayed	82	Tue, Dec 20 4:45 PM	Tue, Dec 20 4:47 PM	B47
airtravelcenter	UA-858-SFO-DEN		12/20/11 1:34 PM (-08:00)			12/20/11 4:46 PM (-07:00)	
myrateplan	UA-858-SFO-DEN		12/20/11 1:34 PM (-08:00)			12/20/11 4:46 PM (-07:00)	
helloflight	UA-858-SFO-DEN		12/20/11 1:34 PM (-08:00)			12/20/11 4:46 PM (-07:00)	
flytecomm	UA-858-SFO-DEN		12/20/11 1:34 PM (-08:00)			12/20/11 4:46 PM (-07:00)	
flights	UA-858-SFO-DEN		2011-12-20 01:20 PM	82		2011-12-20 04:47 PM	B47
businesstravellogue	UA-858-SFO-DEN		2011-12-20 01:20 PM	82		2011-12-20 04:47 PM	B47
flylouisville	UA-858-SFO-DEN		2011-12-20 01:20 PM	82		2011-12-20 04:47 PM	B47
flightstats	UA-858-SFO-DEN	2011-12-20 1:12 PM	2011-12-20 1:20 PM		2011-12-20 4:45 PM	2011-12-20 4:47 PM	
quicktrip	UA-858-SFO-DEN	2011-12-20 1:12 PM	2011-12-20 1:20 PM		2011-12-20 4:45 PM	2011-12-20 4:47 PM	
flightview	UA-858-SFO-DEN		1:35 PMDec 20			4:47 PMDec 20	
panynj	UA-858-SFO-DEN		1:35 PMDec 20			4:47 PMDec 20	
gofox	UA-858-SFO-DEN		1:35 PMDec 20			4:47 PMDec 20	
foxbusiness	UA-858-SFO-DEN		1:35 PMDec 20			4:47 PMDec 20	
allegiantair	UA-858-SFO-DEN		1:35 PMDec 20			4:47 PMDec 20	
boston	UA-858-SFO-DEN		1:35 PMDec 20			4:46 PMDec 20	
orbitz	UA-858-SFO-DEN	1:12pDec 20	1:20pDec 20	 82	4:45pDec 20	4:47pDec 20	 B47
ifly	UA-858-SFO-DEN	2011-12-20 1:12 PM	2011-12-20 1:20 PM		2011-12-20 4:45 PM	2011-12-20 4:47 PM	
usatoday	UA-858-SFO-DEN	2011-12-20 1:12 PM	2011-12-20 1:20 PM		2011-12-20 4:45 PM	2011-12-20 4:47 PM	
flightarrival	UA-858-SFO-DEN		1:35 PMDec 20			4:46 PMDec 20	
ua	UA-2451-SFO-CLT	Tue, Dec 20 6:00 AM	Tue, Dec 20 6:00 AM	21	Tue, Dec 20 1:50 PM	Tue, Dec 20 2:05 PM	B12
airtravelcenter	UA-2451-SFO-CLT		12/20/11 6:12 AM (-08:00)			12/20/11 2:00 PM (-05:00)	
myrateplan	UA-2451-SFO-CLT		12/20/11 6:12 AM (-08:00)			12/20/11 2:00 PM (-05:00)	
helloflight	UA-2451-SFO-CLT		12/20/11 6:12 AM (-08:00)			12/20/11 2:00 PM (-05:00)	
flytecomm	UA-2451-SFO-CLT		12/20/11 6:12 AM (-08:00)			12/20/11 2:00 PM (-05:00)	
flights	UA-2451-SFO-CLT		2011-12-20 05:56 AM	21		2011-12-20 02:05 PM	B12
businesstravellogue	UA-2451-SFO-CLT		2011-12-20 05:56 AM	21		2011-12-20 02:05 PM	B12
flylouisville	UA-2451-SFO-CLT		2011-12-20 05:56 AM	21		2011-12-20 02:05 PM	B12
flightview	UA-2451-SFO-CLT	6:00 AM, Dec 20	6:12 AM, Dec 20		1:50 PM, Dec 20	2:05 PM, Dec 20	
panynj	UA-2451-SFO-CLT	6:00 AM, Dec 20	6:12 AM, Dec 20		1:50 PM, Dec 20	2:05 PM, Dec 20	
gofox	UA-2451-SFO-CLT	6:00 AM, Dec 20	6:12 AM, Dec 20		1:50 PM, Dec 20	2:05 PM, Dec 20	
foxbusiness	UA-2451-SFO-CLT	6:00 AM, Dec 20	6:12 AM, Dec 20		1:50 PM, Dec 20	2:05 PM, Dec 20	
allegiantair	UA-2451-SFO-CLT	6:00 AM, Dec 20	6:12 AM, Dec 20		1:50 PM, Dec 20	2:05 PM, Dec 20	
boston	UA-2451-SFO-CLT	6:00 AM, Dec 20	6:12 AM, Dec 20		1:50 PM, Dec 20	2:03 PM, Dec 20	
travelocity	UA-2451-SFO-CLT	Dec 20 - 6:00am	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 1:50pm	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-2451-SFO-CLT	6:00aDec 20	5:56aDec 20	 -	1:50pDec 20	2:05pDec 20	 -
weather	UA-2451-SFO-CLT	2011-12-20 06:00 AM			2011-12-20 01:50 PM		
mytripandmore	UA-2451-SFO-CLT	6:00aDec 20	5:56aDec 20	 -	1:50pDec 20	2:05pDec 20	 -
flightarrival	UA-2451-SFO-CLT	2011-12-20 06:00 AM			2011-12-20 01:50 PM		
