CO	CO-4237-EWR-DTW	Fri., Dec.30, 2011 12:17 p.m.	Fri., Dec.30, 2011 12:12 p.m.		Fri., Dec.30, 2011 2:24 p.m.	Fri., Dec.30, 2011 2:16 p.m.	
businesstravellogue	AA-1184-DFW-IAH	2011-12-30 06:15 PM		C16	2011-12-30 07:20 PM		27
flylouisville	AA-1184-DFW-IAH	2011-12-30 06:15 PM		C16	2011-12-30 07:20 PM		27
flightview	AA-1184-DFW-IAH	6:15 PMDec 30			6:55 PMDec 30		
panynj	AA-1184-DFW-IAH	6:15 PMDec 30			6:55 PMDec 30		
gofox	AA-1184-DFW-IAH	6:15 PMDec 30			6:55 PMDec 30		
foxbusiness	AA-1184-DFW-IAH	6:15 PMDec 30			6:55 PMDec 30		
allegiantair	AA-1184-DFW-IAH	6:15 PMDec 30			6:55 PMDec 30		
boston	AA-1184-DFW-IAH	6:15 PMDec 30			6:55 PMDec 30		
orbitz	AA-1184-DFW-IAH	6:15pDec 30		 C16	7:20pDec 30		 A27
dfw	AA-1184-DFW-IAH	2011-12-30 6:15 pm		C8			
mytripandmore	AA-1184-DFW-IAH	6:15pDec 30		 C16	7:20pDec 30		 A27
aa	AA-1874-DFW-EWR	December 30, 2011               09:30 AM    	December 30, 2011               09:22 AM    	 A19	December 30, 2011               01:50 PM    	December 30, 2011               01:23 PM    	 32    
flightexplorer	AA-1874-DFW-EWR		12/30/2011 9:37AM CST			12/30/2011 1:22PM EST	
airtravelcenter	AA-1874-DFW-EWR		12/30/11 9:37 AM (-06:00)			12/30/11 1:22 PM (-05:00)	
myrateplan	AA-1874-DFW-EWR		12/30/11 9:37 AM (-06:00)			12/30/11 1:22 PM (-05:00)	
helloflight	AA-1874-DFW-EWR		12/30/11 9:37 AM (-06:00)			12/30/11 1:22 PM (-05:00)	
flytecomm	AA-1874-DFW-EWR		12/30/11 9:37 AM (-06:00)			12/30/11 1:22 PM (-05:00)	
flightaware	AA-1874-DFW-EWR	2011-12-30 09:30AM CST	2011-12-30 09:37AM CST	 A19 	2011-12-30 01:27PM EST	2011-12-30 01:18PM EST	 32 
wunderground	AA-1874-DFW-EWR	2011-12-30 09:30AM CST	2011-12-30 09:37AM CST	 A19 	2011-12-30 01:27PM EST	2011-12-30 01:18PM EST	 32 
flights	AA-1874-DFW-EWR	09:30 AM  Fri 30-Dec-2011	09:22 AM  Fri 30-Dec-2011	A19	01:50 PM  Fri 30-Dec-2011	01:23 PM  Fri 30-Dec-2011	32
businesstravellogue	AA-1874-DFW-EWR	09:30 AM  Fri 30-Dec-2011	09:22 AM  Fri 30-Dec-2011	A19	01:50 PM  Fri 30-Dec-2011	01:23 PM  Fri 30-Dec-2011	32
flylouisville	AA-1874-DFW-EWR	09:30 AM  Fri 30-Dec-2011	09:22 AM  Fri 30-Dec-2011	A19	01:50 PM  Fri 30-Dec-2011	01:23 PM  Fri 30-Dec-2011	32
flightstats	AA-1874-DFW-EWR	2011-12-30 9:30 AM	2011-12-30 9:22 AM		2011-12-30 1:50 PM	2011-12-30 1:23 PM	
quicktrip	AA-1874-DFW-EWR	2011-12-30 9:30 AM	2011-12-30 9:22 AM		2011-12-30 1:50 PM	2011-12-30 1:23 PM	
world-flight-tracker	AA-1874-DFW-EWR	2011-12-30 9:30 AM	2011-12-30 9:22 AM		2011-12-30 1:50 PM	2011-12-30 1:23 PM	
flightview	AA-1874-DFW-EWR	9:30 AM, Dec 30	9:37 AM, Dec 30	A19	1:50 PM, Dec 30	1:23 PM, Dec 30	32
panynj	AA-1874-DFW-EWR	9:30 AM, Dec 30	9:37 AM, Dec 30	A19	1:50 PM, Dec 30	1:23 PM, Dec 30	32
gofox	AA-1874-DFW-EWR	9:30 AM, Dec 30	9:37 AM, Dec 30		1:50 PM, Dec 30	1:23 PM, Dec 30	
foxbusiness	AA-1874-DFW-EWR	9:30 AM, Dec 30	9:37 AM, Dec 30	A19	1:50 PM, Dec 30	1:23 PM, Dec 30	32
allegiantair	AA-1874-DFW-EWR	9:30 AM, Dec 30	9:37 AM, Dec 30	A19	1:50 PM, Dec 30	1:23 PM, Dec 30	32
boston	AA-1874-DFW-EWR	9:30 AM, Dec 30	9:37 AM, Dec 30		1:50 PM, Dec 30	1:18 PM, Dec 30	
travelocity	AA-1874-DFW-EWR	Dec 30 - 9:30am	Dec 30 - 9:22am	A19/A	Dec 30 - 1:50pm	Dec 30 - 1:23pm	32/A
orbitz	AA-1874-DFW-EWR	9:30aDec 30	9:22aDec 30	 A19	1:50pDec 30	1:23pDec 30	 32
weather	AA-1874-DFW-EWR	2011-12-30 09:30 AM	2011-12-30 09:37 AM		2011-12-30 01:50 PM	2011-12-30 01:22 PM	
ifly	AA-1874-DFW-EWR	2011-12-30 9:30 AM	2011-12-30 9:22 AM		2011-12-30 1:50 PM	2011-12-30 1:23 PM	
usatoday	AA-1874-DFW-EWR	9:30 AM, Dec 30	9:37 AM, Dec 30		1:50 PM, Dec 30	1:18 PM, Dec 30	
flightarrival	AA-1874-DFW-EWR	2011-12-30 09:30 AM	2011-12-30 09:37 AM		2011-12-30 01:50 PM	2011-12-30 01:22 PM	
ua	UA-1738-IAH-SAN	Fri, Dec 30 2:30 PM	Fri, Dec 30 2:33 PM	C-34	Fri, Dec 30 4:10 PM	Fri, Dec 30 3:43 PM	35
airtravelcenter	UA-1738-IAH-SAN	12/30/11 2:30 PM (-06:00)			12/30/11 4:10 PM (-08:00)		
myrateplan	UA-1738-IAH-SAN	12/30/11 2:30 PM (-06:00)			12/30/11 4:10 PM (-08:00)		
helloflight	UA-1738-IAH-SAN	12/30/11 2:30 PM (-06:00)			12/30/11 4:10 PM (-08:00)		
flytecomm	UA-1738-IAH-SAN	12/30/11 2:30 PM (-06:00)			12/30/11 4:10 PM (-08:00)		
flights	UA-1738-IAH-SAN		2011-12-30 02:33 PM	34		2011-12-30 03:43 PM	35
businesstravellogue	UA-1738-IAH-SAN		2011-12-30 02:33 PM	34		2011-12-30 03:43 PM	35
flylouisville	UA-1738-IAH-SAN		2011-12-30 02:33 PM	34		2011-12-30 03:43 PM	35
flightview	UA-1738-IAH-SAN		2:48 PMDec 30			3:43 PMDec 30	
panynj	UA-1738-IAH-SAN		2:48 PMDec 30			3:43 PMDec 30	
gofox	UA-1738-IAH-SAN		2:48 PMDec 30			3:43 PMDec 30	
foxbusiness	UA-1738-IAH-SAN		2:48 PMDec 30			3:43 PMDec 30	
allegiantair	UA-1738-IAH-SAN		2:48 PMDec 30			3:43 PMDec 30	
boston	UA-1738-IAH-SAN		2:48 PMDec 30			3:41 PMDec 30	
travelocity	UA-1738-IAH-SAN	Dec 30 - 2:30pm	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 4:10pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-1738-IAH-SAN	2:30pDec 30	2:33pDec 30	 34	4:10pDec 30	3:43pDec 30	 35
weather	UA-1738-IAH-SAN	2011-12-30 02:30 PM			2011-12-30 04:10 PM		
usatoday	UA-1738-IAH-SAN		2:48 PMDec 30			3:41 PMDec 30	
mytripandmore	UA-1738-IAH-SAN	2:30pDec 30	2:33pDec 30	 34	4:10pDec 30	3:43pDec 30	 35
aa	AA-202-LAX-MIA	December 30, 2011               06:10 AM    	December 30, 2011               06:05 AM    	 49A	December 30, 2011               01:55 PM    	December 30, 2011               01:47 PM    	 D21    
flightexplorer	AA-202-LAX-MIA		12/30/2011 6:22AM PST			12/30/2011 1:44PM EST	
airtravelcenter	AA-202-LAX-MIA		12/30/11 6:22 AM (-08:00)			12/30/11 1:44 PM (-05:00)	
myrateplan	AA-202-LAX-MIA		12/30/11 6:22 AM (-08:00)			12/30/11 1:44 PM (-05:00)	
helloflight	AA-202-LAX-MIA		12/30/11 6:22 AM (-08:00)			12/30/11 1:44 PM (-05:00)	
flytecomm	AA-202-LAX-MIA		12/30/11 6:22 AM (-08:00)			12/30/11 1:44 PM (-05:00)	
flightaware	AA-202-LAX-MIA	2011-12-30 06:10AM PST	2011-12-30 06:21AM PST	 49A 	2011-12-30 01:48PM EST	2011-12-30 01:41PM EST	 D21 
wunderground	AA-202-LAX-MIA	2011-12-30 06:10AM PST	2011-12-30 06:21AM PST	 49A 	2011-12-30 01:48PM EST	2011-12-30 01:41PM EST	 D21 
flights	AA-202-LAX-MIA	06:10 AM  Fri 30-Dec-2011	06:05 AM  Fri 30-Dec-2011	49A	01:55 PM  Fri 30-Dec-2011	01:47 PM  Fri 30-Dec-2011	D21
businesstravellogue	AA-202-LAX-MIA	06:10 AM  Fri 30-Dec-2011	06:05 AM  Fri 30-Dec-2011	49A	01:55 PM  Fri 30-Dec-2011	01:47 PM  Fri 30-Dec-2011	D21
flylouisville	AA-202-LAX-MIA	06:10 AM  Fri 30-Dec-2011	06:05 AM  Fri 30-Dec-2011	49A	01:55 PM  Fri 30-Dec-2011	01:47 PM  Fri 30-Dec-2011	D21
flightstats	AA-202-LAX-MIA	2011-12-30 6:10 AM	2011-12-30 6:05 AM		2011-12-30 1:55 PM	2011-12-30 1:47 PM	
quicktrip	AA-202-LAX-MIA	2011-12-30 6:10 AM	2011-12-30 6:05 AM		2011-12-30 1:55 PM	2011-12-30 1:47 PM	
world-flight-tracker	AA-202-LAX-MIA	2011-12-30 6:10 AM	2011-12-30 6:05 AM		2011-12-30 1:55 PM	2011-12-30 1:47 PM	
flightview	AA-202-LAX-MIA	6:10 AM, Dec 30	6:22 AM, Dec 30	Terminal 4 - 49A	1:55 PM, Dec 30	1:47 PM, Dec 30	Terminal D - D21
panynj	AA-202-LAX-MIA	6:10 AM, Dec 30	6:22 AM, Dec 30	Terminal 4 - 49A	1:55 PM, Dec 30	1:47 PM, Dec 30	Terminal D - D21
gofox	AA-202-LAX-MIA	6:10 AM, Dec 30	6:22 AM, Dec 30		1:55 PM, Dec 30	1:47 PM, Dec 30	
foxbusiness	AA-202-LAX-MIA	6:10 AM, Dec 30	6:22 AM, Dec 30	Terminal 4 - 49A	1:55 PM, Dec 30	1:47 PM, Dec 30	Terminal D - D21
allegiantair	AA-202-LAX-MIA	6:10 AM, Dec 30	6:22 AM, Dec 30	Terminal 4 - 49A	1:55 PM, Dec 30	1:47 PM, Dec 30	Terminal D - D21
boston	AA-202-LAX-MIA	6:10 AM, Dec 30	6:22 AM, Dec 30		1:55 PM, Dec 30	1:41 PM, Dec 30	
travelocity	AA-202-LAX-MIA	Dec 30 - 6:10am	Dec 30 - 6:05am	49A/T4	Dec 30 - 1:55pm	Dec 30 - 1:47pm	D21
orbitz	AA-202-LAX-MIA	6:10aDec 30	6:05aDec 30	 49A	1:55pDec 30	1:47pDec 30	 D21
weather	AA-202-LAX-MIA	2011-12-30 06:10 AM	2011-12-30 06:22 AM		2011-12-30 01:55 PM	2011-12-30 01:44 PM	
mia	AA-202-LAX-MIA				1:55P 12-30-11	2011-12-30  1:47P	
flightwise	AA-202-LAX-MIA	2011-12-30 06:10AM PST	2011-12-30 06:21AM PST	 49A 	2011-12-30 01:48PM EST	2011-12-30 01:41PM EST	 D21 
ua	UA-3740-ORD-DFW	Fri, Dec 30 2:55 PM	Fri, Dec 30 2:52 PM	C30	Fri, Dec 30 5:26 PM	Fri, Dec 30 5:10 PM	E4
flightexplorer	UA-3740-ORD-DFW		12/30/2011 3:15PM CST			12/30/2011 5:01PM CST	
airtravelcenter	UA-3740-ORD-DFW	12/30/11 2:55 PM (-06:00)			12/30/11 5:26 PM (-06:00)		
myrateplan	UA-3740-ORD-DFW	12/30/11 2:55 PM (-06:00)			12/30/11 5:26 PM (-06:00)		
helloflight	UA-3740-ORD-DFW	12/30/11 2:55 PM (-06:00)			12/30/11 5:26 PM (-06:00)		
flytecomm	UA-3740-ORD-DFW	12/30/11 2:55 PM (-06:00)			12/30/11 5:26 PM (-06:00)		
flights	UA-3740-ORD-DFW		2011-12-30 02:52 PM	C30		2011-12-30 05:10 PM	E4
businesstravellogue	UA-3740-ORD-DFW		2011-12-30 02:52 PM	C30		2011-12-30 05:10 PM	E4
flylouisville	UA-3740-ORD-DFW		2011-12-30 02:52 PM	C30		2011-12-30 05:10 PM	E4
flightview	UA-3740-ORD-DFW		3:15 PMDec 30			5:10 PMDec 30	
panynj	UA-3740-ORD-DFW		3:15 PMDec 30			5:10 PMDec 30	
gofox	UA-3740-ORD-DFW		3:15 PMDec 30			5:10 PMDec 30	
foxbusiness	UA-3740-ORD-DFW		3:15 PMDec 30			5:10 PMDec 30	
allegiantair	UA-3740-ORD-DFW		3:15 PMDec 30			5:10 PMDec 30	
boston	UA-3740-ORD-DFW		3:15 PMDec 30			5:05 PMDec 30	
orbitz	UA-3740-ORD-DFW	2:55pDec 30	2:52pDec 30	 C30	5:26pDec 30	5:10pDec 30	 E4
weather	UA-3740-ORD-DFW	2011-12-30 02:55 PM			2011-12-30 05:26 PM		
dfw	UA-3740-ORD-DFW				2011-12-30 5:26 pm		E4
ord	UA-3740-ORD-DFW	2011-12-30 2:55 PM		C30	2011-12-30 5:26 PM		E4
flightarrival	UA-3740-ORD-DFW		3:15 PMDec 30			5:05 PMDec 30	
ua	UA-3798-ORD-BDL	Fri, Dec 30 10:49 AM	Fri, Dec 30 11:44 AM            Delayed	C31	Fri, Dec 30 1:50 PM	Fri, Dec 30 2:34 PM	--
flightexplorer	UA-3798-ORD-BDL		12/30/2011 11:55AM CST			12/30/2011 2:26PM EST	
flightaware	UA-3798-ORD-BDL	2011-12-30 10:49AM CST	2011-12-30 11:55AM CST	 C31 	2011-12-30 01:32PM EST	2011-12-30 02:29PM EST	
wunderground	UA-3798-ORD-BDL	2011-12-30 10:49AM CST	2011-12-30 11:55AM CST	 C31 	2011-12-30 01:32PM EST	2011-12-30 02:29PM EST	
flights	UA-3798-ORD-BDL		2011-12-30 11:44 AM	C31		2011-12-30 02:34 PM	
businesstravellogue	UA-3798-ORD-BDL		2011-12-30 11:44 AM	C31		2011-12-30 02:34 PM	
flylouisville	UA-3798-ORD-BDL		2011-12-30 11:44 AM	C31		2011-12-30 02:34 PM	
flightstats	UA-3798-ORD-BDL	2011-12-30 10:49 AM	2011-12-30 11:44 AM		2011-12-30 1:50 PM	2011-12-30 2:34 PM	
quicktrip	UA-3798-ORD-BDL	2011-12-30 10:49 AM	2011-12-30 11:44 AM		2011-12-30 1:50 PM	2011-12-30 2:34 PM	
flightview	UA-3798-ORD-BDL		11:55 AMDec 30			2:34 PMDec 30	
panynj	UA-3798-ORD-BDL		11:55 AMDec 30			2:34 PMDec 30	
gofox	UA-3798-ORD-BDL		11:55 AMDec 30			2:34 PMDec 30	
foxbusiness	UA-3798-ORD-BDL		11:55 AMDec 30			2:34 PMDec 30	
allegiantair	UA-3798-ORD-BDL		11:55 AMDec 30			2:34 PMDec 30	
boston	UA-3798-ORD-BDL		11:55 AMDec 30			2:29 PMDec 30	
orbitz	UA-3798-ORD-BDL	10:49aDec 30	11:44aDec 30	 C31	1:50pDec 30	2:34pDec 30	 -
ord	UA-3798-ORD-BDL	2011-12-30 10:49 AM		C31	2011-12-30 1:50 PM		 
mytripandmore	UA-3798-ORD-BDL	10:49aDec 30	11:44aDec 30	 C31	1:50pDec 30	2:34pDec 30	 -
ua	UA-1648-ORD-EWR	Fri, Dec 30 7:00 AM	Fri, Dec 30 6:57 AM	B4	Fri, Dec 30 10:00 AM	Fri, Dec 30 9:52 AM	C73
flightexplorer	UA-1648-ORD-EWR		12/30/2011 7:12AM CST			12/30/2011 9:49AM EST	
airtravelcenter	UA-1648-ORD-EWR		12/30/11 7:14 AM (-06:00)			12/30/11 9:49 AM (-05:00)	
airtravelcenter	UA-1648-ORD-EWR	12/30/11 7:00 AM (-06:00)			12/30/11 10:00 AM (-05:00)		
myrateplan	UA-1648-ORD-EWR		12/30/11 7:14 AM (-06:00)			12/30/11 9:49 AM (-05:00)	
myrateplan	UA-1648-ORD-EWR	12/30/11 7:00 AM (-06:00)			12/30/11 10:00 AM (-05:00)		
helloflight	UA-1648-ORD-EWR		12/30/11 7:14 AM (-06:00)			12/30/11 9:49 AM (-05:00)	
helloflight	UA-1648-ORD-EWR	12/30/11 7:00 AM (-06:00)			12/30/11 10:00 AM (-05:00)		
flytecomm	UA-1648-ORD-EWR		12/30/11 7:14 AM (-06:00)			12/30/11 9:49 AM (-05:00)	
flytecomm	UA-1648-ORD-EWR	12/30/11 7:00 AM (-06:00)			12/30/11 10:00 AM (-05:00)		
flightaware	UA-1648-ORD-EWR	2011-12-30 07:00AM CST	2011-12-30 07:14AM CST	 B4 	2011-12-30 09:44AM EST	2011-12-30 09:45AM EST	 C73 
wunderground	UA-1648-ORD-EWR	2011-12-30 07:00AM CST	2011-12-30 07:14AM CST	 B4 	2011-12-30 09:44AM EST	2011-12-30 09:45AM EST	 C73 
flights	UA-1648-ORD-EWR	07:00 AM  Fri 30-Dec-2011	06:57 AM  Fri 30-Dec-2011	B4	10:00 AM  Fri 30-Dec-2011	09:52 AM  Fri 30-Dec-2011	73
businesstravellogue	UA-1648-ORD-EWR	07:00 AM  Fri 30-Dec-2011	06:57 AM  Fri 30-Dec-2011	B4	10:00 AM  Fri 30-Dec-2011	09:52 AM  Fri 30-Dec-2011	73
flylouisville	UA-1648-ORD-EWR	07:00 AM  Fri 30-Dec-2011	06:57 AM  Fri 30-Dec-2011	B4	10:00 AM  Fri 30-Dec-2011	09:52 AM  Fri 30-Dec-2011	73
world-flight-tracker	UA-1648-ORD-EWR	2011-12-30 7:00 AM	2011-12-30 6:57 AM		2011-12-30 10:00 AM	2011-12-30 9:52 AM	
flightview	UA-1648-ORD-EWR	7:00 AM, Dec 30	7:14 AM, Dec 30	Term 1 - B4	10:00 AM, Dec 30	9:52 AM, Dec 30	Term C - C73
panynj	UA-1648-ORD-EWR	7:00 AM, Dec 30	7:14 AM, Dec 30	Term 1 - B4	10:00 AM, Dec 30	9:52 AM, Dec 30	Term C - C73
gofox	UA-1648-ORD-EWR	7:00 AM, Dec 30	7:14 AM, Dec 30		10:00 AM, Dec 30	9:52 AM, Dec 30	
foxbusiness	UA-1648-ORD-EWR	7:00 AM, Dec 30	7:14 AM, Dec 30	Term 1 - B4	10:00 AM, Dec 30	9:52 AM, Dec 30	Term C - C73
allegiantair	UA-1648-ORD-EWR	7:00 AM, Dec 30	7:14 AM, Dec 30	Term 1 - B4	10:00 AM, Dec 30	9:52 AM, Dec 30	Term C - C73
boston	UA-1648-ORD-EWR	7:00 AM, Dec 30	7:14 AM, Dec 30		10:00 AM, Dec 30	9:46 AM, Dec 30	
travelocity	UA-1648-ORD-EWR	Dec 30 - 7:00am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 10:00am	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-1648-ORD-EWR	7:00aDec 30	6:57aDec 30	 B4	10:00aDec 30	9:52aDec 30	 C73
weather	UA-1648-ORD-EWR	2011-12-30 07:00 AM	2011-12-30 07:14 AM		2011-12-30 10:00 AM	2011-12-30 09:49 AM	
usatoday	UA-1648-ORD-EWR	2011-12-30 07:00 AM	2011-12-30 07:14 AM		2011-12-30 10:00 AM	2011-12-30 09:49 AM	
mytripandmore	UA-1648-ORD-EWR	Dec 30 - 7:00am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 10:00am	Dec 30 - Contact Airline	Not provided by airline
flightwise	UA-1648-ORD-EWR	2011-12-30 07:00AM CST	2011-12-30 07:14AM CST	 B4 	2011-12-30 09:44AM EST	2011-12-30 09:45AM EST	 C73 
flightarrival	UA-1648-ORD-EWR	2011-12-30 07:00 AM	2011-12-30 07:14 AM		2011-12-30 10:00 AM	2011-12-30 09:49 AM	
ua	UA-988-DFW-DEN	Fri, Dec 30 6:10 AM	Fri, Dec 30 6:07 AM	E2	Fri, Dec 30 7:20 AM	Fri, Dec 30 7:07 AM	B37
airtravelcenter	UA-988-DFW-DEN		12/30/11 6:16 AM (-06:00)			12/30/11 7:06 AM (-07:00)	
myrateplan	UA-988-DFW-DEN		12/30/11 6:16 AM (-06:00)			12/30/11 7:06 AM (-07:00)	
helloflight	UA-988-DFW-DEN		12/30/11 6:16 AM (-06:00)			12/30/11 7:06 AM (-07:00)	
flytecomm	UA-988-DFW-DEN		12/30/11 6:16 AM (-06:00)			12/30/11 7:06 AM (-07:00)	
flights	UA-988-DFW-DEN		2011-12-30 06:07 AM	E2		2011-12-30 07:07 AM	B37
businesstravellogue	UA-988-DFW-DEN		2011-12-30 06:07 AM	E2		2011-12-30 07:07 AM	B37
flylouisville	UA-988-DFW-DEN		2011-12-30 06:07 AM	E2		2011-12-30 07:07 AM	B37
flightview	UA-988-DFW-DEN		6:17 AMDec 30			7:07 AMDec 30	
panynj	UA-988-DFW-DEN		6:17 AMDec 30			7:07 AMDec 30	
gofox	UA-988-DFW-DEN		6:17 AMDec 30			7:07 AMDec 30	
foxbusiness	UA-988-DFW-DEN		6:17 AMDec 30			7:07 AMDec 30	
allegiantair	UA-988-DFW-DEN		6:17 AMDec 30			7:07 AMDec 30	
boston	UA-988-DFW-DEN		6:17 AMDec 30			7:05 AMDec 30	
travelocity	UA-988-DFW-DEN	Dec 30 - Not Available	Dec 30 - 6:16am	CHK	Dec 30 - Not Available	Dec 30 - 7:07am	B37
orbitz	UA-988-DFW-DEN	6:10aDec 30	6:07aDec 30	 E2	7:20aDec 30	7:07aDec 30	 B37
weather	UA-988-DFW-DEN	2011-12-30 06:10 AM			2011-12-30 07:20 AM		
den	UA-988-DFW-DEN				2011-12-30 7:20 AM		B37
mytripandmore	UA-988-DFW-DEN	Dec 30 - Not Available	Dec 30 - 6:16am	CHK	Dec 30 - Not Available	Dec 30 - 7:07am	B37
ua	UA-2496-MSY-CLT	Fri, Dec 30 11:03 AM	Fri, Dec 30 11:03 AM	B10	Fri, Dec 30 1:51 PM	Fri, Dec 30 1:50 PM	C18
airtravelcenter	UA-2496-MSY-CLT		12/30/11 11:12 AM (-06:00)			12/30/11 1:46 PM (-05:00)	
myrateplan	UA-2496-MSY-CLT		12/30/11 11:12 AM (-06:00)			12/30/11 1:46 PM (-05:00)	
helloflight	UA-2496-MSY-CLT		12/30/11 11:12 AM (-06:00)			12/30/11 1:46 PM (-05:00)	
flytecomm	UA-2496-MSY-CLT		12/30/11 11:12 AM (-06:00)			12/30/11 1:46 PM (-05:00)	
flights	UA-2496-MSY-CLT	11:03 AM  Fri 30-Dec-2011	11:02 AM  Fri 30-Dec-2011	B10	01:51 PM  Fri 30-Dec-2011	01:50 PM  Fri 30-Dec-2011	C18
businesstravellogue	UA-2496-MSY-CLT	11:03 AM  Fri 30-Dec-2011	11:02 AM  Fri 30-Dec-2011	B10	01:51 PM  Fri 30-Dec-2011	01:50 PM  Fri 30-Dec-2011	C18
flylouisville	UA-2496-MSY-CLT	11:03 AM  Fri 30-Dec-2011	11:02 AM  Fri 30-Dec-2011	B10	01:51 PM  Fri 30-Dec-2011	01:50 PM  Fri 30-Dec-2011	C18
world-flight-tracker	UA-2496-MSY-CLT	2011-12-30 11:03 AM	2011-12-30 11:02 AM		2011-12-30 1:51 PM	2011-12-30 1:50 PM	
flightview	UA-2496-MSY-CLT	11:03 AM, Dec 30	11:12 AM, Dec 30		1:51 PM, Dec 30	1:44 PM, Dec 30	
panynj	UA-2496-MSY-CLT	11:03 AM, Dec 30	11:12 AM, Dec 30		1:51 PM, Dec 30	1:44 PM, Dec 30	
gofox	UA-2496-MSY-CLT	11:03 AM, Dec 30	11:12 AM, Dec 30		1:51 PM, Dec 30	1:44 PM, Dec 30	
foxbusiness	UA-2496-MSY-CLT	11:03 AM, Dec 30	11:12 AM, Dec 30		1:51 PM, Dec 30	1:44 PM, Dec 30	
allegiantair	UA-2496-MSY-CLT	11:03 AM, Dec 30	11:12 AM, Dec 30		1:51 PM, Dec 30	1:44 PM, Dec 30	
boston	UA-2496-MSY-CLT	11:03 AM, Dec 30	11:12 AM, Dec 30		1:51 PM, Dec 30	1:44 PM, Dec 30	
travelocity	UA-2496-MSY-CLT	Dec 30 - 11:03am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 1:51pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-2496-MSY-CLT	11:03aDec 30	11:02aDec 30	 -	1:51pDec 30	1:50pDec 30	 -
weather	UA-2496-MSY-CLT	2011-12-30 11:03 AM			2011-12-30 01:51 PM		
usatoday	UA-2496-MSY-CLT	2011-12-30 11:03 AM			2011-12-30 01:51 PM		
mytripandmore	UA-2496-MSY-CLT	11:03aDec 30	11:02aDec 30	 -	1:51pDec 30	1:50pDec 30	 -
ua	UA-316-SNA-DEN	Fri, Dec 30 7:32 AM	Fri, Dec 30 7:32 AM	11	Fri, Dec 30 10:55 AM	Fri, Dec 30 10:49 AM	B33
flightexplorer	UA-316-SNA-DEN		12/30/2011 7:40AM PST			12/30/2011 10:33AM MST	
airtravelcenter	UA-316-SNA-DEN		12/30/11 7:41 AM (-08:00)			12/30/11 10:28 AM (-07:00)	
myrateplan	UA-316-SNA-DEN		12/30/11 7:41 AM (-08:00)			12/30/11 10:28 AM (-07:00)	
helloflight	UA-316-SNA-DEN		12/30/11 7:41 AM (-08:00)			12/30/11 10:28 AM (-07:00)	
flytecomm	UA-316-SNA-DEN		12/30/11 7:41 AM (-08:00)			12/30/11 10:28 AM (-07:00)	
flightaware	UA-316-SNA-DEN	2011-12-30 07:32AM PST	2011-12-30 07:40AM PST	 11 	2011-12-30 10:38AM MST	2011-12-30 10:34AM MST	 B33 
wunderground	UA-316-SNA-DEN	2011-12-30 07:32AM PST	2011-12-30 07:40AM PST	 11 	2011-12-30 10:38AM MST	2011-12-30 10:34AM MST	 B33 
flights	UA-316-SNA-DEN	07:32 AM  Fri 30-Dec-2011	07:32 AM  Fri 30-Dec-2011	11	10:55 AM  Fri 30-Dec-2011	10:49 AM  Fri 30-Dec-2011	B33
businesstravellogue	UA-316-SNA-DEN	07:32 AM  Fri 30-Dec-2011	07:32 AM  Fri 30-Dec-2011	11	10:55 AM  Fri 30-Dec-2011	10:49 AM  Fri 30-Dec-2011	B33
flylouisville	UA-316-SNA-DEN	07:32 AM  Fri 30-Dec-2011	07:32 AM  Fri 30-Dec-2011	11	10:55 AM  Fri 30-Dec-2011	10:49 AM  Fri 30-Dec-2011	B33
world-flight-tracker	UA-316-SNA-DEN	2011-12-30 7:32 AM	2011-12-30 7:32 AM		2011-12-30 10:55 AM	2011-12-30 10:49 AM	
flightview	UA-316-SNA-DEN	7:32 AM, Dec 30	7:41 AM, Dec 30	11	10:55 AM, Dec 30	10:49 AM, Dec 30	B33
panynj	UA-316-SNA-DEN	7:32 AM, Dec 30	7:41 AM, Dec 30	11	10:55 AM, Dec 30	10:49 AM, Dec 30	B33
gofox	UA-316-SNA-DEN	7:32 AM, Dec 30	7:41 AM, Dec 30		10:55 AM, Dec 30	10:49 AM, Dec 30	
foxbusiness	UA-316-SNA-DEN	7:32 AM, Dec 30	7:41 AM, Dec 30	11	10:55 AM, Dec 30	10:49 AM, Dec 30	B33
allegiantair	UA-316-SNA-DEN	7:32 AM, Dec 30	7:41 AM, Dec 30	11	10:55 AM, Dec 30	10:49 AM, Dec 30	B33
boston	UA-316-SNA-DEN	7:32 AM, Dec 30	7:41 AM, Dec 30		10:55 AM, Dec 30	10:38 AM, Dec 30	
travelocity	UA-316-SNA-DEN	Dec 30 - Not Available	Dec 30 - 7:40am	11	Dec 30 - Not Available	Dec 30 - 10:49am	B33
orbitz	UA-316-SNA-DEN	7:32aDec 30	7:32aDec 30	 11	10:55aDec 30	10:49aDec 30	 B33
weather	UA-316-SNA-DEN	2011-12-30 07:32 AM			2011-12-30 10:55 AM		
den	UA-316-SNA-DEN				2011-12-30 10:55 AM		B33
usatoday	UA-316-SNA-DEN	2011-12-30 07:32 AM			2011-12-30 10:55 AM		
