CO	CO-4237-EWR-DTW	Mon., Dec.26, 2011 12:17 p.m.	Mon., Dec.26, 2011 12:12 p.m.		Mon., Dec.26, 2011 2:24 p.m.	Mon., Dec.26, 2011 2:03 p.m.	
wunderground	UA-6422-IAD-IAH	2011-12-26 09:55PM EST	2011-12-26 10:02PM EST	 A2B 	2011-12-26 11:53PM CST	2011-12-26 12:00AM CST	
flights	UA-6422-IAD-IAH	09:55 PM  Mon 26-Dec-2011			12:20 AM  Tue 27-Dec-2011		
businesstravellogue	UA-6422-IAD-IAH	09:55 PM  Mon 26-Dec-2011			12:20 AM  Tue 27-Dec-2011		
flylouisville	UA-6422-IAD-IAH	09:55 PM  Mon 26-Dec-2011			12:20 AM  Tue 27-Dec-2011		
flightstats	UA-6422-IAD-IAH	2011-12-26 9:55 PM	2011-12-26 10:02 PM (Estimated runway)		2011-12-26 12:20 AM	2011-12-26 12:00 AM (Estimated runway)	
quicktrip	UA-6422-IAD-IAH	2011-12-26 9:55 PM	2011-12-26 10:02 PM (Estimated runway)		2011-12-26 12:20 AM	2011-12-26 12:00 AM (Estimated runway)	
world-flight-tracker	UA-6422-IAD-IAH	2011-12-26 9:55 PM	2011-12-26 10:02 PM (Estimated runway)		2011-12-26 12:20 AM	2011-12-26 12:00 AM (Estimated runway)	
flightview	UA-6422-IAD-IAH	9:55 PM, Dec 26		A2B	12:20 AM, Dec 27		Terminal C
panynj	UA-6422-IAD-IAH	9:55 PM, Dec 26		A2B	12:20 AM, Dec 27		Terminal C
gofox	UA-6422-IAD-IAH	9:55 PM, Dec 26			12:20 AM, Dec 27		
foxbusiness	UA-6422-IAD-IAH	9:55 PM, Dec 26		A2B	12:20 AM, Dec 27		Terminal C
allegiantair	UA-6422-IAD-IAH	9:55 PM, Dec 26		A2B	12:20 AM, Dec 27		Terminal C
boston	UA-6422-IAD-IAH	9:55 PM, Dec 26	Not Available		12:20 AM, Dec 27	Not Available	
travelocity	UA-6422-IAD-IAH	Dec 26 - 9:55pm	Dec 26 - Not Available	A2B	Dec 26 - 12:20am	Dec 26 - Not Available	CHK
orbitz	UA-6422-IAD-IAH	9:55pDec 26		 A2B	12:20aDec 27		 -
weather	UA-6422-IAD-IAH	2011-12-26 09:55 PM			2011-12-26 12:20 AM		
iad	UA-6422-IAD-IAH	2011-12-26 21:55 	2011-12-26 21:57 				
ifly	UA-6422-IAD-IAH	2011-12-26 9:55 PM	2011-12-26 10:02 PM (Estimated runway)		2011-12-26 12:20 AM	2011-12-26 12:00 AM (Estimated runway)	
usatoday	UA-6422-IAD-IAH	2011-12-26 09:55 PM			2011-12-26 12:20 AM		
mytripandmore	UA-6422-IAD-IAH	9:55pDec 26		 A2B	12:20aDec 27		 -
ua	UA-2439-FLL-CLT	Mon, Dec 26 5:10 PM	Mon, Dec 26 5:10 PM	E5	Mon, Dec 26 7:13 PM	Mon, Dec 26 6:57 PM	C17
airtravelcenter	UA-2439-FLL-CLT		12/26/11 5:16 PM (-05:00)			12/26/11 6:54 PM (-05:00)	
myrateplan	UA-2439-FLL-CLT		12/26/11 5:16 PM (-05:00)			12/26/11 6:54 PM (-05:00)	
helloflight	UA-2439-FLL-CLT		12/26/11 5:16 PM (-05:00)			12/26/11 6:54 PM (-05:00)	
flytecomm	UA-2439-FLL-CLT		12/26/11 5:16 PM (-05:00)			12/26/11 6:54 PM (-05:00)	
flights	UA-2439-FLL-CLT		2011-12-26 05:03 PM	E5		2011-12-26 06:57 PM	C17
businesstravellogue	UA-2439-FLL-CLT		2011-12-26 05:03 PM	E5		2011-12-26 06:57 PM	C17
flylouisville	UA-2439-FLL-CLT		2011-12-26 05:03 PM	E5		2011-12-26 06:57 PM	C17
flightstats	UA-2439-FLL-CLT	2011-12-26 5:10 PM	2011-12-26 5:03 PM		2011-12-26 7:13 PM	2011-12-26 6:57 PM	
quicktrip	UA-2439-FLL-CLT	2011-12-26 5:10 PM	2011-12-26 5:03 PM		2011-12-26 7:13 PM	2011-12-26 6:57 PM	
flightview	UA-2439-FLL-CLT		5:16 PMDec 26			6:57 PMDec 26	
panynj	UA-2439-FLL-CLT		5:16 PMDec 26			6:57 PMDec 26	
gofox	UA-2439-FLL-CLT		5:16 PMDec 26			6:57 PMDec 26	
foxbusiness	UA-2439-FLL-CLT		5:16 PMDec 26			6:57 PMDec 26	
allegiantair	UA-2439-FLL-CLT		5:16 PMDec 26			6:57 PMDec 26	
boston	UA-2439-FLL-CLT		5:16 PMDec 26			6:57 PMDec 26	
orbitz	UA-2439-FLL-CLT	5:10pDec 26	5:03pDec 26	 -	7:13pDec 26	6:57pDec 26	 -
weather	UA-2439-FLL-CLT	2011-12-26 05:10 PM			2011-12-26 07:13 PM		
usatoday	UA-2439-FLL-CLT	2011-12-26 05:10 PM			2011-12-26 07:13 PM		
mytripandmore	UA-2439-FLL-CLT	5:10pDec 26	5:03pDec 26	 -	7:13pDec 26	6:57pDec 26	 -
flightarrival	UA-2439-FLL-CLT	2011-12-26 05:10 PM			2011-12-26 07:13 PM		
ua	UA-3073-PHX-IAH	Mon, Dec 26 7:50 PM	Mon, Dec 26 7:50 PM            Delayed	A9	Mon, Dec 26 11:24 PM	Mon, Dec 26 10:58 PM	A24
airtravelcenter	UA-3073-PHX-IAH		12/26/11 7:50 PM (-07:00)			12/26/11 10:47 PM (-06:00)	
myrateplan	UA-3073-PHX-IAH		12/26/11 7:50 PM (-07:00)			12/26/11 10:47 PM (-06:00)	
helloflight	UA-3073-PHX-IAH		12/26/11 7:50 PM (-07:00)			12/26/11 10:47 PM (-06:00)	
flytecomm	UA-3073-PHX-IAH		12/26/11 7:50 PM (-07:00)			12/26/11 10:47 PM (-06:00)	
flightaware	UA-3073-PHX-IAH	2011-12-26 07:50PM MST	2011-12-26 07:51PM MST		2011-12-26 11:14PM CST	2011-12-26 10:45PM CST	
wunderground	UA-3073-PHX-IAH	2011-12-26 07:50PM MST	2011-12-26 07:51PM MST		2011-12-26 11:14PM CST	2011-12-26 10:45PM CST	
flights	UA-3073-PHX-IAH		2011-12-26 07:40 PM	A9		2011-12-26 10:58 PM	24
businesstravellogue	UA-3073-PHX-IAH		2011-12-26 07:40 PM	A9		2011-12-26 10:58 PM	24
flylouisville	UA-3073-PHX-IAH		2011-12-26 07:40 PM	A9		2011-12-26 10:58 PM	24
flightstats	UA-3073-PHX-IAH	2011-12-26 7:50 PM	2011-12-26 7:40 PM		2011-12-26 11:24 PM	2011-12-26 10:58 PM	
quicktrip	UA-3073-PHX-IAH	2011-12-26 7:50 PM	2011-12-26 7:40 PM		2011-12-26 11:24 PM	2011-12-26 10:58 PM	
flightview	UA-3073-PHX-IAH		7:51 PMDec 26			10:45 PMDec 26	
panynj	UA-3073-PHX-IAH		7:51 PMDec 26			10:45 PMDec 26	
gofox	UA-3073-PHX-IAH		7:51 PMDec 26			10:45 PMDec 26	
foxbusiness	UA-3073-PHX-IAH		7:51 PMDec 26			10:45 PMDec 26	
allegiantair	UA-3073-PHX-IAH		7:51 PMDec 26			10:45 PMDec 26	
boston	UA-3073-PHX-IAH		7:51 PMDec 26			10:45 PMDec 26	
orbitz	UA-3073-PHX-IAH	7:50pDec 26	7:40pDec 26	 -	11:24pDec 26	10:58pDec 26	 -
ifly	UA-3073-PHX-IAH	2011-12-26 7:50 PM	2011-12-26 7:40 PM		2011-12-26 11:24 PM	2011-12-26 10:58 PM	
usatoday	UA-3073-PHX-IAH		7:51 PMDec 26			10:45 PMDec 26	
mytripandmore	UA-3073-PHX-IAH	7:50pDec 26	7:40pDec 26	 -	11:24pDec 26	10:58pDec 26	 -
aa	AA-1223-DFW-DEN	December 26, 2011               12:15 PM    	December 26, 2011               02:19 PM    	 C7	December 26, 2011               01:15 PM    	December 26, 2011               03:19 PM    	 A47    
flightexplorer	AA-1223-DFW-DEN		12/26/2011 2:40PM CST			12/26/2011 3:16PM MST	
airtravelcenter	AA-1223-DFW-DEN		12/26/11 2:40 PM (-06:00)			12/26/11 3:16 PM (-07:00)	
myrateplan	AA-1223-DFW-DEN		12/26/11 2:40 PM (-06:00)			12/26/11 3:16 PM (-07:00)	
helloflight	AA-1223-DFW-DEN		12/26/11 2:40 PM (-06:00)			12/26/11 3:16 PM (-07:00)	
flytecomm	AA-1223-DFW-DEN		12/26/11 2:40 PM (-06:00)			12/26/11 3:16 PM (-07:00)	
flightaware	AA-1223-DFW-DEN	2011-12-26 12:15PM CST	2011-12-26 02:40PM CST	 C7 	2011-12-26 12:53PM MST	2011-12-26 03:10PM MST	 A47 
wunderground	AA-1223-DFW-DEN	2011-12-26 12:15PM CST	2011-12-26 02:40PM CST	 C7 	2011-12-26 12:53PM MST	2011-12-26 03:10PM MST	 A47 
flights	AA-1223-DFW-DEN		2011-12-26 02:19 PM	C7		2011-12-26 03:19 PM	A47
businesstravellogue	AA-1223-DFW-DEN		2011-12-26 02:19 PM	C7		2011-12-26 03:19 PM	A47
flylouisville	AA-1223-DFW-DEN		2011-12-26 02:19 PM	C7		2011-12-26 03:19 PM	A47
flightstats	AA-1223-DFW-DEN	2011-12-26 12:15 PM	2011-12-26 2:19 PM		2011-12-26 1:15 PM	2011-12-26 3:19 PM	
quicktrip	AA-1223-DFW-DEN	2011-12-26 12:15 PM	2011-12-26 2:19 PM		2011-12-26 1:15 PM	2011-12-26 3:19 PM	
flightview	AA-1223-DFW-DEN		2:40 PMDec 26			3:16 PMDec 26	
panynj	AA-1223-DFW-DEN		2:40 PMDec 26			3:16 PMDec 26	
gofox	AA-1223-DFW-DEN		2:40 PMDec 26			3:16 PMDec 26	
foxbusiness	AA-1223-DFW-DEN		2:40 PMDec 26			3:16 PMDec 26	
allegiantair	AA-1223-DFW-DEN		2:40 PMDec 26			3:16 PMDec 26	
boston	AA-1223-DFW-DEN		2:40 PMDec 26			3:16 PMDec 26	
orbitz	AA-1223-DFW-DEN	12:15pDec 26	2:19pDec 26	 C7	1:15pDec 26	3:19pDec 26	 A47
den	AA-1223-DFW-DEN				2011-12-26 1:15 PM		A47
dfw	AA-1223-DFW-DEN	2011-12-26 12:15 pm		C29			
flightarrival	AA-1223-DFW-DEN		2:40 PMDec 26			3:16 PMDec 26	
aa	AA-119-EWR-LAX	December 26, 2011               06:15 PM    	December 26, 2011               06:12 PM    	 32	December 26, 2011               09:40 PM    	December 26, 2011     	 46B    
flightexplorer	AA-119-EWR-LAX		12/26/2011 6:43PM EST			12/26/2011 9:15PM PST	
airtravelcenter	AA-119-EWR-LAX		12/26/11 6:43 PM (-05:00)			12/26/11 9:17 PM (-08:00)	
myrateplan	AA-119-EWR-LAX		12/26/11 6:43 PM (-05:00)			12/26/11 9:17 PM (-08:00)	
helloflight	AA-119-EWR-LAX		12/26/11 6:43 PM (-05:00)			12/26/11 9:17 PM (-08:00)	
flytecomm	AA-119-EWR-LAX		12/26/11 6:43 PM (-05:00)			12/26/11 9:17 PM (-08:00)	
flightaware	AA-119-EWR-LAX	2011-12-26 06:15PM EST	2011-12-26 06:43PM EST	 32 	2011-12-26 09:28PM PST	2011-12-26 09:15PM PST	 46B 
wunderground	AA-119-EWR-LAX	2011-12-26 06:15PM EST	2011-12-26 06:43PM EST	 32 	2011-12-26 09:28PM PST	2011-12-26 09:15PM PST	 46B 
flights	AA-119-EWR-LAX	06:15 PM  Mon 26-Dec-2011		32	09:40 PM  Mon 26-Dec-2011		46B
businesstravellogue	AA-119-EWR-LAX	06:15 PM  Mon 26-Dec-2011		32	09:40 PM  Mon 26-Dec-2011		46B
flylouisville	AA-119-EWR-LAX	06:15 PM  Mon 26-Dec-2011		32	09:40 PM  Mon 26-Dec-2011		46B
flightstats	AA-119-EWR-LAX	2011-12-26 6:15 PM	2011-12-26 6:12 PM		2011-12-26 9:40 PM	2011-12-26 9:40 PM (Estimated)	
quicktrip	AA-119-EWR-LAX	2011-12-26 6:15 PM	2011-12-26 6:12 PM		2011-12-26 9:40 PM	2011-12-26 9:40 PM (Estimated)	
world-flight-tracker	AA-119-EWR-LAX	2011-12-26 6:15 PM	2011-12-26 6:12 PM		2011-12-26 9:40 PM	2011-12-26 9:40 PM (Estimated)	
flightview	AA-119-EWR-LAX	6:15 PM, Dec 26	6:43 PM, Dec 26		9:40 PM, Dec 26		
panynj	AA-119-EWR-LAX	6:15 PM, Dec 26	6:43 PM, Dec 26		9:40 PM, Dec 26		
gofox	AA-119-EWR-LAX	6:15 PM, Dec 26	6:43 PM, Dec 26		9:40 PM, Dec 26		
foxbusiness	AA-119-EWR-LAX	6:15 PM, Dec 26	6:43 PM, Dec 26		9:40 PM, Dec 26		
allegiantair	AA-119-EWR-LAX	6:15 PM, Dec 26	6:43 PM, Dec 26		9:40 PM, Dec 26		
boston	AA-119-EWR-LAX	6:15 PM, Dec 26	6:43 PM, Dec 26		9:40 PM, Dec 26	9:20 PM, Dec 26&nbsp(Estimated)	
orbitz	AA-119-EWR-LAX	6:15pDec 26	6:12pDec 26	 32	9:16pDec 26		 46B
weather	AA-119-EWR-LAX	2011-12-26 06:15 PM			2011-12-26 09:40 PM		
mytripandmore	AA-119-EWR-LAX	6:15pDec 26	6:12pDec 26	 32	9:16pDec 26		 46B
aa	AA-1623-EWR-MIA	December 26, 2011               02:29 PM    	December 26, 2011               02:29 PM    	 34	December 26, 2011               05:39 PM    	December 26, 2011               05:13 PM    	 D33    
flightexplorer	AA-1623-EWR-MIA		12/26/2011 2:46PM EST			12/26/2011 5:09PM EST	
airtravelcenter	AA-1623-EWR-MIA		12/26/11 2:45 PM (-05:00)			12/26/11 5:09 PM (-05:00)	
myrateplan	AA-1623-EWR-MIA		12/26/11 2:45 PM (-05:00)			12/26/11 5:09 PM (-05:00)	
helloflight	AA-1623-EWR-MIA		12/26/11 2:45 PM (-05:00)			12/26/11 5:09 PM (-05:00)	
flytecomm	AA-1623-EWR-MIA		12/26/11 2:45 PM (-05:00)			12/26/11 5:09 PM (-05:00)	
flightaware	AA-1623-EWR-MIA	2011-12-26 02:29PM EST	2011-12-26 02:45PM EST	 34 	2011-12-26 05:13PM EST	2011-12-26 05:06PM EST	 D33 
wunderground	AA-1623-EWR-MIA	2011-12-26 02:29PM EST	2011-12-26 02:45PM EST	 34 	2011-12-26 05:13PM EST	2011-12-26 05:06PM EST	 D33 
flights	AA-1623-EWR-MIA	02:29 PM  Mon 26-Dec-2011	02:29 PM  Mon 26-Dec-2011	34	05:39 PM  Mon 26-Dec-2011	05:13 PM  Mon 26-Dec-2011	D33
businesstravellogue	AA-1623-EWR-MIA	02:29 PM  Mon 26-Dec-2011	02:29 PM  Mon 26-Dec-2011	34	05:39 PM  Mon 26-Dec-2011	05:13 PM  Mon 26-Dec-2011	D33
flylouisville	AA-1623-EWR-MIA	02:29 PM  Mon 26-Dec-2011	02:29 PM  Mon 26-Dec-2011	34	05:39 PM  Mon 26-Dec-2011	05:13 PM  Mon 26-Dec-2011	D33
world-flight-tracker	AA-1623-EWR-MIA	2011-12-26 2:29 PM	2011-12-26 2:29 PM		2011-12-26 5:39 PM	2011-12-26 5:13 PM	
flightview	AA-1623-EWR-MIA	2:29 PM, Dec 26	2:46 PM, Dec 26	34	5:39 PM, Dec 26	5:13 PM, Dec 26	Terminal D - D33
panynj	AA-1623-EWR-MIA	2:29 PM, Dec 26	2:46 PM, Dec 26	34	5:39 PM, Dec 26	5:13 PM, Dec 26	Terminal D - D33
gofox	AA-1623-EWR-MIA	2:29 PM, Dec 26	2:46 PM, Dec 26		5:39 PM, Dec 26	5:13 PM, Dec 26	
foxbusiness	AA-1623-EWR-MIA	2:29 PM, Dec 26	2:46 PM, Dec 26	34	5:39 PM, Dec 26	5:13 PM, Dec 26	Terminal D - D33
allegiantair	AA-1623-EWR-MIA	2:29 PM, Dec 26	2:46 PM, Dec 26	34	5:39 PM, Dec 26	5:13 PM, Dec 26	Terminal D - D33
boston	AA-1623-EWR-MIA	2:29 PM, Dec 26	2:46 PM, Dec 26		5:39 PM, Dec 26	5:06 PM, Dec 26	
orbitz	AA-1623-EWR-MIA	2:29pDec 26	2:29pDec 26	 34	5:39pDec 26	5:13pDec 26	 D33
weather	AA-1623-EWR-MIA	2011-12-26 02:29 PM			2011-12-26 05:39 PM		
mia	AA-1623-EWR-MIA				5:39P 12-26-11	2011-12-26  5:22P	
flightarrival	AA-1623-EWR-MIA	2:29 PM, Dec 26	2:46 PM, Dec 26		5:39 PM, Dec 26	5:06 PM, Dec 26	
aa	AA-1223-CLT-DFW	December 26, 2011               09:05 AM    	December 26, 2011               09:07 AM    	 A9	December 26, 2011               11:10 AM    	December 26, 2011               10:55 AM    	 C20    
flightexplorer	AA-1223-CLT-DFW		12/26/2011 9:21AM EST			12/26/2011 10:43AM CST	
airtravelcenter	AA-1223-CLT-DFW		12/26/11 9:21 AM (-05:00)			12/26/11 10:43 AM (-06:00)	
myrateplan	AA-1223-CLT-DFW		12/26/11 9:21 AM (-05:00)			12/26/11 10:43 AM (-06:00)	
helloflight	AA-1223-CLT-DFW		12/26/11 9:21 AM (-05:00)			12/26/11 10:43 AM (-06:00)	
flytecomm	AA-1223-CLT-DFW		12/26/11 9:21 AM (-05:00)			12/26/11 10:43 AM (-06:00)	
flights	AA-1223-CLT-DFW		2011-12-26 09:07 AM	A9		2011-12-26 10:55 AM	C20
businesstravellogue	AA-1223-CLT-DFW		2011-12-26 09:07 AM	A9		2011-12-26 10:55 AM	C20
flylouisville	AA-1223-CLT-DFW		2011-12-26 09:07 AM	A9		2011-12-26 10:55 AM	C20
flightview	AA-1223-CLT-DFW		9:21 AMDec 26			10:49 AMDec 26	
panynj	AA-1223-CLT-DFW		9:21 AMDec 26			10:49 AMDec 26	
gofox	AA-1223-CLT-DFW		9:21 AMDec 26			10:49 AMDec 26	
foxbusiness	AA-1223-CLT-DFW		9:21 AMDec 26			10:49 AMDec 26	
allegiantair	AA-1223-CLT-DFW		9:21 AMDec 26			10:49 AMDec 26	
boston	AA-1223-CLT-DFW		9:21 AMDec 26			10:49 AMDec 26	
orbitz	AA-1223-CLT-DFW	9:05aDec 26	9:07aDec 26	 A9	11:10aDec 26	10:55aDec 26	 C20
weather	AA-1223-CLT-DFW	2011-12-26 09:05 AM			2011-12-26 11:10 AM		
mytripandmore	AA-1223-CLT-DFW	9:05aDec 26	9:07aDec 26	 A9	11:10aDec 26	10:55aDec 26	 C20
flightarrival	AA-1223-CLT-DFW		9:21 AMDec 26			10:49 AMDec 26	
aa	AA-3827-ATL-ORD	December 26, 2011               11:30 AM    	December 26, 2011               11:33 AM    	 T10	December 26, 2011               12:45 PM    	December 26, 2011               12:28 PM    	 G13    
flightexplorer	AA-3827-ATL-ORD		12/26/2011 11:51AM EST			12/26/2011 12:24PM CST	
airtravelcenter	AA-3827-ATL-ORD		12/26/11 11:51 AM (-05:00)			12/26/11 12:21 PM (-06:00)	
myrateplan	AA-3827-ATL-ORD		12/26/11 11:51 AM (-05:00)			12/26/11 12:21 PM (-06:00)	
helloflight	AA-3827-ATL-ORD		12/26/11 11:51 AM (-05:00)			12/26/11 12:21 PM (-06:00)	
flytecomm	AA-3827-ATL-ORD		12/26/11 11:51 AM (-05:00)			12/26/11 12:21 PM (-06:00)	
flightaware	AA-3827-ATL-ORD	2011-12-26 11:30AM EST	2011-12-26 11:51AM EST	 T10 	2011-12-26 12:22PM CST	2011-12-26 12:21PM CST	 G13 
wunderground	AA-3827-ATL-ORD	2011-12-26 11:30AM EST	2011-12-26 11:51AM EST	 T10 	2011-12-26 12:22PM CST	2011-12-26 12:21PM CST	 G13 
flights	AA-3827-ATL-ORD	11:30 AM  Mon 26-Dec-2011	11:33 AM  Mon 26-Dec-2011	T10	12:45 PM  Mon 26-Dec-2011	12:28 PM  Mon 26-Dec-2011	G13
businesstravellogue	AA-3827-ATL-ORD	11:30 AM  Mon 26-Dec-2011	11:33 AM  Mon 26-Dec-2011	T10	12:45 PM  Mon 26-Dec-2011	12:28 PM  Mon 26-Dec-2011	G13
flylouisville	AA-3827-ATL-ORD	11:30 AM  Mon 26-Dec-2011	11:33 AM  Mon 26-Dec-2011	T10	12:45 PM  Mon 26-Dec-2011	12:28 PM  Mon 26-Dec-2011	G13
flightstats	AA-3827-ATL-ORD	2011-12-26 11:30 AM	2011-12-26 11:33 AM		2011-12-26 12:45 PM	2011-12-26 12:28 PM	
quicktrip	AA-3827-ATL-ORD	2011-12-26 11:30 AM	2011-12-26 11:33 AM		2011-12-26 12:45 PM	2011-12-26 12:28 PM	
world-flight-tracker	AA-3827-ATL-ORD	2011-12-26 11:30 AM	2011-12-26 11:33 AM		2011-12-26 12:45 PM	2011-12-26 12:28 PM	
flightview	AA-3827-ATL-ORD	11:30 AM, Dec 26	11:51 AM, Dec 26	T10	12:45 PM, Dec 26	12:26 PM, Dec 26	G13
panynj	AA-3827-ATL-ORD	11:30 AM, Dec 26	11:51 AM, Dec 26	T10	12:45 PM, Dec 26	12:26 PM, Dec 26	G13
gofox	AA-3827-ATL-ORD	11:30 AM, Dec 26	11:51 AM, Dec 26		12:45 PM, Dec 26	12:26 PM, Dec 26	
foxbusiness	AA-3827-ATL-ORD	11:30 AM, Dec 26	11:51 AM, Dec 26	T10	12:45 PM, Dec 26	12:26 PM, Dec 26	G13
allegiantair	AA-3827-ATL-ORD	11:30 AM, Dec 26	11:51 AM, Dec 26	T10	12:45 PM, Dec 26	12:26 PM, Dec 26	G13
boston	AA-3827-ATL-ORD	11:30 AM, Dec 26	11:51 AM, Dec 26		12:45 PM, Dec 26	12:26 PM, Dec 26	
orbitz	AA-3827-ATL-ORD	11:30aDec 26	11:33aDec 26	 T10	12:45pDec 26	12:28pDec 26	 G13
weather	AA-3827-ATL-ORD	2011-12-26 11:30 AM			2011-12-26 12:45 PM		
ord	AA-3827-ATL-ORD	2011-12-26 11:30 AM		T10	2011-12-26 12:45 PM		G13
usatoday	AA-3827-ATL-ORD	2011-12-26 11:30 AM	2011-12-26 11:33 AM		2011-12-26 12:45 PM	2011-12-26 12:28 PM	
flightarrival	AA-3827-ATL-ORD	11:30 AM, Dec 26	11:51 AM, Dec 26		12:45 PM, Dec 26	12:26 PM, Dec 26	
ua	UA-5566-FAT-LAX	Mon, Dec 26 2:26 PM	Mon, Dec 26 2:26 PM	15	Mon, Dec 26 3:40 PM	Mon, Dec 26 3:40 PM	81
airtravelcenter	UA-5566-FAT-LAX	12/26/11 2:26 PM (-08:00)			12/26/11 3:40 PM (-08:00)		
myrateplan	UA-5566-FAT-LAX	12/26/11 2:26 PM (-08:00)			12/26/11 3:40 PM (-08:00)		
helloflight	UA-5566-FAT-LAX	12/26/11 2:26 PM (-08:00)			12/26/11 3:40 PM (-08:00)		
flytecomm	UA-5566-FAT-LAX	12/26/11 2:26 PM (-08:00)			12/26/11 3:40 PM (-08:00)		
flightaware	UA-5566-FAT-LAX	2011-12-26 02:26PM PST	2011-12-26 02:36PM PST	 15 	2011-12-26 03:20PM PST	2011-12-26 03:30PM PST	 81 
wunderground	UA-5566-FAT-LAX	2011-12-26 02:26PM PST	2011-12-26 02:36PM PST	 15 	2011-12-26 03:20PM PST	2011-12-26 03:30PM PST	 81 
flights	UA-5566-FAT-LAX	02:26 PM  Mon 26-Dec-2011		15	03:40 PM  Mon 26-Dec-2011		81
businesstravellogue	UA-5566-FAT-LAX	02:26 PM  Mon 26-Dec-2011		15	03:40 PM  Mon 26-Dec-2011		81
flylouisville	UA-5566-FAT-LAX	02:26 PM  Mon 26-Dec-2011		15	03:40 PM  Mon 26-Dec-2011		81
world-flight-tracker	UA-5566-FAT-LAX	2011-12-26 2:26 PM	2011-12-26 2:26 PM (Estimated)		2011-12-26 3:40 PM	2011-12-26 3:40 PM (Estimated)	
flightview	UA-5566-FAT-LAX	2:26 PM, Dec 26		15	3:40 PM, Dec 26		81
panynj	UA-5566-FAT-LAX	2:26 PM, Dec 26		15	3:40 PM, Dec 26		81
gofox	UA-5566-FAT-LAX	2:26 PM, Dec 26			3:40 PM, Dec 26		
foxbusiness	UA-5566-FAT-LAX	2:26 PM, Dec 26		15	3:40 PM, Dec 26		81
allegiantair	UA-5566-FAT-LAX	2:26 PM, Dec 26		15	3:40 PM, Dec 26		81
boston	UA-5566-FAT-LAX	2:26 PM, Dec 26	Not Available		3:40 PM, Dec 26	Not Available	
travelocity	UA-5566-FAT-LAX	Dec 26 - 2:26pm	Dec 26 - Not Available	15	Dec 26 - 3:40pm	Dec 26 - Not Available	81
orbitz	UA-5566-FAT-LAX	2:26pDec 26		 15	3:40pDec 26		 81
weather	UA-5566-FAT-LAX	2011-12-26 02:26 PM			2011-12-26 03:40 PM		
usatoday	UA-5566-FAT-LAX	2:26 PM, Dec 26	Not Available		3:40 PM, Dec 26	Not Available	
mytripandmore	UA-5566-FAT-LAX	2:26pDec 26		 15	3:40pDec 26		 81
flightarrival	UA-5566-FAT-LAX	2:26 PM, Dec 26	Not Available		3:40 PM, Dec 26	Not Available	
ua	UA-5638-SFO-SBA	Mon, Dec 26 3:22 PM	Mon, Dec 26 6:05 PM	87A	Mon, Dec 26 4:47 PM	Mon, Dec 26 7:27 PM	5
flightexplorer	UA-5638-SFO-SBA	12/26/2011 6:24PM PST			12/26/2011 7:28PM PST		
airtravelcenter	UA-5638-SFO-SBA		12/26/11 6:24 PM (-08:00)			12/26/11 7:24 PM (-08:00)	
myrateplan	UA-5638-SFO-SBA		12/26/11 6:24 PM (-08:00)			12/26/11 7:24 PM (-08:00)	
helloflight	UA-5638-SFO-SBA		12/26/11 6:24 PM (-08:00)			12/26/11 7:24 PM (-08:00)	
flytecomm	UA-5638-SFO-SBA		12/26/11 6:24 PM (-08:00)			12/26/11 7:24 PM (-08:00)	
flights	UA-5638-SFO-SBA		2011-12-26 06:05 PM	87A		2011-12-26 07:27 PM	5
businesstravellogue	UA-5638-SFO-SBA		2011-12-26 06:05 PM	87A		2011-12-26 07:27 PM	5
flylouisville	UA-5638-SFO-SBA		2011-12-26 06:05 PM	87A		2011-12-26 07:27 PM	5
flightview	UA-5638-SFO-SBA		6:24 PMDec 26			7:27 PMDec 26	
panynj	UA-5638-SFO-SBA		6:24 PMDec 26			7:27 PMDec 26	
gofox	UA-5638-SFO-SBA		6:24 PMDec 26			7:27 PMDec 26	
foxbusiness	UA-5638-SFO-SBA		6:24 PMDec 26			7:27 PMDec 26	
allegiantair	UA-5638-SFO-SBA		6:24 PMDec 26			7:27 PMDec 26	
boston	UA-5638-SFO-SBA		6:24 PMDec 26			7:24 PMDec 26	
orbitz	UA-5638-SFO-SBA	3:22pDec 26	6:05pDec 26	 87A	4:47pDec 26	7:27pDec 26	 5
weather	UA-5638-SFO-SBA	2011-12-26 03:22 PM			2011-12-26 04:47 PM		
usatoday	UA-5638-SFO-SBA	2011-12-26 03:22 PM			2011-12-26 04:47 PM		
aa	AA-1560-DFW-IAH	December 26, 2011               12:45 PM    	December 26, 2011               12:45 PM    	 A21	December 26, 2011               01:50 PM    	December 26, 2011               01:56 PM    	 A27    
flightexplorer	AA-1560-DFW-IAH		12/26/2011 12:56PM CST			12/26/2011 1:50PM CST	
airtravelcenter	AA-1560-DFW-IAH		12/26/11 12:56 PM (-06:00)			12/26/11 1:36 PM (-06:00)	
myrateplan	AA-1560-DFW-IAH		12/26/11 12:56 PM (-06:00)			12/26/11 1:36 PM (-06:00)	
helloflight	AA-1560-DFW-IAH		12/26/11 12:56 PM (-06:00)			12/26/11 1:36 PM (-06:00)	
flytecomm	AA-1560-DFW-IAH		12/26/11 12:56 PM (-06:00)			12/26/11 1:36 PM (-06:00)	
flightaware	AA-1560-DFW-IAH	2011-12-26 12:45PM CST	2011-12-26 12:56PM CST	 A21 	2011-12-26 01:45PM CST	2011-12-26 01:36PM CST	 A27 
