ua	UA-479-SAN-SFO	Sun, Jan 1 7:57 PM	Sun, Jan 1 7:57 PM	13	Sun, Jan 1 9:35 PM	Sun, Jan 1 9:35 PM	84
wunderground	AA-4242-CLE-JFK	2012-01-01 12:20PM EST	2012-01-01 12:24PM EST	 A1 	2012-01-01 01:38PM EST	2012-01-01 01:36PM EST	 32I 
flights	AA-4242-CLE-JFK	12:20 PM  Sun 01-Jan-2012	12:12 PM  Sun 01-Jan-2012	A1	02:00 PM  Sun 01-Jan-2012	01:42 PM  Sun 01-Jan-2012	C32I
businesstravellogue	AA-4242-CLE-JFK	12:20 PM  Sun 01-Jan-2012	12:12 PM  Sun 01-Jan-2012	A1	02:00 PM  Sun 01-Jan-2012	01:42 PM  Sun 01-Jan-2012	C32I
flylouisville	AA-4242-CLE-JFK	12:20 PM  Sun 01-Jan-2012	12:12 PM  Sun 01-Jan-2012	A1	02:00 PM  Sun 01-Jan-2012	01:42 PM  Sun 01-Jan-2012	C32I
flightstats	AA-4242-CLE-JFK	2012-01-01 12:20 PM	2012-01-01 12:12 PM		2012-01-01 2:00 PM	2012-01-01 1:42 PM	
quicktrip	AA-4242-CLE-JFK	2012-01-01 12:20 PM	2012-01-01 12:12 PM		2012-01-01 2:00 PM	2012-01-01 1:42 PM	
world-flight-tracker	AA-4242-CLE-JFK	2012-01-01 12:20 PM	2012-01-01 12:12 PM		2012-01-01 2:00 PM	2012-01-01 1:42 PM	
flightview	AA-4242-CLE-JFK	12:20 PM, Jan 01	12:24 PM, Jan 01		2:00 PM, Jan 01	1:42 PM, Jan 01	
panynj	AA-4242-CLE-JFK	12:20 PM, Jan 01	12:24 PM, Jan 01		2:00 PM, Jan 01	1:42 PM, Jan 01	
gofox	AA-4242-CLE-JFK	12:20 PM, Jan 01	12:24 PM, Jan 01		2:00 PM, Jan 01	1:42 PM, Jan 01	
foxbusiness	AA-4242-CLE-JFK	12:20 PM, Jan 01	12:24 PM, Jan 01		2:00 PM, Jan 01	1:42 PM, Jan 01	
allegiantair	AA-4242-CLE-JFK	12:20 PM, Jan 01	12:24 PM, Jan 01		2:00 PM, Jan 01	1:42 PM, Jan 01	
boston	AA-4242-CLE-JFK	12:20 PM, Jan 01	12:24 PM, Jan 01		2:00 PM, Jan 01	1:36 PM, Jan 01	
orbitz	AA-4242-CLE-JFK	12:20pJan 1	12:12pJan 1	 A1	2:00pJan 1	1:42pJan 1	 32I
weather	AA-4242-CLE-JFK	2012-01-01 12:20 PM			2012-01-01 02:00 PM		
ifly	AA-4242-CLE-JFK	2012-01-01 12:20 PM	2012-01-01 12:12 PM		2012-01-01 2:00 PM	2012-01-01 1:42 PM	
mytripandmore	AA-4242-CLE-JFK	12:20pJan 1	12:12pJan 1	 A1	2:00pJan 1	1:42pJan 1	 32I
ua	UA-2329-ATL-CLT	Sun, Jan 1 9:00 AM	Sun, Jan 1 9:00 AM	D25	Sun, Jan 1 10:34 AM	Sun, Jan 1 10:11 AM	D5
airtravelcenter	UA-2329-ATL-CLT		1/1/12 9:11 AM (-05:00)			1/1/12 9:55 AM (-05:00)	
myrateplan	UA-2329-ATL-CLT		1/1/12 9:11 AM (-05:00)			1/1/12 9:55 AM (-05:00)	
helloflight	UA-2329-ATL-CLT		1/1/12 9:11 AM (-05:00)			1/1/12 9:55 AM (-05:00)	
flytecomm	UA-2329-ATL-CLT		1/1/12 9:11 AM (-05:00)			1/1/12 9:55 AM (-05:00)	
flights	UA-2329-ATL-CLT		2012-01-01 08:55 AM	D25		2012-01-01 10:11 AM	D5
businesstravellogue	UA-2329-ATL-CLT		2012-01-01 08:55 AM	D25		2012-01-01 10:11 AM	D5
flylouisville	UA-2329-ATL-CLT		2012-01-01 08:55 AM	D25		2012-01-01 10:11 AM	D5
flightstats	UA-2329-ATL-CLT	2012-01-01 9:00 AM	2012-01-01 8:55 AM		2012-01-01 10:34 AM	2012-01-01 10:11 AM	
quicktrip	UA-2329-ATL-CLT	2012-01-01 9:00 AM	2012-01-01 8:55 AM		2012-01-01 10:34 AM	2012-01-01 10:11 AM	
flightview	UA-2329-ATL-CLT	9:00 AM, Jan 01	9:11 AM, Jan 01		10:34 AM, Jan 01	9:57 AM, Jan 01	
panynj	UA-2329-ATL-CLT	9:00 AM, Jan 01	9:11 AM, Jan 01		10:34 AM, Jan 01	9:57 AM, Jan 01	
gofox	UA-2329-ATL-CLT	9:00 AM, Jan 01	9:11 AM, Jan 01		10:34 AM, Jan 01	9:57 AM, Jan 01	
foxbusiness	UA-2329-ATL-CLT	9:00 AM, Jan 01	9:11 AM, Jan 01		10:34 AM, Jan 01	9:57 AM, Jan 01	
allegiantair	UA-2329-ATL-CLT	9:00 AM, Jan 01	9:11 AM, Jan 01		10:34 AM, Jan 01	9:57 AM, Jan 01	
boston	UA-2329-ATL-CLT	9:00 AM, Jan 01	9:11 AM, Jan 01		10:34 AM, Jan 01	9:57 AM, Jan 01	
orbitz	UA-2329-ATL-CLT	9:00aJan 1	8:55aJan 1	 -	10:34aJan 1	10:11aJan 1	 -
weather	UA-2329-ATL-CLT	2012-01-01 09:00 AM			2012-01-01 10:34 AM		
ifly	UA-2329-ATL-CLT	2012-01-01 9:00 AM	2012-01-01 8:55 AM		2012-01-01 10:34 AM	2012-01-01 10:11 AM	
mytripandmore	UA-2329-ATL-CLT	9:00aJan 1	8:55aJan 1	 -	10:34aJan 1	10:11aJan 1	 -
flightarrival	UA-2329-ATL-CLT	2012-01-01 9:00 AM	2012-01-01 8:55 AM		2012-01-01 10:34 AM	2012-01-01 10:11 AM	
ua	UA-3500-DEN-GRR	Sun, Jan 1 9:45 AM	Sun, Jan 1 9:50 AM	B52	Sun, Jan 1 2:21 PM	Sun, Jan 1 2:27 PM	--
airtravelcenter	UA-3500-DEN-GRR		1/1/12 10:19 AM (-07:00)			1/1/12 2:12 PM (-05:00)	
myrateplan	UA-3500-DEN-GRR		1/1/12 10:19 AM (-07:00)			1/1/12 2:12 PM (-05:00)	
helloflight	UA-3500-DEN-GRR		1/1/12 10:19 AM (-07:00)			1/1/12 2:12 PM (-05:00)	
flytecomm	UA-3500-DEN-GRR		1/1/12 10:19 AM (-07:00)			1/1/12 2:12 PM (-05:00)	
flightaware	UA-3500-DEN-GRR	2012-01-01 09:45AM MST	2012-01-01 10:19AM MST	 B52 	2012-01-01 02:02PM EST	2012-01-01 02:12PM EST	
wunderground	UA-3500-DEN-GRR	2012-01-01 09:45AM MST	2012-01-01 10:19AM MST	 B52 	2012-01-01 02:02PM EST	2012-01-01 02:12PM EST	
flights	UA-3500-DEN-GRR	09:45 AM  Sun 01-Jan-2012	09:50 AM  Sun 01-Jan-2012		02:21 PM  Sun 01-Jan-2012	02:27 PM  Sun 01-Jan-2012	
businesstravellogue	UA-3500-DEN-GRR	09:45 AM  Sun 01-Jan-2012	09:50 AM  Sun 01-Jan-2012		02:21 PM  Sun 01-Jan-2012	02:27 PM  Sun 01-Jan-2012	
flylouisville	UA-3500-DEN-GRR	09:45 AM  Sun 01-Jan-2012	09:50 AM  Sun 01-Jan-2012		02:21 PM  Sun 01-Jan-2012	02:27 PM  Sun 01-Jan-2012	
world-flight-tracker	UA-3500-DEN-GRR	2012-01-01 9:45 AM	2012-01-01 9:50 AM		2012-01-01 2:21 PM	2012-01-01 2:27 PM	
flightview	UA-3500-DEN-GRR	9:45 AM, Jan 01	10:19 AM, Jan 01		2:21 PM, Jan 01	2:27 PM, Jan 01	
panynj	UA-3500-DEN-GRR	9:45 AM, Jan 01	10:19 AM, Jan 01		2:21 PM, Jan 01	2:27 PM, Jan 01	
gofox	UA-3500-DEN-GRR	9:45 AM, Jan 01	10:19 AM, Jan 01		2:21 PM, Jan 01	2:27 PM, Jan 01	
foxbusiness	UA-3500-DEN-GRR	9:45 AM, Jan 01	10:19 AM, Jan 01		2:21 PM, Jan 01	2:27 PM, Jan 01	
allegiantair	UA-3500-DEN-GRR	9:45 AM, Jan 01	10:19 AM, Jan 01		2:21 PM, Jan 01	2:27 PM, Jan 01	
boston	UA-3500-DEN-GRR	9:45 AM, Jan 01	10:19 AM, Jan 01		2:21 PM, Jan 01	2:21 PM, Jan 01	
orbitz	UA-3500-DEN-GRR	9:45aJan 1		 B54	2:21pJan 1		 -
weather	UA-3500-DEN-GRR	2012-01-01 09:45 AM			2012-01-01 02:21 PM		
usatoday	UA-3500-DEN-GRR	2012-01-01 09:45 AM			2012-01-01 02:21 PM		
mytripandmore	UA-3500-DEN-GRR	9:45aJan 1		 B54	2:21pJan 1		 -
ua	UA-5688-CAE-ORD	Sun, Jan 1 8:39 AM	Sun, Jan 1 9:51 AM	--	Sun, Jan 1 9:48 AM	Sun, Jan 1 10:44 AM	F2A
flightexplorer	UA-5688-CAE-ORD		1/1/2012 10:00AM EST			1/1/2012 10:41AM CST	
airtravelcenter	UA-5688-CAE-ORD	1/1/12 8:39 AM (-05:00)			1/1/12 9:48 AM (-06:00)		
myrateplan	UA-5688-CAE-ORD	1/1/12 8:39 AM (-05:00)			1/1/12 9:48 AM (-06:00)		
helloflight	UA-5688-CAE-ORD	1/1/12 8:39 AM (-05:00)			1/1/12 9:48 AM (-06:00)		
flytecomm	UA-5688-CAE-ORD	1/1/12 8:39 AM (-05:00)			1/1/12 9:48 AM (-06:00)		
flightaware	UA-5688-CAE-ORD	2012-01-01 08:39AM EST	2012-01-01 08:49AM EST		2012-01-01 09:13AM CST	2012-01-01 09:23AM CST	 F1B 
wunderground	UA-5688-CAE-ORD	2012-01-01 08:39AM EST	2012-01-01 08:49AM EST		2012-01-01 09:13AM CST	2012-01-01 09:23AM CST	 F1B 
flights	UA-5688-CAE-ORD	08:39 AM  Sun 01-Jan-2012	09:51 AM  Sun 01-Jan-2012		09:48 AM  Sun 01-Jan-2012	10:44 AM  Sun 01-Jan-2012	
businesstravellogue	UA-5688-CAE-ORD	08:39 AM  Sun 01-Jan-2012	09:51 AM  Sun 01-Jan-2012		09:48 AM  Sun 01-Jan-2012	10:44 AM  Sun 01-Jan-2012	
flylouisville	UA-5688-CAE-ORD	08:39 AM  Sun 01-Jan-2012	09:51 AM  Sun 01-Jan-2012		09:48 AM  Sun 01-Jan-2012	10:44 AM  Sun 01-Jan-2012	
world-flight-tracker	UA-5688-CAE-ORD	2012-01-01 8:39 AM	2012-01-01 9:51 AM		2012-01-01 9:48 AM	2012-01-01 10:44 AM	
flightview	UA-5688-CAE-ORD	8:39 AM, Jan 01	10:00 AM, Jan 01		9:48 AM, Jan 01	10:44 AM, Jan 01	
panynj	UA-5688-CAE-ORD	8:39 AM, Jan 01	10:00 AM, Jan 01		9:48 AM, Jan 01	10:44 AM, Jan 01	
gofox	UA-5688-CAE-ORD	8:39 AM, Jan 01	10:00 AM, Jan 01		9:48 AM, Jan 01	10:44 AM, Jan 01	
foxbusiness	UA-5688-CAE-ORD	8:39 AM, Jan 01	10:00 AM, Jan 01		9:48 AM, Jan 01	10:44 AM, Jan 01	
allegiantair	UA-5688-CAE-ORD	8:39 AM, Jan 01	10:00 AM, Jan 01		9:48 AM, Jan 01	10:44 AM, Jan 01	
boston	UA-5688-CAE-ORD	8:39 AM, Jan 01	10:00 AM, Jan 01		9:48 AM, Jan 01	10:43 AM, Jan 01	
orbitz	UA-5688-CAE-ORD	8:39aJan 1	9:51aJan 1	 -	9:48aJan 1	10:44aJan 1	 F2A
weather	UA-5688-CAE-ORD	2012-01-01 08:39 AM			2012-01-01 09:48 AM		
usatoday	UA-5688-CAE-ORD	2012-01-01 08:39 AM			2012-01-01 09:48 AM		
mytripandmore	UA-5688-CAE-ORD	8:39aJan 1	9:51aJan 1	 -	9:48aJan 1	10:44aJan 1	 F2A
flightarrival	UA-5688-CAE-ORD	8:39 AM, Jan 01	10:00 AM, Jan 01		9:48 AM, Jan 01	10:43 AM, Jan 01	
ua	UA-3733-MIA-ORD	Sun, Jan 1 6:03 PM	Sun, Jan 1 6:03 PM	G9	Sun, Jan 1 8:25 PM	Sun, Jan 1 8:25 PM	C7
flightexplorer	UA-3733-MIA-ORD	1/1/2012 6:03PM EST			1/1/2012 8:25PM CST		
airtravelcenter	UA-3733-MIA-ORD		1/1/12 6:13 PM (-05:00)			1/1/12 7:51 PM (-06:00)	
myrateplan	UA-3733-MIA-ORD		1/1/12 6:13 PM (-05:00)			1/1/12 7:51 PM (-06:00)	
helloflight	UA-3733-MIA-ORD		1/1/12 6:13 PM (-05:00)			1/1/12 7:51 PM (-06:00)	
flytecomm	UA-3733-MIA-ORD		1/1/12 6:13 PM (-05:00)			1/1/12 7:51 PM (-06:00)	
flightaware	UA-3733-MIA-ORD	2012-01-01 06:03PM EST	2012-01-01 06:13PM EST	 G9 	2012-01-01 08:05PM CST	2012-01-01 08:15PM CST	 C7 
wunderground	UA-3733-MIA-ORD	2012-01-01 06:03PM EST	2012-01-01 06:13PM EST	 G9 	2012-01-01 08:05PM CST	2012-01-01 08:15PM CST	 C7 
flights	UA-3733-MIA-ORD	06:03 PM  Sun 01-Jan-2012		G9	08:25 PM  Sun 01-Jan-2012		C7
businesstravellogue	UA-3733-MIA-ORD	06:03 PM  Sun 01-Jan-2012		G9	08:25 PM  Sun 01-Jan-2012		C7
flylouisville	UA-3733-MIA-ORD	06:03 PM  Sun 01-Jan-2012		G9	08:25 PM  Sun 01-Jan-2012		C7
world-flight-tracker	UA-3733-MIA-ORD	2012-01-01 6:03 PM	2012-01-01 6:03 PM (Estimated)		2012-01-01 8:25 PM	2012-01-01 8:25 PM (Estimated)	
flightview	UA-3733-MIA-ORD	6:03 PM, Jan 01		Terminal G - G9	8:25 PM, Jan 01		C7
panynj	UA-3733-MIA-ORD	6:03 PM, Jan 01		Terminal G - G9	8:25 PM, Jan 01		C7
gofox	UA-3733-MIA-ORD	6:03 PM, Jan 01			8:25 PM, Jan 01		
foxbusiness	UA-3733-MIA-ORD	6:03 PM, Jan 01		Terminal G - G9	8:25 PM, Jan 01		C7
allegiantair	UA-3733-MIA-ORD	6:03 PM, Jan 01		Terminal G - G9	8:25 PM, Jan 01		C7
boston	UA-3733-MIA-ORD	6:03 PM, Jan 01	Not Available		8:25 PM, Jan 01	Not Available	
orbitz	UA-3733-MIA-ORD	6:03pJan 1		 G9	8:25pJan 1		 C7
weather	UA-3733-MIA-ORD	2012-01-01 06:03 PM			2012-01-01 08:25 PM		
ord	UA-3733-MIA-ORD	2012-01-01 6:03 PM		G9	2012-01-01 8:25 PM		C7
mytripandmore	UA-3733-MIA-ORD	6:03pJan 1		 G9	8:25pJan 1		 C7
flightarrival	UA-3733-MIA-ORD	6:03 PM, Jan 01	Not Available		8:25 PM, Jan 01	Not Available	
ua	UA-1589-EWR-IAH	Sun, Jan 1 8:40 AM	Sun, Jan 1 8:40 AM	C110	Sun, Jan 1 11:44 AM	Sun, Jan 1 11:31 AM	E16
flightexplorer	UA-1589-EWR-IAH		1/1/2012 8:54AM EST			1/1/2012 11:25AM CST	
airtravelcenter	UA-1589-EWR-IAH	1/1/12 8:40 AM (-05:00)			1/1/12 11:44 AM (-06:00)		
myrateplan	UA-1589-EWR-IAH	1/1/12 8:40 AM (-05:00)			1/1/12 11:44 AM (-06:00)		
helloflight	UA-1589-EWR-IAH	1/1/12 8:40 AM (-05:00)			1/1/12 11:44 AM (-06:00)		
flytecomm	UA-1589-EWR-IAH	1/1/12 8:40 AM (-05:00)			1/1/12 11:44 AM (-06:00)		
flightaware	UA-1589-EWR-IAH	2012-01-01 08:40AM EST	2012-01-01 08:55AM EST	 110 	2012-01-01 11:34AM CST	2012-01-01 11:22AM CST	 E16 
wunderground	UA-1589-EWR-IAH	2012-01-01 08:40AM EST	2012-01-01 08:55AM EST	 110 	2012-01-01 11:34AM CST	2012-01-01 11:22AM CST	 E16 
flights	UA-1589-EWR-IAH	08:40 AM  Sun 01-Jan-2012	08:40 AM  Sun 01-Jan-2012	110	11:44 AM  Sun 01-Jan-2012	11:31 AM  Sun 01-Jan-2012	16
businesstravellogue	UA-1589-EWR-IAH	08:40 AM  Sun 01-Jan-2012	08:40 AM  Sun 01-Jan-2012	110	11:44 AM  Sun 01-Jan-2012	11:31 AM  Sun 01-Jan-2012	16
flylouisville	UA-1589-EWR-IAH	08:40 AM  Sun 01-Jan-2012	08:40 AM  Sun 01-Jan-2012	110	11:44 AM  Sun 01-Jan-2012	11:31 AM  Sun 01-Jan-2012	16
world-flight-tracker	UA-1589-EWR-IAH	2012-01-01 8:40 AM	2012-01-01 8:40 AM		2012-01-01 11:44 AM	2012-01-01 11:31 AM	
flightview	UA-1589-EWR-IAH	8:40 AM, Jan 01	8:55 AM, Jan 01	Term C - C110	11:44 AM, Jan 01	11:31 AM, Jan 01	Term C - E16
panynj	UA-1589-EWR-IAH	8:40 AM, Jan 01	8:55 AM, Jan 01	Term C - C110	11:44 AM, Jan 01	11:31 AM, Jan 01	Term C - E16
gofox	UA-1589-EWR-IAH	8:40 AM, Jan 01	8:55 AM, Jan 01		11:44 AM, Jan 01	11:31 AM, Jan 01	
foxbusiness	UA-1589-EWR-IAH	8:40 AM, Jan 01	8:55 AM, Jan 01	Term C - C110	11:44 AM, Jan 01	11:31 AM, Jan 01	Term C - E16
allegiantair	UA-1589-EWR-IAH	8:40 AM, Jan 01	8:55 AM, Jan 01	Term C - C110	11:44 AM, Jan 01	11:31 AM, Jan 01	Term C - E16
boston	UA-1589-EWR-IAH	8:40 AM, Jan 01	8:55 AM, Jan 01		11:44 AM, Jan 01	11:23 AM, Jan 01	
orbitz	UA-1589-EWR-IAH	8:40aJan 1	8:40aJan 1	 110	11:44aJan 1	11:31aJan 1	 E16
weather	UA-1589-EWR-IAH	2012-01-01 08:40 AM	2012-01-01 08:55 AM		2012-01-01 11:44 AM	2012-01-01 11:21 AM	
usatoday	UA-1589-EWR-IAH	2012-01-01 08:40 AM	2012-01-01 08:55 AM		2012-01-01 11:44 AM	2012-01-01 11:21 AM	
flightarrival	UA-1589-EWR-IAH	8:40 AM, Jan 01	8:55 AM, Jan 01		11:44 AM, Jan 01	11:23 AM, Jan 01	
aa	AA-3796-IAH-ORD	January 1, 2012               11:50 AM    	January 1, 2012     	 A26	January 1, 2012               02:25 PM    	January 1, 2012     	 H2    
flightexplorer	AA-3796-IAH-ORD	1/1/2012 1:37PM CST			1/1/2012 3:35PM CST		
airtravelcenter	AA-3796-IAH-ORD	1/1/12 11:50 AM (-06:00)			1/1/12 2:25 PM (-06:00)		
myrateplan	AA-3796-IAH-ORD	1/1/12 11:50 AM (-06:00)			1/1/12 2:25 PM (-06:00)		
helloflight	AA-3796-IAH-ORD	1/1/12 11:50 AM (-06:00)			1/1/12 2:25 PM (-06:00)		
flytecomm	AA-3796-IAH-ORD	1/1/12 11:50 AM (-06:00)			1/1/12 2:25 PM (-06:00)		
flightaware	AA-3796-IAH-ORD	2012-01-01 11:50AM CST	2012-01-01 12:05PM CST	 A29 	2012-01-01 01:46PM CST	2012-01-01 02:01PM CST	 H5 
wunderground	AA-3796-IAH-ORD	2012-01-01 11:50AM CST	2012-01-01 12:05PM CST	 A29 	2012-01-01 01:46PM CST	2012-01-01 02:01PM CST	 H5 
flights	AA-3796-IAH-ORD	11:50 AM  Sun 01-Jan-2012		26	02:25 PM  Sun 01-Jan-2012		H2
businesstravellogue	AA-3796-IAH-ORD	11:50 AM  Sun 01-Jan-2012		26	02:25 PM  Sun 01-Jan-2012		H2
flylouisville	AA-3796-IAH-ORD	11:50 AM  Sun 01-Jan-2012		26	02:25 PM  Sun 01-Jan-2012		H2
flightstats	AA-3796-IAH-ORD	2012-01-01 11:50 AM	2012-01-01 11:51 AM		2012-01-01 2:25 PM	2012-01-01 11:43 PM (Estimated)	
quicktrip	AA-3796-IAH-ORD	2012-01-01 11:50 AM	2012-01-01 11:51 AM		2012-01-01 2:25 PM	2012-01-01 11:43 PM (Estimated)	
world-flight-tracker	AA-3796-IAH-ORD	2012-01-01 11:50 AM	2012-01-01 11:51 AM		2012-01-01 2:25 PM	2012-01-01 11:43 PM (Estimated)	
flightview	AA-3796-IAH-ORD	11:50 AM, Jan 01		A29	2:25 PM, Jan 01		Terminal 3
panynj	AA-3796-IAH-ORD	11:50 AM, Jan 01		A29	2:25 PM, Jan 01		Terminal 3
gofox	AA-3796-IAH-ORD	11:50 AM, Jan 01			2:25 PM, Jan 01		
foxbusiness	AA-3796-IAH-ORD	11:50 AM, Jan 01		A29	2:25 PM, Jan 01		Terminal 3
allegiantair	AA-3796-IAH-ORD	11:50 AM, Jan 01		A29	2:25 PM, Jan 01		Terminal 3
boston	AA-3796-IAH-ORD	11:50 AM, Jan 01	4:00 PM, Jan 01&nbsp(Estimated)		2:25 PM, Jan 01	6:03 PM, Jan 01&nbsp(Estimated)	
orbitz	AA-3796-IAH-ORD	11:50aJan 1		 A29	2:25pJan 1		 H1A
weather	AA-3796-IAH-ORD	2012-01-01 11:50 AM			2012-01-01 02:25 PM		
ord	AA-3796-IAH-ORD	2012-01-01 11:50 AM		26	2012-01-01 2:25 PM		H2
mytripandmore	AA-3796-IAH-ORD	11:50aJan 1		 A29	2:25pJan 1		 H1A
flightwise	AA-3796-IAH-ORD	2012-01-01 11:50AM CST	2012-01-01 12:05PM CST	 A29 	2012-01-01 01:46PM CST	2012-01-01 02:01PM CST	 H5 
flightarrival	AA-3796-IAH-ORD	11:50 AM, Jan 01	4:00 PM, Jan 01&nbsp(Estimated)		2:25 PM, Jan 01	6:03 PM, Jan 01&nbsp(Estimated)	
ua	UA-6470-SAN-LAX	Sun, Jan 1 6:38 PM	Sun, Jan 1 7:56 PM	CT	Sun, Jan 1 7:25 PM	Sun, Jan 1 8:36 PM	71A
myrateplan	UA-6470-SAN-LAX		1/1/12 8:03 PM (-08:00)			1/1/12 8:31 PM (-08:00)	
helloflight	UA-6470-SAN-LAX		1/1/12 8:03 PM (-08:00)			1/1/12 8:31 PM (-08:00)	
flytecomm	UA-6470-SAN-LAX		1/1/12 8:03 PM (-08:00)			1/1/12 8:31 PM (-08:00)	
flightaware	UA-6470-SAN-LAX	2012-01-01 06:38PM PST	2012-01-01 08:03PM PST	 CT 	2012-01-01 07:11PM PST	2012-01-01 08:28PM PST	 71A 
wunderground	UA-6470-SAN-LAX	2012-01-01 06:38PM PST	2012-01-01 08:03PM PST	 CT 	2012-01-01 07:11PM PST	2012-01-01 08:28PM PST	 71A 
flights	UA-6470-SAN-LAX	06:38 PM  Sun 01-Jan-2012	07:56 PM  Sun 01-Jan-2012		07:25 PM  Sun 01-Jan-2012	08:36 PM  Sun 01-Jan-2012	
businesstravellogue	UA-6470-SAN-LAX	06:38 PM  Sun 01-Jan-2012	07:56 PM  Sun 01-Jan-2012		07:25 PM  Sun 01-Jan-2012	08:36 PM  Sun 01-Jan-2012	
flylouisville	UA-6470-SAN-LAX	06:38 PM  Sun 01-Jan-2012	07:56 PM  Sun 01-Jan-2012		07:25 PM  Sun 01-Jan-2012	08:36 PM  Sun 01-Jan-2012	
world-flight-tracker	UA-6470-SAN-LAX	2012-01-01 6:38 PM	2012-01-01 7:56 PM		2012-01-01 7:25 PM	2012-01-01 8:36 PM	
flightview	UA-6470-SAN-LAX	6:38 PM, Jan 01	8:03 PM, Jan 01	CT	7:25 PM, Jan 01	8:36 PM, Jan 01	71A
panynj	UA-6470-SAN-LAX	6:38 PM, Jan 01	8:03 PM, Jan 01	CT	7:25 PM, Jan 01	8:36 PM, Jan 01	71A
gofox	UA-6470-SAN-LAX	6:38 PM, Jan 01	8:03 PM, Jan 01		7:25 PM, Jan 01	8:36 PM, Jan 01	
foxbusiness	UA-6470-SAN-LAX	6:38 PM, Jan 01	8:03 PM, Jan 01	CT	7:25 PM, Jan 01	8:36 PM, Jan 01	71A
allegiantair	UA-6470-SAN-LAX	6:38 PM, Jan 01	8:03 PM, Jan 01	CT	7:25 PM, Jan 01	8:36 PM, Jan 01	71A
boston	UA-6470-SAN-LAX	6:38 PM, Jan 01	8:03 PM, Jan 01		7:25 PM, Jan 01	8:28 PM, Jan 01	
orbitz	UA-6470-SAN-LAX	6:38pJan 1	7:56pJan 1	 CT	7:25pJan 1	8:36pJan 1	 71A
weather	UA-6470-SAN-LAX	2012-01-01 06:38 PM			2012-01-01 07:25 PM		
usatoday	UA-6470-SAN-LAX	2012-01-01 06:38 PM			2012-01-01 07:25 PM		
ua	UA-1216-EWR-BZE	Sun, Jan 1 8:55 AM	Sun, Jan 1 8:53 AM	C70	Sun, Jan 1 12:58 PM	Sun, Jan 1 12:31 PM	--
airtravelcenter	UA-1216-EWR-BZE		1/1/12 9:06 AM (-05:00)			1/1/12 12:29 PM (-06:00)	
airtravelcenter	UA-1216-EWR-BZE	1/1/12 8:55 AM (-05:00)			1/1/12 12:58 PM (-06:00)		
myrateplan	UA-1216-EWR-BZE		1/1/12 9:06 AM (-05:00)			1/1/12 12:29 PM (-06:00)	
myrateplan	UA-1216-EWR-BZE	1/1/12 8:55 AM (-05:00)			1/1/12 12:58 PM (-06:00)		
helloflight	UA-1216-EWR-BZE		1/1/12 9:06 AM (-05:00)			1/1/12 12:29 PM (-06:00)	
helloflight	UA-1216-EWR-BZE	1/1/12 8:55 AM (-05:00)			1/1/12 12:58 PM (-06:00)		
flytecomm	UA-1216-EWR-BZE		1/1/12 9:06 AM (-05:00)			1/1/12 12:29 PM (-06:00)	
flytecomm	UA-1216-EWR-BZE	1/1/12 8:55 AM (-05:00)			1/1/12 12:58 PM (-06:00)		
flights	UA-1216-EWR-BZE	08:55 AM  Sun 01-Jan-2012	08:53 AM  Sun 01-Jan-2012		12:58 PM  Sun 01-Jan-2012	12:31 PM  Sun 01-Jan-2012	
businesstravellogue	UA-1216-EWR-BZE	08:55 AM  Sun 01-Jan-2012	08:53 AM  Sun 01-Jan-2012		12:58 PM  Sun 01-Jan-2012	12:31 PM  Sun 01-Jan-2012	
flylouisville	UA-1216-EWR-BZE	08:55 AM  Sun 01-Jan-2012	08:53 AM  Sun 01-Jan-2012		12:58 PM  Sun 01-Jan-2012	12:31 PM  Sun 01-Jan-2012	
flightstats	UA-1216-EWR-BZE	2012-01-01 8:55 AM	2012-01-01 8:53 AM		2012-01-01 12:58 PM	2012-01-01 12:31 PM	
quicktrip	UA-1216-EWR-BZE	2012-01-01 8:55 AM	2012-01-01 8:53 AM		2012-01-01 12:58 PM	2012-01-01 12:31 PM	
world-flight-tracker	UA-1216-EWR-BZE	2012-01-01 8:55 AM	2012-01-01 8:53 AM		2012-01-01 12:58 PM	2012-01-01 12:31 PM	
flightview	UA-1216-EWR-BZE	8:55 AM, Jan 01	9:06 AM, Jan 01	Main Term - C70	12:58 PM, Jan 01	12:31 PM, Jan 01	New Term
panynj	UA-1216-EWR-BZE	8:55 AM, Jan 01	9:06 AM, Jan 01	Main Term - C70	12:58 PM, Jan 01	12:31 PM, Jan 01	New Term
gofox	UA-1216-EWR-BZE	8:55 AM, Jan 01	9:06 AM, Jan 01		12:58 PM, Jan 01	12:31 PM, Jan 01	
foxbusiness	UA-1216-EWR-BZE	8:55 AM, Jan 01	9:06 AM, Jan 01	Main Term - C70	12:58 PM, Jan 01	12:31 PM, Jan 01	New Term
allegiantair	UA-1216-EWR-BZE	8:55 AM, Jan 01	9:06 AM, Jan 01	Main Term - C70	12:58 PM, Jan 01	12:31 PM, Jan 01	New Term
boston	UA-1216-EWR-BZE	8:55 AM, Jan 01	9:06 AM, Jan 01		12:58 PM, Jan 01	12:26 PM, Jan 01	
orbitz	UA-1216-EWR-BZE	8:55aJan 1	8:53aJan 1	 C70	12:58pJan 1	12:31pJan 1	 -
ua	UA-1457-SFO-IAH	Sun, Jan 1 6:00 AM	Sun, Jan 1 5:59 AM	90	Sun, Jan 1 11:47 AM	Sun, Jan 1 11:36 AM	C-44
