akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
TAQUERIA & BAR,1584067,CHICAGO,IL,Fail,-87.66501942,41.9217195,20151106,Risk 1 (High),(41.921719498801785,2013097,Restaurant,1450 W WEBSTER AVE ,Canvass,ELLEN'S KITCHEN,60614
PADDY MAC'S,1584068,CHICAGO,IL,Pass,-87.72757202,41.95715498,20151106,Risk 1 (High),(41.957154975326574,7098,Restaurant,4157 N PULASKI RD ,Canvass Re-Inspection,PADDY MAC'S,60641
MAIN KITCHEN,1584070,CHICAGO,IL,Pass w/ Conditions,-87.62431278,41.89214078,20151106,Risk 1 (High),(41.892140783720365,33854,Restaurant,540 N MICHIGAN AVE ,Canvass,CHICAGO DOWNTOWN MARRIOTT,60611
MIRANDA'S GROCERY STORE,1584066,CHICAGO,IL,Pass,-87.65304624,41.85653386,20151106,Risk 2 (Medium),(41.85653386474729,49933,Grocery Store,1037 W 19TH ST ,Canvass Re-Inspection,MIRANDA'S GROCERY STORE,60608
THE SUBMARINE PIER,1547571,CHICAGO,IL,Pass,-87.69393527,41.80088087,20151106,Risk 1 (High),(41.80088086731136,2359484,Restaurant,2759 W 51ST ST ,Canvass Re-Inspection,THE SUBMARINE PIER,60632
Skadden Cafe,1584064,CHICAGO,IL,Pass w/ Conditions,-87.63668236,41.88461562,20151106,Risk 1 (High),(41.88461561705127,1975690,Restaurant,155 N WACKER DR ,Canvass,Skadden Arps,60606
GREAT WALL CHINESE RESTAURANT,1584065,CHICAGO,IL,Pass,-87.66101659,42.00499183,20151106,Risk 1 (High),(42.00499183433993,2189108,Restaurant,6748 N Sheridan RD ,Complaint,GREAT WALL CHINESE RESTAURANT,60626
MISERICORDIA BAKERY,1424905,CHICAGO,IL,Pass,-87.67587688,41.9955792,20150521,Risk 2 (Medium),(41.99557919699579,11738,Bakery,6300 N RIDGE AVE ,Canvass,MISERICORDIA BAKERY,60660
PJ'S FISH & CHICKEN,1584063,CHICAGO,IL,Pass,-87.74554516,41.89173613,20151106,Risk 2 (Medium),(41.89173613475068,2313558,Restaurant,611 N CICERO AVE ,Canvass,PJ'S FISH & CHICKEN,60644
16TH MART,1584060,CHICAGO,IL,Out of Business,-87.705601,41.85902983,20151106,Risk 2 (Medium),(41.859029826536336,2042229,Grocery Store,1600 S KEDZIE AVE ,Canvass,16TH MART,60623
NICKY'S GRILL & YOGURT OASIS,1584062,CHICAGO,IL,Pass,-87.68148089,41.70658293,20151106,Risk 2 (Medium),(41.70658293299433,59480,Restaurant,10255 S WESTERN AVE ,Canvass Re-Inspection,NICKY'S GRILL & YOGURT OASIS,60643
BISTRONOMIC,1584059,CHICAGO,IL,Pass w/ Conditions,-87.62703233,41.89790609,20151106,Risk 1 (High),(41.89790609076628,1718928,Restaurant,840 N WABASH AVE ,Canvass,BISTRONOMIC,60611
CONCIERGE LOUNGE,1584058,CHICAGO,IL,Pass,-87.62431278,41.89214078,20151106,Risk 2 (Medium),(41.892140783720365,33836,Restaurant,540 N MICHIGAN AVE ,Canvass,CHICAGO DOWNTOWN MARRIOTT,60611
MAKOTO,1506793,CHICAGO,IL,Pass,-87.70325097,41.98779176,20151106,Risk 1 (High),(41.98779176423725,1470908,Restaurant,5854-5856 N LINCOLN AVE ,Canvass,MAKOTO,60659
CHAN'S KING WOK,1584057,CHICAGO,IL,Pass,-87.68492409,41.88107532,20151106,Risk 1 (High),(41.88107532038358,2320986,Restaurant,2323 W MADISON ST ,Complaint Re-Inspection,CHAN'S KING WOK,60612
PASTRY,1584136,CHICAGO,IL,Pass,-87.62431278,41.89214078,20151106,Risk 1 (High),(41.892140783720365,33838,Restaurant,540 N MICHIGAN AVE ,Canvass,CHICAGO DOWNTOWN MARRIOTT,60611
BELLI'S,1584056,CHICAGO,IL,Pass,-87.65733239,41.85782916,20151106,Risk 2 (Medium),(41.85782915689309,2359898,Grocery Store,1221 W 18TH ST ,Canvass Re-Inspection,BELLI'S,60608
APART  PIZZA  CO.,1584055,CHICAGO,IL,Pass,-87.66023971,41.98439695,20151106,Risk 2 (Medium),(41.984396946897796,2026941,Restaurant,5624 N Broadway ,Canvass,APART PIZZA COMPANY CHICAGO,60660
DUNKIN DONUTS,1516661,CHICAGO,IL,Pass,-87.72160213,41.74447217,20151106,Risk 2 (Medium),(41.74447216541511,1801595,Restaurant,8145 S PULASKI RD ,Canvass,DUNKIN DONUTS,60652
Tilden Achievement Acad.(&Tilden Career Comm.HS),1584054,CHICAGO,IL,Pass,-87.64292985,41.80751207,20151106,Risk 1 (High),(41.80751207247415,53121,School,4747 S Union (700W) ,Canvass,Tilden Achievement Acad.(&Tilden Career Comm.HS),60609
St. Mary of the Wood School,1584053,CHICAGO,IL,Pass,-87.777039,42.00834548,20151106,Risk 3 (Low),(42.00834548005445,1878517,School,7033 N Moselle ST ,Canvass,St. Mary of the Wood School,60646
BURKE'S,1584049,CHICAGO,IL,Pass,-87.66157417,41.93475838,20151106,Risk 1 (High),(41.93475838345002,1275219,Restaurant,2913 N LINCOLN AVE ,Canvass,JP BURKE'S PATIO & TAP,60657
BIG SAMS FOOD & CELLULAR,1386549,CHICAGO,IL,Pass,-87.6311268,41.67782162,20151106,Risk 2 (Medium),(41.67782162100153,2069454,Grocery Store,333 W 119TH ST ,Canvass Re-Inspection,BIG SAMS FOOD & CELLULAR,60628
SOUTH BRANCH,1584052,CHICAGO,IL,Pass,-87.63713178,41.88055703,20151106,Risk 1 (High),(41.8805570251432,2065037,Restaurant,100 S WACKER DR ,Canvass,SOUTH BRANCH,60606
NORTH POND CAFE,1584048,CHICAGO,IL,Pass,-87.63640314,41.92990487,20151106,Risk 1 (High),(41.929904873573534,55866,Restaurant,2610 N CANNON DR ,Canvass Re-Inspection,NORTH POND CAFE,60614
PHILLY STEAK AND FRESH LEMONADE,1584047,CHICAGO,IL,Pass,-87.53480834,41.70262228,20151106,Risk 2 (Medium),(41.70262227972573,2103955,Restaurant,3643 E 106TH ST ,Canvass Re-Inspection,PHILLY STEAK AND FRESH LEMONADE,60617
DUNKIN DONUTS,1547570,CHICAGO,IL,Pass,-87.70382554,41.80805427,20151106,Risk 2 (Medium),(41.80805426764556,75929,Restaurant,4701 S KEDZIE AVE ,Canvass,DUNKIN DONUTS,60632
FRANK FOOD #4,1584050,CHICAGO,IL,Fail,-87.70526117,41.85714095,20151106,Risk 3 (Low),(41.85714095488576,1767467,Grocery Store,1819 S KEDZIE AVE ,Canvass,FRANK FOOD #4,60623
UNCLE JOE'S,1584051,CHICAGO,IL,Fail,-87.61644678,41.80956704,20151106,Risk 1 (High),(41.809567038345826,2279057,Restaurant,4655 S DR MARTIN LUTHER KING JR DR ,Complaint,UNCLE JOE'S JERK CHICKEN,60653
,1584044,CHICAGO,IL,Out of Business,-87.7527809,41.89505835,20151106,Risk 3 (Low),(41.89505834621699,2328120,Grocery Store,5050 W CHICAGO AVE ,Canvass,R.S. GROCERY & TOBACCO,60651
PHO XE LUA,1584046,CHICAGO,IL,Pass,-87.65583712,41.97318905,20151106,Risk 1 (High),(41.973189054288056,1043966,Restaurant,1021 W ARGYLE ST ,Canvass,PHO XE LUA,60640
JO'S GROCERY,1584041,CHICAGO,IL,Out of Business,-87.7527809,41.89505835,20151106,Risk 3 (Low),(41.89505834621699,2271363,Grocery Store,5050 W CHICAGO AVE ,Canvass,JO'S GROCERY,60651
SUBWAY SANDWICH & SALAD,1584043,CHICAGO,IL,Pass w/ Conditions,-87.68536058,41.85214259,20151106,Risk 1 (High),(41.852142589161744,1243910,Restaurant,2352 W CERMAK RD ,Complaint,SUBWAY SANDWICH & SALAD,60608
PIZZA HUT,1584045,CHICAGO,IL,Pass,-87.72841362,41.97675231,20151106,Risk 1 (High),(41.976752313791025,43677,Restaurant,5240 N PULASKI RD ,Canvass,PIZZA HUT #714393,60630
MERCATO DEL PESCE,1584042,CHICAGO,IL,Pass w/ Conditions,-87.80624397,41.92787085,20151106,Risk 2 (Medium),(41.92787084725221,23216,Grocery Store,2623 N HARLEM AVE ,Canvass,MERCATO DEL PESCE INC,60707
QUICK BITE CARRY OUT,1584034,CHICAGO,IL,Pass,-87.6889953,41.97569146,20151106,Risk 2 (Medium),(41.975691455170995,20639,Restaurant,5155 N WESTERN AVE ,Canvass,QUICK BITE CARRY OUT,60625
Kitchen Chicago,1584030,CHICAGO,IL,No Entry,-87.68184949,41.88743405,20151106,Risk 1 (High),(41.88743405025222,2119905,Shared Kitchen,324 N LEAVITT ST ,Canvass,Kitchen Chicago,60612
DUNKIN DONUTS,1584040,CHICAGO,IL,Pass w/ Conditions,-87.68633875,41.8830406,20151106,Risk 2 (Medium),(41.883040604417964,1947810,Restaurant,101 N WESTERN AVE ,Canvass,DUNKIN DONUTS,60612
ABARROTES EL JINETE,1516660,CHICAGO,IL,Pass,-87.71732701,41.7497502,20151106,Risk 2 (Medium),(41.749750200765305,2359597,Grocery Store,3776 W 79TH ST ,Canvass,ABARROTES EL JINETE,60652
BIG MIKES GYROS,1584038,CHICAGO,IL,Pass,-87.62440142,41.75100958,20151106,Risk 1 (High),(41.751009580289924,2125700,Restaurant,7859 S STATE ST ,Complaint Re-Inspection,BIG MIKES GYROS,60619
DUNKIN DONUTS,1584036,CHICAGO,IL,Out of Business,-87.68633875,41.8830406,20151106,Risk 2 (Medium),(41.883040604417964,1947810,Restaurant,101-111 N WESTERN AVE ,Canvass,DUNKIN DONUTS,60612
WELLY GROCERY,1584039,CHICAGO,IL,Fail,-87.7527809,41.89505835,20151106,Risk 2 (Medium),(41.89505834621699,2432462,Grocery Store,5050 W CHICAGO AVE ,License,WELLY GROCERY,60651
HOOKS FISH & CHICKEN,1584037,CHICAGO,IL,Pass,-87.67172244,41.67745517,20151106,Risk 2 (Medium),(41.67745516940914,1947470,Restaurant,2024 W 119TH ST ,Canvass,HOOKS FISH & CHICKEN,60643
DOMINO'S PIZZA,1584035,CHICAGO,IL,Pass,-87.67003676,41.98880582,20151106,Risk 2 (Medium),(41.98880582200982,37507,Restaurant,5912 N CLARK ST ,Canvass,DOMINO'S PIZZA,60660
JIMEMEZ FRESH MARKET,1584031,CHICAGO,IL,Pass,-87.76040707,41.93876197,20151106,Risk 1 (High),(41.93876196579179,1876,Grocery Store,5330 W BELMONT AVE ,Short Form Complaint,GENE'S SAUSAGE SHOP & DELI INC,60641
Rauner College Prep,1584029,CHICAGO,IL,No Entry,-87.66088796,41.89239717,20151106,Risk 2 (Medium),(41.89239716581434,2202616,Restaurant,1337 W OHIO ST ,Complaint,Chartwells Thompson,60642
CORNER BAKERY CAFE,1584028,CHICAGO,IL,Pass w/ Conditions,-87.63857867,41.87858156,20151106,Risk 1 (High),(41.87858156072147,1649263,Restaurant,222 S RIVERSIDE PLZ ,Canvass,CORNER BAKERY CAFE,60606
Beethoven,1584033,CHICAGO,IL,Fail,-87.62711401,41.80910779,20151106,Risk 1 (High),(41.809107786876666,25931,School,25 W 47th  (4700S) ST ,Canvass,Beethoven,60609
7-ELEVEN,1584025,CHICAGO,IL,Out of Business,-87.6873929,41.96852657,20151106,Risk 2 (Medium),(41.96852656709918,1516266,Grocery Store,2323 W LAWRENCE AVE ,Canvass Re-Inspection,7-ELEVEN,60625
WOLFGANG PUCK CATERING/UC,1584026,CHICAGO,IL,Pass,-87.62210388,41.8901115,20151106,Risk 1 (High),(41.89011149652908,70194,Restaurant,450 N CITYFRONT PLAZA DR ,Canvass,WOLFGANG PUCK CATERING/UC,60611
Queen of All Saints,1584022,CHICAGO,IL,Fail,-87.74456342,41.99458701,20151106,Risk 1 (High),(41.994587008562675,1981908,School,6230 N Lemont ST ,Canvass,Queen of All Saints,60646
DOUGLAS PARK DOLLAR & FOOD,1584020,CHICAGO,IL,Pass,-87.70565817,41.86087644,20151106,Risk 2 (Medium),(41.860876436735914,1742651,Grocery Store,1514 S KEDZIE AVE ,Canvass,DOUGLAS PARK DOLLAR & FOOD,60623
GROUCHO'S BAR & GRILL,1584176,CHICAGO,IL,No Entry,-87.72147836,41.74051514,20151106,Risk 2 (Medium),(41.74051514320914,1434,Restaurant,8355 S PULASKI RD ,Canvass,GROUCHO'S BAR & GRILL,60652
VETERANS MEMORIAL CAMPUS,1547569,CHICAGO,IL,Pass,-87.73099367,41.80940021,20151106,Risk 1 (High),(41.80940021157941,2040651,School,4601 S KILDARE AVE ,Canvass,VETERANS MEMORIAL CAMPUS,60632
VILLA'S NUTS & CANDY,1584173,CHICAGO,IL,No Entry,-87.72278639,41.78492213,20151106,Risk 2 (Medium),(41.78492213391504,2130253,Grocery Store,5935 S PULASKI RD ,Canvass,VILLA'S NUTS & CANDY,60629
VIET HOA PLAZA,1584023,CHICAGO,IL,Pass w/ Conditions,-87.65699233,41.97317401,20151106,Risk 2 (Medium),(41.973174009783165,10540,Grocery Store,1051 W ARGYLE ST ,Canvass,VIET HOA PLAZA,60640
FAIR FOOD MART,1386548,CHICAGO,IL,Fail,-87.62037054,41.76913494,20151106,Risk 2 (Medium),(41.76913494092064,2125851,Grocery Store,133 E 69TH ST ,Canvass,FAIR FOOD MART,60637
TRI STAR CATERING,1584021,CHICAGO,IL,Pass,-87.63710396,41.87941085,20151106,Risk 1 (High),(41.8794108457744,46598,Catering,150 S WACKER DR ,Canvass,TRI STAR CATERING,60606
SIZZLIN SKILLETS,1584019,CHICAGO,IL,Fail,-87.60469753,41.73741813,20151106,Risk 1 (High),(41.73741812978438,2398639,Restaurant,8635 S COTTAGE GROVE AVE ,Canvass,SIZZLIN SKILLETS,60619
Supermercado  Castillos,1516659,CHICAGO,IL,Pass,-87.6924404,41.78653602,20151106,Risk 2 (Medium),(41.78653601978693,2004134,Grocery Store,2732 W 59TH ST ,Canvass,Supermercado  Castillos,60629
WINDY CITY INC,1584018,CHICAGO,IL,Pass,-87.74525023,41.87594436,20151106,Risk 2 (Medium),(41.875944355445164,24289,Grocery Store,324-326 S CICERO AVE ,Canvass Re-Inspection,WINDY CITY INC,60644
ONE STOP MARKET,1584017,CHICAGO,IL,Fail,-87.68518233,41.83032422,20151106,Risk 2 (Medium),(41.83032421612542,2360056,Grocery Store,3456 S WESTERN AVE ,Canvass,WESTERN MARKET,60608
TREASURE ISLAND FOODS,1584015,CHICAGO,IL,Fail,-87.63459886,41.9123118,20151106,Risk 1 (High),(41.91231179521778,1307,Grocery Store,1639 N WELLS ST ,Complaint,TREASURE ISLAND FOODS,60614
MCDONALD'S RESTAURANTS,1584016,CHICAGO,IL,Pass,-87.62628115,41.8797189,20151106,Risk 2 (Medium),(41.87971889634663,1884173,Restaurant,144 S WABASH AVE ,Complaint Re-Inspection,MCDONALD'S RESTAURANTS,60603
FRESH CASITA,1584094,CHICAGO,IL,Out of Business,-87.67168512,41.96896366,20151106,Risk 2 (Medium),(41.96896366035677,2298193,Grocery Store,1714 W LAWRENCE AVE ,Canvass,FRESH CASITA,60640
SEAN'S RHINO BAR & GRILL,1584013,CHICAGO,IL,Pass,-87.6817378,41.70543467,20151106,Risk 2 (Medium),(41.70543466911867,1272091,Restaurant,10330 S WESTERN AVE ,Canvass,THE JOHNS DEN,60643
LITTLE RASCALS,1584014,CHICAGO,IL,Pass,-87.73690352,41.93907306,20151106,Risk 2 (Medium),(41.939073060840656,1276218,Restaurant,4356 W BELMONT AVE ,Canvass,LITTLE RASCALS,60641
CLUB 100,1584091,CHICAGO,IL,Out of Business,-87.67226988,41.96895702,20151106,Risk 2 (Medium),(41.96895701761934,2202157,STORE,1728 W LAWRENCE AVE ,Canvass,CLUB - 100,60640
KING MINI MART,1584012,CHICAGO,IL,Pass,-87.70546338,41.8644351,20151106,Risk 2 (Medium),(41.86443509650306,2348650,Grocery Store,1303 S KEDZIE AVE ,Canvass,KING MINI MART,60623
CICS NORTHTOWN ACADEMY,1506792,CHICAGO,IL,Pass,-87.72653468,41.99027209,20151106,Risk 1 (High),(41.990272088617644,2066713,School,3900 W PETERSON ,Complaint,CICS NORTHTOWN ACADEMY,60659
KUROWSKI SAUSAGE SHOP & RICH,1584010,CHICAGO,IL,Fail,-87.71786011,41.93530555,20151106,Risk 1 (High),(41.93530555224116,58973,Grocery Store,2976-2978 N MILWAUKEE AVE ,Canvass Re-Inspection,KUROWSKI SAUSAGE SHOP & RICH,60618
CENTRAL STARLITE,1584011,CHICAGO,IL,Pass,-87.76577412,41.92409327,20151106,Risk 1 (High),(41.924093270217625,2059628,Restaurant,5554 W FULLERTON AVE ,Complaint Re-Inspection,CENTRAL STARLITE,60639
,1584009,CHICAGO,IL,Out of Business,-87.62143869,41.89000134,20151106,Risk 1 (High),(41.890001335214684,2270517,Restaurant,455 N CITYFRONT PLAZA DR ,Canvass,BRINKS CAFE,60611
RAVENSWOOD BAPTIST CHURCH SCHOOL,1584006,CHICAGO,IL,Pass,-87.68047934,41.96254299,20151106,Risk 3 (Low),(41.962542993844735,2225397,School,4437 N SEELEY AVE ,Canvass,RAVENSWOOD BAPTIST CHURCH SCHOOL,60625
MORGAN REPAIR & FOOD,1584005,CHICAGO,IL,Pass,-87.65095173,41.8361378,20151106,Risk 3 (Low),(41.83613779609982,2431998,Grocery Store,3205 S MORGAN ST ,License Re-Inspection,MORGAN REPAIR & FOOD,60608
PANADERIA TORRES BAKERY,1516658,CHICAGO,IL,Pass,-87.70121444,41.778891,20151106,Risk 2 (Medium),(41.77889100325303,1717536,Bakery,3111 W 63RD ST ,Canvass,PANADERIA TORRES BAKERY,60629
PINEDA'S BAKERY,1547568,CHICAGO,IL,Fail,-87.73180109,41.80051897,20151106,Risk 2 (Medium),(41.80051897472681,2060985,Bakery,5148 S ARCHER AVE ,Canvass Re-Inspection,PINEDA'S BAKERY,60632
JENI'S SPLENDID ICE CREAMS,1425155,CHICAGO,IL,Pass,-87.66406879,41.94357905,20151105,Risk 2 (Medium),(41.94357905335495,2284377,Restaurant,3404 N SOUTHPORT AVE ,Short Form Complaint,JENI'S SPLENDID ICE CREAMS,60657
NORDSTROM ESPRESSO BAR,1448067,CHICAGO,IL,Pass,-87.62586714,41.89159074,20151105,Risk 2 (Medium),(41.891590741083505,1245107,Restaurant,55 E GRAND AVE ,Canvass Re-Inspection,NORDSTROM ESPRESSO BAR,60611
THE BOUNDARY,1454290,CHICAGO,IL,Pass,-87.67618208,41.90331826,20151105,Risk 1 (High),(41.903318259235434,1800782,Restaurant,1932 W DIVISION ST ,Complaint,THE BOUNDARY,60622
JAKE'S PUB,1425154,CHICAGO,IL,Pass,-87.64737148,41.93565566,20151105,Risk 3 (Low),(41.9356556595917,32779,Liquor,2932 N CLARK ST ,Complaint,JAKE'S PUB,60657
INTELLIGENTSIA COFFEE & TEA,1419146,CHICAGO,IL,Pass,-87.62593565,41.88438732,20151105,Risk 2 (Medium),(41.884387318760176,1694954,Restaurant,53 E RANDOLPH ST ,Canvass Re-Inspection,INTELLIGENTSIA COFFEE & TEA INC,60601
NATIVE FOODS CAFE,1439692,CHICAGO,IL,Pass,-87.63095049,41.87881482,20151105,Risk 1 (High),(41.87881482219489,2093263,Restaurant,218 S CLARK ST ,Complaint,NATIVE FOODS CAFE,60604
GAYLORD INDIA RESTAURANT,1448066,CHICAGO,IL,Pass w/ Conditions,-87.62535934,41.90009663,20151105,Risk 1 (High),(41.90009662517738,1891876,Restaurant,100 E WALTON ST ,Canvass Re-Inspection,GAYLORD INDIA RESTAURANT,60611
PEKING CHINESE KITCHEN,1425153,CHICAGO,IL,Pass,-87.64911459,41.93981401,20151105,Risk 1 (High),(41.93981400524677,2156690,Restaurant,3167 N HALSTED ST ,Complaint Re-Inspection,PEKING CHINESE KITCHEN,60657
FANNY MAY CANDIES,1419152,CHICAGO,IL,Pass,-87.62608541,41.88366907,20151105,Risk 2 (Medium),(41.88366906613137,1927268,Restaurant,117 N WABASH AVE ,Canvass,FANNY MAY CANDIES,60602
GREENLINE COFFEE,1386547,CHICAGO,IL,Fail,-87.6131889,41.7838193,20151105,Risk 2 (Medium),(41.783819303359486,2333150,Restaurant,501 E 61ST ST ,Canvass,GREENLINE COFFEE,60637
AMK KITCHEN BAR,1453971,CHICAGO,IL,Pass,-87.6773963,41.91787257,20150521,Risk 1 (High),(41.917872568154245,2384862,Restaurant,1954 W ARMITAGE AVE ,License,AMK KITCHEN BAR,60622
INTELLIGENTSIA COFFEE AND TEA,1454289,CHICAGO,IL,Fail,-87.66789341,41.90323156,20151105,Risk 2 (Medium),(41.903231564276545,2294369,Restaurant,1609 W DIVISION ST ,Canvass,INTELLIGENTSIA COFFEE AND TEA,60622
HIT THE SPOT FAST FOOD,1584004,CHICAGO,IL,Out of Business,-87.6638493,41.6911392,20151105,Risk 2 (Medium),(41.691139203248945,2246992,Restaurant,11137 S VINCENNES AVE ,Canvass,HIT THE SPOT FAST FOOD,60643
SMACKERS,1584003,CHICAGO,IL,Out of Business,-87.64255435,41.6932926,20151105,Risk 2 (Medium),(41.6932926013791,2283342,Restaurant,11028 S HALSTED ST ,Canvass,SMACKERS,60628
OFF COLOR BREWING,1584002,CHICAGO,IL,No Entry,-87.72513232,41.91890324,20151105,Risk 3 (Low),(41.918903243260104,2419332,Liquor,3921-3929 W DICKENS AVE ,License,OFF COLOR BREWING,60647
SUGAR SHACK PLUS,1584001,CHICAGO,IL,Out of Business,-87.60874993,41.70756384,20151105,Risk 2 (Medium),(41.70756383851199,1893734,Grocery Store,10255 S ST LAWRENCE AVE ,Canvass,SUGAR SHACK PLUS,60628
SUNRISE FAST FOOD,1584000,CHICAGO,IL,Out of Business,-87.60882266,41.70750028,20151105,Risk 2 (Medium),(41.707500278012915,1145745,Restaurant,600 E 103RD ST ,Canvass,SUNRISE FAST FOOD,60628
SEAN'S RHINO BAR & GRILL,1583997,CHICAGO,IL,No Entry,-87.6817378,41.70543467,20151105,Risk 2 (Medium),(41.70543466911867,1272091,Restaurant,10330 S WESTERN AVE ,Canvass,THE JOHNS DEN,60643
Booil Restaurant,1506791,CHICAGO,IL,Out of Business,-87.71321223,41.98312305,20151105,Risk 1 (High),(41.98312305188657,1990863,Restaurant,3346 W Bryn Mawr AVE ,Canvass,Booil Restaurant,60659
STARBUCKS  (T3 H6),1583996,CHICAGO,IL,Pass,-87.91442844,42.0085364,20151105,Risk 2 (Medium),(42.008536400868735,34219,Restaurant,11601 W TOUHY AVE ,Canvass,STARBUCKS,60666
MCDONALD' S # 5618,1425152,CHICAGO,IL,Pass w/ Conditions,-87.65709387,41.94771192,20151105,Risk 2 (Medium),(41.94771192275855,1960250,Restaurant,3620 N CLARK ST ,Canvass,MCDONALD' S # 5618,60613
YUMMY YUMMY ASIAN CUISINE,1583995,CHICAGO,IL,Pass,-87.64409275,41.93527996,20151105,Risk 1 (High),(41.93527996155769,3669,Restaurant,2901 N BROADWAY ,Canvass Re-Inspection,YUMMY YUMMY ASIAN CUISINE,60657
WILD HARE,1583999,CHICAGO,IL,Pass,-87.64904948,41.92946206,20151105,Risk 1 (High),(41.929462059691446,2133895,Restaurant,2610 N HALSTED ST ,Canvass Re-Inspection,WILD HARE,60614
WHALE BEEF AND PIZZA,1583998,CHICAGO,IL,Fail,-87.75775505,41.8804472,20151105,Risk 2 (Medium),(41.88044719736798,1969701,Restaurant,5300 W Madison ST ,Canvass,WHALE BEEF AND PIZZA,60644
SUBWAY,1583993,CHICAGO,IL,Pass w/ Conditions,-87.64701786,41.8655994,20151105,Risk 1 (High),(41.86559940327275,2418270,Restaurant,1252 S HALSTED ST ,Canvass Re-Inspection,SUBWAY RESTAURANT,60607
H & M FOOD,1547567,CHICAGO,IL,Out of Business,-87.68364378,41.77387125,20151105,Risk 2 (Medium),(41.773871250304225,2156746,Restaurant,6558 S WESTERN AVE ,Canvass,H & M FOOD,60636
D&D PLACE RESTAURANT,1516657,CHICAGO,IL,Pass w/ Conditions,-87.70232034,41.74160421,20151105,Risk 2 (Medium),(41.74160420913783,2313937,Restaurant,8324 S KEDZIE AVE ,Canvass,D & D'S PLACE,60652
INTRO,1583992,CHICAGO,IL,Pass,-87.63666317,41.92390845,20151105,Risk 1 (High),(41.92390845485592,1874539,Restaurant,2300 N LINCOLN PARK WEST ,Canvass,INTRO,60614
YIN WALL CITY,1583991,CHICAGO,IL,Pass,-87.63261533,41.85405931,20151105,Risk 3 (Low),(41.854059306572985,2156810,HERBAL REMEDY,2116 S ARCHER AVE ,Canvass,YIN WALL CITY,60616
H & M FOOD,1547566,CHICAGO,IL,Out of Business,-87.68364378,41.77387125,20151105,Risk 2 (Medium),(41.773871250304225,2156746,Restaurant,6558 S WESTERN AVE ,Canvass,H & M FOOD,60636
YIN WALL CITY,1583989,CHICAGO,IL,Pass,-87.6324734,41.85412797,20151105,Risk 3 (Low),(41.85412797324273,1139303,HERBAL MEDICINE,2112 S ARCHER AVE ,Canvass,YIN WALL CITY,60616
BOOIL RESTAURANT,1506790,CHICAGO,IL,Pass,-87.71321223,41.98312305,20151105,Risk 1 (High),(41.98312305188657,2427793,Restaurant,3346 W BRYN MAWR AVE ,License,BOOILL GALBI,60659
HILTON SUITES,1448065,CHICAGO,IL,Pass,-87.62198691,41.89935174,20151105,Risk 1 (High),(41.89935173506942,2233032,Restaurant,198 E DELAWARE PL ,Canvass Re-Inspection,HILTON SUITES CHICAGO MAGNIFICENT MILE,60611
LEAVITT STREET INN & TAVERN,1583990,CHICAGO,IL,Pass,-87.68258626,41.92405337,20151105,Risk 3 (Low),(41.92405337234114,2308795,TAVERN,2345 N LEAVITT ST ,License Re-Inspection,LEAVITT STREET TAVERN,60647
7 - ELEVEN,1583986,CHICAGO,IL,Pass,-87.62912123,41.87714679,20151105,Risk 2 (Medium),(41.877146786216336,1170388,Grocery Store,343 S DEARBORN ST ,Short Form Complaint,7 - ELEVEN,60604
EFES RESTAURANT,1583988,CHICAGO,IL,Pass,-87.64445413,41.93368774,20151105,Risk 1 (High),(41.93368774378592,2129482,Restaurant,2833 N BROADWAY ,Canvass Re-Inspection,EFES RESTAURANT,60657
THE FAMOUS TACO BURRITO KING,1583984,CHICAGO,IL,Pass w/ Conditions,-87.6989779,41.95386008,20151105,Risk 1 (High),(41.95386007838853,61711,Restaurant,2817 W IRVING PARK RD ,Canvass,THE FAMOUS TACO BURRITO KING,60618
NICK'S ON NORTH,1583987,CHICAGO,IL,Pass w/ Conditions,-87.7104295,41.90995972,20151105,Risk 1 (High),(41.90995972342911,2042998,Restaurant,3323 W NORTH AVE .,Canvass,NICK'S ON NORTH,60647
CHURCH'S CHICKEN # 1054,1583985,CHICAGO,IL,Pass,-87.67025444,41.8086626,20151105,Risk 2 (Medium),(41.808662601878325,1273277,Restaurant,1808 W 47TH ST ,Short Form Complaint,CHURCH'S CHICKEN # 1054,60609
FILINI BAR & RESTAURANT,1419145,CHICAGO,IL,Pass w/ Conditions,-87.62054177,41.88631251,20151105,Risk 1 (High),(41.88631251428426,2088686,Restaurant,221 N COLUMBUS DR ,Canvass,RADISSON BLU AQUA,60601
CHICAGO SMOKE,1533240,CHICAGO,IL,Pass,-87.65879786,41.85045102,20151105,Risk 1 (High),(41.85045102427,1271546,Catering,2300 S THROOP ST ,Canvass,CHICAGO SMOKE LTD,60608
LASCHET'S INN,1583982,CHICAGO,IL,Pass,-87.68206242,41.95399792,20151105,Risk 1 (High),(41.953997919864065,29539,Restaurant,2119 W IRVING PARK RD ,Canvass Re-Inspection,LASCHET'S INN,60618
L.20,1583980,CHICAGO,IL,Out of Business,-87.63666317,41.92390845,20151105,Risk 1 (High),(41.92390845485592,1874539,Restaurant,2300 N LINCOLN PARK WEST ,Canvass,L.20,60614
