akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
cafe orchid,1751674,chicago,il,pass,-87.673233,41.94704229,20160408,risk 1 (high),(41.947042285717025,1821381,restaurant,1746 w addison st,canvass,cafe orchid,60613
dunkin donuts,1735118,chicago,il,pass,-87.78119683,41.93849348,20160331,risk 2 (medium),(41.93849347975001,1772290,restaurant,6200 w belmont ave,canvass,belmont donuts inc.,60634
la pena,1751670,chicago,il,pass,-87.72911075,41.90995767,20160408,risk 1 (high),(41.90995767285743,1095962,restaurant,4104 w north ave,canvass,la pena,60639
china garden chinese restaurant,1751666,chicago,il,pass,-87.64262489,41.69556547,20160408,risk 1 (high),(41.695565472930646,2137407,restaurant,10912 s halsted st,canvass re-inspection,china garden chinese restaurant,60628
la bruquena restaurant & lounge,1751667,chicago,il,pass,-87.69553513,41.90304639,20160408,risk 1 (high),(41.903046386818346,1492868,restaurant,2726 w division st,canvass,la bruquena restaurant & lounge,60622
haymarket pub & brewery,1751671,chicago,il,fail,-87.64721332,41.88429952,20160408,risk 1 (high),(41.88429951671007,2026847,restaurant,737-741 w randolph st,canvass,haymarket brewing company,60661
lemongrass thai cuisine,1751672,chicago,il,pass,-87.66499334,41.86939629,20160408,risk 1 (high),(41.86939628798951,2092899,restaurant,1520 w taylor st,canvass,lemon grass restaurant,60607
jarvis gyros grill,1751661,chicago,il,pass,-87.66884761,42.01592922,20160408,risk 1 (high),(42.015929221479176,2177795,restaurant,1517 w jarvis ave,canvass re-inspection,jarvis gyros,60626
white castle #61,1727238,chicago,il,pass,-87.67020682,41.98967694,20160331,risk 2 (medium),(41.98967693564027,28483,restaurant,5940 n ridge ave,canvass re-inspection,white castle #61,60660
jimmy johns,1751662,chicago,il,fail,-87.71011548,41.97584015,20160408,risk 1 (high),(41.97584015272843,2167555,restaurant,3234 w foster ave,canvass,jimmy johns,60625
kfc/taco bell,1751658,chicago,il,pass,-87.69855459,41.9538624,20160408,risk 1 (high),(41.953862400292394,2146633,restaurant,2807 w irving park rd,short form complaint,kfc,60618
wendys,1751665,chicago,il,pass w/ conditions,-87.66831941,41.92374168,20160408,risk 1 (high),(41.92374168242107,2405949,restaurant,2312 n ashland ave,complaint,wendys properties,60614
merchant s  market,1751659,chicago,il,pass,-87.63708054,41.88874104,20160408,risk 1 (high),(41.888741038131876,2398872,restaurant,350 n orleans st,canvass,mart plaza catering corp,60654
sukhadia sweets & snacks,1751753,chicago,il,pass,-87.69461506,41.99753951,20160408,risk 1 (high),(41.99753950771954,1493645,restaurant,2557-2559 w devon ave,canvass,sukhadia sweets & snacks,60659
taqueria el charo de san francisco,1751663,chicago,il,pass,-87.53430877,41.70261923,20160408,risk 1 (high),(41.702619232856534,1741003,restaurant,3655 e 106th st,canvass,taqueria el charo de san francisco,60617
seafood hot pot,1735117,chicago,il,not ready,-87.65904239,41.97336592,20160330,risk 1 (high),(41.97336592094152,2432467,restaurant,1130 w argyle st,license,sea food hot pot,60640
chef bao chinese restaurant,1751660,chicago,il,pass,-87.63214187,41.85201043,20160408,risk 1 (high),(41.852010428019845,2386079,restaurant,2230 s wentworth ave,canvass,lao hunan,60616
employees cafeteria,1751657,chicago,il,pass,-87.63708054,41.88874104,20160408,risk 2 (medium),(41.888741038131876,32394,restaurant,350 n orleans st,canvass,mart plaza catering corp,60654
tortilla soup,1751656,chicago,il,fail,-87.80699727,41.94921947,20160408,risk 1 (high),(41.94921947071411,78989,restaurant,3809-11 n harlem ave,canvass,tortilla soup,60634
lake view (h/s),1762221,chicago,il,no entry,-87.66891643,41.95478361,20160408,risk 1 (high),(41.95478361382229,46211,school,4015 n ashland ave,canvass,lake view (h/s),60613
tequila cj restaurant,1751664,chicago,il,pass,-87.75543002,41.7969,20160408,risk 1 (high),(41.79689999850765,2379419,restaurant,5728 s archer ave,canvass,tequila cj restaurant,60638
napples pizzeria,1751655,chicago,il,pass,-87.66487219,41.81034982,20160408,risk 1 (high),(41.81034981502603,62830,restaurant,4601 s ashland ave,canvass,napples pizzeria,60609
kindred chicago-central hospital,1751653,chicago,il,pass w/ conditions,-87.7295461,41.94008298,20160408,risk 1 (high),(41.94008298285754,1169962,restaurant,4058 w melrose st,canvass,kindred chicago-central hospital,60641
wolcott school,1751632,chicago,il,pass,-87.67463356,41.89161959,20160408,risk 1 (high),(41.89161959288818,2422972,private school,524 n wolcott ave,canvass,handcut foods,60622
merchant cafe/cityscape bar,1751654,chicago,il,fail,-87.63708054,41.88874104,20160408,risk 1 (high),(41.888741038131876,32388,restaurant,350 n orleans st,canvass,mart plaza catering corp,60654
latin american rest & lounge,1751652,chicago,il,pass,-87.6961433,41.90282133,20160408,risk 1 (high),(41.90282132997605,1058,restaurant,2743 w division st,canvass re-inspection,latin american rest & lounge,60622
west austin development center,1751651,chicago,il,fail,-87.74861367,41.88056364,20160408,risk 1 (high),(41.88056363756397,2215943,daycare combo 1586,4920 w madison st,canvass,west austin development center,60644
market creations,1749217,chicago,il,fail,-87.63652387,41.87856015,20160408,risk 1 (high),(41.87856015362371,1885116,restaurant,233 s wacker dr,canvass,market creations,60606
pockets,1751650,chicago,il,pass,-87.68314563,42.01210812,20160408,risk 1 (high),(42.01210812044981,2391990,restaurant,2101 w touhy ave,canvass,pockets,60645
old town social,1751649,chicago,il,pass w/ conditions,-87.64078558,41.91097282,20160408,risk 1 (high),(41.91097281776573,1938879,restaurant,455 w north ave bldg,canvass,old town social,60610
the cliff dwellers,1749216,chicago,il,pass,-87.62449812,41.87948933,20160407,risk 1 (high),(41.87948932869769,29162,restaurant,200 s michigan ave,canvass re-inspection,the cliff dwellers,60604
the bridge cafe,1751647,chicago,il,pass,-87.7070856,41.88740216,20160408,risk 1 (high),(41.887402155077424,2384872,restaurant,3219 w carroll ave,complaint,breakthrough,60624
norwood crossing,1751644,chicago,il,pass,-87.80005474,41.99089917,20160408,risk 1 (high),(41.990899165915025,2205289,long term care,6016-6020 n nina ave,canvass,norwood crossing,60631
la loma carniceria y taqueria,1751648,chicago,il,pass,-87.75610618,41.92703609,20160408,risk 1 (high),(41.92703609309985,49880,grocery store,2535 n laramie ave,canvass,la loma,60639
bru coffeeworks,1751645,chicago,il,pass,-87.70381873,41.96838315,20160408,risk 2 (medium),(41.968383153992136,2442374,restaurant,3005 w lawrence ave,license re-inspection,bru coffeeworks,60625
st matthias,1727254,chicago,il,pass,-87.68791432,41.97081407,20160408,risk 1 (high),(41.97081407357639,2225081,school,4910 n claremont ave,canvass,st matthias,60625
rosebud cafe,1751641,chicago,il,pass,-87.66419709,41.86940905,20160408,risk 1 (high),(41.86940905403705,25693,restaurant,1500 w taylor st,canvass re-inspection,rosebud cafe,60607
cutie pies kitchen,1751640,chicago,il,pass,-87.64377758,41.75256556,20160408,risk 1 (high),(41.752565562880314,2437716,restaurant,752 w 78th st,canvass re-inspection,cutie pies kitchen,60620
tacos nietos,1735103,chicago,il,pass,-87.5424166,41.70264905,20160330,risk 1 (high),(41.70264905300071,2428123,restaurant,3335 e 106th st,canvass,tacos nietos,60617
7-eleven,1751642,chicago,il,pass,-87.66827046,41.98156518,20160408,risk 2 (medium),(41.981565182899864,2447138,grocery store,5457 n clark st,license,7 -eleven #33841,60640
bar pastoral,1751638,chicago,il,pass,-87.64412091,41.9362483,20160408,risk 1 (high),(41.93624830273888,2157189,restaurant,2945-2947 n broadway ave,canvass re-inspection,pastoral,60657
la cienega super food inc,1751643,chicago,il,pass,-87.53542689,41.69981485,20160408,risk 1 (high),(41.69981484646695,65173,grocery store,10736 s ewing ave,canvass,la cienega super food inc,60617
wow bao,1751635,chicago,il,pass,-87.62396132,41.89774086,20160408,risk 1 (high),(41.897740856252504,1379974,restaurant,835 n michigan ave,canvass,wow bao,60611
breakthrough beginners,1751646,chicago,il,pass,-87.7070856,41.88740216,20160408,risk 1 (high),(41.887402155077424,2379693,childrens services facility,3219 w carroll ave,complaint,breakthrough beginners,60624
centers for new horizons,1751637,chicago,il,pass,-87.60656011,41.81672395,20160408,risk 1 (high),(41.81672394640202,2215669,daycare above and under 2 years,4301 s cottage grove ave,license,centers for new horizons,60653
cafe huong,1735094,chicago,il,out of business,-87.69669591,41.96843906,20160330,risk 1 (high),(41.968439060379936,2374798,restaurant,2711-2713 w lawrence ave,canvass,cafe huong,60625
top view restaurant,1751636,chicago,il,pass,-87.74034531,41.77834276,20160408,risk 1 (high),(41.778342755379505,1803193,restaurant,4713-4715 w 63rd st,canvass,top view restaurant,60629
kolateks bakery & deli,1751633,chicago,il,pass,-87.80613435,41.92482333,20160408,risk 1 (high),(41.92482332847336,2309017,grocery store,2445-2447 n harlem ave,complaint,kolateks bakery inc.,60707
dunkin donuts / baskin robbins,1762220,chicago,il,pass,-87.67356492,41.94681874,20160408,risk 2 (medium),(41.946818741778436,74794,restaurant,1755 w addison st,canvass,dunkin donuts / baskin robbins,60613
real good juice co.,1751639,chicago,il,pass,-87.64721472,41.88181563,20160408,risk 2 (medium),(41.88181563164203,2443125,restaurant,1 n halsted st,license,a boy named judah llc,60661
international supermarket inc,1751634,chicago,il,pass,-87.66517052,41.81056568,20160408,risk 1 (high),(41.81056567737924,16712,grocery store,4556 s ashland ave,canvass,international supermarket inc,60609
kinnaree thai restaurant,1751630,chicago,il,pass,-87.66801562,41.9256381,20160408,risk 1 (high),(41.92563809974706,2457664,restaurant,2415 n ashland ave,license,kinnaree,60614
lumes pancake house,1751629,chicago,il,pass,-87.68072609,41.6826717,20160408,risk 1 (high),(41.682671696042505,39623,restaurant,11601 s western ave,canvass re-inspection,lumes pancake house,60643
super mercado carreta,1751631,chicago,il,fail,-87.67361266,42.00684279,20160408,risk 1 (high),(42.00684279227269,1095188,grocery store,6908-10 n clark st,canvass,super mercado carreta,60626
quiznos sub,1751624,chicago,il,pass,-87.63399178,41.90397013,20160408,risk 1 (high),(41.90397012663484,1352997,restaurant,164 w division st,canvass re-inspection,quiznos sub,60610
walgreens # 06980,1751628,chicago,il,pass,-87.70513321,41.99029969,20160408,risk 3 (low),(41.99029968869171,1618391,grocery store,3019 w peterson ave,complaint,walgreens # 06980,60659
,1751626,chicago,il,not ready,-87.62449812,41.87948933,20160408,risk 2 (medium),(41.87948932869769,2458000,,200 s michigan ave,license,starbucks coffee #22949,60604
carnitas y supermercado el gigante inc,1751625,chicago,il,pass,-87.75636298,41.92600643,20160408,risk 1 (high),(41.92600642686074,1592986,grocery store,2500 n laramie ave,canvass,carnitas y supermercado el gigante inc,60639
parts and labor,1751623,chicago,il,fail,-87.70947505,41.93019094,20160408,risk 1 (high),(41.930190942014534,2240274,restaurant,2700 n milwaukee ave,complaint re-inspection,parts and labor,60647
walgreens #194,1751622,chicago,il,pass,-87.68845932,41.96869203,20160408,risk 3 (low),(41.96869203322613,18480,grocery store,4801 n lincoln ave,complaint,walgreens #194,60625
cafe bionda,1751615,chicago,il,pass,-87.62730544,41.85588513,20160407,risk 1 (high),(41.855885130548536,2293115,restaurant,1922-1924 s state st,canvass re-inspection,cafe bionda,60616
au bon pain,1689311,chicago,il,pass,-87.63325509,41.88184063,20160408,risk 1 (high),(41.88184063003713,1979989,restaurant,181 w madison st bldg,canvass,au bon pain,60602
conte di savoia,1751627,chicago,il,pass,-87.6631888,41.86942476,20160408,risk 1 (high),(41.86942476031945,18973,restaurant,1438 w taylor st,canvass,conte di savoia inc,60607
first start  childcare academy,1751620,chicago,il,pass,-87.74498504,41.88170868,20160408,risk 1 (high),(41.88170868173873,2215857,daycare (2 - 6 years),4753-4759 w washington blvd,canvass,first start  childcare academy,60644
mcdonalds,1751621,chicago,il,pass,-87.64204217,41.68624927,20160408,risk 2 (medium),(41.68624926644377,1679682,restaurant,11421 s halsted st,short form complaint,mcdonalds,60628
lawrence hall youth service therapeutic school,1727253,chicago,il,pass,-87.70041352,41.96950446,20160408,risk 1 (high),(41.969504459307124,3024713,school,4833 n francisco ave,canvass,lawrence hall youth service,60625
beyond the ivy inc,1762219,chicago,il,out of business,-87.65628225,41.94912182,20160407,risk 1 (high),(41.94912182113475,1118822,rooftop,1048 w waveland ave,canvass,beyond the ivy inc,60613
puccis restaurant & pizzeria,1751618,chicago,il,pass,-87.53513166,41.71210885,20160407,risk 1 (high),(41.71210884682817,22992,restaurant,10063 s ewing ave,canvass,puccis restaurant & pizzeria,60617
flagship tavern & grill,1751617,chicago,il,no entry,-87.66961665,41.93979302,20160407,risk 1 (high),(41.93979302024049,2231808,restaurant,1622 w belmont ave,canvass,flagship tavern & grill,60657
pepperino pizzeria,1751603,chicago,il,pass,-87.66449649,41.88137665,20160407,risk 1 (high),(41.88137665387491,2458049,restaurant,1501 w madison st,license,pepperino pizzeria,60607
bacci cafe and pizzeria,1751616,chicago,il,pass w/ conditions,-87.75423075,41.96055088,20160407,risk 1 (high),(41.96055088007665,1444299,restaurant,4367 n milwaukee ave,canvass,bacci cafe and pizzeria on milaukee ave. inc.,60641
wrigleyville rooftop,1762218,chicago,il,fail,-87.65628225,41.94912182,20160407,risk 1 (high),(41.94912182113475,2446543,restaurant,1048 w waveland ave,license,wrigleyville rooftop,60613
buona terra ristorante,1751613,chicago,il,pass w/ conditions,-87.6973466,41.92761387,20160407,risk 1 (high),(41.927613867517806,1226935,restaurant,2535 n california ave,complaint,buona terra ristorante,60647
pepperino pizzeria,1751608,chicago,il,out of business,-87.66449649,41.88137665,20160407,risk 1 (high),(41.88137665387491,2084073,restaurant,1501 w madison st,canvass,pepperino pizzeria,60607
supermercado roman,1751614,chicago,il,pass,-87.67408037,42.00885647,20160407,risk 1 (high),(42.008856472240936,11900,grocery store,6978 n clark st,canvass re-inspection,roman bros 1 inc,60626
browns chicken,1751610,chicago,il,fail,-87.76759624,41.96767102,20160407,risk 1 (high),(41.967671015100265,2093628,restaurant,5601 w lawrence ave,canvass,browns chicken llc,60630
j & k dollar store,1751611,chicago,il,pass w/ conditions,-87.66521278,41.75022124,20160407,risk 3 (low),(41.75022123811565,2378875,grocery store,1645 w 79th st,complaint,j & k dollar store,60620
los tres hermanos,1751609,chicago,il,pass w/ conditions,-87.72454903,41.83881303,20160407,risk 1 (high),(41.838813028693714,33449,grocery store,2858 s pulaski rd,complaint,los tres hermanos,60623
rice cafe,1751612,chicago,il,fail,-87.66441305,41.9217767,20160407,risk 1 (high),(41.921776704433334,1803589,restaurant,2203 n clybourn ave,canvass re-inspection,rice cafe,60614
jimmy johns - michigan,1689310,chicago,il,pass,-87.62438167,41.88637741,20160407,risk 1 (high),(41.88637740620821,1933581,restaurant,225 n michigan ave,canvass,jimmy johns - michigan,60601
jimmy johns,1751607,chicago,il,pass w/ conditions,-87.63241249,41.89084384,20160407,risk 1 (high),(41.8908438371594,1986324,restaurant,501 n la salle st,canvass,jimmy johns,60654
the cheesecake factory,1751605,chicago,il,pass,-87.62397499,41.89894854,20160407,risk 1 (high),(41.898948541729865,42878,restaurant,875 n michigan ave,complaint,the cheesecake factory,60611
alice & friends vegetarian cafe,1727252,chicago,il,no entry,-87.66033437,41.98746481,20160407,risk 1 (high),(41.987464806694895,1248503,restaurant,5812 n broadway,canvass,loving hut,60660
pizzeria serio,1751604,chicago,il,pass,-87.67150548,41.93976821,20160407,risk 1 (high),(41.939768206107004,2021552,restaurant,1708 w belmont ave,canvass,pizzeria serio company,60657
conte di savoia inc west,1751602,chicago,il,pass,-87.68232167,41.86892168,20160407,risk 1 (high),(41.86892168026218,1383921,restaurant,2227 w taylor st,canvass re-inspection,conte di savoia inc west,60612
beyond the ivy,1762217,chicago,il,out of business,-87.65588747,41.94912883,20160407,risk 2 (medium),(41.949128834861106,1069760,restaurant,1038 w waveland ave,canvass,beyond the ivy,60613
embeya,1751601,chicago,il,fail,-87.64233139,41.8845434,20160407,risk 1 (high),(41.884543397737836,2142446,restaurant,564 w randolph st,canvass,embeya,60661
,1751598,chicago,il,out of business,-87.65852694,41.75031663,20160407,risk 1 (high),(41.750316629374,2363441,restaurant,1359 w 79th st,canvass,i & o food mart inc,60620
